setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_mlp_4_independent_seeds_s1,MNIST,mlp,4,independent_seeds,1,weight_average,0.7025,1.2350720167160034,0.3468328555226326,0.19699999999999995,500,500,2000,5000,1.0491969999857247,0.04299412504769862,0,50890,1,500.703125,False,True,9234a758fc1b1b1e683807b1ff59777dd78c164c09b505e210d1057abc4e816c
MNIST_mlp_4_independent_seeds_s1,MNIST,mlp,4,independent_seeds,1,strict_synchronization,0.8925,0.38343807622750725,0.07334393748793669,0.007000000000000006,500,500,2000,5000,1.0491969999857247,0.04299412504769862,0,50890,1,500.703125,False,True,9234a758fc1b1b1e683807b1ff59777dd78c164c09b505e210d1057abc4e816c
MNIST_mlp_4_independent_seeds_s1,MNIST,mlp,4,independent_seeds,1,generic_low_rank_correction,0.8075,0.6791158697495118,0.13134551088901497,0.09199999999999997,500,500,2000,5000,1.0491969999857247,0.04299412504769862,110,50890,1,500.703125,False,True,9234a758fc1b1b1e683807b1ff59777dd78c164c09b505e210d1057abc4e816c
MNIST_mlp_4_independent_seeds_s1,MNIST,mlp,4,independent_seeds,1,twistedmerge_hodge_lr,0.8925,0.38343807622750725,0.07334393748793669,0.007000000000000006,500,500,2000,5000,1.0491969999857247,0.04299412504769862,110,50890,1,500.703125,False,True,9234a758fc1b1b1e683807b1ff59777dd78c164c09b505e210d1057abc4e816c
MNIST_mlp_4_independent_seeds_s1,MNIST,mlp,4,independent_seeds,1,ensemble_reference,0.8995,0.3717971742153168,0.07582020214200019,0.0,500,500,2000,5000,1.0491969999857247,0.04299412504769862,0,203560,4,500.703125,False,True,9234a758fc1b1b1e683807b1ff59777dd78c164c09b505e210d1057abc4e816c
MNIST_mlp_3_independent_seeds_s2,MNIST,mlp,3,independent_seeds,2,weight_average,0.7305,1.0314453840255737,0.2861646928191185,0.16849999999999998,500,500,2000,5000,1.0541727498639375,0.023469375213608146,0,50890,1,500.703125,False,True,9ae466185dea000cb295c7837d99ff8e698e81eed92418b403109685624ff1b1
MNIST_mlp_3_independent_seeds_s2,MNIST,mlp,3,independent_seeds,2,strict_synchronization,0.8965,0.3859683947459794,0.0772737756015944,0.0025000000000000577,500,500,2000,5000,1.0541727498639375,0.023469375213608146,0,50890,1,500.703125,False,True,9ae466185dea000cb295c7837d99ff8e698e81eed92418b403109685624ff1b1
MNIST_mlp_3_independent_seeds_s2,MNIST,mlp,3,independent_seeds,2,generic_low_rank_correction,0.768,0.7621356462522467,0.11351593102006606,0.131,500,500,2000,5000,1.0541727498639375,0.023469375213608146,110,50890,1,500.703125,False,True,9ae466185dea000cb295c7837d99ff8e698e81eed92418b403109685624ff1b1
MNIST_mlp_3_independent_seeds_s2,MNIST,mlp,3,independent_seeds,2,twistedmerge_hodge_lr,0.8965,0.3859683947459794,0.0772737756015944,0.0025000000000000577,500,500,2000,5000,1.0541727498639375,0.023469375213608146,110,50890,1,500.703125,False,True,9ae466185dea000cb295c7837d99ff8e698e81eed92418b403109685624ff1b1
MNIST_mlp_3_independent_seeds_s2,MNIST,mlp,3,independent_seeds,2,ensemble_reference,0.899,0.37203291058540344,0.07394019864499567,0.0,500,500,2000,5000,1.0541727498639375,0.023469375213608146,0,152670,3,500.703125,False,True,9ae466185dea000cb295c7837d99ff8e698e81eed92418b403109685624ff1b1
MNIST_mlp_4_independent_seeds_s2,MNIST,mlp,4,independent_seeds,2,weight_average,0.7445,1.2794448137283325,0.41305954416841273,0.15899999999999992,500,500,2000,5000,1.0541727498639375,0.03994683385826647,0,50890,1,500.703125,False,True,a370d378f3e9945411dc66b4f891096e6aa586448e4e796a78e292dbf42e41e3
MNIST_mlp_4_independent_seeds_s2,MNIST,mlp,4,independent_seeds,2,strict_synchronization,0.896,0.3900021509915282,0.07892050716265817,0.007499999999999951,500,500,2000,5000,1.0541727498639375,0.03994683385826647,0,50890,1,500.703125,False,True,a370d378f3e9945411dc66b4f891096e6aa586448e4e796a78e292dbf42e41e3
MNIST_mlp_4_independent_seeds_s2,MNIST,mlp,4,independent_seeds,2,generic_low_rank_correction,0.7695,0.7572017347611364,0.11261940855457925,0.134,500,500,2000,5000,1.0541727498639375,0.03994683385826647,110,50890,1,500.703125,False,True,a370d378f3e9945411dc66b4f891096e6aa586448e4e796a78e292dbf42e41e3
MNIST_mlp_4_independent_seeds_s2,MNIST,mlp,4,independent_seeds,2,twistedmerge_hodge_lr,0.896,0.3900021509915282,0.07892050716265817,0.007499999999999951,500,500,2000,5000,1.0541727498639375,0.03994683385826647,110,50890,1,500.703125,False,True,a370d378f3e9945411dc66b4f891096e6aa586448e4e796a78e292dbf42e41e3
MNIST_mlp_4_independent_seeds_s2,MNIST,mlp,4,independent_seeds,2,ensemble_reference,0.9035,0.36898013949394226,0.07806675890088077,0.0,500,500,2000,5000,1.0541727498639375,0.03994683385826647,0,203560,4,500.703125,False,True,a370d378f3e9945411dc66b4f891096e6aa586448e4e796a78e292dbf42e41e3
MNIST_mlp_3_shared_base_specialization_s0,MNIST,mlp,3,shared_base_specialization,0,weight_average,0.891,0.3623858094215393,0.014590608581900599,-0.0010000000000000009,500,500,2000,5000,1.2611582488752902,0.026870042318478227,0,50890,1,500.703125,False,True,8f7d751a322820287a0bd795d22c84b8d86c7cedb968b636f9aabfa584aeeba4
MNIST_mlp_3_shared_base_specialization_s0,MNIST,mlp,3,shared_base_specialization,0,strict_synchronization,0.8905,0.3705371133217675,0.04873653801451685,-0.0004999999999999449,500,500,2000,5000,1.2611582488752902,0.026870042318478227,0,50890,1,500.703125,False,True,8f7d751a322820287a0bd795d22c84b8d86c7cedb968b636f9aabfa584aeeba4
MNIST_mlp_3_shared_base_specialization_s0,MNIST,mlp,3,shared_base_specialization,0,generic_low_rank_correction,0.6625,0.8505967317738564,0.04812347240364462,0.22750000000000004,500,500,2000,5000,1.2611582488752902,0.026870042318478227,110,50890,1,500.703125,False,True,8f7d751a322820287a0bd795d22c84b8d86c7cedb968b636f9aabfa584aeeba4
MNIST_mlp_3_shared_base_specialization_s0,MNIST,mlp,3,shared_base_specialization,0,twistedmerge_hodge_lr,0.8905,0.3705371133217675,0.04873653801451685,-0.0004999999999999449,500,500,2000,5000,1.2611582488752902,0.026870042318478227,110,50890,1,500.703125,False,True,8f7d751a322820287a0bd795d22c84b8d86c7cedb968b636f9aabfa584aeeba4
MNIST_mlp_3_shared_base_specialization_s0,MNIST,mlp,3,shared_base_specialization,0,ensemble_reference,0.89,0.3680504560470581,0.021879423677921273,0.0,500,500,2000,5000,1.2611582488752902,0.026870042318478227,0,152670,3,500.703125,False,True,8f7d751a322820287a0bd795d22c84b8d86c7cedb968b636f9aabfa584aeeba4
MNIST_mlp_4_shared_base_specialization_s0,MNIST,mlp,4,shared_base_specialization,0,weight_average,0.9005,0.348275750875473,0.02781213817000387,-0.0024999999999999467,500,500,2000,5000,1.2611582488752902,0.03592466632835567,0,50890,1,500.703125,False,True,a68730aa02a2143fabf030b413c81cb6d9c54085c758c55488aed6b5196f9236
MNIST_mlp_4_shared_base_specialization_s0,MNIST,mlp,4,shared_base_specialization,0,strict_synchronization,0.894,0.35890865350798423,0.046778796235076026,0.0040000000000000036,500,500,2000,5000,1.2611582488752902,0.03592466632835567,0,50890,1,500.703125,False,True,a68730aa02a2143fabf030b413c81cb6d9c54085c758c55488aed6b5196f9236
MNIST_mlp_4_shared_base_specialization_s0,MNIST,mlp,4,shared_base_specialization,0,generic_low_rank_correction,0.664,0.8401784963423707,0.051913975359866464,0.23399999999999999,500,500,2000,5000,1.2611582488752902,0.03592466632835567,110,50890,1,500.703125,False,True,a68730aa02a2143fabf030b413c81cb6d9c54085c758c55488aed6b5196f9236
MNIST_mlp_4_shared_base_specialization_s0,MNIST,mlp,4,shared_base_specialization,0,twistedmerge_hodge_lr,0.894,0.35890865350798423,0.046778796235076026,0.0040000000000000036,500,500,2000,5000,1.2611582488752902,0.03592466632835567,110,50890,1,500.703125,False,True,a68730aa02a2143fabf030b413c81cb6d9c54085c758c55488aed6b5196f9236
MNIST_mlp_4_shared_base_specialization_s0,MNIST,mlp,4,shared_base_specialization,0,ensemble_reference,0.898,0.35118818283081055,0.025391328036785142,0.0,500,500,2000,5000,1.2611582488752902,0.03592466632835567,0,203560,4,500.703125,False,True,a68730aa02a2143fabf030b413c81cb6d9c54085c758c55488aed6b5196f9236
