setting_id,null,permutation,residual,observed_residual,threshold_95
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,0,0.11990169842148257,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,1,0.10780533130916192,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,2,0.058615669074833156,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,3,0.055249059048197824,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,4,0.11877298623901802,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,5,0.10780533414681977,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,6,0.0729498829775492,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,7,0.058615668960767774,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,8,0.05861566878221697,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,9,0.07294987902273138,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,10,0.0586156687893178,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,11,0.16796495344924772,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,12,0.07294988331669888,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,13,0.07294988353766124,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,14,0.007634467828014298,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,15,0.11367248870728035,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,16,0.058615668071782624,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,17,0.023895520226674426,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,18,0.11877298563087813,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,19,0.10543851336237084,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,20,0.05861566904290877,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,21,0.0848489991118247,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,22,0.15908582857131476,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,23,0.17544621971744184,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,24,0.14156070561518772,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,25,0.10543851289986358,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,26,0.0729498829775492,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,27,0.11234611335787141,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,28,0.11579423753179455,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,29,0.007634468521304385,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,30,0.05524905648569643,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,31,0.055249055095497046,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,32,0.08484899631441166,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,33,0.11367248458301568,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,34,0.08484899658202212,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,35,0.07294988353766124,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,36,0.08484899631441166,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,37,0.11877298563087813,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,38,0.12972004932785514,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,39,0.14156070671390258,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,40,0.1431880963133291,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,41,0.18097522542879124,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,42,0.05861566837447043,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,43,0.1331683956292154,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,44,0.16796495770727526,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,45,0.058615669074833156,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,46,0.11990170082670189,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,47,0.17544621971744184,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,48,0.11367248662003057,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,49,0.11877298681036971,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,50,0.11527819739585432,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,51,0.11234611335787141,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,52,0.055249058093486236,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,53,0.058615668071782624,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,54,0.11234611335787141,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,55,0.1187729867566956,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,56,0.05524905794604239,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,57,0.05861566607782957,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,58,0.10780533480104486,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,59,0.05861566492514941,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,60,0.11990169842148257,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,61,0.11527819437863611,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,62,0.055249058093486236,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,63,0.07294988039711595,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,64,0.11234611511397812,0.007634468123373166,0.16796495777101939
MNIST_mlp_3_independent_seeds_s0,edge_map_shuffle,65,0.05861566803584617,0.007634468123373166,0.16796495777101939
