evidence_label,mode,corpus_seed,transition_method,selected_transition_method,loop_name,loop_vertices,identity_distance,connection_synchronization_residual,group_element_classification,spectral_radius,mean_eigenvalue_modulus,mean_absolute_eigenphase,trace_over_dimension_real,trace_over_dimension_imag
natural_measured,smoke,0,weight_based,True,triangle_rotation,0-1-2-0,1.006108846013376e-06,2.0896947034998448e-05,unclassified_feature_space_operator,1.0000011717887867,1.0000000586734095,3.418363478313878e-07,1.0000000586733224,1.3234889800848443e-23
natural_measured,smoke,0,weight_based,True,triangle_reflection,0-4-5-0,1.0465658988323412e-06,2.0896947034998448e-05,unclassified_feature_space_operator,1.0000012336869262,0.999999887310068,3.561611961587735e-07,0.9999998873099691,-6.617444900424222e-24
natural_measured,smoke,0,weight_based,True,rotation_cycle,0-1-2-3-0,1.1535670410012244e-06,2.0896947034998448e-05,unclassified_feature_space_operator,1.0000016175104016,1.0000000195578989,4.004149835972005e-07,1.0000000195577745,0.0
natural_measured,smoke,0,weight_based,True,reflection_rotation_cycle,0-4-1-5-0,1.2096741102141095e-06,2.0896947034998448e-05,unclassified_feature_space_operator,1.0000014594931554,0.9999999282882956,4.2024257572422284e-07,0.9999999282881619,0.0
natural_measured,smoke,0,weight_based,True,rotation_reflection_commutator,commutator,1.0905828276008833e-06,2.0896947034998448e-05,commutator_operator,1.0000017759394007,1.0000003501773476,2.749512270208293e-07,1.0000003501772883,0.0
natural_measured,smoke,0,activation_procrustes,False,triangle_rotation,0-1-2-0,0.4819014072418213,0.2587580739387444,unclassified_feature_space_operator,1.000000209989853,1.0000000205652095,0.34349811739638625,0.8838855633512142,0.0
natural_measured,smoke,0,activation_procrustes,False,triangle_reflection,0-4-5-0,0.4396817088127136,0.2587580739387444,unclassified_feature_space_operator,1.0000003988748352,1.0000001262836626,0.2992937097510089,0.9033400807529689,0.0
natural_measured,smoke,0,activation_procrustes,False,rotation_cycle,0-1-2-3-0,0.5414913892745972,0.2587580739387444,unclassified_feature_space_operator,1.0000004192770904,1.0000000772172306,0.39827704983314177,0.8533936496824026,0.0
natural_measured,smoke,0,activation_procrustes,False,reflection_rotation_cycle,0-4-1-5-0,0.53745037317276,0.2587580739387444,unclassified_feature_space_operator,1.000000586801182,1.0000001365236022,0.3963766141264224,0.8555736606940628,0.0
natural_measured,smoke,0,activation_procrustes,False,rotation_reflection_commutator,commutator,0.48296067118644714,0.2587580739387444,commutator_operator,1.0000008248655832,1.0000005327767019,0.312430459375762,0.883375020697713,0.0
natural_measured,smoke,0,low_rank_subspace,False,triangle_rotation,0-1-2-0,189.50534057617188,0.05510856400776122,unclassified_feature_space_operator,34.86408641084519,3.2478603604260865,0.503799958220398,1.4851544621342359,1.249000902703301e-16
natural_measured,smoke,0,low_rank_subspace,False,triangle_reflection,0-4-5-0,97.00196838378906,0.05510856400776122,unclassified_feature_space_operator,16.45790689638501,2.430754301732489,0.45994494880147635,1.2443649340420986,-2.7755575615628914e-17
natural_measured,smoke,0,low_rank_subspace,False,rotation_cycle,0-1-2-3-0,1325.424560546875,0.05510856400776122,unclassified_feature_space_operator,236.96689590232444,13.79126199131527,0.7052283496873679,2.8180743441917118,1.3877787807814457e-16
natural_measured,smoke,0,low_rank_subspace,False,reflection_rotation_cycle,0-4-1-5-0,535.6533203125,0.05510856400776122,unclassified_feature_space_operator,104.75244005840716,6.130591338833495,0.7371420784065469,-1.5100122652947903,2.7755575615628914e-17
natural_measured,smoke,0,low_rank_subspace,False,rotation_reflection_commutator,commutator,152068.90625,0.05510856400776122,commutator_operator,34250.995535447866,1165.1054288667904,1.257401002232712,286.1693928241724,-8.881784197001252e-15
natural_measured,smoke,0,joint_weight_activation,False,triangle_rotation,0-1-2-0,0.7146509885787964,0.3999313414096832,unclassified_feature_space_operator,1.0000001488572736,0.9999998823415579,0.5221463862702476,0.7446368532255296,0.0
natural_measured,smoke,0,joint_weight_activation,False,triangle_reflection,0-4-5-0,0.545308530330658,0.3999313414096832,unclassified_feature_space_operator,1.0000002541918989,0.9999999801444152,0.3684517068287418,0.851319305598736,0.0
natural_measured,smoke,0,joint_weight_activation,False,rotation_cycle,0-1-2-3-0,0.7919749617576599,0.3999313414096832,unclassified_feature_space_operator,1.0000001728768102,0.9999999237638788,0.6229421051853516,0.6863876185379922,0.0
natural_measured,smoke,0,joint_weight_activation,False,reflection_rotation_cycle,0-4-1-5-0,0.7012743949890137,0.3999313414096832,unclassified_feature_space_operator,1.0000005075696188,1.000000157048803,0.5157004934151941,0.7541072182357312,0.0
natural_measured,smoke,0,joint_weight_activation,False,rotation_reflection_commutator,commutator,0.8172303438186646,0.3999313414096832,commutator_operator,1.0000007689659134,1.0000005219931598,0.6205423829284715,0.666067841462791,0.0
