evidence_label,mode,comparison,metric,n_independent_seeds,mean_delta,ci_low,ci_high,wins,ties,losses
natural_measured,confirmatory,activation_procrustes_minus_weight_based,mean_centrality_residual,5,0.5132925835047326,0.5120093679336969,0.5146984407462429,5,0,0
