evidence_label,mode,corpus_seed,transition_method,threshold_level,selected_by_application_A,classification,brauer_like_candidate,execution_commit,max_centrality_residual,mean_centrality_residual,max_bootstrap_centrality_ci_high,max_bootstrap_phase_instability,max_root_residual,minimum_root_margin,dominant_root_order,max_cocycle_residual,coboundary_residual,max_gauge_invariance_delta
natural_measured,confirmatory,3,weight_based,loose,True,trivial_coboundary,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,1.3339234444819496e-06,1.172437183948238e-06,1.3339234444819496e-06,-0.0,1.335899990762475e-06,0.9999985874795004,1,0.0,0.0,6.619957715670589e-07
natural_measured,confirmatory,3,activation_procrustes,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6409447851816901,0.5133172088833363,0.7023810740751123,-0.0,0.6817814953091115,0.42835946997574226,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,3,activation_procrustes,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6409447851816901,0.5133172088833363,0.7023810740751123,-0.0,0.6817814953091115,0.42835946997574226,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,3,activation_procrustes,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6409447851816901,0.5133172088833363,0.7023810740751123,-0.0,0.6817814953091115,0.42835946997574226,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,3,low_rank_subspace,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6963681998291621,0.6270316400892391,0.7794870453704899,-0.0,0.7239913059390323,0.3629272811067953,1,0.0,0.0,8.66129994392395e-08
natural_measured,confirmatory,3,low_rank_subspace,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6963681998291621,0.6270316400892391,0.7794870453704899,-0.0,0.7239913059390323,0.3629272811067953,1,0.0,0.0,8.66129994392395e-08
natural_measured,confirmatory,3,low_rank_subspace,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6963681998291621,0.6270316400892391,0.7794870453704899,-0.0,0.7239913059390323,0.3629272811067953,1,0.0,0.0,8.66129994392395e-08
natural_measured,confirmatory,3,joint_weight_activation,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5618026169682614,0.40474844550661854,0.6176641859900991,-0.0,0.5877561787473383,0.495169720278987,1,0.0,0.0,1.126900315284729e-07
natural_measured,confirmatory,3,joint_weight_activation,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5618026169682614,0.40474844550661854,0.6176641859900991,-0.0,0.5877561787473383,0.495169720278987,1,0.0,0.0,1.126900315284729e-07
natural_measured,confirmatory,3,joint_weight_activation,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5618026169682614,0.40474844550661854,0.6176641859900991,-0.0,0.5877561787473383,0.495169720278987,1,0.0,0.0,1.126900315284729e-07
natural_measured,confirmatory,4,weight_based,strict,True,trivial_coboundary,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,1.2824524576431375e-06,1.2082827785534455e-06,1.2824524576431375e-06,-0.0,1.318899387815636e-06,0.9999984547894061,1,0.0,0.0,6.118485958300959e-07
natural_measured,confirmatory,4,weight_based,medium,True,trivial_coboundary,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,1.2824524576431375e-06,1.2082827785534455e-06,1.2824524576431375e-06,-0.0,1.318899387815636e-06,0.9999984547894061,1,0.0,0.0,6.118485958300959e-07
natural_measured,confirmatory,4,weight_based,loose,True,trivial_coboundary,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,1.2824524576431375e-06,1.2082827785534455e-06,1.2824524576431375e-06,-0.0,1.318899387815636e-06,0.9999984547894061,1,0.0,0.0,6.118485958300959e-07
natural_measured,confirmatory,4,activation_procrustes,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6503294247466478,0.5128868687731442,0.7110582012963949,-0.0,0.6933219174674603,0.42038695604598786,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,4,activation_procrustes,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6503294247466478,0.5128868687731442,0.7110582012963949,-0.0,0.6933219174674603,0.42038695604598786,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,4,activation_procrustes,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.6503294247466478,0.5128868687731442,0.7110582012963949,-0.0,0.6933219174674603,0.42038695604598786,1,0.0,0.0,8.568167686462402e-08
natural_measured,confirmatory,4,low_rank_subspace,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.7042442290244233,0.6222836183526945,0.7920170466952844,-0.0,0.7368276065311283,0.358980975488566,1,0.0,0.0,9.872019290924072e-08
natural_measured,confirmatory,4,low_rank_subspace,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.7042442290244233,0.6222836183526945,0.7920170466952844,-0.0,0.7368276065311283,0.358980975488566,1,0.0,0.0,9.872019290924072e-08
natural_measured,confirmatory,4,low_rank_subspace,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.7042442290244233,0.6222836183526945,0.7920170466952844,-0.0,0.7368276065311283,0.358980975488566,1,0.0,0.0,9.872019290924072e-08
natural_measured,confirmatory,4,joint_weight_activation,strict,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5613244741222004,0.40749156263067965,0.6198077706619415,-0.0,0.5872038353470261,0.49557227426722306,1,0.0,0.0,8.102506399154663e-08
natural_measured,confirmatory,4,joint_weight_activation,medium,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5613244741222004,0.40749156263067965,0.6198077706619415,-0.0,0.5872038353470261,0.49557227426722306,1,0.0,0.0,8.102506399154663e-08
natural_measured,confirmatory,4,joint_weight_activation,loose,False,noncentral_holonomy,False,b8f3b03fa6edc25c0ed4a585a5158c8af5bae441,0.5613244741222004,0.40749156263067965,0.6198077706619415,-0.0,0.5872038353470261,0.49557227426722306,1,0.0,0.0,8.102506399154663e-08
