method,accuracy,kl_to_lifted_teacher,parameters,stored_parameters,latency_batch1_ms,latency_batch32_ms,latency_batch128_ms,peak_memory_mb
same_architecture_linear_student,0.16833333333333333,0.2812808273921232,234,234,0.0032079406082630157,0.005041947588324547,0.01100008375942707,128.046875
parameter_matched_widened_student,0.16916666666666666,0.281405771769971,2886,2886,0.003166031092405319,0.00500003807246685,0.011082971468567848,128.046875
low_rank_adapter_student,0.18333333333333332,0.4380248326915421,270,270,0.003125052899122238,0.00500003807246685,0.011082971468567848,128.046875
