phase,setting_id,group,width,seed,noise,context_budget,evaluation_split,context_source,method,accuracy,loss,ece,context_action_accuracy,trainable_parameters,stored_parameters,branch_count,latency_ms,inference_multiplier,peak_memory_mb,candidate_count,selector_validation_budget,leakage_hash_passed,logits_sha256
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,c2m3_strict_synchronization,0.21916666666666668,2.0228279192645346,0.17826516421906866,nan,0,0,1,0.021625077351927757,1.0,123.140625,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,c2m3_strict_synchronization,0.2850467289719626,1.9564112267892413,0.12351077807587073,nan,0,0,1,0.021625077351927757,1.0,123.265625,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,supplied_context_structured_retransport,1.0,0.9636908444386214,0.6025681691142646,nan,0,0,6,0.022042077034711838,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,supplied_context_structured_retransport,1.0,0.9679886008672902,0.6041264768071105,nan,0,0,6,0.022042077034711838,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9636908444386219,0.602568169114265,1.0,30,30,1,0.022042077034711838,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9679886008672908,0.6041264768071106,1.0,30,30,1,0.022042077034711838,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,structured_learned_router,0.8016666666666666,1.2326136556276415,0.40423483578093133,0.8016666666666666,42,42,6,0.021208077669143677,6.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,structured_learned_router,0.6985981308411215,1.3817200021751952,0.305367709021066,0.8016666666666666,42,42,6,0.021208077669143677,6.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,generic_linear,0.1725,1.8673098017975405,0.09435830683597353,nan,234,234,1,0.018750084564089775,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,generic_linear,0.1542056074766355,1.8872212784779916,0.11503051398296053,nan,234,234,1,0.018750084564089775,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,generic_two_layer_mlp,0.17583333333333334,1.9817473442170146,0.1888605636554647,nan,546,546,1,0.020666047930717468,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,generic_two_layer_mlp,0.1658878504672897,1.9572772992923424,0.2035882146997061,nan,546,546,1,0.020666047930717468,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,generic_mixture_of_experts,0.8016666666666666,1.6085459470514512,0.5976882926241518,0.8016666666666666,42,42,1,0.022292137145996094,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,generic_mixture_of_experts,0.6985981308411215,1.6371962529101332,0.49899882862205663,0.8016666666666666,42,42,1,0.022292137145996094,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,learned_matrix_context_action,0.4891666666666667,1.4213107649480086,0.2114952236040346,nan,222,222,1,0.017208047211170197,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,learned_matrix_context_action,0.45794392523364486,1.4535035149583904,0.17707948669390347,nan,222,222,1,0.017208047211170197,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,generic_low_rank_context_adapter,0.17916666666666667,2.1700579051300983,0.24985427706394409,nan,270,270,1,0.020625069737434387,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,generic_low_rank_context_adapter,0.2219626168224299,2.127700471514459,0.20569150892831245,nan,270,270,1,0.020625069737434387,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,noisy_group_element,shuffled_context_control,0.1625,2.1416912012930593,0.23493183088573535,nan,0,0,1,0.021666986867785454,1.0,123.3125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,heldout_rs_order,noisy_group_element,shuffled_context_control,0.1705607476635514,2.1207654535124756,0.22623323595072023,nan,0,0,1,0.021666986867785454,1.0,123.328125,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,input_only,structured_learned_router,0.17416666666666666,2.0953308260576433,0.22326516421906864,0.17416666666666666,198,198,6,nan,6.0,123.359375,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b16,S3,32,0,0.0,16,word_length_4_5,alignment_residual_only,structured_learned_router,0.15416666666666667,2.097601621509995,0.24326516421906866,0.15416666666666667,42,42,6,nan,6.0,123.359375,1,0,True,a5d4903f8c6b9d04004efaef8e754bc4510247e0b998f7f4290ad9d49617651f
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,c2m3_strict_synchronization,0.21916666666666668,2.0228279192645346,0.17826516421906866,nan,0,0,1,0.02050003968179226,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,c2m3_strict_synchronization,0.2850467289719626,1.9564112267892413,0.12351077807587073,nan,0,0,1,0.02050003968179226,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,supplied_context_structured_retransport,1.0,0.9636908444386214,0.6025681691142646,nan,0,0,6,0.02108304761350155,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,supplied_context_structured_retransport,1.0,0.9679886008672902,0.6041264768071105,nan,0,0,6,0.02108304761350155,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9636908444386219,0.602568169114265,1.0,30,30,1,0.020832987502217293,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9679886008672908,0.6041264768071106,1.0,30,30,1,0.020832987502217293,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,structured_learned_router,1.0,0.9636908444386214,0.6025681691142646,1.0,42,42,6,0.02079200930893421,6.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,structured_learned_router,1.0,0.9679886008672902,0.6041264768071105,1.0,42,42,6,0.02079200930893421,6.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,generic_linear,0.18166666666666667,1.9048086726483082,0.11830960675881895,nan,234,234,1,0.02012518234550953,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,generic_linear,0.14953271028037382,1.9587277165915846,0.15242701183924479,nan,234,234,1,0.02012518234550953,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,generic_two_layer_mlp,0.1525,1.812223346796205,0.06279548611963909,nan,546,546,1,0.01850002445280552,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,generic_two_layer_mlp,0.12850467289719625,1.8292646857807113,0.08726220587060174,nan,546,546,1,0.01850002445280552,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,generic_mixture_of_experts,1.0,1.5545963371906666,0.7877590976679458,1.0,42,42,1,0.02108304761350155,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,generic_mixture_of_experts,1.0,1.556435500174012,0.7881332815894191,1.0,42,42,1,0.02108304761350155,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,learned_matrix_context_action,0.9233333333333333,1.0204796865528674,0.5435589619976968,nan,222,222,1,0.020707957446575165,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,learned_matrix_context_action,0.9299065420560748,1.0235567782077775,0.5524324031085704,nan,222,222,1,0.020707957446575165,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,generic_low_rank_context_adapter,0.16166666666666665,2.08976758941216,0.23672567394583582,nan,270,270,1,0.020209001377224922,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,generic_low_rank_context_adapter,0.18691588785046728,2.0573665394932004,0.20549924866104258,nan,270,270,1,0.020209001377224922,1.0,123.515625,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,noisy_group_element,shuffled_context_control,0.15666666666666668,2.1630287270846065,0.24076516421906866,nan,0,0,1,0.021207844838500023,1.0,123.53125,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,heldout_rs_order,noisy_group_element,shuffled_context_control,0.18457943925233644,2.139468322213114,0.21129408394055305,nan,0,0,1,0.021207844838500023,1.0,123.53125,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,input_only,structured_learned_router,0.15666666666666668,2.129436532090476,0.24076516421906866,0.15666666666666668,198,198,6,nan,6.0,123.53125,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b64,S3,32,0,0.0,64,word_length_4_5,alignment_residual_only,structured_learned_router,0.13416666666666666,2.127968442741876,0.2632651642190687,0.13416666666666666,42,42,6,nan,6.0,123.53125,1,0,True,b45e79423231c639d36e4bbd3e72a423fd0d266290ea9ee70993e8b1e1ca4840
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,c2m3_strict_synchronization,0.21916666666666668,2.0228279192645346,0.17826516421906866,nan,0,0,1,0.020582927390933037,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,c2m3_strict_synchronization,0.2850467289719626,1.9564112267892413,0.12351077807587073,nan,0,0,1,0.020582927390933037,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,supplied_context_structured_retransport,1.0,0.9636908444386214,0.6025681691142646,nan,0,0,6,0.021207844838500023,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,supplied_context_structured_retransport,1.0,0.9679886008672902,0.6041264768071105,nan,0,0,6,0.021207844838500023,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9636908444386219,0.602568169114265,1.0,30,30,1,0.020916108042001724,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9679886008672908,0.6041264768071106,1.0,30,30,1,0.020916108042001724,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,structured_learned_router,1.0,0.9636908444386214,0.6025681691142646,1.0,42,42,6,0.020750099793076515,6.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,structured_learned_router,1.0,0.9679886008672902,0.6041264768071105,1.0,42,42,6,0.020750099793076515,6.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,generic_linear,0.18,1.799785832756212,0.024067740403112894,nan,234,234,1,0.0213750172406435,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,generic_linear,0.1658878504672897,1.805681001096228,0.03885717246849528,nan,234,234,1,0.0213750172406435,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,generic_two_layer_mlp,0.17333333333333334,1.7938639575591317,0.010893818319597912,nan,546,546,1,0.021999934688210487,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,generic_two_layer_mlp,0.1542056074766355,1.7955615724829503,0.03006584053910189,nan,546,546,1,0.021999934688210487,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,generic_mixture_of_experts,1.0,1.5533129331807183,0.7874764589642755,1.0,42,42,1,0.021083978936076164,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,generic_mixture_of_experts,1.0,1.5551210904752386,0.7878439601880213,1.0,42,42,1,0.021083978936076164,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,learned_matrix_context_action,0.9991666666666666,0.9681078639041283,0.6035776933037098,nan,222,222,1,0.020832987502217293,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,learned_matrix_context_action,0.9976635514018691,0.9726442516707862,0.6037222891581243,nan,222,222,1,0.020832987502217293,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,generic_low_rank_context_adapter,0.1775,1.9641642229721212,0.164903382481212,nan,270,270,1,0.022041844204068184,1.0,123.75,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,generic_low_rank_context_adapter,0.205607476635514,1.897177293927039,0.1337972109620014,nan,270,270,1,0.022041844204068184,1.0,123.765625,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,noisy_group_element,shuffled_context_control,0.18166666666666667,2.112188700296153,0.2157651642190687,nan,0,0,1,0.020707957446575165,1.0,123.765625,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,heldout_rs_order,noisy_group_element,shuffled_context_control,0.18925233644859812,2.1084859352822667,0.2066211867442914,nan,0,0,1,0.020707957446575165,1.0,123.78125,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,input_only,structured_learned_router,0.15166666666666667,2.1364429829009253,0.24576516421906866,0.15166666666666667,198,198,6,nan,6.0,123.828125,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b256,S3,32,0,0.0,256,word_length_4_5,alignment_residual_only,structured_learned_router,0.13333333333333333,2.1571148771214967,0.26409849755240206,0.13333333333333333,42,42,6,nan,6.0,123.828125,1,0,True,a9163ac3cbea4cf4c550e76df15e128c849a8d414ae80e24e11d2613002e3630
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,c2m3_strict_synchronization,0.21916666666666668,2.0228279192645346,0.17826516421906866,nan,0,0,1,0.02050003968179226,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,c2m3_strict_synchronization,0.2850467289719626,1.9564112267892413,0.12351077807587073,nan,0,0,1,0.02050003968179226,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,supplied_context_structured_retransport,1.0,0.9636908444386214,0.6025681691142646,nan,0,0,6,0.021042069420218468,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,supplied_context_structured_retransport,1.0,0.9679886008672902,0.6041264768071105,nan,0,0,6,0.021042069420218468,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9636908444386219,0.602568169114265,1.0,30,30,1,0.02091703936457634,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,twistedmerge_hodge_lr,1.0,0.9679886008672908,0.6041264768071106,1.0,30,30,1,0.02091703936457634,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,structured_learned_router,1.0,0.9636908444386214,0.6025681691142646,1.0,42,42,6,0.02079200930893421,6.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,structured_learned_router,1.0,0.9679886008672902,0.6041264768071105,1.0,42,42,6,0.02079200930893421,6.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,generic_linear,0.16666666666666666,1.7993362934095496,0.02169245116002041,nan,234,234,1,0.022792024537920952,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,generic_linear,0.14018691588785046,1.8100596976056027,0.04842159354046012,nan,234,234,1,0.022792024537920952,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,generic_two_layer_mlp,0.17,1.7942115635354974,0.010149131815534536,nan,546,546,1,0.024250010028481483,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,generic_two_layer_mlp,0.13551401869158877,1.799838327485992,0.044500588074193555,nan,546,546,1,0.024250010028481483,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,generic_mixture_of_experts,1.0,1.553050391032423,0.7874185715562908,1.0,42,42,1,0.02108304761350155,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,generic_mixture_of_experts,1.0,1.5548531325555357,0.7877849384292976,1.0,42,42,1,0.02108304761350155,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,learned_matrix_context_action,1.0,0.9646829446619594,0.6029848281370256,nan,222,222,1,0.02095801755785942,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,heldout_rs_order,noisy_group_element,learned_matrix_context_action,1.0,0.969076384948984,0.6045799221454108,nan,222,222,1,0.02095801755785942,1.0,124.234375,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
discovery,discovery_S3_w32_s0_n0.00_b1024,S3,32,0,0.0,1024,word_length_4_5,noisy_group_element,generic_low_rank_context_adapter,0.18333333333333332,1.937100865615221,0.14715364035078185,nan,270,270,1,0.021666986867785454,1.0,124.25,1,0,True,d1dad15953b7af04bc8198670aecd033a5c300507b8d1586fde14b7ffcdf8e31
