setting_id,dataset,architecture,model_count,relation,seed,method,accuracy,loss,ece,merge_degradation,calibration_samples,selector_validation_samples,test_samples,training_examples_per_local_model,training_time_seconds,inference_time_seconds,trainable_parameters,stored_parameters,branch_count,peak_memory_mb,lift_activated,leakage_hash_passed,logits_sha256
MNIST_mlp_3_shared_base_specialization_s1,MNIST,mlp,3,shared_base_specialization,1,ensemble_reference,0.8755,0.39834147691726685,0.010812797680497187,0.0,500,500,2000,5000,0.0,0.014546458143740892,0,152670,3,475.8125,False,True,65e8d226ea5753649f22c3c1ff567160e99325215948101b3fc4b85edb2ef201
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,weight_average,0.8875,0.36121684312820435,0.01798782476782796,0.0,500,500,2000,5000,0.0,0.020835959119722247,0,50890,1,475.8125,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,strict_synchronization,0.8905,0.3563326766314078,0.03897942117065358,-0.0030000000000000027,500,500,2000,5000,0.0,0.020835959119722247,0,50890,1,475.8125,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,generic_low_rank_correction,0.809,0.6308366959978572,0.08189347800694671,0.0784999999999999,500,500,2000,5000,0.0,0.020835959119722247,110,50890,1,475.8125,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,twistedmerge_hodge_lr,0.8905,0.3563326766314078,0.03897942117065358,-0.0030000000000000027,500,500,2000,5000,0.0,0.020835959119722247,110,50890,1,475.8125,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_4_shared_base_specialization_s1,MNIST,mlp,4,shared_base_specialization,1,ensemble_reference,0.8875,0.3640192151069641,0.017784020841121666,0.0,500,500,2000,5000,0.0,0.020835959119722247,0,203560,4,475.8125,False,True,b3cc823842d0e409ad193a9c1c6ea0d26d3c46c7d0228cf4b6f19af45c634e81
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,weight_average,0.877,0.38153350353240967,0.015294846653938324,0.0,500,500,2000,5000,0.0,0.020039208000525832,0,50890,1,475.8125,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,strict_synchronization,0.887,0.37009350737317176,0.041705691398007685,-0.010000000000000009,500,500,2000,5000,0.0,0.020039208000525832,0,50890,1,475.8125,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,generic_low_rank_correction,0.7175,0.8118141567909983,0.05791748663799415,0.15949999999999998,500,500,2000,5000,0.0,0.020039208000525832,110,50890,1,475.8125,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,twistedmerge_hodge_lr,0.887,0.37009350737317176,0.041705691398007685,-0.010000000000000009,500,500,2000,5000,0.0,0.020039208000525832,110,50890,1,475.8125,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_3_shared_base_specialization_s2,MNIST,mlp,3,shared_base_specialization,2,ensemble_reference,0.877,0.3880191445350647,0.012423480182886158,0.0,500,500,2000,5000,0.0,0.020039208000525832,0,152670,3,475.8125,False,True,802ebad99479babde347ed09fa48ec9e41211b088d45084b056b596ff9498ea0
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,weight_average,0.8845,0.366799920797348,0.011454659596085544,-0.0030000000000000027,500,500,2000,5000,0.0,0.059263459173962474,0,50890,1,475.8125,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,strict_synchronization,0.8925,0.35941714395349605,0.03953827797495866,-0.01100000000000001,500,500,2000,5000,0.0,0.059263459173962474,0,50890,1,475.8125,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,generic_low_rank_correction,0.7005,0.8222788515520576,0.042482296636018275,0.18099999999999994,500,500,2000,5000,0.0,0.059263459173962474,110,50890,1,475.8125,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,twistedmerge_hodge_lr,0.8925,0.35941714395349605,0.03953827797495866,-0.01100000000000001,500,500,2000,5000,0.0,0.059263459173962474,110,50890,1,475.8125,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_mlp_4_shared_base_specialization_s2,MNIST,mlp,4,shared_base_specialization,2,ensemble_reference,0.8815,0.3696364164352417,0.016050736427307147,0.0,500,500,2000,5000,0.0,0.059263459173962474,0,203560,4,475.8125,False,True,1a2e3f8ddde8130d4119947d8c7727068a5e74666514c377e8ceed0121efdaa8
MNIST_cnn_3_independent_seeds_s0,MNIST,cnn,3,independent_seeds,0,weight_average,0.543,1.4580285549163818,0.16524827794730662,0.385,500,500,2000,5000,0.0,0.05401941831223667,0,9098,1,475.8125,False,True,ba6b069bad43bdedd90e8e99848683b036ce72bc77759d48dbf9954f45a43ef5
