setting_id,dataset,regime,seed,method,accuracy,loss,ece,residual_before,residual_after,persistent_residual,trainable_parameters,stored_parameters,branch_count,latency_ms,peak_memory_mb,calibration_samples,leakage_hash_passed,logits_sha256
FashionMNIST_exact_s1,FashionMNIST,exact,1,hodge_correction,0.7455,1.9002490773401197,0.5855378045469226,0.0,7.410798009835157e-18,False,110,50826,1,0.01750001683831215,522.703125,500,True,a73579f9f78263113db60f378f69ab7ecf17d3d96dbac80d0da84596c2ab3035
FashionMNIST_exact_s1,FashionMNIST,exact,1,hodge_low_rank,0.746,1.9003192262659205,0.5861066839789135,0.0,7.410798009835157e-18,False,110,50826,1,0.01750001683831215,522.703125,500,True,a73579f9f78263113db60f378f69ab7ecf17d3d96dbac80d0da84596c2ab3035
FashionMNIST_exact_s1,FashionMNIST,exact,1,branch_pooling,0.748,1.90144538585049,0.588622890978124,0.0,7.410798009835157e-18,False,0,203304,4,0.016834121197462082,522.703125,500,True,a73579f9f78263113db60f378f69ab7ecf17d3d96dbac80d0da84596c2ab3035
FashionMNIST_exact_s1,FashionMNIST,exact,1,equivariant_retransport,0.748,1.90144538585049,0.588622890978124,0.0,7.410798009835157e-18,False,0,50826,1,0.01691700890660286,522.703125,500,True,a73579f9f78263113db60f378f69ab7ecf17d3d96dbac80d0da84596c2ab3035
FashionMNIST_exact_s1,FashionMNIST,exact,1,parameter_matched_control,0.3765,2.137337107284106,0.24451304304355706,0.0,7.410798009835157e-18,False,0,50826,1,0.017333077266812325,522.703125,500,True,a73579f9f78263113db60f378f69ab7ecf17d3d96dbac80d0da84596c2ab3035
FashionMNIST_exact_s2,FashionMNIST,exact,2,raw_fedavg,0.0985,2.3151717595268555,0.04477770354566557,0.0,7.410798009835157e-18,False,0,50826,1,0.018167076632380486,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,strict_frame_synchronization,0.7575,1.896167370418931,0.5979146624874445,0.0,7.410798009835157e-18,False,0,50826,1,0.01741712912917137,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,c2m3_style_synchronization,0.7575,1.896167370418931,0.5979146624874445,0.0,7.410798009835157e-18,False,0,50826,1,0.01674983650445938,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,generic_learned_calibration,0.7585,1.899332669073372,0.5991041888425519,0.0,7.410798009835157e-18,False,110,50826,1,0.017167069017887115,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,hodge_correction,0.7585,1.897660399022667,0.5991020666737567,0.0,7.410798009835157e-18,False,110,50826,1,0.01733284443616867,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,hodge_low_rank,0.759,1.8976320582258555,0.5995678157837897,0.0,7.410798009835157e-18,False,110,50826,1,0.017042038962244987,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,branch_pooling,0.7575,1.896167370418931,0.5979146624874445,0.0,7.410798009835157e-18,False,0,203304,4,0.017458107322454453,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,equivariant_retransport,0.7575,1.896167370418931,0.5979146624874445,0.0,7.410798009835157e-18,False,0,50826,1,0.016875099390745163,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_exact_s2,FashionMNIST,exact,2,parameter_matched_control,0.386,2.132581652915028,0.254752778105479,0.0,7.410798009835157e-18,False,0,50826,1,0.016916077584028244,522.703125,500,True,b0bb39bb15aec7dc4269f1d52f9273494d0073bdb5d7e88e7d2ff9033e4f0355
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,raw_fedavg,0.103,2.3161351276494764,0.054485224815519,0.04169839906346643,0.01717309905943558,False,0,50826,1,0.023999949917197227,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,strict_frame_synchronization,0.761,1.8944354382490507,0.6002199558147086,0.04169839906346643,0.01717309905943558,False,0,50826,1,0.01879199407994747,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,c2m3_style_synchronization,0.761,1.8944354382490507,0.6002199558147086,0.04169839906346643,0.01717309905943558,False,0,50826,1,0.018290942534804344,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,generic_learned_calibration,0.747,1.896538750633807,0.586490508362337,0.04169839906346643,0.01717309905943558,False,110,50826,1,0.017707934603095055,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,hodge_correction,0.758,1.8953761717206408,0.5974473149645119,0.04169839906346643,0.01717309905943558,False,110,50826,1,0.018499791622161865,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,hodge_low_rank,0.7605,1.8946773040822074,0.599826502450243,0.04169839906346643,0.01717309905943558,False,110,50826,1,0.017791055142879486,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,branch_pooling,0.763,1.8917376679518068,0.6017358390248982,0.04169839906346643,0.01717309905943558,False,0,203304,4,0.017666956409811974,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,equivariant_retransport,0.763,1.8917376679518068,0.6017358390248982,0.04169839906346643,0.01717309905943558,False,0,50826,1,0.017249956727027893,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s0,FashionMNIST,noisy,0,parameter_matched_control,0.3775,2.149854095896324,0.24915636439652888,0.04169839906346643,0.01717309905943558,False,0,50826,1,0.017416896298527718,522.703125,500,True,cd935d130c3e543ade3813de47cacd7dc7669913874bf43456122a2417082949
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,raw_fedavg,0.104,2.3193416128848066,0.0575337323723009,0.042128554265317565,0.017355393070638346,False,0,50826,1,0.02337503246963024,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,strict_frame_synchronization,0.7475,1.9031959188942127,0.5884758450995689,0.042128554265317565,0.017355393070638346,False,0,50826,1,0.01816684380173683,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,c2m3_style_synchronization,0.7475,1.9031959188942127,0.5884758450995689,0.042128554265317565,0.017355393070638346,False,0,50826,1,0.017666956409811974,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,generic_learned_calibration,0.7435,1.899854022122968,0.5829424808800688,0.042128554265317565,0.017355393070638346,False,110,50826,1,0.01795799471437931,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,hodge_correction,0.7455,1.9014409606138274,0.5857595445500661,0.042128554265317565,0.017355393070638346,False,110,50826,1,0.018082791939377785,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,hodge_low_rank,0.745,1.901681767596528,0.5854265810665228,0.042128554265317565,0.017355393070638346,False,110,50826,1,0.018084188923239708,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,branch_pooling,0.748,1.90144538585049,0.588622890978124,0.042128554265317565,0.017355393070638346,False,0,203304,4,0.01795799471437931,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,equivariant_retransport,0.748,1.90144538585049,0.588622890978124,0.042128554265317565,0.017355393070638346,False,0,50826,1,0.01741712912917137,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s1,FashionMNIST,noisy,1,parameter_matched_control,0.3765,2.137337107284106,0.24451304304355706,0.042128554265317565,0.017355393070638346,False,0,50826,1,0.017709098756313324,522.703125,500,True,31c60829b1e3c4bb5f203b2c48143bbd88bbd6eac78bd4f57a4a5286cf8ece69
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,raw_fedavg,0.0985,2.3151717595268555,0.04477770354566557,0.04261098143445716,0.017559275548625977,False,0,50826,1,0.018790829926729202,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,strict_frame_synchronization,0.7575,1.897863247845191,0.5983267923945416,0.04261098143445716,0.017559275548625977,False,0,50826,1,0.01741712912917137,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,c2m3_style_synchronization,0.7575,1.897863247845191,0.5983267923945416,0.04261098143445716,0.017559275548625977,False,0,50826,1,0.017625046893954277,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,generic_learned_calibration,0.7565,1.8999672679624324,0.597182729699931,0.04261098143445716,0.017559275548625977,False,110,50826,1,0.01716683618724346,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,hodge_correction,0.758,1.8988177919662244,0.5988615207657335,0.04261098143445716,0.017559275548625977,False,110,50826,1,0.016916077584028244,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
FashionMNIST_noisy_s2,FashionMNIST,noisy,2,hodge_low_rank,0.7585,1.8989155753373503,0.5993665150888444,0.04261098143445716,0.017559275548625977,False,110,50826,1,0.016667181625962257,522.703125,500,True,48712d76714e08960404f97257ed7272dd1a113e543d7f855e3080e4fc409253
