setting_id,phase,seed,method,task_accuracy,negative_log_likelihood,ece,classwise_ece,chart_accuracy,trainable_parameters,stored_parameters,stored_bytes,branch_count,complete_latency_ms_batch128,peak_process_memory_mb,peak_accelerator_memory_mb,chart_training_examples,validation_examples,calibration_examples,threshold_selection_examples,test_examples,training_time_seconds,chart_information,expert_evaluations,logits_path,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
CIFAR10_discovery_seed0,discovery,0,wrong_action_control,0.2575,2.114459478104913,0.06164775910637777,"[0.020976244449704737, 0.05192859948314011, 0.040588958572659366, 0.017796609870196982, 0.029395212134018196, 0.035703564536168735, 0.01936451136559701, 0.012144784719965409, 0.04331787408442336, 0.037409387193598646]",0.06750000268220901,61969,61969,247876,8,168.40383410453796,1140.40625,1235.5625,1000,500,500,0,2000,11.645441748900339,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,ensemble_reference,0.2625,2.153045043620139,0.05800362477375131,"[0.019701644978047203, 0.05174359143686886, 0.02970687753069992, 0.026726069493237668, 0.030246563282006443, 0.04960278689556214, 0.01821121700363204, 0.02689453851866959, 0.04364402319738079, 0.038164136015710226]",,58888,58888,235552,8,19.904041197150946,1140.40625,1235.5625,0,500,500,0,2000,5.677016332978383,none,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,context_blind_expert_average,0.2985,1.9620089072780873,0.04600975242196209,"[0.016220607535390046, 0.033251664196701766, 0.016073783240397457, 0.02668677560111388, 0.01290334609649179, 0.019368080118046617, 0.01880000366528196, 0.014129991032780849, 0.03657985683188681, 0.02564275150627787]",,58888,58888,235552,8,230.17770797014236,1312.328125,1235.5625,0,500,500,0,2000,4.894845623988658,none,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,generic_moe,0.283,2.0427677176332644,0.03561605372296869,"[0.01710760283602122, 0.03480879785465357, 0.02662897525675323, 0.03776193771598347, 0.014509183465180748, 0.00714923707278972, 0.017353376222216447, 0.028986158651679566, 0.039259626432783225, 0.03432915525507341]",0.0925000011920929,66560,66560,266240,8,226.3195829000324,1312.328125,1235.5625,1000,500,500,0,2000,5.133378873812035,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,generic_low_rank_context_adapter,0.2325,2.1541677712478884,0.053636899466387576,"[0.020214487479406545, 0.028977044855892555, 0.01953840097225699, 0.027629615718056028, 0.03193523342519262, 0.03634267100685085, 0.021182751681913727, 0.010817888741485105, 0.010164478674988726, 0.0505338234990271]",0.0925000011920929,23574,23574,94296,1,11.894958093762398,1312.328125,1235.5625,1000,500,500,0,2000,1.2563511249609292,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,d4_equivariant_chart_soft_routing,0.348,1.867723941997669,0.04353263579501655,"[0.014829055462926382, 0.034923414116858745, 0.018600555349836206, 0.00586446671390838, 0.008906661084843845, 0.01916357941069038, 0.01629521444886871, 0.01600693389833738, 0.015230838349142557, 0.02496280199387292]",0.2669999897480011,61969,61969,247876,8,204.20491602271795,1312.328125,1235.5625,1000,500,500,0,2000,10.66164704086259,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,inferred_canonicalize_pool_retransport,0.198,2.15072555133314,0.014837407317360083,"[0.061743347421490846, 0.09072480633568866, 0.030412749987419524, 0.03517239628587145, 0.037666509428609295, 0.036203558268235125, 0.05573599794173821, 0.017553566188195438, 0.04400888684369435, 0.05521956156083847]",0.2669999897480011,61969,61969,247876,8,472.8595409542322,1312.328125,1235.5625,1000,500,500,0,2000,10.66164704086259,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,d4_equivariant_task_classifier,0.3085,2.0381522599725543,0.06487133010064057,"[0.031982091654091986, 0.00647541240424228, 0.03663088868609836, 0.008908589591713761, 0.026122464244814226, 0.028331385600257906, 0.02405475971554223, 0.05306686852991909, 0.02572629925923237, 0.06702220892112425]",,11910,11910,47640,8,21.656458033248782,1312.328125,1235.5625,0,500,500,0,2000,11.666456666076556,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,d4_test_time_augmentation,0.261,2.0868456922366194,0.05623239356849858,"[0.022065068038454063, 0.06963079704545913, 0.038518640814924565, 0.029895817305638173, 0.01521086173315673, 0.02291407084769657, 0.01748260675442461, 0.03196152540743201, 0.051384775824419346, 0.017240312775183186]",,14722,14722,58888,8,43.651624815538526,1312.328125,1235.5625,0,500,500,0,2000,1.2469512501265854,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,one_canonical_after_inferred_inverse,0.3055,2.0136318920695344,0.049342630041026354,"[0.020407868910027282, 0.073925751643525, 0.03264472208839245, 0.010802367416339978, 0.014953497631972807, 0.037520049498402895, 0.015879169284164024, 0.03382959301710869, 0.033598811875692816, 0.04914359609119534]",0.2669999897480011,17803,17803,71212,8,288.3635410107672,1312.328125,1235.5625,1000,500,500,0,2000,7.013752667000517,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,supplied_chart_oracle,0.411,1.724548190772761,0.051219643289812156,"[0.013957998868607643, 0.03372778273264762, 0.010815430559381257, 0.019400339668091487, 0.014816422933187278, 0.01651663065837823, 0.019320940984702998, 0.028529602720408432, 0.014330131971124217, 0.02718098289139893]",1.0,58888,58888,235552,8,251.18266604840755,1312.328125,1235.5625,0,500,500,0,2000,4.894845623988658,supplied,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,random_action_control,0.287,2.0774878599602062,0.0380945663633908,"[0.014395371223054957, 0.035074722215269756, 0.021290467866758422, 0.03778150116825397, 0.024463812683058795, 0.024457319431754533, 0.012080042870950046, 0.021290247967683106, 0.039152763133952044, 0.04200112048813079]",0.1289999932050705,58888,58888,235552,8,249.66629222035408,1312.328125,1235.5625,0,500,500,0,2000,4.894845623988658,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,wrong_action_control,0.263,2.0877209781063555,0.04225189690123588,"[0.025364555152602813, 0.0482928158078642, 0.029888538404819438, 0.03402979606467953, 0.021290903576751632, 0.02350177783049295, 0.015541586300543477, 0.018468285124508124, 0.04607286404030243, 0.039641302902007]",0.07349999994039536,61969,61969,247876,8,230.60645791701972,1312.328125,1235.5625,1000,500,500,0,2000,10.66164704086259,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed1,discovery,1,ensemble_reference,0.2715,2.1245565458421267,0.0493371770286508,"[0.01777706222642615, 0.039537942477859814, 0.028094610905551837, 0.040046481176464144, 0.016036052955630653, 0.019734613473945044, 0.01547168236696587, 0.030533988450978135, 0.0453422195099469, 0.045878234416583785]",,58888,58888,235552,8,28.749957913532853,1312.328125,1235.5625,0,500,500,0,2000,4.894845623988658,none,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_1.npz,29d186cfcf16924db73f5b1ba4971825735ce0612ec47d2c1ff603e0eb572b8b,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,context_blind_expert_average,0.2725,2.0146397570397157,0.05211054199710847,"[0.040604000470872294, 0.028567105457140782, 0.027791515260074735, 0.01578776488640778, 0.02051195685847415, 0.02124764849316705, 0.014725765494914578, 0.029804366777685883, 0.04289949494727173, 0.025583957875044448]",,58888,58888,235552,8,253.2848750706762,1603.265625,1235.5625,0,500,500,0,2000,5.120312748942524,none,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,generic_moe,0.2755,2.0504622859908035,0.05082442578940176,"[0.036502528233365174, 0.023407976942439627, 0.03212446578653366, 0.020754103513384883, 0.021408998807958903, 0.01176005304613863, 0.011712985464728199, 0.011443778910431376, 0.04141048664720676, 0.028460428469417]",0.11699999868869781,66560,66560,266240,8,256.6074999049306,1603.265625,1235.5625,1000,500,500,0,2000,5.688855081796646,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,generic_low_rank_context_adapter,0.246,2.1610178670021187,0.06092181205015629,"[0.016633607155017154, 0.017001104956996787, 0.005334583377660376, 0.0389482452278859, 0.01327037782220776, 0.044636138725093304, 0.01236631655506971, 0.035077699509890044, 0.04296554087389792, 0.050665964835388246]",0.11699999868869781,23574,23574,94296,1,13.17062508314848,1603.265625,1235.5625,1000,500,500,0,2000,1.6244827909395099,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,d4_equivariant_chart_soft_routing,0.313,1.9360271509717486,0.048753243028663185,"[0.04159150248830474, 0.036953833449412526, 0.025821241818498597, 0.010335885282899518, 0.025089504115581383, 0.007691849863394113, 0.01474010937587636, 0.030228865920499007, 0.020557770161911706, 0.027461386639898784]",0.27000001072883606,61969,61969,247876,8,237.21437505446374,1603.265625,1235.5625,1000,500,500,0,2000,10.823433791054413,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,inferred_canonicalize_pool_retransport,0.1995,2.1915845457324203,0.011600361872300078,"[0.053463642697172784, 0.05275805567284043, 0.02346955009941425, 0.04558866867353592, 0.05357037873795287, 0.02838111977042663, 0.02904058150377704, 0.03065253228635641, 0.0609961556692199, 0.05494725093234777]",0.27000001072883606,61969,61969,247876,8,477.4270828347653,1603.265625,1235.5625,1000,500,500,0,2000,10.823433791054413,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,d4_equivariant_task_classifier,0.282,1.967525359761748,0.03065557344720414,"[0.008428828821988128, 0.017327207486634976, 0.03279469417648218, 0.011293899601694864, 0.02021002528167161, 0.003065971067277964, 0.019488019638221485, 0.026130124203034583, 0.014030578479228497, 0.024328175416625037]",,11910,11910,47640,8,21.277959225699306,1603.265625,1235.5625,0,500,500,0,2000,11.536765832919627,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,d4_test_time_augmentation,0.254,2.109693979974448,0.06591037033332207,"[0.030804689655203044, 0.060478276862766564, 0.02941845655266833, 0.015912117731992765, 0.04935024928373954, 0.026095500133148656, 0.016291177032383492, 0.020217381107910687, 0.05226698225518128, 0.007660010600370003]",,14722,14722,58888,8,41.887832805514336,1603.265625,1235.5625,0,500,500,0,2000,1.3335345410741866,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,one_canonical_after_inferred_inverse,0.2935,2.0457227836051675,0.06727638667773532,"[0.03205491324086566, 0.060039319858443664, 0.025649006673634216, 0.019415063380189928, 0.0526799357298288, 0.021335878556584035, 0.0216970439629324, 0.04148238400976323, 0.0320837194078301, 0.03380434565380944]",0.27000001072883606,17803,17803,71212,8,308.26875008642673,1603.265625,1235.5625,1000,500,500,0,2000,7.036655583186075,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,supplied_chart_oracle,0.365,1.8226551626806737,0.05596649353466215,"[0.03503036076933253, 0.029947555344073843, 0.018223150726503844, 0.017278694621994772, 0.025645713082072568, 0.010689586468494671, 0.01523720552115719, 0.030878280495870592, 0.01661551033820344, 0.02935583420953919]",1.0,58888,58888,235552,8,256.5087080001831,1603.265625,1235.5625,0,500,500,0,2000,5.120312748942524,supplied,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,random_action_control,0.2655,2.1002904643593676,0.048345811421714756,"[0.031257395135810224, 0.030980285237282548, 0.014512228209115565, 0.023461128441412807, 0.022949058173873056, 0.025399355226429464, 0.006924963461737088, 0.01859723302453776, 0.0386868159610304, 0.03848599207542713]",0.11500000208616257,58888,58888,235552,8,253.1549169216305,1603.265625,1235.5625,0,500,500,0,2000,5.120312748942524,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed2,discovery,2,wrong_action_control,0.232,2.105975325349063,0.056585906878769174,"[0.028076493516232214, 0.04165393179614337, 0.023213311704558346, 0.02644989250972857, 0.019337383023557576, 0.029534753965552215, 0.012658702815787763, 0.011077530430432008, 0.04574706248557755, 0.03659976666612802]",0.0729999989271164,61969,61969,247876,8,231.9104999769479,1603.265625,1235.5625,1000,500,500,0,2000,10.823433791054413,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_2.npz,5ca23cfd7c284209b59fb1177c568eac727a24e7cd11441909ec418e57ddc5ca,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
