setting_id,phase,seed,method,task_accuracy,negative_log_likelihood,ece,classwise_ece,chart_accuracy,trainable_parameters,stored_parameters,stored_bytes,branch_count,complete_latency_ms_batch128,peak_process_memory_mb,peak_accelerator_memory_mb,chart_training_examples,validation_examples,calibration_examples,threshold_selection_examples,test_examples,training_time_seconds,chart_information,expert_evaluations,logits_path,logits_sha256,label_permutation_hash_passed,execution_commit,source_sha256,command
CIFAR10_discovery_seed0,discovery,0,context_blind_expert_average,0.2805,2.016261381250027,0.07098118540381831,"[0.014516493355742524, 0.05750555235174661, 0.03277153593418291, 0.006489318891338547, 0.0193647853017118, 0.032760020451842904, 0.028036907137188313, 0.01385692950965383, 0.03446408351324308, 0.03620654943125089]",,58888,58888,235552,8,233.31437492743134,1140.40625,1235.5625,0,500,500,0,2000,5.677016332978383,none,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,generic_moe,0.2785,2.0501160488706227,0.05266962904127163,"[0.01362631261253857, 0.054108416119422346, 0.030293601032579942, 0.0078647202762462, 0.022118441949626037, 0.030993611183631364, 0.028010614122854303, 0.0065433181614586245, 0.03461440030979385, 0.03521128904361841]",0.09749999642372131,66560,66560,266240,8,248.12745791859925,1140.40625,1235.5625,1000,500,500,0,2000,6.560355541994795,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,generic_low_rank_context_adapter,0.2495,2.1058899000440547,0.019561260536411045,"[0.015172413687881291, 0.024765022139714765, 0.005699930688958925, 0.012914858955295944, 0.015654876205288232, 0.024594794684151326, 0.025005713777271895, 0.04118231740429836, 0.015503768698342725, 0.01458475241707438]",0.09749999642372131,23574,23574,94296,1,11.632374953478575,1140.40625,1235.5625,1000,500,500,0,2000,2.082263584015891,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,d4_equivariant_chart_soft_routing,0.3335,1.9232240265092337,0.07146367111144618,"[0.018874276504134986, 0.0666978770560297, 0.024937719172811273, 0.025038945941605766, 0.019749433977400196, 0.013363570978151948, 0.02387327914261459, 0.012463540853370819, 0.016745024914063912, 0.006895106325511428]",0.273499995470047,61969,61969,247876,8,229.3218330014497,1140.40625,1235.5625,1000,500,500,0,2000,11.645441748900339,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,inferred_canonicalize_pool_retransport,0.211,2.0942174431465395,0.049691482809911446,"[0.045570590694571235, 0.12412053933293006, 0.01221327368195265, 0.02317003330585027, 0.03701217825858734, 0.016215246795588917, 0.05244854152724848, 0.024573479346311877, 0.048670255932280956, 0.032119410766214815]",0.273499995470047,61969,61969,247876,8,462.5064169522375,1140.40625,1235.5625,1000,500,500,0,2000,11.645441748900339,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,d4_equivariant_task_classifier,0.289,2.111482975244359,0.06331706446401011,"[0.019045241014908808, 0.04084371749283694, 0.06457351406057889, 0.013476979716274885, 0.0265463431301182, 0.025133955152388174, 0.03064734027393999, 0.008246129022739902, 0.033064744544397145, 0.054235665128933096]",,11910,11910,47640,8,21.612833021208644,1140.40625,1235.5625,0,500,500,0,2000,11.920772582991049,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,d4_test_time_augmentation,0.269,2.0399665520839014,0.045614388344747965,"[0.022328897283098448, 0.048300266456744755, 0.013939922444518818, 0.019002000828730495, 0.027812587853652697, 0.06069164896744472, 0.03214812211423878, 0.01438696187631303, 0.04438610698559536, 0.04364738999808673]",,14722,14722,58888,8,46.064959140494466,1140.40625,1235.5625,0,500,500,0,2000,2.228629083139822,none,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,one_canonical_after_inferred_inverse,0.328,1.921071809088722,0.05057301385465433,"[0.015211885195415912, 0.06352236574766262, 0.01806495497005827, 0.010459827486114886, 0.02778896734110986, 0.03617167306202232, 0.034210078756407726, 0.014394650137205086, 0.019896274913407577, 0.012399458512567952]",0.273499995470047,17803,17803,71212,8,264.64791712351143,1140.40625,1235.5625,1000,500,500,0,2000,8.197054499061778,inferred,1,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,supplied_chart_oracle,0.388,1.807903152995733,0.06403906128460995,"[0.017093696713633456, 0.06077740922419271, 0.03708854771607682, 0.02605080886901572, 0.029257551854710153, 0.005670496454949, 0.0254855133429444, 0.019724854032508655, 0.01003980971694124, 0.010152013407142479]",1.0,58888,58888,235552,8,252.00312491506338,1140.40625,1235.5625,0,500,500,0,2000,5.677016332978383,supplied,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
CIFAR10_discovery_seed0,discovery,0,random_action_control,0.277,2.13446787841017,0.04742467419350773,"[0.021783949544064096, 0.05673686135716233, 0.025618589466972944, 0.02604085601731393, 0.024918896060505832, 0.03867648764782492, 0.017032586211443473, 0.018673068031223053, 0.038314265763955885, 0.03710565658441928]",0.1340000033378601,58888,58888,235552,8,253.57412500306964,1140.40625,1235.5625,0,500,500,0,2000,5.677016332978383,inferred,4,reports/tmp/chart_followup/logits/cifar_discovery_seed_0.npz,8cb62c86ff6c5c12253f5e4d14f5ed4843038e1691de889240d7d499e4b86d05,True,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,de2e1bf250556252a58feee2b29a7e25054e99b59aac344705a8819713f76c34,python experiments/cifar10_chart_retransport.py
