seed,epsilon,strategy,strategy_label,mode,max_absolute_logit_error,mean_absolute_logit_error,relative_output_error,prediction_disagreement,evaluation_seconds,purported_exact,exactness_tolerance,exactness_status,batches,batch_size,parameter_count,parameter_count_unchanged,capacity
0,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.37549644708633423,0.10936546325683594,0.2765765130911795,0.6875,0.04698670795187354,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.00045821070671081543,0.00011488360178191215,0.0002044544436451959,0.0,0.05227412492968142,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.0004401206970214844,8.931049524107948e-05,0.0002258591023220503,0.0,0.04730216600000858,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.00045821070671081543,0.00011488360178191215,0.0002044544436451959,0.0,0.053351375041529536,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.0028916250448673964,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
0,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.0022070840932428837,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
0,0.001,permutation,exact compatible channel permutation,eval,1.5497207641601562e-06,4.547444518721022e-07,1.1586368969954658e-06,0.0,0.047500792192295194,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,permutation,exact compatible channel permutation,train,3.7610530853271484e-05,9.174732440442313e-06,1.665208025371587e-05,0.0,0.05279695917852223,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.6891875863075256,0.24329333007335663,0.6198836024395726,0.625,0.04752270900644362,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.04225534200668335,0.00962654035538435,0.017472108707702712,0.0,0.052500957855954766,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,running,scaled Conv and running statistics only,eval,0.042734503746032715,0.007903655990958214,0.020137612266810028,0.0,0.0477487500756979,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,running,scaled Conv and running statistics only,train,0.04225534200668335,0.00962654035538435,0.017472108707702712,0.0,0.05402562487870455,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,affine,scaled Conv and affine compensation with original frozen statistics,eval,1.3709068298339844e-06,3.99761489688899e-07,1.0185465925853685e-06,0.0,0.04656766704283655,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,affine,scaled Conv and affine compensation with original frozen statistics,train,2.0832834243774414,0.5441849231719971,0.9876921286094128,0.875,0.051829625153914094,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,1.6689300537109375e-06,4.317989805713296e-07,1.100174458237658e-06,0.0,0.046946374932304025,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.292163223028183,0.09174396842718124,0.16651471146009197,0.125,0.052086499985307455,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.371757447719574,0.10847729444503784,0.2763877498952126,0.6875,0.05380066600628197,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.04225534200668335,0.00962654035538435,0.017472108707702712,0.0,0.0557428328320384,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.042734742164611816,0.007903685793280602,0.02013768819972178,0.0,0.04702429100871086,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.04225534200668335,0.00962654035538435,0.017472108707702712,0.0,0.05391033412888646,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.001,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.00320958299562335,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
0,0.001,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.002908832859247923,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
0,0.1,permutation,exact compatible channel permutation,eval,7.748603820800781e-07,2.3375032753847336e-07,1.0515401273772517e-06,0.0,0.046871457947418094,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,permutation,exact compatible channel permutation,train,9.402632713317871e-06,2.602685754027334e-06,7.375805747148731e-06,0.0,0.055762333096936345,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.36347198486328125,0.12656019628047943,0.5693387740633687,0.5625,0.058219291968271136,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.6236874461174011,0.18126073479652405,0.5136785981080692,0.5,0.05273366696201265,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,running,scaled Conv and running statistics only,eval,0.20298708975315094,0.047150298953056335,0.2121085000781949,0.375,0.05046004196628928,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,running,scaled Conv and running statistics only,train,0.6236874461174011,0.18126073479652405,0.5136785981080692,0.5,0.059182750061154366,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,affine,scaled Conv and affine compensation with original frozen statistics,eval,8.940696716308594e-07,2.1064769839540531e-07,9.476115389227492e-07,0.0,0.04700849996879697,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,affine,scaled Conv and affine compensation with original frozen statistics,train,0.9424649477005005,0.2836039066314697,0.8037110593199404,0.5625,0.058723832946270704,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,9.5367431640625e-07,2.1838350505731796e-07,9.824115377432622e-07,0.0,0.052880666917189956,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.7309926748275757,0.2029491662979126,0.5751418990336804,0.5,0.053898666985332966,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.1615968942642212,0.06051105260848999,0.2722126665563291,0.4375,0.046562416944652796,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.6236874461174011,0.18126073479652405,0.5136785981080692,0.5,0.05188916600309312,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.20298703014850616,0.047150298953056335,0.2121085000781949,0.375,0.0465379161760211,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.6236874461174011,0.18126073479652405,0.5136785981080692,0.5,0.05279095796868205,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
0,0.1,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.001960041932761669,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
0,0.1,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,6.05359673500061e-09,3.667988737717091e-08,0.0,0.0019181668758392334,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,1e-05,permutation,exact compatible channel permutation,eval,2.384185791015625e-06,4.451023301044188e-07,1.3837790057603217e-06,0.0,0.04703291691839695,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,permutation,exact compatible channel permutation,train,3.650784492492676e-05,1.197804249386536e-05,2.5933700086748563e-05,0.0,0.05264787492342293,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.9361544251441956,0.23773042857646942,0.7390803279267223,0.625,0.04685749998316169,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.0008523464202880859,0.00015215908933896571,0.0003294401560530875,0.0625,0.053091624984517694,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,running,scaled Conv and running statistics only,eval,0.00025916099548339844,7.378151349257678e-05,0.0002293794089109759,0.0,0.05835370905697346,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,running,scaled Conv and running statistics only,train,0.0008523464202880859,0.00015215908933896571,0.0003294401560530875,0.0625,0.05204637488350272,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,affine,scaled Conv and affine compensation with original frozen statistics,eval,1.6093254089355469e-06,4.820292929252901e-07,1.4985812713113156e-06,0.0,0.046695959055796266,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,affine,scaled Conv and affine compensation with original frozen statistics,train,1.975236177444458,0.5131469368934631,1.1110161588293288,0.6875,0.052230125060305,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,1.6391277313232422e-06,4.67919733182498e-07,1.4547160492442546e-06,0.0,0.04682687483727932,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.007748425006866455,0.0015147482044994831,0.0032795864318021545,0.0,0.06665445794351399,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.35139000415802,0.10215315967798233,0.3175840434295458,0.25,0.04715349990874529,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.0008523464202880859,0.00015215908933896571,0.0003294401560530875,0.0625,0.05564979207701981,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.0002588629722595215,7.383104093605652e-05,0.00022953338482136976,0.0,0.054345042211934924,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.0008523464202880859,0.00015215908933896571,0.0003294401560530875,0.0625,0.05216604191809893,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.0020076660439372063,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.001926541794091463,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,0.001,permutation,exact compatible channel permutation,eval,2.518296241760254e-06,5.43624651072605e-07,1.702701411906956e-06,0.0,0.05689408304169774,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,permutation,exact compatible channel permutation,train,2.8699636459350586e-05,8.217396498366725e-06,1.799391210514845e-05,0.0,0.05416758405044675,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.9276307821273804,0.23604054749011993,0.7393089564384757,0.625,0.05648537492379546,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.04785710573196411,0.010023009963333607,0.021947725212614334,0.0625,0.055478000082075596,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,running,scaled Conv and running statistics only,eval,0.02063468098640442,0.006499580107629299,0.020357509918336493,0.0,0.046450208174064755,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,running,scaled Conv and running statistics only,train,0.04785710573196411,0.010023009963333607,0.021947725212614334,0.0625,0.05292016686871648,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,affine,scaled Conv and affine compensation with original frozen statistics,eval,1.7285346984863281e-06,4.755565896630287e-07,1.4895036033837812e-06,0.0,0.04665791685692966,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,affine,scaled Conv and affine compensation with original frozen statistics,train,1.8773598670959473,0.5098702311515808,1.1164801559954893,0.75,0.052539916010573506,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,1.6093254089355469e-06,4.7439243644475937e-07,1.4858573277329028e-06,0.0,0.04805620899423957,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.41295626759529114,0.09596596658229828,0.21013993521070876,0.1875,0.08396933297626674,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.3492153286933899,0.10122797638177872,0.31705887135482114,0.25,0.056909749982878566,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.04785710573196411,0.010023009963333607,0.021947725212614334,0.0625,0.06093587493523955,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.020634114742279053,0.006499606184661388,0.020357591594911073,0.0,0.05449879192747176,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.04785710573196411,0.010023009963333607,0.021947725212614334,0.0625,0.061752582900226116,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.001,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.002558209002017975,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,0.001,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.0023509578313678503,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,0.1,permutation,exact compatible channel permutation,eval,1.1771917343139648e-06,3.042383411866467e-07,1.7019304461644234e-06,0.0,0.049370165914297104,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,permutation,exact compatible channel permutation,train,7.152557373046875e-06,2.1623941393045243e-06,8.247910408978136e-06,0.0,0.05245933309197426,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.4416651129722595,0.13132619857788086,0.7346478910809299,0.5,0.04638220788910985,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.6400705575942993,0.1509757936000824,0.5758593204189641,0.25,0.052154874894768,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,running,scaled Conv and running statistics only,eval,0.10594740509986877,0.0338570736348629,0.18939882531719854,0.0625,0.0466049590613693,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,running,scaled Conv and running statistics only,train,0.6400705575942993,0.1509757936000824,0.5758593204189641,0.25,0.05207362514920533,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,affine,scaled Conv and affine compensation with original frozen statistics,eval,9.834766387939453e-07,3.021763461674709e-07,1.6903955025761602e-06,0.0,0.046680541010573506,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,affine,scaled Conv and affine compensation with original frozen statistics,train,1.227752447128296,0.313582181930542,1.1960806290599908,0.6875,0.06338066584430635,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,9.98377799987793e-07,2.810440378198109e-07,1.5721798995251543e-06,0.0,0.05214304104447365,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.6503549814224243,0.19167140126228333,0.7310825149031627,0.5625,0.07246066583320498,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.22853925824165344,0.06215057894587517,0.34767466237872435,0.375,0.05286724981851876,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.6400705575942993,0.1509757936000824,0.5758593204189641,0.25,0.06067241705022752,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.10594752430915833,0.0338570773601532,0.18939884615673164,0.0625,0.052792249945923686,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.6400705575942993,0.1509757936000824,0.5758593204189641,0.25,0.05960512487217784,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
1,0.1,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.002430582884699106,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
1,0.1,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,5.960464477539063e-08,5.534821045927174e-09,4.88675853790792e-08,0.0,0.0023375828750431538,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
2,1e-05,permutation,exact compatible channel permutation,eval,1.996755599975586e-06,5.423033258011856e-07,1.4318292712822991e-06,0.0,0.04827808402478695,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,permutation,exact compatible channel permutation,train,3.641843795776367e-05,1.0680098966986407e-05,1.713490047107529e-05,0.0,0.05246050003916025,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.8722785115242004,0.19894400238990784,0.5252666403015133,0.75,0.04924758314155042,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.00043861567974090576,0.0001138212755904533,0.0001826121869059391,0.0,0.053643749793991446,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,running,scaled Conv and running statistics only,eval,0.0002353191375732422,7.346794154727831e-05,0.00019397548236098258,0.0,0.04659533384256065,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,running,scaled Conv and running statistics only,train,0.00043861567974090576,0.0001138212755904533,0.0001826121869059391,0.0,0.052300583105534315,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,affine,scaled Conv and affine compensation with original frozen statistics,eval,1.7210841178894043e-06,4.862027935814695e-07,1.2837085050154998e-06,0.0,0.046826917212456465,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,affine,scaled Conv and affine compensation with original frozen statistics,train,1.8850717544555664,0.5850261449813843,0.9386022356365344,0.625,0.05232775001786649,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",eval,1.6093254089355469e-06,4.863832145929337e-07,1.2841848658878718e-06,0.0,0.046727417036890984,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,running_affine,"scaled Conv, transformed running statistics, and epsilon-aware affine compensation",train,0.004181206226348877,0.0011366152903065085,0.0018235589326940328,0.0,0.052085874835029244,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,eval,0.359538733959198,0.09079470485448837,0.2397228818319176,0.5,0.04688291694037616,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,post_merge_recalibration,scaled Conv with short BatchNorm recalibration,train,0.00043861567974090576,0.0001138212755904533,0.0001826121869059391,0.0,0.053796791937202215,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,eval,0.00023552775382995605,7.352013199124485e-05,0.0001941132794236174,0.0,0.046617875108495355,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,complete_recomputation,scaled Conv with complete target-BatchNorm statistic recomputation,train,0.00043861567974090576,0.0001138212755904533,0.0001826121869059391,0.0,0.057129292050376534,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,eval,4.470348358154297e-08,5.001493441625371e-09,4.066059651220888e-08,0.0,0.0026909580919891596,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
2,1e-05,no_batchnorm_control,exact positive Conv-ReLU-Conv gauge without BatchNorm,train,4.470348358154297e-08,5.001493441625371e-09,4.066059651220888e-08,0.0,0.0024722081143409014,True,5e-06,exact_within_float32_tolerance,4,4,1898,True,same_architecture_same_parameter_count
2,0.001,permutation,exact compatible channel permutation,eval,2.1457672119140625e-06,4.697416500221152e-07,1.2492311546118504e-06,0.0,0.0471633339766413,True,5e-05,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,0.001,permutation,exact compatible channel permutation,train,3.063678741455078e-05,8.558874469599687e-06,1.3814937033941637e-05,0.0,0.05218550004065037,True,0.0002,exact_within_float32_tolerance,4,4,11181642,True,same_architecture_same_parameter_count
2,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,eval,0.8670371174812317,0.1975337266921997,0.5253212813018832,0.75,0.05454454105347395,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
2,0.001,frozen,scaled Conv; original frozen statistics and affine parameters,train,0.043290480971336365,0.010411201044917107,0.016804789858071652,0.0,0.05210449988953769,False,nan,not_purported_exact,4,4,11181642,True,same_architecture_same_parameter_count
