draw,family,cycle_residual
37,matched_fit_random_gauge,1.2091223607257415
37,graph_topology_shuffle,1.3814075027165498
37,activation_bootstrap,1.2325439453125
38,edge_shuffle,1.4214595556259155
38,matched_norm_coboundary,5.213302691360463e-16
38,matched_fit_random_gauge,1.2015596602841416
38,graph_topology_shuffle,1.4120650660409668
38,activation_bootstrap,1.3876782655715942
39,edge_shuffle,1.3847516775131226
39,matched_norm_coboundary,5.685238820891968e-16
39,matched_fit_random_gauge,1.195283111952081
39,graph_topology_shuffle,1.467684282236387
39,activation_bootstrap,1.2992600202560425
40,edge_shuffle,1.4214595556259155
40,matched_norm_coboundary,5.90457787215005e-16
40,matched_fit_random_gauge,1.1928782873687178
40,graph_topology_shuffle,1.3823489802817426
40,activation_bootstrap,1.4195783138275146
41,edge_shuffle,1.4214595556259155
41,matched_norm_coboundary,5.213508946782016e-16
41,matched_fit_random_gauge,1.1981201295259272
41,graph_topology_shuffle,1.5000753956552977
41,activation_bootstrap,1.251176357269287
42,edge_shuffle,1.4185959100723267
42,matched_norm_coboundary,4.860752915752621e-16
42,matched_fit_random_gauge,1.2373964009070977
42,graph_topology_shuffle,1.452817541403016
42,activation_bootstrap,1.1230446100234985
43,edge_shuffle,1.41055166721344
43,matched_norm_coboundary,4.4287542377946957e-16
43,matched_fit_random_gauge,1.1866656688821025
43,graph_topology_shuffle,1.441991694252548
43,activation_bootstrap,1.2172462940216064
44,edge_shuffle,1.2955248355865479
44,matched_norm_coboundary,4.614053389831052e-16
44,matched_fit_random_gauge,1.1892541259838239
44,graph_topology_shuffle,1.4561189127988845
44,activation_bootstrap,1.0671641826629639
45,edge_shuffle,1.4185959100723267
45,matched_norm_coboundary,5.691591281235292e-16
45,matched_fit_random_gauge,1.21179234654994
45,graph_topology_shuffle,1.3777813240026495
45,activation_bootstrap,1.117296576499939
46,edge_shuffle,1.41055166721344
46,matched_norm_coboundary,4.759015998485453e-16
46,matched_fit_random_gauge,1.1938151814907474
46,graph_topology_shuffle,1.496926663949656
46,activation_bootstrap,1.2485074996948242
47,edge_shuffle,1.41055166721344
47,matched_norm_coboundary,5.594707189943891e-16
47,matched_fit_random_gauge,1.216526911124117
