mask,chart,method,exact_equal,iou,dice,boundary_dice,hausdorff
symbol,7,wrong_multiplication_table,0.0,1.937984496086473e-11,1.937984496086473e-11,0.0,33.5506916901495
disconnected_components,0,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,0,omit_output_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,0,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,0,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
disconnected_components,0,random_chart,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,0,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,1,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,1,omit_output_retransport,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,1,inverse_output_action,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,1,wrong_reflection_rotation_order,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,1,random_chart,0.0,0.17187500000539147,0.2933333333372593,0.0,13.416407864998739
disconnected_components,1,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,2,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,2,omit_output_retransport,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,2,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,2,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
disconnected_components,2,random_chart,0.0,0.17187500000539147,0.2933333333372593,0.0,13.416407864998739
disconnected_components,2,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,3,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,3,omit_output_retransport,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,3,inverse_output_action,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,3,wrong_reflection_rotation_order,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,3,random_chart,0.0,0.17187500000539147,0.2933333333372593,0.0,13.416407864998739
disconnected_components,3,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,4,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,4,omit_output_retransport,0.0,0.5706806282759976,0.7266666666681851,0.0,6.324555320336759
disconnected_components,4,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,4,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
disconnected_components,4,random_chart,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,4,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,5,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,5,omit_output_retransport,0.0,0.36054421769190825,0.5300000000026112,0.0,10.788677624343364
disconnected_components,5,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,5,wrong_reflection_rotation_order,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,5,random_chart,0.0,0.36054421769190825,0.5300000000026112,0.0,10.788677624343364
disconnected_components,5,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,6,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,6,omit_output_retransport,0.0,0.01010101010656509,0.020000000005444447,0.0,13.892443989449804
disconnected_components,6,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,6,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
disconnected_components,6,random_chart,0.0,0.36054421769190825,0.5300000000026112,0.0,10.788677624343364
disconnected_components,6,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
disconnected_components,7,correct_retransport,1.0,1.0,1.0,1.0,0.0
disconnected_components,7,omit_output_retransport,0.0,0.17187500000539147,0.2933333333372593,0.0,13.416407864998739
disconnected_components,7,inverse_output_action,1.0,1.0,1.0,1.0,0.0
disconnected_components,7,wrong_reflection_rotation_order,0.0,0.02389078498848754,0.04666666667196296,0.0,13.0
disconnected_components,7,random_chart,0.0,0.36054421769190825,0.5300000000026112,0.0,10.788677624343364
disconnected_components,7,wrong_multiplication_table,0.0,0.22699386503594415,0.37000000000350003,0.0,13.826620998093375
thin_boundary,0,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,0,omit_output_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,0,inverse_output_action,1.0,1.0,1.0,1.0,0.0
thin_boundary,0,wrong_reflection_rotation_order,1.0,1.0,1.0,1.0,0.0
thin_boundary,0,random_chart,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,0,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,1,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,1,omit_output_retransport,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,1,inverse_output_action,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,1,wrong_reflection_rotation_order,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,1,random_chart,0.0,0.0756972111922033,0.14074074077256515,0.0,14.0
thin_boundary,1,wrong_multiplication_table,0.0,0.0037174721559956325,0.007407407444170095,0.0,14.473597795612566
thin_boundary,2,correct_retransport,1.0,1.0,1.0,1.0,0.0
thin_boundary,2,omit_output_retransport,0.0,0.06299212602114204,0.11851851855116598,0.0,5.385164807134504
thin_boundary,2,inverse_output_action,1.0,1.0,1.0,1.0,0.0
