setting_id,seed,n_models,width,candidate,family,tm_specific,output_type,val_accuracy,val_loss,test_accuracy,test_loss,selected_by,merge_seconds,generation_validation_evals,details,split_sha256,status
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,individual_0,individual,False,same_capacity_single_model,0.20588235294117646,2.2086874141412625,0.14453125,2.2172643556259573,,0.0,0,"{""model_index"": 0}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,individual_1,individual,False,same_capacity_single_model,0.17647058823529413,2.236630766999488,0.24609375,2.226053473772481,,0.0,0,"{""model_index"": 1}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,individual_2,individual,False,same_capacity_single_model,0.16666666666666666,2.2077175881348405,0.19140625,2.203124523628503,,0.0,0,"{""model_index"": 2}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,weight_average,ordinary_average,False,same_capacity_single_model,0.16666666666666666,2.2689471735673794,0.140625,2.271091849077493,,0.0006963331252336502,0,{},61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,greedy_soup,ordinary_soup,False,same_capacity_model_soup,0.20588235294117646,2.2086874141412625,0.14453125,2.2172643556259573,A0;A4,0.015756707871332765,6,"{""ingredient_count"": 1, ""selected_indices"": [0], ""selected_labels"": [""original:0""]}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,official_git_rebasin,official_synchronization,False,same_capacity_single_model,0.19607843137254902,2.2427780382773457,0.173828125,2.246218863874674,,3.006012334022671,0,"{""functional_preservation_max_abs_error"": 1.1920928955078125e-07, ""implementation_kind"": ""adapter_assisted_official_core"", ""max_iter"": 100, ""prediction_disagreement"": 0.0, ""source_commit"": ""ef40098257ab97243930eba737d6dcb8edd5863e"", ""worker_metadata"": [{""implementation"": ""official_git_rebasin_weight_matching"", ""max_iter"": 100, ""permutation"": {""P_0"": [7, 12, 19, 22, 11, 15, 3, 30, 29, 28, 31, 0, 17, 10, 16, 1, 13, 2, 26, 18, 5, 4, 25, 21, 27, 9, 8, 14, 6, 23, 24, 20]}, ""seed"": 9101, ""source_file"": ""/Users/tinggong/Documents/Codex/2026-07-17/files-mentioned-by-the-user-you/work/official-baseline-sources/git-re-basin/src/weight_matching.py""}, {""implementation"": ""official_git_rebasin_weight_matching"", ""max_iter"": 100, ""permutation"": {""P_0"": [4, 3, 11, 28, 31, 14, 18, 7, 8, 21, 12, 2, 20, 15, 25, 13, 27, 22, 23, 1, 26, 5, 19, 6, 10, 24, 29, 16, 30, 9, 17, 0]}, ""seed"": 9102, ""source_file"": ""/Users/tinggong/Documents/Codex/2026-07-17/files-mentioned-by-the-user-you/work/official-baseline-sources/git-re-basin/src/weight_matching.py""}]}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,official_c2m3,official_synchronization,False,same_capacity_single_model,0.3235294117647059,2.2427390533335068,0.326171875,2.2421506685204804,A1;A5;A6,2.0098561660852283,0,"{""functional_preservation_max_abs_error"": 1.1920928955078125e-07, ""implementation_kind"": ""adapter_assisted_official_core"", ""max_iter"": 30, ""objective_values"": [2.5737457275390625, 3.4815211296081543, 4.289284706115723, 4.680523872375488, 4.98079776763916, 5.270213603973389, 5.397912979125977, 5.437062740325928, 5.480269432067871, 5.561334609985352, 5.603080749511719, 5.625932693481445, 5.6338958740234375, 5.675704479217529, 5.686326026916504, 5.689151763916016, 5.742053031921387, 5.742088794708252, 5.74208927154541, 5.74208927154541, 5.74208927154541, 5.74208927154541, 5.74208927154541], ""permutations"": {""a"": {""P_0"": [2, 19, 14, 6, 23, 8, 30, 7, 10, 22, 21, 4, 12, 13, 26, 1, 31, 15, 11, 25, 20, 17, 3, 5, 24, 29, 18, 0, 28, 16, 27, 9]}, ""b"": {""P_0"": [19, 24, 14, 3, 4, 5, 29, 30, 1, 25, 28, 31, 17, 16, 8, 12, 20, 0, 18, 9, 2, 21, 22, 15, 27, 23, 26, 7, 6, 13, 10, 11]}, ""c"": {""P_0"": [11, 1, 23, 18, 6, 5, 21, 16, 28, 8, 12, 31, 29, 15, 25, 3, 0, 13, 14, 7, 26, 19, 22, 24, 10, 9, 2, 4, 30, 27, 17, 20]}}, ""prediction_disagreement"": 0.0, ""source_commit"": ""ea1eca76b19c5d57ed97b1ef396368189e864eee""}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,permutation_gauge_merge,permutation_gauge,True,same_capacity_single_model,0.2549019607843137,2.2478614624808815,0.267578125,2.2433287010062486,A2,0.031331832986325026,0,"{""reference"": 0, ""synchronization_disagreement"": 0.2013888888888889}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,positive_monomial_gauge_merge,positive_monomial_gauge,True,same_capacity_single_model,0.23529411764705882,2.248114021385417,0.244140625,2.2468069377355278,,0.0013708749320358038,0,"{""max_abs_log_scale"": 5.827700017730162, ""mean_abs_log_scale"": 0.6194245977262807, ""scale_source"": ""reference_activation_norm""}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,permutation_gauge_soup,permutation_gauge_soup,True,same_capacity_model_soup,0.2549019607843137,2.2239601997768177,0.265625,2.2243811993394047,,0.015994125045835972,6,"{""ingredient_count"": 2, ""selected_indices"": [0, 2], ""selected_labels"": [""permutation:0"", ""permutation:2""]}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,monomial_gauge_soup,monomial_gauge_soup,True,same_capacity_model_soup,0.27450980392156865,2.221235365259881,0.259765625,2.2212360484991223,A3,0.015287999995052814,6,"{""ingredient_count"": 2, ""selected_indices"": [0, 2], ""selected_labels"": [""monomial:0"", ""monomial:2""]}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,union_gauge_soup,union_gauge_soup,True,same_capacity_model_soup,0.27450980392156865,2.2215978549975977,0.23828125,2.223300732905045,,0.057699832832440734,18,"{""ingredient_count"": 5, ""selected_indices"": [6, 3, 0, 8, 5], ""selected_labels"": [""monomial:0"", ""permutation:0"", ""original:0"", ""monomial:2"", ""permutation:2""]}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,ordinary_weighted_soup_0,ordinary_soup,False,same_capacity_model_soup,0.22549019607843138,2.2639670033080903,0.236328125,2.262498462572694,B0,0.00040641590021550655,0,"{""frozen_weights"": [0.1550549953345471, 0.31418664111969646, 0.5307583635457563], ""generation_seed"": 323319}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,ordinary_weighted_soup_1,ordinary_soup,False,same_capacity_model_soup,0.14705882352941177,2.2483014242321837,0.11328125,2.254945646505803,,0.0003622081130743027,0,"{""frozen_weights"": [0.6777400885575606, 0.18262771514579254, 0.13963219629664675], ""generation_seed"": 323319}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
post_iclr_v2_mnist_mlp_N3_W32_S9100,9100,3,32,ordinary_weighted_soup_2,ordinary_soup,False,same_capacity_model_soup,0.21568627450980393,2.2668540991988837,0.193359375,2.2655526376329362,,0.0003304998390376568,0,"{""frozen_weights"": [0.2287299153753968, 0.6074358213577908, 0.1638342632668124], ""generation_seed"": 323319}",61d3bbd8efaa7f7ceaac974f813f71e01897873b749dff48046709a4fd1c6181,evaluated
