setting_id,group,seed,method,batch_size,student_latency_ms,teacher_latency_ms,actual_latency_reduction,latency_evaluable,latency_claim_passed,unevaluable_reason,execution_commit,source_sha256,command
S3_seed0,S3,0,low_rank_group_generators,128,0.48860441893339157,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4785630153492093,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4586664726957679,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4523125244304538,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.43202051892876625,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.3575006267055869,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.36212499253451824,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.468291575089097,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.5638544680550694,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4449794068932533,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4452295834198594,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4504795651882887,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4436869639903307,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.37027092184871435,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.40866644121706486,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.44570863246917725,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.5342289805412292,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.46324997674673796,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.45585399493575096,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4283124580979347,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4493540618568659,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.3653954481706023,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.3621454816311598,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.4519374342635274,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.5354374879971147,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4734995309263468,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.46764593571424484,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.44143758714199066,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4630625480785966,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.39645808283239603,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.3924586344510317,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.46114600263535976,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.531437573954463,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.45168795622885227,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.47441700007766485,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.444958102889359,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4140835953876376,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.3644790267571807,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.3602295182645321,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.4133540205657482,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.47924998216331005,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4201460396870971,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4447294631972909,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4338545259088278,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4002294735983014,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.3338755341246724,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.34227094147354364,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.4147494910284877,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.49341702833771706,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.41279150173068047,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4152290057390928,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4122920800000429,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4529375582933426,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.3151044948026538,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.3333330387249589,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.42699999175965786,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.502166454680264,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4425415536388755,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4378124140202999,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.4390834365040064,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4088334972038865,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.35283295437693596,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.33795845229178667,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.42739592026919127,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.5441250978037715,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4377709701657295,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.43908366933465004,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.45514560770243406,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.4658126272261143,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.36952050868421793,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.3915204433724284,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,shared_canonical_backbone_group_head,128,0.43918739538639784,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,low_rank_group_generators,128,0.5795414326712489,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,finite_state_chart_module,128,0.4961249651387334,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,tensor_factorized_equivariant_head,128,0.4444584483280778,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,quantized_structured_student,128,0.5078744143247604,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,pruned_structured_student,128,0.47397951129823923,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,ordinary_single_model_control,128,0.39266643580049276,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
S3_seed0,S3,0,chart_token_student,128,0.38237508852034807,,,False,False,matching teacher executable and synchronized teacher timing were not retained,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9da3a769ba5e5a50c0d9d0789bb1c5fc98476d71fd47a0260bad2ce11481a696,python experiments/compression_claim_reaudit.py
