level,d,k,noise_level,candidate_rank,n,certification_rate,uncertain_rate,rejection_rate,correct_period_rate,correct_index_rate,false_lift_rate,period_divisible_index_obstructed_rejection_rate,mean_learned_operator_error,mean_pair_reconstruction_residual,mean_test_accuracy
input_least_squares_chart,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,7.76761993635296e-09,4.5860864009503227e-10,0.5736
input_least_squares_chart,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.76761993635296e-09,4.5860864009503227e-10,0.5736
input_least_squares_chart,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07133432674163345,0.027959936410199997,0.5668
input_least_squares_chart,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07133432674163345,0.027959936410199997,0.5668
input_least_squares_chart,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5022607666676777,0.12772172140739918,0.5288999999999999
input_least_squares_chart,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5022607666676777,0.12772172140739918,0.5288999999999999
input_least_squares_chart,2,3,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.515982067638808e-09,6.099993774053725e-10,0.5145
input_least_squares_chart,2,3,0.0,4,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.515982067638808e-09,6.099993774053725e-10,0.5145
input_least_squares_chart,2,3,0.0,8,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.515982067638808e-09,6.099993774053725e-10,0.5145
input_least_squares_chart,2,3,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06479781103470464,0.039819362569018205,0.5091
input_least_squares_chart,2,3,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06479781103470464,0.039819362569018205,0.5091
input_least_squares_chart,2,3,0.01,8,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06479781103470464,0.039819362569018205,0.5091
input_least_squares_chart,2,3,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4958608627421429,0.18078830868988927,0.4843
input_least_squares_chart,2,3,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4958608627421429,0.18078830868988927,0.4843
input_least_squares_chart,2,3,0.05,8,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4958608627421429,0.18078830868988927,0.4843
input_least_squares_chart,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
input_least_squares_chart,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
input_least_squares_chart,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
input_least_squares_chart,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215757502988625,0.04264460614779962,0.38
input_least_squares_chart,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215757502988625,0.04264460614779962,0.38
input_least_squares_chart,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215757502988625,0.04264460614779962,0.38
input_least_squares_chart,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412070243106715,0.20977749297103737,0.3806
input_least_squares_chart,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412070243106715,0.20977749297103737,0.3806
input_least_squares_chart,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412070243106715,0.20977749297103737,0.3806
known_operator_chart,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5736
known_operator_chart,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5736
known_operator_chart,2,2,0.01,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5668
known_operator_chart,2,2,0.01,4,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5668
known_operator_chart,2,2,0.05,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5288999999999999
known_operator_chart,2,2,0.05,4,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5288999999999999
known_operator_chart,2,3,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5145
known_operator_chart,2,3,0.0,4,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5145
known_operator_chart,2,3,0.0,8,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5145
known_operator_chart,2,3,0.01,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5091
known_operator_chart,2,3,0.01,4,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5091
known_operator_chart,2,3,0.01,8,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5091
known_operator_chart,2,3,0.05,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4843
known_operator_chart,2,3,0.05,4,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4843
known_operator_chart,2,3,0.05,8,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4843
known_operator_chart,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3771
known_operator_chart,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3771
known_operator_chart,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3771
known_operator_chart,3,2,0.01,3,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38
known_operator_chart,3,2,0.01,6,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38
known_operator_chart,3,2,0.01,9,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38
known_operator_chart,3,2,0.05,3,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3806
known_operator_chart,3,2,0.05,6,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3806
known_operator_chart,3,2,0.05,9,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3806
linear_autoencoder_chart,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,7.76761993635296e-09,4.5860864009503227e-10,0.5736
linear_autoencoder_chart,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.76761993635296e-09,4.5860864009503227e-10,0.5736
linear_autoencoder_chart,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.027959936443760776,0.5668
linear_autoencoder_chart,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.027959936443760776,0.5668
linear_autoencoder_chart,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.12772172212995295,0.5288999999999999
linear_autoencoder_chart,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.12772172212995295,0.5288999999999999
linear_autoencoder_chart,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
linear_autoencoder_chart,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
linear_autoencoder_chart,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.449294274397756e-11,9.212474316273447e-11,0.3771
linear_autoencoder_chart,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.042644606415434654,0.38
linear_autoencoder_chart,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.042644606415434654,0.38
linear_autoencoder_chart,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.042644606415434654,0.38
linear_autoencoder_chart,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.20977749341197566,0.3806
linear_autoencoder_chart,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.20977749341197566,0.3806
linear_autoencoder_chart,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.20977749341197566,0.3806
supervised_encoder_chart,2,2,0.0,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.988527919733767e-08,0.5736
supervised_encoder_chart,2,2,0.0,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.988527919733767e-08,0.5736
supervised_encoder_chart,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.23274608359617938,0.5668
supervised_encoder_chart,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.23274608359617938,0.5668
supervised_encoder_chart,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.3652216949369579,0.5288999999999999
supervised_encoder_chart,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.3652216949369579,0.5288999999999999
supervised_encoder_chart,3,2,0.0,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.8685018486275896e-08,0.3771
supervised_encoder_chart,3,2,0.0,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.8685018486275896e-08,0.3771
supervised_encoder_chart,3,2,0.0,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.8685018486275896e-08,0.3771
supervised_encoder_chart,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.04805154243925264,0.38
supervised_encoder_chart,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.04805154243925264,0.38
supervised_encoder_chart,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.04805154243925264,0.38
supervised_encoder_chart,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.2355353814871594,0.3806
supervised_encoder_chart,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.2355353814871594,0.3806
supervised_encoder_chart,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.2355353814871594,0.3806
