method,d,k,noise_level,candidate_rank,projection_residual_threshold,n,projection_acceptance_rate,certification_rate_before_projection,certification_rate_after_projection,correct_period_rate,correct_index_rate,lift_rate,false_lift_rate,false_positive_central_rate,period_divisible_index_obstructed_rejection_rate,mean_projection_residual,mean_commutator_residual_before,mean_commutator_residual_after,mean_operator_error_raw,mean_operator_error_denoised,certification_gain_over_best_previous
nearest_heisenberg_projection,2,2,0.03,4,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427436739655353,0.07820170100398546,1.7319121124709866e-16,0.3375130506867504,0.0,0.0
nearest_heisenberg_projection,2,2,0.03,4,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427436739655353,0.07820170100398546,1.7319121124709866e-16,0.3375130506867504,0.0,0.0
nearest_heisenberg_projection,2,2,0.03,4,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427436739655353,0.07820170100398546,1.7319121124709866e-16,0.3375130506867504,0.0,0.0
nearest_heisenberg_projection,2,2,0.03,4,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427436739655353,0.07820170100398546,1.7319121124709866e-16,0.3375130506867504,0.0,0.0
nearest_heisenberg_projection,2,2,0.03,4,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2427436739655353,0.07820170100398546,1.7319121124709866e-16,0.3375130506867504,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,2,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,2,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,2,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,2,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,2,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,4,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,4,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,4,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,4,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,2,2,0.05,4,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36186706368783234,0.1095960029393916,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
nearest_heisenberg_projection,3,2,-1.0,9,0.0001,40,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.368634842318542,4.719395141448439e-16,4.2755708643829555,0.0,0.0
nearest_heisenberg_projection,3,2,-1.0,9,0.0003,40,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.368634842318542,4.719395141448439e-16,4.2755708643829555,0.0,0.0
nearest_heisenberg_projection,3,2,-1.0,9,0.001,40,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.368634842318542,4.719395141448439e-16,4.2755708643829555,0.0,0.0
nearest_heisenberg_projection,3,2,-1.0,9,0.003,40,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.368634842318542,4.719395141448439e-16,4.2755708643829555,0.0,0.0
nearest_heisenberg_projection,3,2,-1.0,9,0.01,40,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.368634842318542,4.719395141448439e-16,4.2755708643829555,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,3,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,3,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,3,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,3,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,3,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,6,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,6,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,6,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,6,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,6,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,9,0.0001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,9,0.0003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,9,0.001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,9,0.003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0,9,0.01,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.314861147314596e-11,8.247109709970069e-12,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,3,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,3,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,3,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,3,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,3,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,6,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,6,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,6,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,6,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,6,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,9,0.0001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,9,0.0003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,9,0.001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,9,0.003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0001,9,0.01,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0202156719384492e-05,5.277257060842147e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,3,0.0001,10,0.9,1.0,0.9,0.9,0.9,0.0,0.0,0.0,0.9,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,-0.09999999999999998
nearest_heisenberg_projection,3,2,0.0003,3,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,3,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,3,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,3,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,6,0.0001,10,0.9,1.0,0.9,0.9,0.9,0.0,0.0,0.0,0.9,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,-0.09999999999999998
nearest_heisenberg_projection,3,2,0.0003,6,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,6,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,6,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,6,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,9,0.0001,10,0.9,1.0,0.9,0.9,0.9,0.9,0.0,0.0,0.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,-0.09999999999999998
nearest_heisenberg_projection,3,2,0.0003,9,0.0003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,9,0.001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,9,0.003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.0003,9,0.01,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.061886204798309e-05,0.000158313236854367,5.715222817774257e-16,0.00012348201777230303,0.0,0.0
nearest_heisenberg_projection,3,2,0.001,3,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.0
nearest_heisenberg_projection,3,2,0.001,3,0.0003,10,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.4,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.4
nearest_heisenberg_projection,3,2,0.001,3,0.001,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,3,0.003,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,3,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,6,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.0
nearest_heisenberg_projection,3,2,0.001,6,0.0003,10,0.4,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.4,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.4
nearest_heisenberg_projection,3,2,0.001,6,0.001,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,6,0.003,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,6,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,9,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.0
nearest_heisenberg_projection,3,2,0.001,9,0.0003,10,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,0.4
nearest_heisenberg_projection,3,2,0.001,9,0.001,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,9,0.003,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.001,9,0.01,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.00030229408717820394,0.0005276593797537471,5.715222817774257e-16,0.00041169029778258286,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,3,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,3,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,3,0.001,10,0.9,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.9
nearest_heisenberg_projection,3,2,0.003,3,0.003,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,3,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,6,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,6,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,6,0.001,10,0.9,0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.9
nearest_heisenberg_projection,3,2,0.003,6,0.003,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,6,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,9,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,9,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.0
nearest_heisenberg_projection,3,2,0.003,9,0.001,10,0.9,0.0,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,0.9
nearest_heisenberg_projection,3,2,0.003,9,0.003,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.003,9,0.01,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.000911181575627771,0.001582558095716329,5.715222817774257e-16,0.0012374450023130777,0.0,1.0
nearest_heisenberg_projection,3,2,0.01,3,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,3,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,3,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,3,0.003,10,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.3
nearest_heisenberg_projection,3,2,0.01,3,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,1.0
nearest_heisenberg_projection,3,2,0.01,6,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,6,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,6,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,6,0.003,10,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.3
nearest_heisenberg_projection,3,2,0.01,6,0.01,10,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,1.0
nearest_heisenberg_projection,3,2,0.01,9,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,9,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,9,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.0
nearest_heisenberg_projection,3,2,0.01,9,0.003,10,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,0.3
nearest_heisenberg_projection,3,2,0.01,9,0.01,10,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.003171884994094375,0.005272233477516631,5.715222817774257e-16,0.004215737047894785,0.0,1.0
nearest_heisenberg_projection,3,2,0.03,3,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,3,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,3,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,3,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,3,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,6,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,6,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,6,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,6,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
nearest_heisenberg_projection,3,2,0.03,6,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012361149004262512,0.015825835860242395,5.715222817774257e-16,0.014809999486696293,0.0,0.0
