method,d,k,noise_level,candidate_rank,projection_residual_threshold,n,projection_acceptance_rate,certification_rate_before_projection,certification_rate_after_projection,correct_period_rate,correct_index_rate,lift_rate,false_lift_rate,false_positive_central_rate,period_divisible_index_obstructed_rejection_rate,mean_projection_residual,mean_commutator_residual_before,mean_commutator_residual_after,mean_operator_error_raw,mean_operator_error_denoised,certification_gain_over_best_previous
global_sync_then_heisenberg_projection,2,2,0.05,2,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,2,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,2,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,2,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,4,0.0001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,4,0.0003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,4,0.001,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,4,0.003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,2,2,0.05,4,0.01,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03430534509072129,0.061596187217428724,1.7319121124709866e-16,0.5022602114537393,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,3,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,3,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,3,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,3,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,3,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,6,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,6,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,6,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,6,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,6,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,9,0.0001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,9,0.0003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,9,0.001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,9,0.003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0,9,0.01,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.84469334057511e-15,3.3371356814700514e-15,5.715222817774257e-16,9.449294274397756e-11,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,3,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,3,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,3,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,3,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,3,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,6,0.0001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,6,0.0003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,6,0.001,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,6,0.003,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,6,0.01,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,9,0.0001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,9,0.0003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,9,0.001,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
global_sync_then_heisenberg_projection,3,2,0.0001,9,0.003,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.227804842257692e-05,3.908661830557862e-05,5.715222817774257e-16,4.116013021200186e-05,0.0,0.0
