summary_type,dataset,method,n_rows,n_settings,mean_val_accuracy,mean_test_accuracy,mean_individual_accuracy_max,mean_delta_vs_c2m3,delta_vs_c2m3_ci_low,delta_vs_c2m3_ci_high,mean_delta_vs_greedy_soup,mean_delta_vs_weight_average,merge_claims_allowed_fraction,feasibility_statuses,claim,claim_decision,claim_reason
method_summary,cifar10,individual_rescue_probe,2.0,2.0,0.6104166666666666,0.628,0.628,,,,,,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,weight_average,1.0,1.0,0.1025,0.10033333333333333,0.6583333333333333,-0.38666666666666666,-0.38666666666666666,-0.38666666666666666,-0.558,0.0,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,c2m3_channel_synchronization,1.0,1.0,0.46708333333333335,0.487,0.6583333333333333,0.0,0.0,0.0,-0.17133333333333334,0.38666666666666666,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,positive_channel_scale,1.0,1.0,0.41333333333333333,0.43833333333333335,0.6583333333333333,-0.048666666666666636,-0.048666666666666636,-0.048666666666666636,-0.21999999999999997,0.338,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,greedy_soup,1.0,1.0,0.62875,0.6583333333333333,0.6583333333333333,0.17133333333333334,0.17133333333333334,0.17133333333333334,0.0,0.558,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,greedy_safe_selector,1.0,1.0,0.62875,0.6583333333333333,0.6583333333333333,0.17133333333333334,0.17133333333333334,0.17133333333333334,0.0,0.558,1.0,cifar_meaningful_gate_passed,,,
method_summary,cifar10,ensemble_upper_bound,1.0,1.0,0.6291666666666667,0.675,0.6583333333333333,0.18800000000000006,0.18800000000000006,0.18800000000000006,0.01666666666666672,0.5746666666666667,1.0,cifar_meaningful_gate_passed,,,
claim_decision,cifar10,,,,,,,,,,,,,cifar_meaningful_gate_passed,cifar_rescue_or_no_go_status,Meaningful CIFAR gate passed,"max individual accuracy=0.6583; plumbing threshold=0.4500; meaningful threshold=0.6000; merge rows were evaluated, but method wins require paired CI support"
