residual_source,setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,group_order,group_status,group_exactness,generator_count,holonomy_order,group_exponent,is_abelian,center_size,commutator_subgroup_size,abelianization_size,element_order_histogram,noncentral_holonomy_score,triangle_relation_count
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217,fashion_mnist,mlp,3,64,none,monomial_activation,4217,5001,truncated_max_group_order,truncated,4,48,,,,,,{},0.9877175393299442,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4218,5001,truncated_max_group_order,truncated,4,4590,,,,,,{},0.9921567416492215,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218,fashion_mnist,mlp,3,64,none,monomial_activation,4218,5001,truncated_max_group_order,truncated,4,396,,,,,,{},0.9721462643938925,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4219,5001,truncated_max_group_order,truncated,4,300,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219,fashion_mnist,mlp,3,64,none,monomial_activation,4219,5001,truncated_max_group_order,truncated,4,84,,,,,,{},0.9877175393299442,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4220,5001,truncated_max_group_order,truncated,4,36,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4220,fashion_mnist,mlp,3,64,none,monomial_activation,4220,5001,truncated_max_group_order,truncated,4,528,,,,,,{},0.9791528146183311,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4221,5001,truncated_max_group_order,truncated,4,132,,,,,,{},0.9921567416492215,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221,fashion_mnist,mlp,3,64,none,monomial_activation,4221,5001,truncated_max_group_order,truncated,4,164,,,,,,{},0.9721462643938925,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4222,5001,truncated_max_group_order,truncated,4,376,,,,,,{},0.9900629320275555,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222,fashion_mnist,mlp,3,64,none,monomial_activation,4222,5001,truncated_max_group_order,truncated,4,4290,,,,,,{},0.982264602843857,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4223,5001,truncated_max_group_order,truncated,4,456,,,,,,{},0.9682458365518543,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223,fashion_mnist,mlp,3,64,none,monomial_activation,4223,5001,truncated_max_group_order,truncated,4,348,,,,,,{},0.9851187666342571,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4224,5001,truncated_max_group_order,truncated,4,36,,,,,,{},0.9549163494123452,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,5001,truncated_max_group_order,truncated,4,84,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,5001,truncated_max_group_order,truncated,4,1980,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225,fashion_mnist,mlp,3,64,none,monomial_activation,4225,5001,truncated_max_group_order,truncated,4,840,,,,,,{},0.9682458365518543,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4226,5001,truncated_max_group_order,truncated,4,2070,,,,,,{},0.9791528146183311,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226,fashion_mnist,mlp,3,64,none,monomial_activation,4226,5001,truncated_max_group_order,truncated,4,630,,,,,,{},0.9877175393299442,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4227,5001,truncated_max_group_order,truncated,4,258,,,,,,{},0.982264602843857,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227,fashion_mnist,mlp,3,64,none,monomial_activation,4227,5001,truncated_max_group_order,truncated,4,580,,,,,,{},0.9596345332990055,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4228,5001,truncated_max_group_order,truncated,4,240,,,,,,{},0.9596345332990055,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228,fashion_mnist,mlp,3,64,none,monomial_activation,4228,5001,truncated_max_group_order,truncated,4,660,,,,,,{},0.982264602843857,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4229,5001,truncated_max_group_order,truncated,4,90,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4229,fashion_mnist,mlp,3,64,none,monomial_activation,4229,5001,truncated_max_group_order,truncated,4,462,,,,,,{},0.9596345332990055,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4200,5001,truncated_max_group_order,truncated,4,45,,,,,,{},0.9851187666342571,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4200,fashion_mnist,mlp,3,64,none,monomial_weight,4200,5001,truncated_max_group_order,truncated,4,492,,,,,,{},0.9940005580355576,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4201,5001,truncated_max_group_order,truncated,4,1365,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4201,fashion_mnist,mlp,3,64,none,monomial_weight,4201,5001,truncated_max_group_order,truncated,4,123,,,,,,{},0.9640764281813968,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4202,5001,truncated_max_group_order,truncated,4,54,,,,,,{},0.9877175393299442,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4202,fashion_mnist,mlp,3,64,none,monomial_weight,4202,5001,truncated_max_group_order,truncated,4,774,,,,,,{},0.9921567416492215,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4203,5001,truncated_max_group_order,truncated,4,420,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4203,fashion_mnist,mlp,3,64,none,monomial_weight,4203,5001,truncated_max_group_order,truncated,4,350,,,,,,{},0.982264602843857,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4204,5001,truncated_max_group_order,truncated,4,47,,,,,,{},0.9640764281813968,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4204,fashion_mnist,mlp,3,64,none,monomial_weight,4204,5001,truncated_max_group_order,truncated,4,1260,,,,,,{},0.9851187666342571,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4205,5001,truncated_max_group_order,truncated,4,54,,,,,,{},0.9955957701296244,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4205,fashion_mnist,mlp,3,64,none,monomial_weight,4205,5001,truncated_max_group_order,truncated,4,46,,,,,,{},0.9682458365518543,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4206,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4206,5001,truncated_max_group_order,truncated,4,51,,,,,,{},0.9791528146183311,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4206,fashion_mnist,mlp,3,64,none,monomial_weight,4206,5001,truncated_max_group_order,truncated,4,936,,,,,,{},0.9682458365518543,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4207,5001,truncated_max_group_order,truncated,4,1740,,,,,,{},0.9877175393299442,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4207,fashion_mnist,mlp,3,64,none,monomial_weight,4207,5001,truncated_max_group_order,truncated,4,546,,,,,,{},0.9757809372497497,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4208,5001,truncated_max_group_order,truncated,4,92,,,,,,{},0.982264602843857,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4208,fashion_mnist,mlp,3,64,none,monomial_weight,4208,5001,truncated_max_group_order,truncated,4,45,,,,,,{},0.9900629320275555,1
real,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,fashion_mnist,mlp,3,64,input_noise,monomial_weight,4209,5001,truncated_max_group_order,truncated,4,372,,,,,,{},0.9721462643938925,1
real,fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4209,fashion_mnist,mlp,3,64,none,monomial_weight,4209,5001,truncated_max_group_order,truncated,4,84,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,mnist,mlp,3,64,input_noise,monomial_activation,4200,5001,truncated_max_group_order,truncated,4,210,,,,,,{},0.9596345332990055,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4200,mnist,mlp,3,64,none,monomial_activation,4200,5001,truncated_max_group_order,truncated,4,3420,,,,,,{},0.9721462643938925,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,mnist,mlp,3,64,input_noise,monomial_activation,4201,5001,truncated_max_group_order,truncated,4,378,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4201,mnist,mlp,3,64,none,monomial_activation,4201,5001,truncated_max_group_order,truncated,4,180,,,,,,{},0.9791528146183311,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,mnist,mlp,3,64,input_noise,monomial_activation,4202,5001,truncated_max_group_order,truncated,4,224,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4202,mnist,mlp,3,64,none,monomial_activation,4202,5001,truncated_max_group_order,truncated,4,180,,,,,,{},0.9791528146183311,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,mnist,mlp,3,64,input_noise,monomial_activation,4203,5001,truncated_max_group_order,truncated,4,564,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4203,mnist,mlp,3,64,none,monomial_activation,4203,5001,truncated_max_group_order,truncated,4,924,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,mnist,mlp,3,64,input_noise,monomial_activation,4204,5001,truncated_max_group_order,truncated,4,120,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4204,mnist,mlp,3,64,none,monomial_activation,4204,5001,truncated_max_group_order,truncated,4,220,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,mnist,mlp,3,64,input_noise,monomial_activation,4205,5001,truncated_max_group_order,truncated,4,462,,,,,,{},0.9596345332990055,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4205,mnist,mlp,3,64,none,monomial_activation,4205,5001,truncated_max_group_order,truncated,4,696,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4206,mnist,mlp,3,64,input_noise,monomial_activation,4206,5001,truncated_max_group_order,truncated,4,492,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4206,mnist,mlp,3,64,none,monomial_activation,4206,5001,truncated_max_group_order,truncated,4,84,,,,,,{},0.9940005580355576,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4207,mnist,mlp,3,64,input_noise,monomial_activation,4207,5001,truncated_max_group_order,truncated,4,46,,,,,,{},0.9596345332990055,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4207,mnist,mlp,3,64,none,monomial_activation,4207,5001,truncated_max_group_order,truncated,4,780,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4208,mnist,mlp,3,64,input_noise,monomial_activation,4208,5001,truncated_max_group_order,truncated,4,42,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4208,mnist,mlp,3,64,none,monomial_activation,4208,5001,truncated_max_group_order,truncated,4,2886,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4209,mnist,mlp,3,64,input_noise,monomial_activation,4209,5001,truncated_max_group_order,truncated,4,90,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4209,mnist,mlp,3,64,none,monomial_activation,4209,5001,truncated_max_group_order,truncated,4,3480,,,,,,{},0.9721462643938925,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4210,mnist,mlp,3,64,input_noise,monomial_activation,4210,5001,truncated_max_group_order,truncated,4,106,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4210,mnist,mlp,3,64,none,monomial_activation,4210,5001,truncated_max_group_order,truncated,4,410,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4211,mnist,mlp,3,64,input_noise,monomial_activation,4211,5001,truncated_max_group_order,truncated,4,3344,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4211,mnist,mlp,3,64,none,monomial_activation,4211,5001,truncated_max_group_order,truncated,4,280,,,,,,{},0.9549163494123452,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4212,mnist,mlp,3,64,input_noise,monomial_activation,4212,5001,truncated_max_group_order,truncated,4,672,,,,,,{},0.9851187666342571,1
