residual_source,setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,group_order,group_status,group_exactness,generator_count,holonomy_order,group_exponent,is_abelian,center_size,commutator_subgroup_size,abelianization_size,element_order_histogram,noncentral_holonomy_score,triangle_relation_count
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4212,mnist,mlp,3,64,none,monomial_activation,4212,5001,truncated_max_group_order,truncated,4,14490,,,,,,{},0.9791528146183311,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4213,mnist,mlp,3,64,input_noise,monomial_activation,4213,5001,truncated_max_group_order,truncated,4,720,,,,,,{},0.9499177595981665,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4213,mnist,mlp,3,64,none,monomial_activation,4213,5001,truncated_max_group_order,truncated,4,456,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4214,mnist,mlp,3,64,input_noise,monomial_activation,4214,5001,truncated_max_group_order,truncated,4,420,,,,,,{},0.9791528146183311,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4214,mnist,mlp,3,64,none,monomial_activation,4214,5001,truncated_max_group_order,truncated,4,2040,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,mnist,mlp,3,64,input_noise,monomial_activation,4215,5001,truncated_max_group_order,truncated,4,13090,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4215,mnist,mlp,3,64,none,monomial_activation,4215,5001,truncated_max_group_order,truncated,4,42,,,,,,{},0.9640764281813968,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,mnist,mlp,3,64,input_noise,monomial_activation,4216,5001,truncated_max_group_order,truncated,4,900,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4216,mnist,mlp,3,64,none,monomial_activation,4216,5001,truncated_max_group_order,truncated,4,1870,,,,,,{},0.9877175393299442,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,mnist,mlp,3,64,input_noise,monomial_activation,4217,5001,truncated_max_group_order,truncated,4,98,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4217,mnist,mlp,3,64,none,monomial_activation,4217,5001,truncated_max_group_order,truncated,4,1900,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,mnist,mlp,3,64,input_noise,monomial_activation,4218,5001,truncated_max_group_order,truncated,4,48,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4218,mnist,mlp,3,64,none,monomial_activation,4218,5001,truncated_max_group_order,truncated,4,1260,,,,,,{},0.9596345332990055,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,mnist,mlp,3,64,input_noise,monomial_activation,4219,5001,truncated_max_group_order,truncated,4,54,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4219,mnist,mlp,3,64,none,monomial_activation,4219,5001,truncated_max_group_order,truncated,4,420,,,,,,{},0.9791528146183311,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,mnist,mlp,3,64,input_noise,monomial_activation,4220,5001,truncated_max_group_order,truncated,4,840,,,,,,{},0.9721462643938925,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4220,mnist,mlp,3,64,none,monomial_activation,4220,5001,truncated_max_group_order,truncated,4,390,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,mnist,mlp,3,64,input_noise,monomial_activation,4221,5001,truncated_max_group_order,truncated,4,600,,,,,,{},0.9721462643938925,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4221,mnist,mlp,3,64,none,monomial_activation,4221,5001,truncated_max_group_order,truncated,4,60,,,,,,{},0.9596345332990055,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,mnist,mlp,3,64,input_noise,monomial_activation,4222,5001,truncated_max_group_order,truncated,4,1680,,,,,,{},0.9757809372497497,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4222,mnist,mlp,3,64,none,monomial_activation,4222,5001,truncated_max_group_order,truncated,4,540,,,,,,{},0.9549163494123452,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,mnist,mlp,3,64,input_noise,monomial_activation,4223,5001,truncated_max_group_order,truncated,4,3220,,,,,,{},0.94463431251199,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4223,mnist,mlp,3,64,none,monomial_activation,4223,5001,truncated_max_group_order,truncated,4,1938,,,,,,{},0.94463431251199,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,mnist,mlp,3,64,input_noise,monomial_activation,4224,5001,truncated_max_group_order,truncated,4,7140,,,,,,{},0.94463431251199,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4224,mnist,mlp,3,64,none,monomial_activation,4224,5001,truncated_max_group_order,truncated,4,2030,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,mnist,mlp,3,64,input_noise,monomial_activation,4225,5001,truncated_max_group_order,truncated,4,92,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4225,mnist,mlp,3,64,none,monomial_activation,4225,5001,truncated_max_group_order,truncated,4,3276,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,mnist,mlp,3,64,input_noise,monomial_activation,4226,5001,truncated_max_group_order,truncated,4,286,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4226,mnist,mlp,3,64,none,monomial_activation,4226,5001,truncated_max_group_order,truncated,4,444,,,,,,{},0.9877175393299442,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,mnist,mlp,3,64,input_noise,monomial_activation,4227,5001,truncated_max_group_order,truncated,4,516,,,,,,{},0.9877175393299442,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4227,mnist,mlp,3,64,none,monomial_activation,4227,5001,truncated_max_group_order,truncated,4,1120,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,mnist,mlp,3,64,input_noise,monomial_activation,4228,5001,truncated_max_group_order,truncated,4,1972,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4228,mnist,mlp,3,64,none,monomial_activation,4228,5001,truncated_max_group_order,truncated,4,1938,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_activation,mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,mnist,mlp,3,64,input_noise,monomial_activation,4229,5001,truncated_max_group_order,truncated,4,210,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_none_monomial_activation,mnist_mlp_N3_W64_none_monomial_activation_seed4229,mnist,mlp,3,64,none,monomial_activation,4229,5001,truncated_max_group_order,truncated,4,330,,,,,,{},0.9331932326024445,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4200,mnist,mlp,3,64,input_noise,monomial_weight,4200,5001,truncated_max_group_order,truncated,4,17765,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4200,mnist,mlp,3,64,none,monomial_weight,4200,5001,truncated_max_group_order,truncated,4,962,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4201,mnist,mlp,3,64,input_noise,monomial_weight,4201,5001,truncated_max_group_order,truncated,4,164,,,,,,{},0.9640764281813968,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4201,mnist,mlp,3,64,none,monomial_weight,4201,5001,truncated_max_group_order,truncated,4,36,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4202,mnist,mlp,3,64,input_noise,monomial_weight,4202,5001,truncated_max_group_order,truncated,4,330,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4202,mnist,mlp,3,64,none,monomial_weight,4202,5001,truncated_max_group_order,truncated,4,328,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4203,mnist,mlp,3,64,input_noise,monomial_weight,4203,5001,truncated_max_group_order,truncated,4,220,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4203,mnist,mlp,3,64,none,monomial_weight,4203,5001,truncated_max_group_order,truncated,4,3045,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4204,mnist,mlp,3,64,input_noise,monomial_weight,4204,5001,truncated_max_group_order,truncated,4,300,,,,,,{},0.982264602843857,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4204,mnist,mlp,3,64,none,monomial_weight,4204,5001,truncated_max_group_order,truncated,4,2244,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4205,mnist,mlp,3,64,input_noise,monomial_weight,4205,5001,truncated_max_group_order,truncated,4,180,,,,,,{},0.94463431251199,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4205,mnist,mlp,3,64,none,monomial_weight,4205,5001,truncated_max_group_order,truncated,4,1254,,,,,,{},0.9877175393299442,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4206,mnist,mlp,3,64,input_noise,monomial_weight,4206,5001,truncated_max_group_order,truncated,4,420,,,,,,{},0.9900629320275555,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4206,mnist,mlp,3,64,none,monomial_weight,4206,5001,truncated_max_group_order,truncated,4,990,,,,,,{},0.9921567416492215,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4207,mnist,mlp,3,64,input_noise,monomial_weight,4207,5001,truncated_max_group_order,truncated,4,1190,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4207,mnist,mlp,3,64,none,monomial_weight,4207,5001,truncated_max_group_order,truncated,4,1188,,,,,,{},0.9851187666342571,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4208,mnist,mlp,3,64,input_noise,monomial_weight,4208,5001,truncated_max_group_order,truncated,4,544,,,,,,{},0.9721462643938925,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4208,mnist,mlp,3,64,none,monomial_weight,4208,5001,truncated_max_group_order,truncated,4,306,,,,,,{},0.9682458365518543,1
real,mnist_mlp_N3_W64_input_noise_monomial_weight,mnist_mlp_N3_W64_input_noise_monomial_weight_seed4209,mnist,mlp,3,64,input_noise,monomial_weight,4209,5001,truncated_max_group_order,truncated,4,4216,,,,,,{},0.9955957701296244,1
real,mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4209,mnist,mlp,3,64,none,monomial_weight,4209,5001,truncated_max_group_order,truncated,4,246,,,,,,{},0.9851187666342571,1
controlled_sanity,controlled_S3_planted_small_quotient,controlled_S3_planted_small_quotient,controlled_sanity,synthetic_triangle,3,3,planted_nonabelian_holonomy,controlled_exact_edges,27119,6,exact_closure,exact,3,3,6.0,False,1.0,3.0,2.0,"{""1"": 1, ""2"": 3, ""3"": 2}",1.0,1
controlled_sanity,controlled_D4_planted_small_quotient,controlled_D4_planted_small_quotient,controlled_sanity,synthetic_triangle,3,4,planted_nonabelian_holonomy,controlled_exact_edges,27119,8,exact_closure,exact,3,4,4.0,False,2.0,2.0,4.0,"{""1"": 1, ""2"": 5, ""4"": 2}",1.0,1
