summary_type,method,n_rows,n_settings,mean_val_accuracy,mean_val_loss,mean_test_accuracy,test_accuracy_standard_error,test_accuracy_ci_low,test_accuracy_ci_high,mean_accuracy_delta_vs_c2m3,mean_accuracy_delta_vs_greedy_soup,mean_accuracy_delta_vs_weight_average,mean_validation_delta_vs_c2m3,mean_validation_delta_vs_greedy_soup,mean_channel_permutation_cycle_score,mean_pairwise_activation_alignment_residual,mean_global_channel_scale_sync_residual,mean_log_scale_variance,conv1_log_scale_variance,conv2_log_scale_variance,fc1_log_scale_variance,central_projective_candidate_fraction,finite_index_candidate_fraction,non_brauer_noncentral_fraction,exact_relu_channel_gauge,single_model,capacity_matched,is_soup,is_ensemble,selector_choice_counts,comparison,baseline,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,scope,selector_challenger_counts,left_greedy_rate,mean_delta_vs_greedy_soup,false_challenger_rate,beneficial_challenger_rate,claim,claim_decision,claim_reason
method_summary,weight_average,15.0,15.0,0.28855555555555557,1.975485663519965,0.29159999999999997,0.017797613537186594,0.2572195,0.3257175,-0.48000000000000004,-0.5525666666666667,0.0,-0.4859722222222222,-0.5630277777777778,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,False,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,git_rebasin_pairwise_channel,15.0,15.0,0.7611111111111111,0.8169741333855521,0.7572333333333332,0.007809015953289511,0.7426788333333334,0.7712739999999999,-0.014366666666666661,-0.08693333333333332,0.4656333333333333,-0.013416666666666655,-0.09047222222222225,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,c2m3_channel_permutation,15.0,15.0,0.7745277777777777,0.8051769822438557,0.7716,0.005141428372960737,0.761633,0.7810138333333333,0.0,-0.07256666666666667,0.48000000000000004,0.0,-0.07705555555555559,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,positive_channel_scale,15.0,15.0,0.7374722222222222,0.8410750474929809,0.7313399999999999,0.012117389314927696,0.7063726666666668,0.7515603333333334,-0.040260000000000004,-0.11282666666666667,0.43973999999999996,-0.037055555555555536,-0.1141111111111111,0.8515380427846074,0.6101750826394118,0.14394048433695542,0.3759035585432237,0.7596483028319373,0.23690306482260182,0.1311593079751319,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,shrinkage_channel_scale,15.0,15.0,0.7789166666666666,0.8050314108530681,0.7745666666666667,0.005002377212663771,0.7649785,0.7843816666666669,0.0029666666666666583,-0.06960000000000001,0.4829666666666667,0.004388888888888894,-0.07266666666666668,0.8515380427846074,0.6101750826394118,0.14394048433695542,0.030209387681029234,0.06157782654802283,0.016615358530273346,0.012434977964791512,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,global_channel_scale,15.0,15.0,0.7791388888888888,0.8062491253746881,0.77478,0.005043970469306705,0.7651175,0.7841273333333334,0.00317999999999999,-0.06938666666666668,0.48318,0.004611111111111121,-0.07244444444444446,0.8515380427846074,0.6101750826394118,0.14394048433695542,0.027674431023484523,0.05970666964411788,0.013927728223304698,0.009388895203030968,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,optimized_channel_scale,15.0,15.0,0.7874166666666667,0.7922774271435209,0.7809333333333334,0.00523695355523443,0.7708191666666667,0.7906415,0.009333333333333327,-0.06323333333333334,0.4893333333333334,0.012888888888888913,-0.06416666666666666,0.8515380427846074,0.6101750826394118,0.14394048433695542,0.025001320128812916,0.0066075963030517585,0.01640953529412305,0.05198682878926395,0.0,0.0,1.0,True,True,True,False,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,greedy_soup,15.0,15.0,0.8515833333333334,0.4181572675704956,0.8441666666666666,0.0013810853794739924,0.8412531666666666,0.8465336666666669,0.07256666666666667,0.0,0.5525666666666667,0.07705555555555559,0.0,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,False,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,channel_scaled_greedy_soup,15.0,15.0,0.8515833333333334,0.41815727138519293,0.8441666666666666,0.0013810853794739924,0.8411731666666666,0.8464666666666667,0.07256666666666667,0.0,0.5525666666666667,0.07705555555555559,0.0,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,shrinkage_channel_scaled_greedy_soup,15.0,15.0,0.8515833333333334,0.41815727249781287,0.8441666666666666,0.0013810853794739924,0.8411526666666667,0.8464735,0.07256666666666667,0.0,0.5525666666666667,0.07705555555555559,0.0,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,global_channel_scaled_greedy_soup,15.0,15.0,0.8515833333333334,0.4181572699546814,0.8441666666666666,0.0013810853794739924,0.84148,0.8464666666666666,0.07256666666666667,0.0,0.5525666666666667,0.07705555555555559,0.0,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,optimized_channel_scaled_greedy_soup,15.0,15.0,0.8515833333333334,0.41815727186203,0.8441666666666666,0.0013810853794739924,0.8412864999999999,0.8465601666666667,0.07256666666666667,0.0,0.5525666666666667,0.07705555555555559,0.0,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,union_channel_candidate_soup,15.0,15.0,0.8522222222222222,0.4177003356085883,0.8448133333333333,0.001193708374159991,0.8423796666666666,0.8470406666666667,0.07321333333333334,0.0006466666666666694,0.5532133333333332,0.07769444444444445,0.0006388888888888778,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,True,True,True,True,False,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,ensemble_upper_bound,15.0,15.0,0.8565833333333334,0.4083719639248319,0.8492133333333333,0.0011960596683103773,0.8468131666666666,0.8512668333333335,0.07761333333333335,0.005046666666666681,0.5576133333333334,0.08205555555555556,0.004999999999999997,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,False,False,False,False,True,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,greedy_safe_selector,15.0,15.0,0.8521666666666667,0.41772464958826705,0.84482,0.0011941205171689397,0.8425264999999998,0.8470470000000002,0.07322000000000001,0.0006533333333333354,0.5532199999999998,0.07763888888888891,0.0005833333333333283,0.8515380427846074,0.6101750826394118,0.14394048433695542,,,,,0.0,0.0,1.0,False,True,True,True,False,"{""greedy_soup"": 12, ""union_channel_candidate_soup"": 3}",,,,,,,,,,,,,,,,,,,,,,
