dataset,run_id,setting_id,n_models,width,matching,domain_shift,relation_count,relation_count_status,observed_holonomy_order_lcm,group_closure_status,group_exponent_if_exact,primary_source_order,primary_source_order_source,prime,prime_index,p_adic_multiplicity,eligible,remaining_order_before,remaining_order_after,peel_mode,cumulative_primes,quotient_fit_status,quotient_relation_violation_rate,edge_correction_status,representative_correction_status,quotient_residual_before,quotient_residual_after,quotient_residual_reduction,permutation_cycle_residual_before,permutation_cycle_residual_after,permutation_cycle_residual_reduction,edge_cochain_solve_status,representative_selection_status,corrected_cycle_residual_before,corrected_cycle_residual_after,correction_reduces_residual,method,baseline_method,implemented_corrected_merge,validation_accuracy,test_accuracy,baseline_validation_accuracy,baseline_test_accuracy,validation_delta_vs_baseline,test_delta_vs_baseline,wrong_prime_control_validation_accuracy,wrong_prime_control_test_accuracy,shuffled_control_validation_accuracy,shuffled_control_test_accuracy,random_residual_control_validation_accuracy,random_residual_control_test_accuracy,validation_delta_vs_wrong_prime_control,validation_delta_vs_shuffled_control,validation_delta_vs_random_residual_control,capacity_multiplier,inference_multiplier,uses_test_for_selection,selected_by_validation,claim_status,na_reason,architecture,seed,model_source
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,peel_p_only,43,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.8046875,0.8046875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.8046875,0.8046875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.899,0.8805,,,0.899,0.8805,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,wrong_prime_peel_control,43,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.25,0.0,0.25,0.8046875,0.8046875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.8046875,0.8046875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.899,0.8805,0.899,0.8805,0.0,0.0,0.899,0.8805,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,shuffled_quotient_peel_control,43,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.25,,,0.8046875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.8046875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.899,0.8805,,,0.899,0.8805,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,random_same_residual_norm_peel_control,43,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.25,,,0.8046875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.8046875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.899,0.8805,,,0.899,0.8805,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,representative_correction_available,0.0,0.0,0.0,0.7109375,0.7109375,0.0,exact_quotient_cochain_solve_sign_1,representative_correction_available,0.7109375,0.7109375,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,True,0.904,0.8895,0.899,0.8805,0.0050000000000000044,0.009000000000000008,0.899,0.8805,,,,,0.0050000000000000044,,,1.0,1.0,False,False,metric_produced_but_not_claimable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
mnist,mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,6176520,truncated_max_group_order,,6176520,observed_holonomy_order_lcm,43,6,1,True,43,1,peel_p_only,43,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.25,0.25,0.0,0.8046875,0.8046875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.8046875,0.8046875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,0,-1,0,False,813960,813960,baseline,,not_applicable_baseline,,not_applicable_baseline,not_applicable_baseline,0.79296875,0.79296875,0.0,0.79296875,0.79296875,0.0,,,0.79296875,0.79296875,False,baseline_c2m3_permutation,baseline_c2m3_permutation,False,0.8055,0.781,0.8055,0.781,0.0,0.0,,,,,,,,,,1.0,1.0,False,False,baseline_reference_real_evaluation,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,peel_p_only,2,heuristic_primary_residue_completion,0.0,edge_correction_found,representative_correction_available,1.0,0.0,1.0,0.79296875,0.67578125,0.1171875,exact_quotient_cochain_solve_sign_1,representative_correction_available,0.79296875,0.67578125,True,peeled_p_c2m3_permutation,baseline_c2m3_permutation,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.781,0.773,0.737,0.786,0.7585,-0.019499999999999962,0.013000000000000012,0.0,1.0,1.0,False,False,not_selected_fails_unpeeled_baseline_gate,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,wrong_prime_peel_control,2,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,1.0,0.0,1.0,0.79296875,0.79296875,0.0,exact_quotient_cochain_solve_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,0.773,0.737,0.786,0.7585,0.0,0.03249999999999997,0.019499999999999962,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,shuffled_quotient_peel_control,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,1.0,0.25,0.75,0.79296875,0.90625,-0.11328125,exact_quotient_cochain_solve_sign_1,shuffled_control,0.79296875,0.90625,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,True,0.773,0.737,0.8055,0.781,-0.03249999999999997,-0.04400000000000004,0.8055,0.781,0.773,0.737,0.786,0.7585,-0.03249999999999997,0.0,-0.013000000000000012,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,random_same_residual_norm_peel_control,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,1.0,0.0,1.0,0.79296875,0.90625,-0.11328125,exact_quotient_cochain_solve_sign_1,random_residual_control,0.79296875,0.90625,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.781,0.773,0.737,0.786,0.7585,-0.019499999999999962,0.013000000000000012,0.0,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,cumulative,2,heuristic_primary_residue_completion,0.0,edge_correction_found,representative_correction_available,1.0,0.0,1.0,0.79296875,0.67578125,0.1171875,exact_quotient_cochain_solve_sign_1,representative_correction_available,0.79296875,0.67578125,True,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.781,0.773,0.737,0.786,0.7585,-0.019499999999999962,0.013000000000000012,0.0,1.0,1.0,False,False,not_selected_fails_unpeeled_baseline_gate,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,2,0,3,True,813960,101745,peel_p_only,2,heuristic_primary_residue_completion,0.0,edge_correction_found,monomial_correction_adapter_not_available,1.0,0.0,1.0,0.79296875,0.67578125,0.1171875,exact_quotient_cochain_solve_sign_1,monomial_correction_adapter_not_available,0.79296875,0.67578125,True,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,peel_p_only,3,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.75,0.25,0.5,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,wrong_prime_peel_control,3,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.75,0.0,0.75,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,shuffled_quotient_peel_control,3,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.75,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.79296875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,random_same_residual_norm_peel_control,3,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.75,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.79296875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.75,0.25,0.5,0.67578125,0.67578125,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.67578125,0.67578125,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,3,1,2,True,101745,11305,peel_p_only,3,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.75,0.25,0.5,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.79296875,0.79296875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,peel_p_only,5,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,wrong_prime_peel_control,5,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.25,0.0,0.25,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,shuffled_quotient_peel_control,5,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.79296875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,random_same_residual_norm_peel_control,5,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.79296875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,representative_correction_available,0.0,0.0,0.0,0.67578125,0.67578125,0.0,exact_quotient_cochain_solve_sign_1,representative_correction_available,0.67578125,0.67578125,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.781,,,,,-0.019499999999999962,,,1.0,1.0,False,False,metric_produced_but_not_claimable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,5,2,1,True,11305,2261,peel_p_only,5,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.79296875,0.79296875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,peel_p_only,7,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.5,0.25,0.25,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,wrong_prime_peel_control,7,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.5,0.0,0.5,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,shuffled_quotient_peel_control,7,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.5,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.79296875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,random_same_residual_norm_peel_control,7,heuristic_primary_residue_completion,0.0,no_residual_reduction,random_residual_control,0.5,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,random_residual_control,0.79296875,,False,random_same_residual_norm_peel_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,cumulative,2,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.67578125,0.67578125,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.67578125,0.67578125,False,cumulative_peeled_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,7,3,1,True,2261,323,peel_p_only,7,heuristic_primary_residue_completion,0.0,no_residual_reduction,monomial_correction_adapter_not_available,0.5,0.25,0.25,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,monomial_correction_adapter_not_available,0.79296875,0.79296875,False,peeled_p_monomial_scale,baseline_monomial_scale,False,,,,,,,,,,,,,,,,1.0,1.0,False,False,monomial_correction_adapter_not_available,monomial_correction_adapter_not_available,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,peel_p_only,17,heuristic_primary_residue_completion,0.0,no_residual_reduction,quotient_cochain_inconsistent,0.25,0.25,0.0,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,quotient_cochain_inconsistent,0.79296875,0.79296875,False,peeled_p_c2m3_permutation,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,quotient_cochain_inconsistent,quotient_cochain_inconsistent,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,wrong_prime_peel_control,17,heuristic_primary_residue_completion,0.0,edge_correction_found,wrong_prime_control,0.25,0.0,0.25,0.79296875,0.79296875,0.0,quotient_cochain_inconsistent_sign_1,wrong_prime_control,0.79296875,0.79296875,True,wrong_prime_peel_c2m3_control,baseline_c2m3_permutation,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.781,,,,,0.0,,,1.0,1.0,False,False,control_real_evaluation_not_selectable,,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,4,64,monomial_activation,input_noise,4,sufficient,813960,truncated_max_group_order,,813960,observed_holonomy_order_lcm,17,4,1,True,323,19,shuffled_quotient_peel_control,17,heuristic_primary_residue_completion,0.0,no_residual_reduction,shuffled_control,0.25,,,0.79296875,,,quotient_cochain_inconsistent_sign_1,shuffled_control,0.79296875,,False,shuffled_quotient_peel_c2m3_control,baseline_c2m3_permutation,False,,,0.8055,0.781,,,0.8055,0.781,,,,,,,,1.0,1.0,False,False,control_unavailable,control_metric_unavailable,mlp,4200,deterministic_retrain_from_fixed_setting_metadata
