summary_type,scope,method,n_rows,n_settings,mean_val_accuracy,mean_test_accuracy,test_accuracy_standard_error,test_accuracy_ci_low,test_accuracy_ci_high,mean_individual_accuracy_max,mean_delta_vs_c2m3,mean_delta_vs_greedy_soup,mean_delta_vs_weight_average,mean_delta_vs_git_rebasin,bridge_claims_allowed_fraction,exact_relu_channel_gauge,single_model,capacity_matched,is_soup,selector_choice_counts,comparison,baseline,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,claim,claim_decision,claim_reason
paired_comparison,rotated_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_weight_average,weight_average,15.0,0.32690666666666673,0.26346216666666666,0.39455533333333326,-1.1628465933863323,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,0.09403333333333336,0.07552616666666671,0.11166683333333337,-0.4903867686335246,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_weight_average,weight_average,15.0,0.40536666666666665,0.3440185000000001,0.4670831666666666,-1.6040398260911306,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,0.09403333333333336,0.07541916666666666,0.11150683333333333,-0.4903867686335246,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_greedy_soup,greedy_soup,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,6.0,,,
paired_comparison,rotated_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_weight_average,weight_average,15.0,0.40536666666666665,0.3486418333333334,0.46878200000000003,-1.6040398260911306,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
method_summary,colored_mnist,weight_average,2.0,2.0,0.47875,0.4929,0.1261,0.3668,0.619,0.9931,-0.4853,-0.5002,0.0,-0.48525,1.0,False,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,git_rebasin_channel_alignment,2.0,2.0,0.9741666666666666,0.9781500000000001,0.0048499999999999654,0.9733,0.983,0.9931,-4.999999999999449e-05,-0.014949999999999963,0.48525,0.0,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,c2m3_channel_synchronization,2.0,2.0,0.9750000000000001,0.9782,0.004799999999999971,0.9734,0.983,0.9931,0.0,-0.014899999999999969,0.4853,4.999999999999449e-05,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,positive_channel_scale,2.0,2.0,0.9816666666666667,0.9834499999999999,0.0023500000000000187,0.9811,0.9858,0.9931,0.005249999999999977,-0.009649999999999992,0.49055,0.005299999999999971,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,shrinkage_channel_scale,2.0,2.0,0.985,0.9854499999999999,0.0005499999999999949,0.9849,0.986,0.9931,0.007249999999999979,-0.00764999999999999,0.49255,0.007299999999999973,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,global_channel_scale,2.0,2.0,0.9862500000000001,0.9871,0.0008000000000000228,0.9863,0.9879,0.9931,0.008899999999999963,-0.006000000000000005,0.4942,0.008949999999999958,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,optimized_channel_scale,2.0,2.0,0.9858333333333333,0.9865999999999999,0.0013000000000000234,0.9853,0.9879,0.9931,0.008399999999999963,-0.006500000000000006,0.49369999999999997,0.008449999999999958,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,greedy_soup,2.0,2.0,0.99,0.9931,0.0,0.9931,0.9931,0.9931,0.014899999999999969,0.0,0.5002,0.014949999999999963,1.0,False,True,True,True,{},,,,,,,,,,,,,,,,
method_summary,colored_mnist,greedy_safe_selector,2.0,2.0,0.99,0.9931,0.0,0.9931,0.9931,0.9931,0.014899999999999969,0.0,0.5002,0.014949999999999963,1.0,False,True,True,True,"{""greedy_soup"": 2}",,,,,,,,,,,,,,,,
paired_comparison,colored_mnist,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,-0.4853,-0.6066,-0.364,1.497978009480238,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_greedy_soup,greedy_soup,2.0,-0.5002,-0.6263,-0.3741,1.6488951988387854,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,-4.999999999999449e-05,-9.999999999998899e-05,0.0,-4.800629615783758e-05,0.0,1.0,1.0,1.0,0.0,2.0,,,
paired_comparison,colored_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_greedy_soup,greedy_soup,2.0,-0.014949999999999963,-0.01979999999999993,-0.010099999999999998,0.1508691830623895,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_weight_average,weight_average,2.0,0.48525,0.364,0.6065,-1.4980260157763958,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_greedy_soup,greedy_soup,2.0,-0.014899999999999969,-0.01969999999999994,-0.010099999999999998,0.15091718935854734,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_weight_average,weight_average,2.0,0.4853,0.364,0.6066,-1.497978009480238,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.005249999999999977,-0.0019000000000000128,0.012399999999999967,-0.05059248892366887,1.0,0.0,1.0,1.0,1.0,2.0,,,
paired_comparison,colored_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_greedy_soup,greedy_soup,2.0,-0.009649999999999992,-0.01200000000000001,-0.007299999999999973,0.10032470043487847,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_weight_average,weight_average,2.0,0.49055,0.3621,0.619,-1.5485704984039068,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.007249999999999979,0.0019000000000000128,0.012599999999999945,-0.037585313689708716,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_greedy_soup,greedy_soup,2.0,-0.00764999999999999,-0.008199999999999985,-0.007099999999999995,0.11333187566883862,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_weight_average,weight_average,2.0,0.49255,0.3659,0.6192,-1.5355633231699466,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.008899999999999963,0.0049000000000000155,0.012899999999999912,-0.04518100219368935,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_greedy_soup,greedy_soup,2.0,-0.006000000000000005,-0.006800000000000028,-0.005199999999999982,0.10573618716485798,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_weight_average,weight_average,2.0,0.4942,0.3689,0.6194999999999999,-1.5431590116739273,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.008399999999999963,0.0049000000000000155,0.01189999999999991,-0.036300685971975326,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_greedy_soup,greedy_soup,2.0,-0.006500000000000006,-0.007800000000000029,-0.005199999999999982,0.114616503386572,0.0,0.0,2.0,0.5,0.0,2.0,,,
paired_comparison,colored_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_weight_average,weight_average,2.0,0.49369999999999997,0.3689,0.6184999999999999,-1.5342786954522132,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.014899999999999969,0.010099999999999998,0.01969999999999994,-0.15091718935854734,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_weight_average,weight_average,2.0,0.5002,0.3741,0.6263,-1.6488951988387854,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,2.0,0.014899999999999969,0.010099999999999998,0.01969999999999994,-0.15091718935854734,2.0,0.0,0.0,0.5,2.0,2.0,,,
paired_comparison,colored_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_greedy_soup,greedy_soup,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,2.0,,,
paired_comparison,colored_mnist,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_weight_average,weight_average,2.0,0.5002,0.3741,0.6263,-1.6488951988387854,2.0,0.0,0.0,0.5,2.0,2.0,,,
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge_accuracy_gate,Supported limited,minimum setting-level individual max accuracy=0.9103; bridge threshold=0.8000
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main_bridge_c2m3_vs_greedy_boundary,Supported limited,"main rotated-25 N=3 greedy soup delta vs C2M3=0.089670, CI=[0.067857,0.112412], n_pairs=10"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overall_bridge_c2m3_vs_greedy_boundary,Supported descriptive,"overall greedy soup delta vs C2M3=0.084724, CI=[0.063629,0.103986], n_pairs=17; bridge-only, no CIFAR/general-vision implication"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_safe_selector_boundary,Supported descriptive,greedy-safe selector mean delta vs greedy soup=0.000000; selector uses validation metrics only
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge_not_cifar_general_vision,Boundary recorded,Rotated/colored MNIST bridge datasets do not imply CIFAR or general vision performance.
