summary_type,scope,method,n_rows,n_settings,mean_val_accuracy,mean_test_accuracy,test_accuracy_standard_error,test_accuracy_ci_low,test_accuracy_ci_high,mean_individual_accuracy_max,mean_delta_vs_c2m3,mean_delta_vs_greedy_soup,mean_delta_vs_weight_average,mean_delta_vs_git_rebasin,bridge_claims_allowed_fraction,exact_relu_channel_gauge,single_model,capacity_matched,is_soup,selector_choice_counts,comparison,baseline,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,claim,claim_decision,claim_reason
paired_comparison,overall,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_greedy_soup,greedy_soup,17.0,-0.4165235294117647,-0.47802911764705885,-0.36008544117647057,1.6093169287673252,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,-0.006905882352941154,-0.01663602941176468,0.002994264705882362,0.003901978422613701,6.0,1.0,10.0,0.454498291015625,3.0,8.0,,,
paired_comparison,overall,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_greedy_soup,greedy_soup,17.0,-0.09162941176470586,-0.11257161764705885,-0.07083294117647058,0.4543511494943762,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_weight_average,weight_average,17.0,0.32489411764705883,0.25620411764705886,0.396327794117647,-1.154965779272949,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_greedy_soup,greedy_soup,17.0,-0.08472352941176471,-0.10464308823529414,-0.06544308823529414,0.4504491710717626,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_weight_average,weight_average,17.0,0.33179999999999993,0.26965529411764705,0.3992955882352941,-1.1588677576955626,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,-0.04481176470588234,-0.09530911764705882,-0.005169264705882346,0.22513764706043637,6.0,0.0,11.0,0.332305908203125,1.0,8.0,,,
paired_comparison,overall,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_greedy_soup,greedy_soup,17.0,-0.12953529411764708,-0.18305147058823534,-0.08448000000000001,0.6755868181321988,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_weight_average,weight_average,17.0,0.28698823529411766,0.20409617647058823,0.374893088235294,-0.9337301106351262,16.0,0.0,1.0,0.000274658203125,7.0,8.0,,,
paired_comparison,overall,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,0.010064705882352936,0.004941029411764697,0.015488823529411765,-0.038460872149467466,12.0,4.0,1.0,0.00341796875,5.0,8.0,,,
paired_comparison,overall,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_greedy_soup,greedy_soup,17.0,-0.07465882352941178,-0.09387985294117648,-0.05659058823529415,0.4119882989222951,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_weight_average,weight_average,17.0,0.3418647058823529,0.2796758823529411,0.40632764705882346,-1.19732862984503,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,0.009335294117647063,0.005152794117647053,0.013894705882352955,-0.03735375884350608,12.0,5.0,0.0,0.00048828125,5.0,8.0,,,
paired_comparison,overall,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_greedy_soup,greedy_soup,17.0,-0.07538823529411764,-0.0954470588235294,-0.05782117647058826,0.41309541222825646,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_weight_average,weight_average,17.0,0.34113529411764704,0.27822544117647063,0.40685617647058814,-1.1962215165390688,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,0.014729411764705894,0.010211470588235304,0.019658823529411788,-0.047676730051461384,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_greedy_soup,greedy_soup,17.0,-0.06999411764705882,-0.08835955882352943,-0.05218102941176471,0.4027724410203012,0.0,0.0,17.0,1.52587890625e-05,0.0,8.0,,,
paired_comparison,overall,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_weight_average,weight_average,17.0,0.34652941176470586,0.2836198529411765,0.40876044117647053,-1.206544487747024,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,0.08472352941176471,0.06362852941176472,0.10398558823529412,-0.4504491710717626,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_weight_average,weight_average,17.0,0.4165235294117647,0.35677602941176473,0.47569,-1.6093169287673252,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,17.0,0.08472352941176471,0.06461661764705882,0.10407161764705886,-0.4504491710717626,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
paired_comparison,overall,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_greedy_soup,greedy_soup,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,0.0,8.0,,,
paired_comparison,overall,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_weight_average,weight_average,17.0,0.4165235294117647,0.35812794117647057,0.4741819117647058,-1.6093169287673252,17.0,0.0,0.0,1.52587890625e-05,8.0,8.0,,,
method_summary,main_rotated25_N3,weight_average,10.0,10.0,0.48133333333333345,0.48569000000000007,0.04446707008812502,0.406703,0.56824575,0.91906,-0.34258,-0.43224999999999997,0.0,-0.32993,1.0,False,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,git_rebasin_channel_alignment,10.0,10.0,0.8089999999999999,0.81562,0.014590611897914203,0.79033925,0.8432617500000001,0.91906,-0.012649999999999972,-0.10232,0.32993,0.0,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,c2m3_channel_synchronization,10.0,10.0,0.8200833333333334,0.8282700000000001,0.012954227538186565,0.80463775,0.85253325,0.91906,0.0,-0.08967000000000001,0.34258,0.012649999999999972,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,positive_channel_scale,10.0,10.0,0.7975833333333332,0.80512,0.023866991617899576,0.756282,0.844562,0.91906,-0.023149999999999983,-0.11282,0.31943,-0.01050000000000001,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,shrinkage_channel_scale,10.0,10.0,0.8378333333333334,0.8430399999999999,0.011435764561720881,0.8228580000000001,0.8643512499999999,0.91906,0.014769999999999995,-0.07490000000000002,0.35735,0.027419999999999965,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,global_channel_scale,10.0,10.0,0.83525,0.8415900000000001,0.011994447326436784,0.819419,0.86249,0.91906,0.013320000000000009,-0.07635,0.3559,0.025969999999999983,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,optimized_channel_scale,10.0,10.0,0.8429166666666665,0.8467499999999999,0.011452542172907393,0.825225,0.8689402500000001,0.91906,0.018480000000000007,-0.07119,0.36106,0.03112999999999998,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,greedy_soup,10.0,10.0,0.9140833333333334,0.91794,0.002250145674296572,0.9136394999999998,0.9222199999999999,0.91906,0.08967000000000001,0.0,0.43224999999999997,0.10232,1.0,False,True,True,True,{},,,,,,,,,,,,,,,,
method_summary,main_rotated25_N3,greedy_safe_selector,10.0,10.0,0.9140833333333334,0.91794,0.002250145674296572,0.91357925,0.9219802500000002,0.91906,0.08967000000000001,0.0,0.43224999999999997,0.10232,1.0,False,True,True,True,"{""greedy_soup"": 10}",,,,,,,,,,,,,,,,
paired_comparison,main_rotated25_N3,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,-0.34258,-0.42887175,-0.25427350000000015,1.1357268032217025,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_greedy_soup,greedy_soup,10.0,-0.43224999999999997,-0.5168900000000001,-0.35109125,1.5973401291322709,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,-0.012649999999999972,-0.02658224999999999,0.0006005000000000205,0.00758740581035614,3.0,0.0,7.0,0.34375,0.0,1.0,,,
paired_comparison,main_rotated25_N3,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_greedy_soup,greedy_soup,10.0,-0.10232,-0.12675375,-0.07735949999999998,0.4692007317209244,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_weight_average,weight_average,10.0,0.32993,0.23719300000000001,0.421511,-1.1281393974113463,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_greedy_soup,greedy_soup,10.0,-0.08967000000000001,-0.11019225,-0.06730700000000003,0.46161332591056825,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_weight_average,weight_average,10.0,0.34258,0.25260975,0.4276364999999999,-1.1357268032217025,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,-0.023149999999999983,-0.07048199999999998,0.010292499999999986,0.02802932099342347,5.0,0.0,5.0,1.0,0.0,1.0,,,
paired_comparison,main_rotated25_N3,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_greedy_soup,greedy_soup,10.0,-0.11282,-0.15906474999999995,-0.07502025000000007,0.48964264690399173,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_weight_average,weight_average,10.0,0.31943,0.21856899999999999,0.4120715000000001,-1.107697482228279,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,0.014769999999999995,0.007178249999999954,0.022350499999999978,-0.05852532950401307,8.0,1.0,1.0,0.0390625,1.0,1.0,,,
paired_comparison,main_rotated25_N3,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_greedy_soup,greedy_soup,10.0,-0.07490000000000002,-0.09389200000000003,-0.05470925000000003,0.4030879964065551,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_weight_average,weight_average,10.0,0.35735,0.27063974999999996,0.44007925000000003,-1.1942521327257154,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,0.013320000000000009,0.007440000000000013,0.01916000000000003,-0.056004278950691225,8.0,2.0,0.0,0.0078125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_greedy_soup,greedy_soup,10.0,-0.07635,-0.09597,-0.055630000000000034,0.4056090469598771,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_weight_average,weight_average,10.0,0.3559,0.27001600000000003,0.4405367499999999,-1.1917310821723937,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,0.018480000000000007,0.011909749999999978,0.024880250000000013,-0.0651568300962448,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_greedy_soup,greedy_soup,10.0,-0.07119,-0.09056125000000001,-0.05239675000000002,0.3964564958143234,0.0,0.0,10.0,0.001953125,0.0,1.0,,,
paired_comparison,main_rotated25_N3,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_weight_average,weight_average,10.0,0.36106,0.275075,0.4442289999999999,-1.2008836333179473,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,0.08967000000000001,0.06785675000000001,0.11241174999999998,-0.46161332591056825,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,greedy_soup,,,,,,,,,,,,,,,,,,,greedy_soup_vs_weight_average,weight_average,10.0,0.43224999999999997,0.3480985,0.517837,-1.5973401291322709,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,10.0,0.08967000000000001,0.06721575,0.11219449999999999,-0.46161332591056825,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
paired_comparison,main_rotated25_N3,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_greedy_soup,greedy_soup,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,1.0,,,
paired_comparison,main_rotated25_N3,greedy_safe_selector,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_weight_average,weight_average,10.0,0.43224999999999997,0.3522725,0.5117594999999999,-1.5973401291322709,10.0,0.0,0.0,0.001953125,1.0,1.0,,,
method_summary,rotated_mnist,weight_average,15.0,15.0,0.5097222222222223,0.5136666666666667,0.032041347790846254,0.4549746666666667,0.5713113333333334,0.9201066666666667,-0.3113333333333333,-0.40536666666666665,0.0,-0.3035133333333333,1.0,False,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,git_rebasin_channel_alignment,15.0,15.0,0.8092777777777778,0.81718,0.010672381802265759,0.7980045,0.8368613333333332,0.9201066666666667,-0.007819999999999975,-0.10185333333333334,0.3035133333333333,0.0,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,c2m3_channel_synchronization,15.0,15.0,0.8166111111111111,0.8250000000000001,0.00980547951766912,0.8070663333333334,0.8443326666666667,0.9201066666666667,0.0,-0.09403333333333336,0.3113333333333333,0.007819999999999975,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,positive_channel_scale,15.0,15.0,0.764,0.7735133333333334,0.027525892341690745,0.7200048333333333,0.8221875,0.9201066666666667,-0.05148666666666665,-0.14552,0.25984666666666667,-0.04366666666666667,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,shrinkage_channel_scale,15.0,15.0,0.8290555555555554,0.8354400000000001,0.009400323196064923,0.8170851666666666,0.8537233333333333,0.9201066666666667,0.010439999999999998,-0.08359333333333337,0.3217733333333333,0.018259999999999974,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,global_channel_scale,15.0,15.0,0.8275555555555555,0.8343933333333334,0.009644438153754074,0.8153928333333333,0.8525743333333335,0.9201066666666667,0.009393333333333342,-0.08464,0.32072666666666666,0.017213333333333317,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,optimized_channel_scale,15.0,15.0,0.8352222222222222,0.8405733333333334,0.008717084848386434,0.8252586666666667,0.8573933333333333,0.9201066666666667,0.01557333333333335,-0.07846,0.32690666666666673,0.023393333333333325,1.0,True,True,True,False,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,greedy_soup,15.0,15.0,0.9118333333333333,0.9190333333333335,0.0016283110345989915,0.9158594999999999,0.9219801666666667,0.9201066666666667,0.09403333333333336,0.0,0.40536666666666665,0.10185333333333334,1.0,False,True,True,True,{},,,,,,,,,,,,,,,,
method_summary,rotated_mnist,greedy_safe_selector,15.0,15.0,0.9118333333333333,0.9190333333333335,0.0016283110345989915,0.9158266666666667,0.9220274999999998,0.9201066666666667,0.09403333333333336,0.0,0.40536666666666665,0.10185333333333334,1.0,False,True,True,True,"{""greedy_soup"": 15}",,,,,,,,,,,,,,,,
paired_comparison,rotated_mnist,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,-0.3113333333333333,-0.37774800000000003,-0.24755300000000002,1.1136530574576058,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,weight_average,,,,,,,,,,,,,,,,,,,weight_average_vs_greedy_soup,greedy_soup,15.0,-0.40536666666666665,-0.4644681666666666,-0.3473301666666667,1.6040398260911306,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,-0.007819999999999975,-0.018673666666666623,0.0038935000000000215,0.0044286430517832395,6.0,0.0,9.0,0.60723876953125,3.0,6.0,,,
paired_comparison,rotated_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_greedy_soup,greedy_soup,15.0,-0.10185333333333334,-0.12053933333333333,-0.08351816666666668,0.49481541168530785,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,git_rebasin_channel_alignment,,,,,,,,,,,,,,,,,,,git_rebasin_channel_alignment_vs_weight_average,weight_average,15.0,0.3035133333333333,0.23841316666666668,0.37293333333333334,-1.109224414405823,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_greedy_soup,greedy_soup,15.0,-0.09403333333333336,-0.11252766666666669,-0.07688650000000002,0.4903867686335246,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,c2m3_channel_synchronization,,,,,,,,,,,,,,,,,,,c2m3_channel_synchronization_vs_weight_average,weight_average,15.0,0.3113333333333333,0.24711566666666665,0.3740363333333332,-1.1136530574576058,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,-0.05148666666666665,-0.10696983333333333,-0.005591000000000003,0.2619016651916504,5.0,0.0,10.0,0.3017578125,0.0,6.0,,,
paired_comparison,rotated_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_greedy_soup,greedy_soup,15.0,-0.14552,-0.2038093333333334,-0.09757200000000003,0.7522884338251751,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,positive_channel_scale,,,,,,,,,,,,,,,,,,,positive_channel_scale_vs_weight_average,weight_average,15.0,0.25984666666666667,0.1716085,0.3471203333333333,-0.8517513922659555,14.0,0.0,1.0,0.0009765625,5.0,6.0,,,
paired_comparison,rotated_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,0.010439999999999998,0.00451183333333331,0.01645499999999999,-0.038577613277435294,10.0,4.0,1.0,0.01171875,3.0,6.0,,,
paired_comparison,rotated_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_greedy_soup,greedy_soup,15.0,-0.08359333333333337,-0.10058716666666673,-0.06642800000000006,0.4518091553560893,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_weight_average,weight_average,15.0,0.3217733333333333,0.2605166666666667,0.38345583333333333,-1.152230670735041,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,0.009393333333333342,0.004452833333333331,0.014847500000000026,-0.036310126396814975,10.0,5.0,0.0,0.001953125,3.0,6.0,,,
paired_comparison,rotated_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_greedy_soup,greedy_soup,15.0,-0.08464,-0.10318216666666671,-0.06714316666666673,0.45407664223670957,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
paired_comparison,rotated_mnist,global_channel_scale,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_weight_average,weight_average,15.0,0.32072666666666666,0.2568425000000001,0.38610133333333335,-1.1499631838544209,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,15.0,0.01557333333333335,0.01029316666666668,0.020620166666666682,-0.04919353592872619,15.0,0.0,0.0,6.103515625e-05,6.0,6.0,,,
paired_comparison,rotated_mnist,optimized_channel_scale,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_greedy_soup,greedy_soup,15.0,-0.07846,-0.09441666666666669,-0.06299516666666671,0.4411932327047984,0.0,0.0,15.0,6.103515625e-05,0.0,6.0,,,
