denoising_method,d,k,noise_level,candidate_rank,n,certification_rate,uncertain_rate,rejection_rate,correct_period_rate,correct_index_rate,lift_rate,false_lift_rate,period_divisible_index_obstructed_rejection_rate,mean_learned_operator_error_raw,mean_learned_operator_error_denoised,mean_pair_reconstruction_residual_raw,mean_pair_reconstruction_residual_denoised,mean_global_sync_residual,mean_unitary_projection_residual
nearest_unitary_projection,3,2,0.03,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.008476207347490956,0.12723179131454398,0.12722769414489316,,0.012256430574101473
nearest_unitary_projection,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.014159881319064604,0.20977749341197566,0.2105587961786235,,0.02759895167346773
nearest_unitary_projection,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.014159881319064604,0.20977749341197566,0.2105587961786235,,0.02759895167346773
nearest_unitary_projection,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.014159881319064604,0.20977749341197566,0.2105587961786235,,0.02759895167346773
raw_least_squares,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.76761993635296e-09,7.76761993635296e-09,4.5860864009503227e-10,4.5860864009503227e-10,,
raw_least_squares,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.76761993635296e-09,7.76761993635296e-09,4.5860864009503227e-10,4.5860864009503227e-10,,
raw_least_squares,2,2,0.0001,2,10,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.00020129037073836703,0.00020129037073836703,0.000283052112964924,0.000283052112964924,,
raw_least_squares,2,2,0.0001,4,10,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.00020129037073836703,0.00020129037073836703,0.000283052112964924,0.000283052112964924,,
raw_least_squares,2,2,0.0003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.0006083408160144394,0.0008491523228952001,0.0008491523228952001,,
raw_least_squares,2,2,0.0003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.0006083408160144394,0.0008491523228952001,0.0008491523228952001,,
raw_least_squares,2,2,0.001,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.002171288878831901,0.002830211828674872,0.002830211828674872,,
raw_least_squares,2,2,0.001,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.002171288878831901,0.002830211828674872,0.002830211828674872,,
raw_least_squares,2,2,0.003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.009253904464330245,0.008481788838602244,0.008481788838602244,,
raw_least_squares,2,2,0.003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.009253904464330245,0.008481788838602244,0.008481788838602244,,
raw_least_squares,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.07132852815158024,0.027959936443760776,0.027959936443760776,,
raw_least_squares,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.07132852815158024,0.027959936443760776,0.027959936443760776,,
raw_least_squares,2,2,0.03,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.3375130506867504,0.0795807316112472,0.0795807316112472,,
raw_least_squares,2,2,0.03,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.3375130506867504,0.0795807316112472,0.0795807316112472,,
raw_least_squares,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.5022602114537393,0.12772172212995295,0.12772172212995295,,
raw_least_squares,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.5022602114537393,0.12772172212995295,0.12772172212995295,,
raw_least_squares,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,9.449294274397756e-11,9.212474316273447e-11,9.212474316273447e-11,,
raw_least_squares,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,9.449294274397756e-11,9.212474316273447e-11,9.212474316273447e-11,,
raw_least_squares,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.449294274397756e-11,9.449294274397756e-11,9.212474316273447e-11,9.212474316273447e-11,,
raw_least_squares,3,2,0.0001,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,4.116013021200186e-05,0.00042675271674061474,0.00042675271674061474,,
raw_least_squares,3,2,0.0001,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,4.116013021200186e-05,0.00042675271674061474,0.00042675271674061474,,
raw_least_squares,3,2,0.0001,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.116013021200186e-05,4.116013021200186e-05,0.00042675271674061474,0.00042675271674061474,,
raw_least_squares,3,2,0.0003,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,0.00012348201777230303,0.001280256495797148,0.001280256495797148,,
raw_least_squares,3,2,0.0003,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,0.00012348201777230303,0.001280256495797148,0.001280256495797148,,
raw_least_squares,3,2,0.0003,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00012348201777230303,0.00012348201777230303,0.001280256495797148,0.001280256495797148,,
raw_least_squares,3,2,0.001,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041169029778258286,0.0042674840012310745,0.0042674840012310745,,
raw_least_squares,3,2,0.001,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041169029778258286,0.0042674840012310745,0.0042674840012310745,,
raw_least_squares,3,2,0.001,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041169029778258286,0.0042674840012310745,0.0042674840012310745,,
raw_least_squares,3,2,0.003,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012374450023130777,0.012801657609286579,0.012801657609286579,,
raw_least_squares,3,2,0.003,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012374450023130777,0.012801657609286579,0.012801657609286579,,
raw_least_squares,3,2,0.003,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012374450023130777,0.012801657609286579,0.012801657609286579,,
raw_least_squares,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004215737047894785,0.042644606415434654,0.042644606415434654,,
raw_least_squares,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004215737047894785,0.042644606415434654,0.042644606415434654,,
raw_least_squares,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004215737047894785,0.042644606415434654,0.042644606415434654,,
raw_least_squares,3,2,0.03,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014809999486696293,0.12723179131454398,0.12723179131454398,,
raw_least_squares,3,2,0.03,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014809999486696293,0.12723179131454398,0.12723179131454398,,
raw_least_squares,3,2,0.03,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014809999486696293,0.12723179131454398,0.12723179131454398,,
raw_least_squares,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.030412004403691052,0.20977749341197566,0.20977749341197566,,
raw_least_squares,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.030412004403691052,0.20977749341197566,0.20977749341197566,,
raw_least_squares,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.030412004403691052,0.20977749341197566,0.20977749341197566,,
ridge_least_squares,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.76761993635296e-09,7.768826881408971e-13,4.5860864009503227e-10,4.58680635469535e-14,,
ridge_least_squares,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.76761993635296e-09,7.768826881408971e-13,4.5860864009503227e-10,4.58680635469535e-14,,
ridge_least_squares,2,2,0.0001,2,10,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.00020129037073836703,0.00020267006443425392,0.000283052112964924,0.00028305635801945854,,
ridge_least_squares,2,2,0.0001,4,10,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.00020129037073836703,0.00020267006443425392,0.000283052112964924,0.00028305635801945854,,
ridge_least_squares,2,2,0.0003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.0006116600032250419,0.0008491523228952001,0.0008491570911535327,,
ridge_least_squares,2,2,0.0003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.0006116600032250419,0.0008491523228952001,0.0008491570911535327,,
ridge_least_squares,2,2,0.001,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.0022226431522206942,0.002830211828674872,0.0028302507426825898,,
ridge_least_squares,2,2,0.001,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.0022226431522206942,0.002830211828674872,0.0028302507426825898,,
ridge_least_squares,2,2,0.003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.009454330613482222,0.008481788838602244,0.008481827698510238,,
ridge_least_squares,2,2,0.003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.009454330613482222,0.008481788838602244,0.008481827698510238,,
ridge_least_squares,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.07240871018049866,0.027959936443760776,0.027960018917098366,,
ridge_least_squares,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.07240871018049866,0.027959936443760776,0.027960018917098366,,
ridge_least_squares,2,2,0.03,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.3384329119785578,0.0795807316112472,0.07958077186648752,,
ridge_least_squares,2,2,0.03,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.3384329119785578,0.0795807316112472,0.07958077186648752,,
ridge_least_squares,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.5026432606256552,0.12772172212995295,0.1277213441175915,,
ridge_least_squares,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.5026432606256552,0.12772172212995295,0.1277213441175915,,
ridge_least_squares,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,9.383239454666919e-15,9.212474316273447e-11,9.14987594204687e-15,,
ridge_least_squares,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,9.383239454666919e-15,9.212474316273447e-11,9.14987594204687e-15,,
ridge_least_squares,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.449294274397756e-11,9.383239454666919e-15,9.212474316273447e-11,9.14987594204687e-15,,
ridge_least_squares,3,2,0.0001,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,4.127590110431363e-05,0.00042675271674061474,0.0004267636842767341,,
ridge_least_squares,3,2,0.0001,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,4.127590110431363e-05,0.00042675271674061474,0.0004267636842767341,,
ridge_least_squares,3,2,0.0001,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.116013021200186e-05,4.127590110431363e-05,0.00042675271674061474,0.0004267636842767341,,
ridge_least_squares,3,2,0.0003,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,0.0001236448301064346,0.001280256495797148,0.0012802547592858748,,
ridge_least_squares,3,2,0.0003,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,0.0001236448301064346,0.001280256495797148,0.0012802547592858748,,
ridge_least_squares,3,2,0.0003,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00012348201777230303,0.0001236448301064346,0.001280256495797148,0.0012802547592858748,,
ridge_least_squares,3,2,0.001,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041309868781126485,0.0042674840012310745,0.00426759204919857,,
ridge_least_squares,3,2,0.001,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041309868781126485,0.0042674840012310745,0.00426759204919857,,
ridge_least_squares,3,2,0.001,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00041309868781126485,0.0042674840012310745,0.00426759204919857,,
ridge_least_squares,3,2,0.003,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012413412012095837,0.012801657609286579,0.01280162505960544,,
ridge_least_squares,3,2,0.003,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012413412012095837,0.012801657609286579,0.01280162505960544,,
ridge_least_squares,3,2,0.003,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0012413412012095837,0.012801657609286579,0.01280162505960544,,
ridge_least_squares,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004226474447812347,0.042644606415434654,0.042644462386157926,,
ridge_least_squares,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004226474447812347,0.042644606415434654,0.042644462386157926,,
ridge_least_squares,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.004226474447812347,0.042644606415434654,0.042644462386157926,,
ridge_least_squares,3,2,0.03,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014845552715313204,0.12723179131454398,0.12723144053970434,,
ridge_least_squares,3,2,0.03,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014845552715313204,0.12723179131454398,0.12723144053970434,,
ridge_least_squares,3,2,0.03,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.014845552715313204,0.12723179131454398,0.12723144053970434,,
ridge_least_squares,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.0304579566693359,0.20977749341197566,0.2097770830268321,,
ridge_least_squares,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.0304579566693359,0.20977749341197566,0.2097770830268321,,
ridge_least_squares,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.0304579566693359,0.20977749341197566,0.2097770830268321,,
unitary_global_chart_synchronization,2,2,0.0,2,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.76761993635296e-09,9.027670040634726e-16,4.5860864009503227e-10,9.034589682034234e-16,1.2575378347923895e-15,5.5025562384834e-09
unitary_global_chart_synchronization,2,2,0.0,4,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.76761993635296e-09,9.027670040634726e-16,4.5860864009503227e-10,9.034589682034234e-16,1.2575378347923895e-15,5.5025562384834e-09
unitary_global_chart_synchronization,2,2,0.0001,2,10,0.9,0.0,0.1,0.9,0.9,0.0,0.0,0.9,0.00020129037073836703,0.00010039251624418704,0.000283052112964924,0.0003006942069520914,1.9284373001393004e-07,8.145380824510203e-05
unitary_global_chart_synchronization,2,2,0.0001,4,10,0.9,0.0,0.1,0.9,0.9,0.9,0.0,0.0,0.00020129037073836703,0.00010039251624418704,0.000283052112964924,0.0003006942069520914,1.9284373001393004e-07,8.145380824510203e-05
unitary_global_chart_synchronization,2,2,0.0003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.00030120569822315104,0.0008491523228952001,0.0009020967819172596,1.7355163765925367e-06,0.0002472521761715055
unitary_global_chart_synchronization,2,2,0.0003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006083408160144394,0.00030120569822315104,0.0008491523228952001,0.0009020967819172596,1.7355163765925367e-06,0.0002472521761715055
unitary_global_chart_synchronization,2,2,0.001,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.0010041142492163905,0.002830211828674872,0.0030070653629743205,1.9272495558981543e-05,0.0009259700380238987
unitary_global_chart_synchronization,2,2,0.001,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002171288878831901,0.0010041142492163905,0.002830211828674872,0.0030070653629743205,1.9272495558981543e-05,0.0009259700380238987
unitary_global_chart_synchronization,2,2,0.003,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.003007131273073154,0.008481788838602244,0.009019542442483194,0.00017255682736532613,0.00461811655790504
unitary_global_chart_synchronization,2,2,0.003,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009253904464330245,0.003007131273073154,0.008481788838602244,0.009019542442483194,0.00017255682736532613,0.00461811655790504
unitary_global_chart_synchronization,2,2,0.01,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.009737108036419617,0.027959936443760776,0.029960749477196208,0.001811145732365548,0.041783825211280747
unitary_global_chart_synchronization,2,2,0.01,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07132852815158024,0.009737108036419617,0.027959936443760776,0.029960749477196208,0.001811145732365548,0.041783825211280747
unitary_global_chart_synchronization,2,2,0.03,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.023384623548388783,0.0795807316112472,0.08791368812411984,0.011196239324048788,0.25416901345316606
unitary_global_chart_synchronization,2,2,0.03,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3375130506867504,0.023384623548388783,0.0795807316112472,0.08791368812411984,0.011196239324048788,0.25416901345316606
unitary_global_chart_synchronization,2,2,0.05,2,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.02944208094159903,0.12772172212995295,0.14372388906328487,0.01963007599945121,0.4461257697091999
unitary_global_chart_synchronization,2,2,0.05,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5022602114537393,0.02944208094159903,0.12772172212995295,0.14372388906328487,0.01963007599945121,0.4461257697091999
unitary_global_chart_synchronization,3,2,0.0,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,1.6214728878695188e-15,9.212474316273447e-11,1.6244159911024061e-15,1.852711266192871e-15,9.314817479888476e-11
unitary_global_chart_synchronization,3,2,0.0,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.449294274397756e-11,1.6214728878695188e-15,9.212474316273447e-11,1.6244159911024061e-15,1.852711266192871e-15,9.314817479888476e-11
unitary_global_chart_synchronization,3,2,0.0,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.449294274397756e-11,1.6214728878695188e-15,9.212474316273447e-11,1.6244159911024061e-15,1.852711266192871e-15,9.314817479888476e-11
unitary_global_chart_synchronization,3,2,0.0001,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,2.0604914270717132e-05,0.00042675271674061474,0.00042533793841574216,2.7920843940154875e-09,1.625023766853183e-05
unitary_global_chart_synchronization,3,2,0.0001,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.116013021200186e-05,2.0604914270717132e-05,0.00042675271674061474,0.00042533793841574216,2.7920843940154875e-09,1.625023766853183e-05
unitary_global_chart_synchronization,3,2,0.0001,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.116013021200186e-05,2.0604914270717132e-05,0.00042675271674061474,0.00042533793841574216,2.7920843940154875e-09,1.625023766853183e-05
unitary_global_chart_synchronization,3,2,0.0003,3,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,6.181386742436042e-05,0.001280256495797148,0.0012760139282465162,2.5128738499950985e-08,4.875418344130113e-05
unitary_global_chart_synchronization,3,2,0.0003,6,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.00012348201777230303,6.181386742436042e-05,0.001280256495797148,0.0012760139282465162,2.5128738499950985e-08,4.875418344130113e-05
unitary_global_chart_synchronization,3,2,0.0003,9,10,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00012348201777230303,6.181386742436042e-05,0.001280256495797148,0.0012760139282465162,2.5128738499950985e-08,4.875418344130113e-05
unitary_global_chart_synchronization,3,2,0.001,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00020603610149458576,0.0042674840012310745,0.004253369024978211,2.792073372344402e-07,0.00016265926553378374
unitary_global_chart_synchronization,3,2,0.001,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00020603610149458576,0.0042674840012310745,0.004253369024978211,2.792073372344402e-07,0.00016265926553378374
unitary_global_chart_synchronization,3,2,0.001,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00041169029778258286,0.00020603610149458576,0.0042674840012310745,0.004253369024978211,2.792073372344402e-07,0.00016265926553378374
unitary_global_chart_synchronization,3,2,0.003,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0006180238384807535,0.012801657609286579,0.012759705109266533,2.5128325735260615e-06,0.0004918926358583808
unitary_global_chart_synchronization,3,2,0.003,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0006180238384807535,0.012801657609286579,0.012759705109266533,2.5128325735260615e-06,0.0004918926358583808
unitary_global_chart_synchronization,3,2,0.003,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0012374450023130777,0.0006180238384807535,0.012801657609286579,0.012759705109266533,2.5128325735260615e-06,0.0004918926358583808
unitary_global_chart_synchronization,3,2,0.01,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.002059183763967674,0.042644606415434654,0.0425156178134953,2.7917608393542573e-05,0.0017825969793207857
unitary_global_chart_synchronization,3,2,0.01,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.002059183763967674,0.042644606415434654,0.0425156178134953,2.7917608393542573e-05,0.0017825969793207857
unitary_global_chart_synchronization,3,2,0.01,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004215737047894785,0.002059183763967674,0.042644606415434654,0.0425156178134953,2.7917608393542573e-05,0.0017825969793207857
unitary_global_chart_synchronization,3,2,0.03,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.006172196755529645,0.12723179131454398,0.1270963412233302,0.00025107718679456505,0.008215440262479603
unitary_global_chart_synchronization,3,2,0.03,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.006172196755529645,0.12723179131454398,0.1270963412233302,0.00025107718679456505,0.008215440262479603
unitary_global_chart_synchronization,3,2,0.03,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014809999486696293,0.006172196755529645,0.12723179131454398,0.1270963412233302,0.00025107718679456505,0.008215440262479603
unitary_global_chart_synchronization,3,2,0.05,3,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.010283908592971297,0.20977749341197566,0.21033985600145028,0.0006965011426636406,0.02009337670030218
unitary_global_chart_synchronization,3,2,0.05,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.010283908592971297,0.20977749341197566,0.21033985600145028,0.0006965011426636406,0.02009337670030218
unitary_global_chart_synchronization,3,2,0.05,9,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.030412004403691052,0.010283908592971297,0.20977749341197566,0.21033985600145028,0.0006965011426636406,0.02009337670030218
