setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,max_train_samples,max_test_samples,dataset_seed,val_fraction,n_validation_examples,n_test_examples,checkpoint_source,candidate_set,candidate_rank,candidate_order,soup_indices_before,soup_indices_after,validation_accuracy_before,validation_loss_before,candidate_soup_validation_accuracy,candidate_soup_validation_loss,validation_accuracy_margin_after_minus_before,validation_loss_margin_before_minus_after,accepted,decision_reason,decision_metric,decision_metric_source,test_used_for_selection,is_final_selection,candidate_index,candidate_label,candidate_type,candidate_family,candidate_source_model_index,candidate_exact_relu_symmetry,candidate_is_extra_capacity,candidate_parameter_multiplier,candidate_inference_multiplier,candidate_capacity_matched_to_weight_average,candidate_note,final_test_accuracy,final_test_loss,test_metric_role
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,2,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.377,2.2440077590942384,-0.483,-1.8206568489074708,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,0,local:0,local_individual_checkpoint,local,0,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,3,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.385,1.572598903656006,-0.475,-1.1492479934692383,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,20,monomial_weight_raw:section:1,gauge_corrected_local_section,monomial_weight_raw,1,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,4,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.3775,1.7401188507080079,-0.4825,-1.3167679405212402,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,17,monomial_activation_global:section:1,gauge_corrected_local_section,monomial_activation_global,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,5,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.3925,1.669681526184082,-0.46749999999999997,-1.2463306159973144,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,14,monomial_activation_shrinkage:section:1,gauge_corrected_local_section,monomial_activation_shrinkage,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,6,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.4025,1.6131211471557618,-0.45749999999999996,-1.1897702369689942,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,11,monomial_activation_raw:section:1,gauge_corrected_local_section,monomial_activation_raw,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,7,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.815,0.5533896179199219,-0.04500000000000004,-0.13003870773315435,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,8,c2m3_synchronized:section:1,gauge_corrected_local_section,c2m3_synchronized,1,True,False,1.0,1.0,True,"cycle-synchronized permutation section; sync_ref=hidden1:2,hidden2:1",,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,8,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.342,1.952694007873535,-0.518,-1.5293430976867675,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,4,git_rebasin_ref0:section:1,gauge_corrected_local_section,git_rebasin_ref0,1,True,False,1.0,1.0,True,activation-matched Git-ReBasin-style section aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,9,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.5765,1.3615002899169921,-0.2835,-0.9381493797302245,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,1,local:1,local_individual_checkpoint,local,1,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,10,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.328,1.9561728591918945,-0.532,-1.532821949005127,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,21,monomial_weight_raw:section:2,gauge_corrected_local_section,monomial_weight_raw,2,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,11,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.379,1.9012818908691407,-0.481,-1.477930980682373,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,18,monomial_activation_global:section:2,gauge_corrected_local_section,monomial_activation_global,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,12,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.3885,1.85240673828125,-0.4715,-1.4290558280944823,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,15,monomial_activation_shrinkage:section:2,gauge_corrected_local_section,monomial_activation_shrinkage,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,13,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.3785,1.9006636352539064,-0.4815,-1.4773127250671387,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,12,monomial_activation_raw:section:2,gauge_corrected_local_section,monomial_activation_raw,2,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,14,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.814,0.5566456871032714,-0.04600000000000004,-0.13329477691650388,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,9,c2m3_synchronized:section:2,gauge_corrected_local_section,c2m3_synchronized,2,True,False,1.0,1.0,True,"cycle-synchronized permutation section; sync_ref=hidden1:2,hidden2:1",,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,15,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.386,1.91885977935791,-0.474,-1.4955088691711425,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,5,git_rebasin_ref0:section:2,gauge_corrected_local_section,git_rebasin_ref0,2,True,False,1.0,1.0,True,activation-matched Git-ReBasin-style section aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,16,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.641,0.8756429405212403,-0.21899999999999997,-0.4522920303344727,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,2,local:2,local_individual_checkpoint,local,2,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,17,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.4065,1.8676258773803711,-0.4535,-1.4442749671936035,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,19,monomial_activation_global:average,gauge_corrected_average,monomial_activation_global,,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,18,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.412,1.840431755065918,-0.448,-1.4170808448791503,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,16,monomial_activation_shrinkage:average,gauge_corrected_average,monomial_activation_shrinkage,,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,19,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.4045,1.8120767974853516,-0.45549999999999996,-1.388725887298584,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,13,monomial_activation_raw:average,gauge_corrected_average,monomial_activation_raw,,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,20,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.395,1.957569549560547,-0.46499999999999997,-1.5342186393737793,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,6,git_rebasin_ref0:average,gauge_corrected_average,git_rebasin_ref0,,True,False,1.0,1.0,True,average after pairwise alignment to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,21,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.8315,0.5218357563018798,-0.02849999999999997,-0.09848484611511227,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,10,c2m3_synchronized:average,gauge_corrected_average,c2m3_synchronized,,True,False,1.0,1.0,True,average after C2M3-style synchronization; sync_disagreement=0.21875,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,22,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.3135,2.089223907470703,-0.5465,-1.6658729972839355,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,22,monomial_weight_raw:average,gauge_corrected_average,monomial_weight_raw,,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0; averaged gauge-corrected sections,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed3029,fashion_mnist,mlp2,3,128,none,activation,3029,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_none_activation,expanded_gauge_candidate_soup,23,"[7,0,20,17,14,11,8,4,1,21,18,15,12,9,5,2,19,16,13,6,10,22,3]",[7],[7],0.86,0.42335091018676757,0.38,1.6512198638916016,-0.48,-1.227868953704834,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,3,weight_average,ordinary_weight_average,weight_average,,False,False,1.0,1.0,True,ordinary parameter average candidate,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,ordinary_local_greedy_soup,1,"[0,1,2,3]",[],[0],,,0.8585,0.43596298599243166,,,True,accepted_initial_best_validation_candidate,validation_accuracy,direct_candidate_soup_validation_metric,False,True,0,local:0,local_individual_checkpoint,local,0,True,False,1.0,1.0,True,ordinary local section checkpoint,0.826,0.4957885450363159,evaluation_only_final_selection
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,ordinary_local_greedy_soup,2,"[0,1,2,3]",[0],[0],0.8585,0.43596298599243166,0.6185,1.3127328414916992,-0.24,-0.8767698554992676,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,1,local:1,local_individual_checkpoint,local,1,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,ordinary_local_greedy_soup,3,"[0,1,2,3]",[0],[0],0.8585,0.43596298599243166,0.593,1.2648317031860352,-0.26550000000000007,-0.8288687171936036,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,2,local:2,local_individual_checkpoint,local,2,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,ordinary_local_greedy_soup,4,"[0,1,2,3]",[0],[0],0.8585,0.43596298599243166,0.5455,1.3280651626586915,-0.31300000000000006,-0.8921021766662598,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,3,local:3,local_individual_checkpoint,local,3,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,1,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[],[9],,,0.8585,0.43596299362182617,,,True,accepted_initial_best_validation_candidate,validation_accuracy,direct_candidate_soup_validation_metric,False,True,9,c2m3_synchronized:section:0,gauge_corrected_local_section,c2m3_synchronized,0,True,False,1.0,1.0,True,"cycle-synchronized permutation section; sync_ref=hidden1:3,hidden2:2",0.826,0.49578854804039,evaluation_only_final_selection
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,2,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[9],[9],0.8585,0.43596299362182617,0.4685,1.5107341918945312,-0.39,-1.074771198272705,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,0,local:0,local_individual_checkpoint,local,0,True,False,1.0,1.0,True,ordinary local section checkpoint,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,3,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[9],[9],0.8585,0.43596299362182617,0.492,1.3119573707580567,-0.36650000000000005,-0.8759943771362306,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,26,monomial_weight_raw:section:1,gauge_corrected_local_section,monomial_weight_raw,1,True,False,1.0,1.0,True,weight-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,4,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[9],[9],0.8585,0.43596299362182617,0.4405,1.4422736587524414,-0.41800000000000004,-1.0063106651306153,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,22,monomial_activation_global:section:1,gauge_corrected_local_section,monomial_activation_global,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge with global log-scale synchronization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,5,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[9],[9],0.8585,0.43596299362182617,0.449,1.43864054107666,-0.40950000000000003,-1.002677547454834,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,18,monomial_activation_shrinkage:section:1,gauge_corrected_local_section,monomial_activation_shrinkage,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge with shrinkage regularization,,,not_evaluated_for_candidate_decision
fashion_mnist_mlp2_N4_W128_input_noise_activation,fashion_mnist_mlp2_N4_W128_input_noise_activation_seed3000,fashion_mnist,mlp2,4,128,input_noise,activation,3000,10000,5000,314159,0.2,2000,5000,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N4_W128_input_noise_activation,expanded_gauge_candidate_soup,6,"[9,0,26,22,18,14,10,5,1,27,23,19,15,11,6,2,28,24,20,16,12,7,3,13,17,25,21,8,29,4]",[9],[9],0.8585,0.43596299362182617,0.4255,1.477785717010498,-0.43300000000000005,-1.0418227233886719,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,False,False,14,monomial_activation_raw:section:1,gauge_corrected_local_section,monomial_activation_raw,1,True,False,1.0,1.0,True,activation-matched positive monomial gauge aligned to model 0,,,not_evaluated_for_candidate_decision
