dataset,architecture,n_models,width,domain_shift,matching,summary_type,n_runs,n_unique_seeds,candidate_rows,accepted_candidates,rejected_candidates,missing_rejected_candidate_metrics,validation_monotonicity_violations,rejection_rule_violations,final_output_validation_descent_violations,nonfinal_test_metric_rows,test_used_for_selection_rows,mean_final_validation_accuracy,mean_final_test_accuracy,mean_accepted_accuracy_margin,mean_rejected_accuracy_margin,mean_accepted_loss_margin,mean_rejected_loss_margin,direct_stepwise_descent_supported,claim_decision
ALL,mlp2,,128,ALL,activation,overall,240,30,840,240,600,0,0,0,0,0,0,0.9167020833333335,0.8794816666666667,,-0.31659666666666664,,-0.9574536285559339,True,directly_supported_for_checkpointed_activation_settings
fashion_mnist,mlp2,3,128,input_noise,activation,setting_summary,30,30,90,30,60,0,0,0,0,0,0,0.8685333333333334,0.8275333333333333,,-0.34421666666666667,,-0.9179097604433696,True,directly_supported_for_checkpointed_activation_setting
fashion_mnist,mlp2,3,128,none,activation,setting_summary,30,30,90,30,60,0,0,0,0,0,0,0.8775999999999999,0.8322866666666666,,-0.41860833333333336,,-1.1273114848454793,True,directly_supported_for_checkpointed_activation_setting
fashion_mnist,mlp2,4,128,input_noise,activation,setting_summary,30,30,120,30,90,0,0,0,0,0,0,0.86885,0.8265399999999999,,-0.3371388888888889,,-0.9157385990142823,True,directly_supported_for_checkpointed_activation_setting
fashion_mnist,mlp2,4,128,none,activation,setting_summary,30,30,120,30,90,0,0,0,0,0,0,0.8778,0.8329000000000001,,-0.4207444444444444,,-1.148864672173394,True,directly_supported_for_checkpointed_activation_setting
mnist,mlp2,3,128,input_noise,activation,setting_summary,30,30,90,30,60,0,0,0,0,0,0,0.9547333333333333,0.9260066666666666,,-0.19790833333333332,,-0.8369997741858165,True,directly_supported_for_checkpointed_activation_setting
mnist,mlp2,3,128,none,activation,setting_summary,30,30,90,30,60,0,0,0,0,0,0,0.9651333333333334,0.9316666666666666,,-0.2880333333333333,,-0.9168453970432282,True,directly_supported_for_checkpointed_activation_setting
mnist,mlp2,4,128,input_noise,activation,setting_summary,30,30,120,30,90,0,0,0,0,0,0,0.9547666666666667,0.9263066666666667,,-0.2222888888888888,,-0.854649080159929,True,directly_supported_for_checkpointed_activation_setting
mnist,mlp2,4,128,none,activation,setting_summary,30,30,120,30,90,0,0,0,0,0,0,0.9662000000000001,0.9326133333333334,,-0.2979611111111111,,-0.9310608946800233,True,directly_supported_for_checkpointed_activation_setting
