setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,task_vector_sign_conflict_fraction,task_vector_active_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,greedy_soup_average_test_accuracy,greedy_soup_worst_task_accuracy,greedy_soup_candidate_count,greedy_soup_accepted_count,greedy_soup_rejected_count,greedy_soup_acceptance_fraction,greedy_soup_final_size,delta_norms_available,delta_norms_missing_reason,delta_norm_missing_count,task_vector_mean_delta_norm,task_vector_min_delta_norm,task_vector_max_delta_norm,task_vector_std_delta_norm,task_vector_delta_norm_cv,task_vector_merged_delta_norm,task_vector_mean_pairwise_delta_distance,task_vector_max_pairwise_delta_distance,best_generated_candidate_family,best_generated_average_test_accuracy,best_generated_delta_vs_greedy,best_generated_worst_task_accuracy,best_generated_worst_task_delta_vs_greedy,best_worst_task_candidate_family,best_worst_task_accuracy,best_worst_task_delta_vs_greedy,greedy_soup_is_best_generated,task_arithmetic_average_test_accuracy,task_arithmetic_worst_task_accuracy,task_arithmetic_delta_vs_greedy,task_arithmetic_worst_task_delta_vs_greedy,task_arithmetic_validation_selected_accuracy,task_arithmetic_selected_scale,task_arithmetic_selected_density,task_arithmetic_selected_drop_rate,task_arithmetic_selected_validation_accuracy,task_arithmetic_selected_validation_loss,ties_average_test_accuracy,ties_worst_task_accuracy,ties_delta_vs_greedy,ties_worst_task_delta_vs_greedy,ties_validation_selected_accuracy,ties_selected_scale,ties_selected_density,ties_selected_drop_rate,ties_selected_validation_accuracy,ties_selected_validation_loss,dare_average_test_accuracy,dare_worst_task_accuracy,dare_delta_vs_greedy,dare_worst_task_delta_vs_greedy,dare_validation_selected_accuracy,dare_selected_scale,dare_selected_density,dare_selected_drop_rate,dare_selected_validation_accuracy,dare_selected_validation_loss
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3.0,2.0,0.7820636828169729,0.8653134035609814,-0.0320577614224544,-0.3953769836494826,0.0,0.0,0.6872222222222222,0.5916666666666667,3,3,0,1.0,3,True,,0,1.048124539912517,0.9018543626805087,1.233812102653923,0.13835770787433951,0.13200502669834227,0.5747249331172761,1.513673259256203,1.8772105121696685,dare,0.7233333333333333,0.036111111111111094,0.6583333333333333,0.06666666666666665,dare,0.6583333333333333,0.06666666666666665,False,0.7177777777777777,0.6483333333333333,0.030555555555555558,0.05666666666666664,0.7608020477815699,0.25,,,0.7608020477815699,0.694773819568621,0.6016666666666667,0.425,-0.0855555555555555,-0.16666666666666669,0.6275369738339022,0.5,1.0,,0.6275369738339022,0.9259468025956862,0.7233333333333333,0.6583333333333333,0.036111111111111094,0.06666666666666665,0.7614372392870686,0.5,,0.3,0.7614372392870686,0.7013210065029406
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3.0,2.0,0.7736340490288847,0.866666103041883,-0.0549258801162773,-0.4100023627376125,0.0,0.0,0.6994444444444445,0.6233333333333333,3,3,0,1.0,3,True,,0,1.005605199563593,0.8690050420064532,1.1276962846441039,0.10610741300666984,0.10551597491015137,0.5355754347335181,1.4657859286832806,1.804341518557831,dare,0.726111111111111,0.026666666666666505,0.6766666666666666,0.053333333333333344,dare,0.6766666666666666,0.053333333333333344,False,0.7238888888888889,0.6766666666666666,0.02444444444444438,0.053333333333333344,0.7735204375359815,0.5,,,0.7735204375359815,0.6754869372994309,0.6066666666666666,0.4416666666666666,-0.09277777777777796,-0.1816666666666667,0.6624784110535407,0.5,1.0,,0.6624784110535407,0.826056849864549,0.726111111111111,0.6766666666666666,0.026666666666666505,0.053333333333333344,0.777944732297064,0.5,,0.5,0.777944732297064,0.6726206596431611
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3.0,2.0,0.7992578779474268,0.8931451953805313,-0.0371649843877763,-0.4203329226928496,0.0,0.0,0.6772222222222223,0.5766666666666667,3,3,0,1.0,3,True,,0,1.0363183650626826,0.9099721405647949,1.2208946796677573,0.13344477978044364,0.12876813176264817,0.5681160325475026,1.4963895449787141,1.857717829665417,dare,0.7338888888888889,0.05666666666666664,0.695,0.11833333333333329,dare,0.695,0.11833333333333329,False,0.7322222222222221,0.6916666666666667,0.05499999999999983,0.11499999999999999,0.7431839402427638,0.5,,,0.7431839402427638,0.7337178830984704,0.6511111111111111,0.5233333333333333,-0.026111111111111196,-0.053333333333333344,0.6603548085901028,0.5,0.2,,0.6603548085901028,0.8394057173243645,0.7338888888888889,0.695,0.05666666666666664,0.11833333333333329,0.7448319327731093,0.5,,0.3,0.7448319327731093,0.7349761606353561
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3.0,2.0,0.7959241527025325,0.8052281834936846,-0.0677154163502606,-0.4070216142093505,0.0,0.0,0.695,0.6316666666666667,3,3,0,1.0,3,True,,0,1.011614105988737,0.8744823563451976,1.1913109753065383,0.13280044053114876,0.13127578959701391,0.5342803191759585,1.485801157142878,1.8160508744055046,dare,0.7272222222222222,0.03222222222222226,0.6633333333333333,0.03166666666666662,dare,0.6633333333333333,0.03166666666666662,False,0.7238888888888889,0.655,0.028888888888888964,0.023333333333333317,0.7755555555555556,0.5,,,0.7755555555555556,0.6363949987623426,0.6166666666666666,0.4633333333333333,-0.07833333333333337,-0.1683333333333334,0.6544444444444445,0.5,0.2,,0.6544444444444445,0.7933506605360243,0.7272222222222222,0.6633333333333333,0.03222222222222226,0.03166666666666662,0.7794444444444445,0.5,,0.5,0.7794444444444445,0.6364373185899522
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3.0,2.0,0.7819185908117114,0.887920393635549,-0.0331073591085732,-0.4011645008038864,0.0,0.0,0.6866666666666666,0.6383333333333333,3,2,1,0.6666666666666666,2,True,,0,1.043609189511858,0.9423866585766683,1.2206145978586502,0.12559187853482945,0.12034378366634957,0.577580024469063,1.5014755831431479,1.8369576631656996,dare,0.741111111111111,0.054444444444444406,0.69,0.05166666666666664,dare,0.69,0.05166666666666664,False,0.7383333333333333,0.6866666666666666,0.05166666666666664,0.04833333333333334,0.772647931738082,0.5,,,0.772647931738082,0.6744872863569986,0.7144444444444445,0.6633333333333333,0.0277777777777779,0.025000000000000022,0.7709988870339455,0.5,0.2,,0.7709988870339455,0.6741313905066715,0.741111111111111,0.69,0.054444444444444406,0.05166666666666664,0.7720905212391022,0.5,,0.3,0.7720905212391022,0.6754780625279815
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7305,fashion_mnist,fashion_class_subsets,mlp2,128,3,7305,3.0,2.0,0.7894827902053777,0.830709659965168,-0.0193847931730353,-0.4141852438051161,0.0,0.0,0.6811111111111111,0.6016666666666667,3,3,0,1.0,3,True,,0,1.0745730242494576,0.9824793665970383,1.2056907454255135,0.09521200225479237,0.08860449695477308,0.5994892722477221,1.5317713813409206,1.8868797751042328,task_arithmetic,0.7244444444444444,0.043333333333333335,0.6533333333333333,0.05166666666666664,dare,0.67,0.06833333333333336,False,0.7244444444444444,0.6533333333333333,0.043333333333333335,0.05166666666666664,0.7402884881051057,0.25,,,0.7402884881051057,0.7149027535871482,0.6244444444444445,0.465,-0.05666666666666664,-0.13666666666666666,0.6203685019515185,0.5,1.0,,0.6203685019515185,0.8652889531562241,0.7194444444444444,0.67,0.03833333333333333,0.06833333333333336,0.7334371973082066,0.5,,0.5,0.7334371973082066,0.7193840252313947
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7306,fashion_mnist,fashion_class_subsets,mlp2,128,3,7306,3.0,2.0,0.7975263354061636,0.8619570179739944,-0.0713523030969792,-0.4277852078519013,0.0,0.0,0.71,0.6533333333333333,3,3,0,1.0,3,True,,0,1.0405580447076124,0.8810989031806608,1.2347574160601196,0.14645533701274915,0.1407469172504469,0.5447542419422013,1.5332625410649126,1.897067035226903,dare,0.7216666666666667,0.011666666666666714,0.6583333333333333,0.0050000000000000044,dare,0.6583333333333333,0.0050000000000000044,False,0.7161111111111111,0.6533333333333333,0.006111111111111178,0.0,0.7495738203957382,0.75,,,0.7495738203957382,0.7247625835192258,0.7022222222222223,0.6283333333333333,-0.007777777777777661,-0.025000000000000022,0.7070700152207001,0.5,0.2,,0.7070700152207001,0.7715760683323877,0.7216666666666667,0.6583333333333333,0.011666666666666714,0.0050000000000000044,0.7493607305936073,0.5,,0.3,0.7493607305936073,0.7125020359277362
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7307,fashion_mnist,fashion_class_subsets,mlp2,128,3,7307,3.0,2.0,0.7919665883983217,0.87854449535855,-0.0333835479120676,-0.3798513515836013,0.0,0.0,0.7338888888888889,0.67,3,3,0,1.0,3,True,,0,1.0038167878218742,0.9028049548345061,1.1767955943720565,0.12288789363044693,0.12242064002246314,0.5549370521351267,1.4462925677725254,1.7567809957741827,dare,0.7516666666666666,0.01777777777777767,0.7016666666666667,0.03166666666666662,dare,0.7016666666666667,0.03166666666666662,False,0.7511111111111112,0.7016666666666667,0.01722222222222225,0.03166666666666662,0.7762972658522397,0.5,,,0.7762972658522397,0.6708193234193457,0.6755555555555555,0.595,-0.05833333333333346,-0.07500000000000007,0.6976701570680629,0.5,0.2,,0.6976701570680629,0.8112760321021844,0.7516666666666666,0.7016666666666667,0.01777777777777767,0.03166666666666662,0.7785194880744619,0.5,,0.3,0.7785194880744619,0.6692590329146371
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7308,fashion_mnist,fashion_class_subsets,mlp2,128,3,7308,3.0,2.0,0.7879733041448318,0.8728039769364738,-0.0214946316864374,-0.4189998256541367,0.0,0.0,0.7133333333333333,0.6466666666666666,3,3,0,1.0,3,True,,0,1.0034434625375446,0.9079433297246758,1.0917085871622416,0.07519608353225979,0.07493803720849522,0.5565276039220924,1.4316791484057552,1.7714172969410082,dare,0.7161111111111111,0.002777777777777879,0.6583333333333333,0.011666666666666714,dare,0.6583333333333333,0.011666666666666714,False,0.7127777777777777,0.6416666666666667,-0.0005555555555555314,-0.004999999999999893,0.7571118530884808,0.25,,,0.7571118530884808,0.6925232654713761,0.6661111111111111,0.5483333333333333,-0.047222222222222165,-0.09833333333333327,0.7037924318308292,0.5,1.0,,0.7037924318308292,0.767660935574749,0.7161111111111111,0.6583333333333333,0.002777777777777879,0.011666666666666714,0.7515553700612131,0.5,,0.1,0.7515553700612131,0.6927270891546562
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7309,fashion_mnist,fashion_class_subsets,mlp2,128,3,7309,3.0,2.0,0.7907434304727176,0.8207250469217633,-0.0513254622729045,-0.4221503709934954,0.0,0.0,0.7055555555555556,0.6333333333333333,3,3,0,1.0,3,True,,0,0.9703651101939847,0.8445732073553951,1.1275208068906244,0.1176225649965879,0.12121475077878066,0.5201930803242631,1.4123241643300368,1.7455442083022645,dare,0.7355555555555555,0.029999999999999916,0.6783333333333333,0.04500000000000004,dare,0.6783333333333333,0.04500000000000004,False,0.7294444444444445,0.665,0.02388888888888885,0.03166666666666673,0.7577788515225702,0.25,,,0.7577788515225702,0.7111355976997721,0.5877777777777778,0.4116666666666667,-0.11777777777777776,-0.22166666666666662,0.5997037896032871,0.5,0.2,,0.5997037896032871,0.9185288364573312,0.7355555555555555,0.6783333333333333,0.029999999999999916,0.04500000000000004,0.7556334378444932,0.5,,0.5,0.7556334378444932,0.7169343863959118
