setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,task_vector_sign_conflict_fraction,task_vector_active_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,greedy_soup_average_test_accuracy,greedy_soup_worst_task_accuracy,greedy_soup_candidate_count,greedy_soup_accepted_count,greedy_soup_rejected_count,greedy_soup_acceptance_fraction,greedy_soup_final_size,delta_norms_available,delta_norms_missing_reason,delta_norm_missing_count,task_vector_mean_delta_norm,task_vector_min_delta_norm,task_vector_max_delta_norm,task_vector_std_delta_norm,task_vector_delta_norm_cv,task_vector_merged_delta_norm,task_vector_mean_pairwise_delta_distance,task_vector_max_pairwise_delta_distance,best_generated_candidate_family,best_generated_average_test_accuracy,best_generated_delta_vs_greedy,best_generated_worst_task_accuracy,best_generated_worst_task_delta_vs_greedy,best_worst_task_candidate_family,best_worst_task_accuracy,best_worst_task_delta_vs_greedy,greedy_soup_is_best_generated,task_arithmetic_average_test_accuracy,task_arithmetic_worst_task_accuracy,task_arithmetic_delta_vs_greedy,task_arithmetic_worst_task_delta_vs_greedy,task_arithmetic_validation_selected_accuracy,task_arithmetic_selected_scale,task_arithmetic_selected_density,task_arithmetic_selected_drop_rate,task_arithmetic_selected_validation_accuracy,task_arithmetic_selected_validation_loss,ties_average_test_accuracy,ties_worst_task_accuracy,ties_delta_vs_greedy,ties_worst_task_delta_vs_greedy,ties_validation_selected_accuracy,ties_selected_scale,ties_selected_density,ties_selected_drop_rate,ties_selected_validation_accuracy,ties_selected_validation_loss,dare_average_test_accuracy,dare_worst_task_accuracy,dare_delta_vs_greedy,dare_worst_task_delta_vs_greedy,dare_validation_selected_accuracy,dare_selected_scale,dare_selected_density,dare_selected_drop_rate,dare_selected_validation_accuracy,dare_selected_validation_loss
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7310,fashion_mnist,fashion_class_subsets,mlp2,128,3,7310,3.0,2.0,0.7879421431945882,0.8411000828528432,-0.0589799582333657,-0.445179104464147,0.0,0.0,0.6772222222222223,0.59,3,3,0,1.0,3,True,,0,0.9975019416043313,0.8914880007150203,1.1507807572245696,0.11100648534230724,0.11128448047306061,0.5326485940251751,1.4530572688279964,1.789096552463472,dare,0.7155555555555555,0.03833333333333322,0.6683333333333333,0.07833333333333337,dare,0.6683333333333333,0.07833333333333337,False,0.7122222222222222,0.6616666666666666,0.03499999999999992,0.07166666666666666,0.766620114619475,0.5,,,0.766620114619475,0.6734498403296229,0.6011111111111112,0.4333333333333333,-0.07611111111111113,-0.15666666666666668,0.6309168588836555,0.5,1.0,,0.6309168588836555,0.8387094381388507,0.7155555555555555,0.6683333333333333,0.03833333333333322,0.07833333333333337,0.7733004141549237,0.5,,0.5,0.7733004141549237,0.6711771943595016
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7311,fashion_mnist,fashion_class_subsets,mlp2,128,3,7311,3.0,2.0,0.8140652719001794,0.8530545645153109,-0.0558521851813075,-0.4004328741110164,0.0,0.0,0.7016666666666667,0.6,3,3,0,1.0,3,True,,0,1.0046528384923796,0.8620458758892579,1.210946057574949,0.14938716732783439,0.1486953120562626,0.5403985487448143,1.4688356821910473,1.8067547609823436,dare,0.7427777777777779,0.04111111111111121,0.6916666666666667,0.09166666666666667,dare,0.6916666666666667,0.09166666666666667,False,0.7416666666666667,0.69,0.040000000000000036,0.08999999999999997,0.7595339299030575,0.5,,,0.7595339299030575,0.6903643715763875,0.7194444444444444,0.6416666666666667,0.01777777777777778,0.04166666666666674,0.7549739000745713,0.5,0.2,,0.7549739000745713,0.7017967630766115,0.7427777777777779,0.6916666666666667,0.04111111111111121,0.09166666666666667,0.7606487695749441,0.5,,0.1,0.7606487695749441,0.6906315849184722
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7312,fashion_mnist,fashion_class_subsets,mlp2,128,3,7312,3.0,2.0,0.7852981969486824,0.8533842850137806,-0.0273348790377676,-0.4000812470420979,0.0,0.0,0.7011111111111111,0.63,3,3,0,1.0,3,True,,0,1.0054776293788026,0.9112543278326158,1.1479154818089703,0.10245521830882323,0.10189706395767495,0.557865007707073,1.440979393429498,1.764462184060652,dare,0.7205555555555555,0.019444444444444375,0.6816666666666666,0.05166666666666664,dare,0.6816666666666666,0.05166666666666664,False,0.7183333333333334,0.6766666666666666,0.01722222222222225,0.046666666666666634,0.7618031642535055,0.25,,,0.7618031642535055,0.7035896362071147,0.6411111111111111,0.5116666666666667,-0.06000000000000005,-0.11833333333333329,0.6870604352049625,0.5,0.2,,0.6870604352049625,0.8054608968058347,0.7205555555555555,0.6816666666666666,0.019444444444444375,0.05166666666666664,0.755208796340335,0.5,,0.5,0.755208796340335,0.7067666096190303
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7313,fashion_mnist,fashion_class_subsets,mlp2,128,3,7313,3.0,2.0,0.7783007444377757,0.8029201400043963,-0.0306635142762569,-0.4207819656803915,0.0,0.0,0.6972222222222223,0.6183333333333333,3,3,0,1.0,3,True,,0,0.9830498642809496,0.8491163281981089,1.1769713293665485,0.14040688294457962,0.1428278341173263,0.5430982354326465,1.416801556360123,1.7752730980242013,task_arithmetic,0.726111111111111,0.028888888888888742,0.665,0.046666666666666745,task_arithmetic,0.665,0.046666666666666745,False,0.726111111111111,0.665,0.028888888888888742,0.046666666666666745,0.790774750038854,0.5,,,0.790774750038854,0.6659359918317568,0.6527777777777778,0.525,-0.04444444444444451,-0.09333333333333327,0.7120189722956133,0.5,0.2,,0.7120189722956133,0.7516283801163439,0.7238888888888889,0.6616666666666666,0.026666666666666616,0.043333333333333335,0.7913159152002854,0.5,,0.1,0.7913159152002854,0.6667243979311747
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7314,fashion_mnist,fashion_class_subsets,mlp2,128,3,7314,3.0,2.0,0.7767844671043442,0.8473478635802574,-0.0156227369911407,-0.4196669761123173,0.0,0.0,0.6794444444444444,0.5766666666666667,3,3,0,1.0,3,True,,0,1.0345832110984288,0.9026864471808339,1.224728077466666,0.13777356782928174,0.1331681843966963,0.581046277938052,1.4769603374543874,1.8592521351574545,task_arithmetic,0.721111111111111,0.04166666666666663,0.675,0.09833333333333338,task_arithmetic,0.675,0.09833333333333338,False,0.721111111111111,0.675,0.04166666666666663,0.09833333333333338,0.743276836158192,0.5,,,0.743276836158192,0.7100128050622742,0.5922222222222223,0.4216666666666667,-0.08722222222222209,-0.15499999999999997,0.6165348399246704,0.5,0.2,,0.6165348399246704,0.9223297553771858,0.7166666666666667,0.67,0.03722222222222227,0.09333333333333338,0.7454708097928436,0.5,,0.5,0.7454708097928436,0.7098102939555425
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7315,fashion_mnist,fashion_class_subsets,mlp2,128,3,7315,3.0,2.0,0.7834648052131459,0.8381156896231041,-0.0538449360385713,-0.4233172934998895,0.0,0.0,0.701111111111111,0.6133333333333333,3,3,0,1.0,3,True,,0,1.0052763883900993,0.8845306664800959,1.146109929426332,0.10772981035538277,0.107164369520214,0.5378417763126081,1.462658113070134,1.8000357566158682,dare,0.73,0.028888888888888964,0.695,0.08166666666666667,dare,0.695,0.08166666666666667,False,0.7172222222222221,0.6783333333333333,0.016111111111111076,0.06500000000000006,0.7688530534672616,0.25,,,0.7688530534672616,0.6692363739796496,0.615,0.44,-0.08611111111111103,-0.17333333333333328,0.6514537052726078,0.5,0.2,,0.6514537052726078,0.8081948116556203,0.73,0.695,0.028888888888888964,0.08166666666666667,0.7590492143753895,0.5,,0.1,0.7590492143753895,0.6725317962203499
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7316,fashion_mnist,fashion_class_subsets,mlp2,128,3,7316,3.0,2.0,0.7905772028466952,0.8600801474442434,-0.0346428204868869,-0.4142707572741645,0.0,0.0,0.6944444444444443,0.6633333333333333,3,2,1,0.6666666666666666,2,True,,0,1.0058757383383512,0.885260932279476,1.1743286087988278,0.12276370447963024,0.12204659064789534,0.5522749258950208,1.4502482695762404,1.7969516871778974,task_arithmetic,0.7388888888888889,0.04444444444444462,0.69,0.026666666666666616,dare,0.6916666666666667,0.02833333333333332,False,0.7388888888888889,0.69,0.04444444444444462,0.026666666666666616,0.7402657004830918,0.5,,,0.7402657004830918,0.7296673501056173,0.6377777777777778,0.5116666666666667,-0.05666666666666653,-0.15166666666666662,0.6298792270531401,0.5,0.2,,0.6298792270531401,0.8339653009608172,0.7372222222222223,0.6916666666666667,0.042777777777778025,0.02833333333333332,0.7396618357487923,0.5,,0.3,0.7396618357487923,0.7276391271692543
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7317,fashion_mnist,fashion_class_subsets,mlp2,128,3,7317,3.0,2.0,0.7778621437728035,0.857357839738929,-0.0179420409269043,-0.4115971959322991,0.0,0.0,0.7038888888888888,0.6266666666666667,3,3,0,1.0,3,True,,0,1.0597670212128822,0.9424026690074659,1.1789852604338427,0.09659333418790615,0.09114582002878048,0.5897597568252064,1.511801514574005,1.8804061176372922,task_arithmetic,0.7377777777777778,0.03388888888888897,0.6883333333333334,0.06166666666666665,task_arithmetic,0.6883333333333334,0.06166666666666665,False,0.7377777777777778,0.6883333333333334,0.03388888888888897,0.06166666666666665,0.7556339644291451,0.5,,,0.7556339644291451,0.6865735051280386,0.655,0.54,-0.04888888888888876,-0.08666666666666667,0.696952572193536,0.5,0.2,,0.696952572193536,0.7619958518636137,0.7316666666666666,0.6783333333333333,0.02777777777777779,0.05166666666666664,0.7579651941097724,0.5,,0.3,0.7579651941097724,0.6882004116552239
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7318,fashion_mnist,fashion_class_subsets,mlp2,128,3,7318,3.0,2.0,0.8034223134839151,0.864628599448775,-0.0617267431203958,-0.4689898986864095,0.0,0.0,0.6772222222222223,0.6183333333333333,3,1,2,0.3333333333333333,1,True,,0,1.0058201354797667,0.8851533412152648,1.112442299563253,0.09332025994541412,0.09278026622612923,0.5306957147899519,1.466441086861769,1.8280668124624206,task_arithmetic,0.7205555555555555,0.043333333333333224,0.6583333333333333,0.040000000000000036,dare,0.6666666666666666,0.04833333333333334,False,0.7205555555555555,0.6583333333333333,0.043333333333333224,0.040000000000000036,0.7548830409356726,0.25,,,0.7548830409356726,0.7125652364541216,0.6416666666666667,0.5083333333333333,-0.03555555555555556,-0.10999999999999999,0.6901754385964912,0.5,0.2,,0.6901754385964912,0.7966617664537932,0.7172222222222221,0.6666666666666666,0.039999999999999813,0.04833333333333334,0.7523391812865498,0.5,,0.1,0.7523391812865498,0.7060573611343116
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7319,fashion_mnist,fashion_class_subsets,mlp2,128,3,7319,3.0,2.0,0.8003049646733469,0.89266329619046,-0.0602814194727544,-0.4538473044614649,0.0,0.0,0.7038888888888888,0.62,3,3,0,1.0,3,True,,0,0.9952839826028569,0.9021153302616288,1.1052365461946965,0.08376885597954757,0.08416578327772951,0.5300907223367128,1.4472639774379596,1.7778240542457526,task_arithmetic,0.7272222222222222,0.023333333333333428,0.6683333333333333,0.04833333333333334,task_arithmetic,0.6683333333333333,0.04833333333333334,False,0.7272222222222222,0.6683333333333333,0.023333333333333428,0.04833333333333334,0.7674971941638608,0.5,,,0.7674971941638608,0.6890717230046505,0.6638888888888889,0.575,-0.039999999999999925,-0.04500000000000004,0.6964702581369249,0.5,0.2,,0.6964702581369249,0.7805583734865541,0.7272222222222222,0.6683333333333333,0.023333333333333428,0.04833333333333334,0.7686026936026936,0.5,,0.3,0.7686026936026936,0.6899405712337473
fashion_mnist_fashion_class_subsets_mlp2_W64_N3,fashion_mnist_fashion_class_subsets_mlp2_W64_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,64,3,7300,3.0,2.0,0.7597693058740719,0.8000181653042688,-0.0012464665139571,-0.3931080545638823,0.0,0.0,0.6622222222222223,0.6,3,3,0,1.0,3,True,,0,0.8177323592308646,0.693289988550051,1.0083344461752815,0.13686022946094623,0.16736555416453494,0.4637410731572671,1.167139814444842,1.4756094076629103,dare,0.6894444444444444,0.027222222222222148,0.6433333333333333,0.043333333333333335,dare,0.6433333333333333,0.043333333333333335,False,0.6849999999999999,0.6383333333333333,0.022777777777777675,0.03833333333333333,0.7253773227152066,0.5,,,0.7253773227152066,0.765059366251512,0.5916666666666667,0.4433333333333333,-0.0705555555555556,-0.15666666666666668,0.628646188850967,0.5,1.0,,0.628646188850967,0.8737034486286741,0.6894444444444444,0.6433333333333333,0.027222222222222148,0.043333333333333335,0.7281418278346606,0.5,,0.5,0.7281418278346606,0.7656891520112854
fashion_mnist_fashion_class_subsets_mlp2_W64_N3,fashion_mnist_fashion_class_subsets_mlp2_W64_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,64,3,7301,3.0,2.0,0.803074620774097,0.8011444141689373,-0.0467464919593787,-0.4245906402036455,0.0,0.0,0.6877777777777778,0.6566666666666666,3,3,0,1.0,3,True,,0,0.8370847647328112,0.7235593041936463,0.9448094566889018,0.0904180814583353,0.10801544272185602,0.45042966396580986,1.214207336674229,1.5097616435908092,dare,0.6922222222222222,0.004444444444444362,0.6466666666666666,-0.010000000000000009,weight_average,0.6566666666666666,0.0,False,0.6900000000000001,0.6533333333333333,0.0022222222222222365,-0.0033333333333332993,0.7445221646516984,0.75,,,0.7445221646516984,0.7752337022780273,0.6383333333333333,0.5516666666666666,-0.04944444444444451,-0.10499999999999998,0.6982469775474957,0.5,1.0,,0.6982469775474957,0.8512915516723211,0.6922222222222222,0.6466666666666666,0.004444444444444362,-0.010000000000000009,0.7449769717904434,0.5,,0.3,0.7449769717904434,0.7671623345936723
fashion_mnist_fashion_class_subsets_mlp2_W64_N3,fashion_mnist_fashion_class_subsets_mlp2_W64_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,64,3,7302,3.0,2.0,0.7757619421884552,0.8320435967302452,-0.0143382043671422,-0.3655566750118529,0.0,0.0,0.6772222222222223,0.645,3,2,1,0.6666666666666666,2,True,,0,0.8540263456127538,0.7620839182450143,1.0181880317016418,0.11635877056192889,0.13624728459453186,0.4833385789824974,1.2198180150365532,1.4932899507863278,dare,0.6911111111111111,0.01388888888888884,0.6383333333333333,-0.00666666666666671,task_arithmetic,0.645,0.0,False,0.6888888888888888,0.645,0.011666666666666492,0.0,0.6963958916900093,0.75,,,0.6963958916900093,0.8254763013196816,0.6744444444444445,0.635,-0.002777777777777768,-0.010000000000000009,0.6785060690943044,0.5,0.2,,0.6785060690943044,0.8383845045586593,0.6911111111111111,0.6383333333333333,0.01388888888888884,-0.00666666666666671,0.6953968253968253,0.5,,0.3,0.6953968253968253,0.8144706659468394
