setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,alignment_source,alignment_noise_fraction,is_injected_alignment_control,cycle_score,monomial_defect_score,mean_cycle_score,max_cycle_score,median_cycle_score,nonidentity_triangle_fraction,mean_triangle_defect_rate,max_triangle_defect_rate,alignment_confidence_score,combined_obstruction_score,sync_reference_model,sync_disagreement,evidence_role,method,test_accuracy,test_loss,val_accuracy,val_loss,validation_accuracy_used_for_selection,selection_indices,uses_validation_data,is_single_model,exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,branch_count,parameter_count,parameter_multiplier,inference_multiplier,parameter_count_multiplier,inference_time_multiplier,uses_obstruction_residual,uses_distillation,method_note,single_best_merge_degradation,mean_individual_merge_degradation,weight_merge_degradation,delta_vs_weight_average,delta_vs_greedy_soup,delta_vs_c2m3_synchronized,weight_average_degradation_vs_best_single,git_rebasin_degradation_vs_best_single,c2m3_degradation_vs_best_single,c2m3_delta_vs_git_rebasin,c2m3_delta_vs_weight_average,rank_lift_delta_vs_weight_average,rank_lift_delta_vs_c2m3,greedy_soup_delta_vs_weight_average,monomial_scale_min,monomial_scale_max,monomial_scale_mean,monomial_scale_std,monomial_mean_abs_log_scale,monomial_max_abs_log_scale,monomial_log_scale_variance,monomial_scale_assignment_similarity_mean,monomial_scale_assignment_similarity_min,monomial_scale_low_similarity_fraction,functional_preservation_error,functional_preservation_mean_abs_error,functional_preservation_prediction_disagreement
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,c2m3_synchronized,0.9078,0.3626834480285644,0.914,0.3273952713012695,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0151999999999999,0.0091999999999998,,0.5874,-0.0151999999999999,0.0,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,ensemble_upper_bound,0.921,0.2744109010219574,0.928,0.2264372901916504,,[],False,False,False,False,True,False,False,3,354846,3.0,3.0,3.0,3.0,False,False,extra-capacity ensemble upper bound over local models,0.002,-0.0040000000000001,,0.6006,-0.002,0.0131999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,twisted_rank_lift_2,0.9198,0.282798139333725,0.93,0.2384646577835083,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,True,False,"rank-lift branch ensemble; extra capacity, not a single merged model",0.0032,-0.0028,,0.5993999999999999,-0.0032,0.0119999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,random_branch_ensemble_2,0.9176,0.2965604002475738,0.9235,0.2535382280349731,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,random branch ensemble matched to rank-lift branch count; non-obstruction control,0.0054,-0.0006,,0.5972,-0.0054,0.0097999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,validation_branch_ensemble_2,0.9238,0.2638154710769653,0.9315,0.2148982648849487,,[],True,False,False,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,validation-selected branch ensemble matched to rank-lift branch count; non-obstruction control,-0.0007999999999999,-0.0068,,0.6033999999999999,0.0007999999999999,0.0159999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_shrinkage_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_shrinkage_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,shrinkage,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.292720884886881,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,c2m3_cluster_branch_ensemble_2,0.92,0.2797770766258239,0.9305,0.2357090616226196,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,C2M3-distance branch ensemble matched to rank-lift branch count; no obstruction residual used,0.003,-0.0030000000000001,,0.5996,-0.003,0.0121999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,weight_average,0.3204,1.7549960918426513,0.32,1.746947151184082,,[],False,True,False,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.6026,0.5965999999999999,0.6026,0.0,-0.6026,-0.5874,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,greedy_soup,0.923,0.2681307834625244,0.9315,0.2163293418884277,0.9315,[0],True,True,False,True,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0,-0.0060000000000001,,0.6026,0.0,0.0151999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,git_rebasin_pairwise_ref0,0.9078,0.3626834480285644,0.914,0.3273952713012695,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0151999999999999,0.0091999999999998,,0.5874,-0.0151999999999999,0.0,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,global_synchronized,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,monomial_gauge_ref0_global_synchronized,0.9044,0.37081618642807,0.91,0.3378957767486572,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0186,0.0125999999999999,,0.584,-0.0186,-0.0034,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,0.4147848159953156,2.410888637763668,1.01421339985321,0.1751873853364878,0.1203002107959286,0.8799954089011165,0.0280360725824881,0.6963732590054125,0.0,0.1197916666666666,7.62939453125e-06,5.637950380332768e-07,0.0
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,c2m3_synchronized,0.9078,0.3626834480285644,0.914,0.3273952713012695,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0151999999999999,0.0091999999999998,,0.5874,-0.0151999999999999,0.0,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,ensemble_upper_bound,0.921,0.2744109010219574,0.928,0.2264372901916504,,[],False,False,False,False,True,False,False,3,354846,3.0,3.0,3.0,3.0,False,False,extra-capacity ensemble upper bound over local models,0.002,-0.0040000000000001,,0.6006,-0.002,0.0131999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,twisted_rank_lift_2,0.9198,0.282798139333725,0.93,0.2384646577835083,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,True,False,"rank-lift branch ensemble; extra capacity, not a single merged model",0.0032,-0.0028,,0.5993999999999999,-0.0032,0.0119999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,random_branch_ensemble_2,0.9176,0.2965604002475738,0.9235,0.2535382280349731,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,random branch ensemble matched to rank-lift branch count; non-obstruction control,0.0054,-0.0006,,0.5972,-0.0054,0.0097999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,validation_branch_ensemble_2,0.9238,0.2638154710769653,0.9315,0.2148982648849487,,[],True,False,False,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,validation-selected branch ensemble matched to rank-lift branch count; non-obstruction control,-0.0007999999999999,-0.0068,,0.6033999999999999,0.0007999999999999,0.0159999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_global_ls_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_global_ls_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,global_synchronized,none,0.326785792907079,0.3296085894107818,0.6869418172009697,0.0,observed,0.0,False,0.927024810886958,1.3223336758207924,0.927024810886958,0.927024810886958,0.927024810886958,1.0,0.859375,0.859375,0.5678365989394211,0.6791427601532822,"hidden1:0,hidden2:0",0.2139756944444444,primary_observed_alignment,c2m3_cluster_branch_ensemble_2,0.92,0.2797770766258239,0.9305,0.2357090616226196,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,C2M3-distance branch ensemble matched to rank-lift branch count; no obstruction residual used,0.003,-0.0030000000000001,,0.5996,-0.003,0.0121999999999999,0.6026,0.0151999999999999,0.0151999999999999,0.0,0.5874,0.5993999999999999,0.0119999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,weight_average,0.3204,1.7549960918426513,0.32,1.746947151184082,,[],False,True,False,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.6026,0.5965999999999999,0.6026,0.0,-0.6026,-0.3531999999999999,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,greedy_soup,0.923,0.2681307834625244,0.9315,0.2163293418884277,0.9315,[0],True,True,False,True,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0,-0.0060000000000001,,0.6026,0.0,0.2494,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,git_rebasin_pairwise_ref0,0.6736,1.068774578475952,0.6825,1.0518699645996097,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.2494,0.2433999999999999,,0.3531999999999999,-0.2494,0.0,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,raw,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,monomial_gauge_ref0_raw,0.6948,1.054905577468872,0.7005,1.0388204879760743,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.2282,0.2221999999999999,,0.3743999999999999,-0.2282,0.0211999999999999,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,0.6361326291272503,1.5719991507516782,1.0044066366637847,0.09488753761106,0.0679144672375934,0.4523482010190988,0.0087787642486858,,,,5.7220458984375e-06,5.743750080000609e-07,0.0
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,c2m3_synchronized,0.6736,1.068774578475952,0.6825,1.0518699645996097,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.2494,0.2433999999999999,,0.3531999999999999,-0.2494,0.0,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,ensemble_upper_bound,0.921,0.2744109010219574,0.928,0.2264372901916504,,[],False,False,False,False,True,False,False,3,354846,3.0,3.0,3.0,3.0,False,False,extra-capacity ensemble upper bound over local models,0.002,-0.0040000000000001,,0.6006,-0.002,0.2474,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,twisted_rank_lift_2,0.9178,0.311878286743164,0.9325,0.2728512744903564,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,True,False,"rank-lift branch ensemble; extra capacity, not a single merged model",0.0052,-0.0008,,0.5973999999999999,-0.0052,0.2441999999999999,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N3_W128_input_noise_monomial_weight_mlp2_seed9321,mnist,mlp2,3,128,input_noise,monomial_weight_mlp2,9321,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.917,0.923,0.9064,0.0166,hidden2,raw,none,0.6766576568285624,0.6886466145515442,0.0534820524383879,-0.6662690043449402,observed,0.0,False,0.9842509842514764,1.4018832636641478,0.9842509842514764,0.9842509842514764,0.9842509842514764,1.0,0.96875,0.96875,0.1703176776622418,0.8090122839251865,"hidden1:0,hidden2:0",0.2039930555555555,primary_observed_alignment,random_branch_ensemble_2,0.9178,0.3149822706222534,0.931,0.2775919342041015,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,random branch ensemble matched to rank-lift branch count; non-obstruction control,0.0052,-0.0008,,0.5973999999999999,-0.0052,0.2441999999999999,0.6026,0.2494,0.2494,0.0,0.3531999999999999,0.5973999999999999,0.2441999999999999,0.6026,,,,,,,,,,,,,
