setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,candidate_id,residual_source,data_origin,triangle,i,j,k,group_source,inferred_group_order,coefficient_group,coefficient_modulus,class_status,central_projection_residual,cocycle_residual,h2_exact,h2_size,estimated_period,estimated_index,index_upper_bound,index_status,certified_class,certification_failure,bootstrap_detection_rate,bootstrap_same_class_rate,bootstrap_same_period_rate,bootstrap_coboundary_disagreement_rate,null_false_nontrivial_class_rate,null_false_lift_rate,uses_test_data_for_selection,matrix_dim,centrality_residual,detected_order,detected_phase,phase_angle,best_root_exponent,best_root_search_order,scalar_residual_best,finite_order_residual_best_search_order,finite_order_residual_min,eigenvalue_spread,condition_number,is_nontrivial_root,explained_as_noncentral_holonomy,fixed_point_fraction,permutation_num_cycles,permutation_max_cycle_length,scalar_residual_d2,scalar_residual_d3,scalar_residual_d4,scalar_residual_d5,scalar_residual_d6,scalar_residual_d8,finite_order_residual_d2,finite_order_residual_d3,finite_order_residual_d4,finite_order_residual_d5,finite_order_residual_d6,finite_order_residual_d8
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4214,fashion_mnist,mlp,3,64,none,monomial_activation,4214,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4214:0-1-2:29,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9877175393299442,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9877175393299442,1,1+0j,0.0,0,2,1.299038105676658,1.2747548783981961,1.0,6.575618170579821,1.0,False,False,0.15625,17,29,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.2747548783981961,1.2624381172952597,1.118033988749895,1.299038105676658,1.2374368670764582,1.0
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4215,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4215:0-1-2:30,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.286953767623375,1.1858541225631423,5.906421348734691,1.0,False,False,0.171875,17,22,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.2119199643540823,1.1858541225631423,1.286953767623375,1.2119199643540823,1.1858541225631423
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4215,fashion_mnist,mlp,3,64,none,monomial_activation,4215,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4215:0-1-2:31,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,132,Z/2Z,2,not_central_or_not_projectable,0.982264602843857,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.982264602843857,1,1+0j,0.0,0,2,1.2747548783981961,1.25,1.1726039399558574,10.350120772242226,1.0,False,False,0.1875,16,44,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.25,1.1989578808281798,1.25,1.2747548783981961,1.1726039399558574,1.25
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4216,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4216:0-1-2:32,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,48,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.1726039399558574,1.118033988749895,5.575181129622533,1.0,False,False,0.28125,22,24,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1726039399558574,1.1989578808281798,1.118033988749895,1.1989578808281798,1.1726039399558574,1.118033988749895
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4216,fashion_mnist,mlp,3,64,none,monomial_activation,4216,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4216:0-1-2:33,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.2624381172952597,1.2119199643540823,7.416198487095663,1.0,False,False,0.171875,16,30,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.2624381172952597,1.25,1.2119199643540823,1.286953767623375,1.224744871391589,1.2119199643540823
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4217,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4217:0-1-2:34,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,252,Z/2Z,2,not_central_or_not_projectable,0.982264602843857,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.982264602843857,1,1+0j,0.0,0,2,1.2747548783981961,1.1989578808281798,1.1989578808281798,7.239835972830794,1.0,False,False,0.1875,17,28,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.1989578808281798,1.2747548783981961,1.1989578808281798,1.2747548783981961,1.1989578808281798,1.1989578808281798
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217,fashion_mnist,mlp,3,64,none,monomial_activation,4217,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4217:0-1-2:35,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,48,Z/2Z,2,not_central_or_not_projectable,0.9877175393299442,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9877175393299442,1,1+0j,0.0,0,2,1.299038105676658,1.224744871391589,1.224744871391589,12.05175912301535,1.0,False,False,0.15625,14,48,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.224744871391589,1.299038105676658,1.224744871391589,1.299038105676658,1.224744871391589,1.224744871391589
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4218,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4218:0-1-2:36,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9921567416492215,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9921567416492215,1,1+0j,0.0,0,2,1.3228756555322954,1.2747548783981961,1.2374368670764582,7.4422950157892025,1.0,False,False,0.125,14,27,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.2747548783981961,1.286953767623375,1.2747548783981961,1.2624381172952597,1.2374368670764582,1.2747548783981961
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218,fashion_mnist,mlp,3,64,none,monomial_activation,4218,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4218:0-1-2:37,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9721462643938925,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9721462643938925,1,1+0j,0.0,0,2,1.2374368670764582,1.1858541225631423,1.0752906583803283,4.621187282595939,1.0,False,False,0.234375,22,22,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.1858541225631423,1.2374368670764582,1.0752906583803283,1.2374368670764582,1.103970108290981,1.0752906583803283
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4219,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4219:0-1-2:38,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.224744871391589,1.103970108290981,5.1591452824427675,1.0,False,False,0.21875,21,25,1.25,1.25,1.25,1.25,1.25,1.25,1.224744871391589,1.2119199643540823,1.1726039399558574,1.118033988749895,1.103970108290981,1.1726039399558574
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219,fashion_mnist,mlp,3,64,none,monomial_activation,4219,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4219:0-1-2:39,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,84,Z/2Z,2,not_central_or_not_projectable,0.9877175393299442,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9877175393299442,1,1+0j,0.0,0,2,1.299038105676658,1.2747548783981961,1.1989578808281798,10.479328534339034,1.0,False,False,0.15625,14,42,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.2747548783981961,1.299038105676658,1.224744871391589,1.299038105676658,1.1989578808281798,1.224744871391589
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4220,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4220:0-1-2:40,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,36,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.224744871391589,1.224744871391589,8.461187594051447,1.0,False,False,0.21875,17,36,1.25,1.25,1.25,1.25,1.25,1.25,1.224744871391589,1.25,1.224744871391589,1.25,1.224744871391589,1.224744871391589
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4220,fashion_mnist,mlp,3,64,none,monomial_activation,4220,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4220:0-1-2:41,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9791528146183311,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9791528146183311,1,1+0j,0.0,0,2,1.2624381172952597,1.2374368670764582,1.159202311936963,4.439185870307272,1.0,False,False,0.203125,19,16,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2374368670764582,1.2624381172952597,1.1858541225631423,1.2624381172952597,1.159202311936963,1.1858541225631423
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4221,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4221:0-1-2:42,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,132,Z/2Z,2,not_central_or_not_projectable,0.9921567416492215,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9921567416492215,1,1+0j,0.0,0,2,1.3228756555322954,1.299038105676658,1.224744871391589,11.323641290283172,1.0,False,False,0.125,13,44,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.3228756555322954,1.299038105676658,1.25,1.25,1.3228756555322954,1.224744871391589,1.25
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221,fashion_mnist,mlp,3,64,none,monomial_activation,4221,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4221:0-1-2:43,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,164,Z/2Z,2,not_central_or_not_projectable,0.9721462643938925,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9721462643938925,1,1+0j,0.0,0,2,1.2374368670764582,1.1858541225631423,1.1319231422671772,8.898317560171813,1.0,False,False,0.234375,19,41,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.2374368670764582,1.1858541225631423,1.2374368670764582,1.1319231422671772,1.2374368670764582,1.1858541225631423,1.1319231422671772
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4222,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4222:0-1-2:44,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9900629320275555,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9900629320275555,1,1+0j,0.0,0,2,1.3110110602126894,1.3110110602126894,1.2119199643540823,13.175860722743085,1.0,False,False,0.140625,11,47,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.3110110602126894,1.2119199643540823
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222,fashion_mnist,mlp,3,64,none,monomial_activation,4222,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4222:0-1-2:45,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.982264602843857,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.982264602843857,1,1+0j,0.0,0,2,1.2747548783981961,1.2747548783981961,1.2747548783981961,7.122421560739642,1.0,False,False,0.1875,15,26,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4223,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4223:0-1-2:46,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9682458365518543,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9682458365518543,1,1+0j,0.0,0,2,1.224744871391589,1.1726039399558574,0.9354143466934853,4.06422912888758,1.0,False,False,0.25,23,19,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.1726039399558574,1.1858541225631423,1.1726039399558574,1.224744871391589,1.0458250331675945,0.9354143466934853
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223,fashion_mnist,mlp,3,64,none,monomial_activation,4223,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4223:0-1-2:47,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9851187666342571,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9851187666342571,1,1+0j,0.0,0,2,1.286953767623375,1.2624381172952597,1.015504800579495,6.004997918400971,1.0,False,False,0.171875,20,29,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.286953767623375,1.2624381172952597,1.0458250331675945,1.2119199643540823,1.286953767623375,1.015504800579495,1.2119199643540823
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4224,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4224:0-1-2:48,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,36,Z/2Z,2,not_central_or_not_projectable,0.9549163494123452,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9549163494123452,1,1+0j,0.0,0,2,1.1858541225631423,1.159202311936963,1.103970108290981,7.119822431463901,1.0,False,False,0.296875,23,36,1.1858541225631423,1.1858541225631423,1.1858541225631423,1.1858541225631423,1.1858541225631423,1.1858541225631423,1.159202311936963,1.14564392373896,1.103970108290981,1.1858541225631423,1.118033988749895,1.103970108290981
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224,fashion_mnist,mlp,3,64,none,monomial_activation,4224,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4224:0-1-2:49,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,84,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1989578808281798,1.14564392373896,9.352493560675097,1.0,False,False,0.21875,18,42,1.25,1.25,1.25,1.25,1.25,1.25,1.1989578808281798,1.25,1.14564392373896,1.25,1.1989578808281798,1.14564392373896
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4225,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4225:0-1-2:50,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1726039399558574,1.0606601717798212,4.581673879401509,1.0,False,False,0.21875,22,22,1.25,1.25,1.25,1.25,1.25,1.25,1.1726039399558574,1.25,1.0606601717798212,1.1858541225631423,1.1726039399558574,1.0606601717798212
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225,fashion_mnist,mlp,3,64,none,monomial_activation,4225,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4225:0-1-2:51,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9682458365518543,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9682458365518543,1,1+0j,0.0,0,2,1.224744871391589,1.1726039399558574,1.1319231422671772,5.098209051930893,1.0,False,False,0.25,22,24,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.224744871391589,1.1726039399558574,1.1858541225631423,1.1726039399558574,1.224744871391589,1.1319231422671772,1.1726039399558574
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4226,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4226:0-1-2:52,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9791528146183311,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9791528146183311,1,1+0j,0.0,0,2,1.2624381172952597,1.2119199643540823,1.0606601717798212,5.005996404313531,1.0,False,False,0.203125,20,23,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2624381172952597,1.2119199643540823,1.2624381172952597,1.2119199643540823,1.0606601717798212,1.2119199643540823,1.2119199643540823
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226,fashion_mnist,mlp,3,64,none,monomial_activation,4226,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4226:0-1-2:53,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9877175393299442,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9877175393299442,1,1+0j,0.0,0,2,1.299038105676658,1.25,1.1726039399558574,8.512474506406594,1.0,False,False,0.15625,15,35,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.299038105676658,1.25,1.299038105676658,1.25,1.299038105676658,1.1726039399558574,1.25
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4227,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4227:0-1-2:54,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.982264602843857,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.982264602843857,1,1+0j,0.0,0,2,1.2747548783981961,1.2747548783981961,1.159202311936963,10.433706063629653,1.0,False,False,0.1875,15,43,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2374368670764582,1.2747548783981961,1.2747548783981961,1.159202311936963,1.2747548783981961
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227,fashion_mnist,mlp,3,64,none,monomial_activation,4227,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4227:0-1-2:55,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.14564392373896,1.0307764064044151,5.602578771323871,1.0,False,False,0.28125,24,29,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.14564392373896,1.1989578808281798,1.0307764064044151,1.1319231422671772,1.14564392373896,1.0307764064044151
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4228,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4228:0-1-2:56,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,240,Z/2Z,2,not_central_or_not_projectable,0.9596345332990055,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9596345332990055,1,1+0j,0.0,0,2,1.1989578808281798,1.1726039399558574,1.0458250331675945,3.4650252524332346,1.0,False,False,0.28125,25,16,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1989578808281798,1.1726039399558574,1.159202311936963,1.118033988749895,1.1319231422671772,1.0458250331675945,1.118033988749895
fashion_mnist_mlp_N3_W64_none_monomial_activation,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228,fashion_mnist,mlp,3,64,none,monomial_activation,4228,fashion_mnist_mlp_N3_W64_none_monomial_activation_seed4228:0-1-2:57,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,257,Z/2Z,2,not_central_or_not_projectable,0.982264602843857,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.982264602843857,1,1+0j,0.0,0,2,1.2747548783981961,1.224744871391589,1.14564392373896,4.894895300208167,1.0,False,False,0.1875,20,22,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.2747548783981961,1.224744871391589,1.1989578808281798,1.1726039399558574,1.2119199643540823,1.14564392373896,1.1726039399558574
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4229,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4229:0-1-2:58,permutation_c2m3_triangle,fixed_setting_large_artifacts,0-1-2,0,1,2,real_fixed_setting_triangle_maps,90,Z/2Z,2,not_central_or_not_projectable,0.9757809372497497,,False,,,,,no_certified_class,False,noncentral_permutation_holonomy,0.0,1.0,0.0,1.0,0.0,0.0,False,64,0.9757809372497497,1,1+0j,0.0,0,2,1.25,1.1726039399558574,1.0897247358851685,4.582328275702633,1.0,False,False,0.21875,21,18,1.25,1.25,1.25,1.25,1.25,1.25,1.1726039399558574,1.25,1.1726039399558574,1.1858541225631423,1.0897247358851685,1.1726039399558574
