setting_id,dataset,architecture,n_models,seed,epochs,max_train_samples,max_test_samples,val_fraction,individual_accuracy_mean,individual_accuracy_max,parameter_count,inference_cost_units,pairwise_alignment_residual,channel_scale_sync_rms_residual,sync_disagreement_mean,real_central_projective_candidate,finite_index_candidate,channel_residual_taxonomy,conv1_permutation_cycle_score,conv2_permutation_cycle_score,fc1_permutation_cycle_score,channel_permutation_cycle_score,method,val_accuracy,val_loss,accuracy,loss,selection_used_validation_only,evaluation_status,exact_relu_channel_gauge,single_model,capacity_matched,accuracy_delta_vs_c2m3,validation_delta_vs_c2m3,accuracy_delta_vs_greedy_soup,validation_delta_vs_greedy_soup,accuracy_delta_vs_weight_average,scale_source,selected_alpha,selected_tau,soup_selected_labels,soup_ingredient_count,selector_chose,selector_challenger,selector_val_margin,selector_left_greedy
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,weight_average,0.30125,2.065699462890625,0.3039,2.066147074508667,True,evaluated,False,True,True,-0.3977,-0.40041666666666664,-0.52,-0.5391666666666667,0.0,,,,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,git_rebasin_pairwise_channel,0.6983333333333334,0.8280510743459065,0.6969,0.8265976305007935,True,evaluated,True,True,True,-0.0047000000000000375,-0.0033333333333332993,-0.127,-0.14208333333333334,0.39299999999999996,,,,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,c2m3_channel_permutation,0.7016666666666667,0.8184125741322835,0.7016,0.8161971399307251,True,evaluated,True,True,True,0.0,0.0,-0.12229999999999996,-0.13875000000000004,0.3977,,,,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,positive_channel_scale,0.74625,0.7858067893981934,0.7299,0.7873772287368774,True,evaluated,True,True,True,0.028299999999999992,0.04458333333333331,-0.09399999999999997,-0.09416666666666673,0.426,reference_raw,1.0,inf,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,shrinkage_channel_scale,0.74625,0.7858067893981934,0.7299,0.7873772287368774,True,evaluated,True,True,True,0.028299999999999992,0.04458333333333331,-0.09399999999999997,-0.09416666666666673,0.426,reference_shrinkage_validation_grid,1.0,inf,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,global_channel_scale,0.7466666666666667,0.7957891877492269,0.7344,0.7972298444747925,True,evaluated,True,True,True,0.03280000000000005,0.04500000000000004,-0.08949999999999991,-0.09375,0.43050000000000005,global_log_scale_sync_validation_grid,1.0,1.0,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,greedy_soup,0.8404166666666667,0.4802892223993937,0.8239,0.4961644113540649,True,evaluated,False,True,True,0.12229999999999996,0.13875000000000004,0.0,0.0,0.52,,,,"[""original:0""]",1.0,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,channel_scaled_greedy_soup,0.8404166666666667,0.4802892303466797,0.8239,0.49616441717147824,True,evaluated,True,True,True,0.12229999999999996,0.13875000000000004,0.0,0.0,0.52,,,,"[""scaled:0""]",1.0,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,ensemble_upper_bound,0.8404166666666667,0.46654951890309654,0.8209,0.4804993623256683,True,evaluated,False,False,False,0.11929999999999996,0.13875000000000004,-0.0030000000000000027,0.0,0.5169999999999999,,,,,,,,,
fashion_mnist_cnn_N3_S6402,fashion_mnist,small_relu_cnn_no_batchnorm,3,6402,3,12000,0,0.2,0.8090999999999999,0.8239,206922,1218048,0.5874196986357371,0.14104431192027334,0.1929976851851852,False,False,channel_gauge_diagnostic_no_brauer_candidate,0.9013878188659972,0.75,0.9395810236483068,0.8636562808381013,greedy_safe_selector,0.8404166666666667,0.4802892223993937,0.8239,0.4961644113540649,True,evaluated,False,True,True,0.12229999999999996,0.13875000000000004,0.0,0.0,0.52,,,,,,greedy_soup,channel_scaled_greedy_soup,0.0,False
