setting_id,true_family,n_models,width,block_size,n_blocks,noise_level,seed,observed_cycle_score,observed_centrality_score,observed_scalar_finite_order_candidate,observed_detected_orders,projected_cycle_score,projected_centrality_score,spectral_connection_residual,optimized_connection_residual,optimized_improvement_over_spectral,max_connection_residual,optimized_iterations,optimized_converged,runtime_seconds,raw_calibrated_threshold,effective_threshold,numerical_floor,calibrated_acceptance_flag,strict_policy_decision,balanced_policy_decision,loose_diagnostic_policy_decision,evidence_label,expected_evidence_label,should_accept_global_gauge,false_accept,false_reject,post_projection_cycle_only_warning,diagnostic_only_no_projective_claim
exact_global_block_gauge_N6_W8_B2_Z0.2_S9,exact_global_block_gauge,6,8,2,4,0.2,9,5.928457055608424e-16,5.726866086234284e-16,False,1,2.565941601150763e-16,2.4366511403797295e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.04620466707274318,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B2_Z0.2_S9,noisy_global_block_gauge,6,8,2,4,0.2,9,1.4142135623730951,1.0,False,,7.021899392919349e-16,6.800795555861576e-16,0.5847057336907692,0.5344892742812392,0.05021645940953001,1.4142135623730954,8,True,0.057470957981422544,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B2_Z0.2_S9,edge_corrupted_global_gauge,6,8,2,4,0.2,9,0.28284271247461945,0.20000000000000048,False,1,3.2388219619291975e-16,3.0272967333893814e-16,0.07856742013183918,0.07856742013183918,0.0,1.4142135623730954,1,True,0.04418266692664474,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B2_Z0.2_S9,noncentral_block_holonomy,6,8,2,4,0.2,9,0.3380266725330313,0.2542423147947443,False,1,4.653463998637722e-16,2.995223707134596e-16,0.11839281929245057,0.11839281929245057,0.0,1.414213562373095,6,True,0.05631041701417416,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B2_Z0.2_S9,scalar_block_phase_mu2,6,8,2,4,0.2,9,0.4,0.0,True,"1,2",0.0,0.0,0.11111111111111129,0.1111111111111111,1.8041124150158794e-16,2.0,1,True,0.04844208399299532,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B2_Z0.2_S9,fake_projection_trap,6,8,2,4,0.2,9,1.4168039327468418,0.9634417322214807,False,"1,2",7.418114599420202e-16,7.131244457343519e-16,0.6385644313150073,0.6248102105741551,0.013754220740852197,1.92667704044761,10,False,0.0730493749724701,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
learned_noncontiguous_block_positive_control_N6_W8_B2_Z0.2_S9,learned_noncontiguous_block_positive_control,6,8,2,4,0.2,9,5.928457055608424e-16,5.718811398869961e-16,False,1,2.565941601150763e-16,2.4102114680662155e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.04662408400326967,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
exact_global_block_gauge_N6_W8_B2_Z0.4_S9,exact_global_block_gauge,6,8,2,4,0.4,9,5.928457055608424e-16,5.726866086234284e-16,False,1,2.565941601150763e-16,2.4366511403797295e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.04641595890279859,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B2_Z0.4_S9,noisy_global_block_gauge,6,8,2,4,0.4,9,1.4142135623730951,0.9999999999999998,False,,7.959184966245812e-16,7.277837664662816e-16,0.6264072994076331,0.5917287263421124,0.03467857306552069,1.4142135623730954,8,True,0.06485112500377,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B2_Z0.4_S9,edge_corrupted_global_gauge,6,8,2,4,0.4,9,0.28284271247461945,0.20000000000000048,False,1,2.766422899867159e-16,2.6474699648859804e-16,0.07856742013183904,0.07856742013183904,0.0,1.414213562373095,1,True,0.04449150001164526,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B2_Z0.4_S9,noncentral_block_holonomy,6,8,2,4,0.4,9,0.3380266725330313,0.2542423147947443,False,1,4.653463998637722e-16,2.995223707134596e-16,0.11839281929245057,0.11839281929245057,0.0,1.414213562373095,6,True,0.05599537491798401,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B2_Z0.4_S9,scalar_block_phase_mu2,6,8,2,4,0.4,9,0.4,0.0,True,"1,2",0.0,0.0,0.11111111111111129,0.1111111111111111,1.8041124150158794e-16,2.0,1,True,0.04756895801983774,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B2_Z0.4_S9,fake_projection_trap,6,8,2,4,0.4,9,1.4168039327468418,0.9634417322214807,False,"1,2",7.418114599420202e-16,7.131244457343519e-16,0.6385644313150073,0.6248102105741551,0.013754220740852197,1.92667704044761,10,False,0.07230679190251976,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
learned_noncontiguous_block_positive_control_N6_W8_B2_Z0.4_S9,learned_noncontiguous_block_positive_control,6,8,2,4,0.4,9,5.928457055608424e-16,5.718811398869961e-16,False,1,2.565941601150763e-16,2.4102114680662155e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.04562904208432883,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
exact_global_block_gauge_N6_W8_B2_Z0.8_S9,exact_global_block_gauge,6,8,2,4,0.8,9,5.928457055608424e-16,5.726866086234284e-16,False,1,2.565941601150763e-16,2.4366511403797295e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.04575720801949501,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B2_Z0.8_S9,noisy_global_block_gauge,6,8,2,4,0.8,9,1.4142135623730951,0.9999999999999998,False,,7.852934399911127e-16,6.935289350122146e-16,0.6315095511239869,0.6196284597680611,0.011881091355925744,1.4142135623730956,10,True,0.06135745893698186,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B2_Z0.8_S9,edge_corrupted_global_gauge,6,8,2,4,0.8,9,0.28284271247461945,0.20000000000000048,False,1,3.57024115845266e-16,3.494096960929901e-16,0.07856742013183894,0.07856742013183894,0.0,1.4142135623730954,1,True,0.04353241599164903,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B2_Z0.8_S9,noncentral_block_holonomy,6,8,2,4,0.8,9,0.3380266725330313,0.2542423147947443,False,1,4.653463998637722e-16,2.995223707134596e-16,0.11839281929245057,0.11839281929245057,0.0,1.414213562373095,6,True,0.055519041954539716,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B2_Z0.8_S9,scalar_block_phase_mu2,6,8,2,4,0.8,9,0.4,0.0,True,"1,2",0.0,0.0,0.11111111111111129,0.1111111111111111,1.8041124150158794e-16,2.0,1,True,0.04626054200343788,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B2_Z0.8_S9,fake_projection_trap,6,8,2,4,0.8,9,1.4168039327468418,0.9634417322214807,False,"1,2",7.418114599420202e-16,7.131244457343519e-16,0.6385644313150073,0.6248102105741551,0.013754220740852197,1.92667704044761,10,False,0.07112775009591132,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
learned_noncontiguous_block_positive_control_N6_W8_B2_Z0.8_S9,learned_noncontiguous_block_positive_control,6,8,2,4,0.8,9,5.928457055608424e-16,5.718811398869961e-16,False,1,2.565941601150763e-16,2.4102114680662155e-16,3.8807650451453473e-16,2.6673799264584484e-16,1.213385118686899e-16,6.9166521808125e-16,1,True,0.045402416959404945,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
exact_global_block_gauge_N6_W8_B4_Z0.0_S9,exact_global_block_gauge,6,8,4,2,0.0,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.025123832980170846,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.0_S9,noisy_global_block_gauge,6,8,4,2,0.0,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.02502266608644277,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.0_S9,edge_corrupted_global_gauge,6,8,4,2,0.0,9,0.34376297744847917,0.17576303724445777,False,"1,2",8.090652881473052e-16,7.557555554037316e-16,0.11816724168353393,0.11816724168353393,0.0,1.7248521058288213,8,True,0.033266249927692115,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.0_S9,noncentral_block_holonomy,6,8,4,2,0.0,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.029657708015292883,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.0_S9,scalar_block_phase_mu2,6,8,4,2,0.0,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.025314792059361935,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.0_S9,fake_projection_trap,6,8,4,2,0.0,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03861945809330791,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.01_S9,exact_global_block_gauge,6,8,4,2,0.01,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.024655917077325284,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.01_S9,noisy_global_block_gauge,6,8,4,2,0.01,9,1.7318920170747725,0.8661841162123272,False,2,1.3066073373200975e-15,1.2112552417381623e-15,0.920793465670218,0.7810966042076917,0.13969686146252636,1.7124846855797642,10,False,0.03755162504967302,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.01_S9,edge_corrupted_global_gauge,6,8,4,2,0.01,9,0.34376297744847917,0.17576303724445777,False,"1,2",8.090652881473052e-16,7.557555554037316e-16,0.11816724168353393,0.11816724168353393,0.0,1.7248521058288213,8,True,0.033038957975804806,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.01_S9,noncentral_block_holonomy,6,8,4,2,0.01,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.029625582974404097,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.01_S9,scalar_block_phase_mu2,6,8,4,2,0.01,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.02536287496332079,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.01_S9,fake_projection_trap,6,8,4,2,0.01,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03880004200618714,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.03_S9,exact_global_block_gauge,6,8,4,2,0.03,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.02475670794956386,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.03_S9,noisy_global_block_gauge,6,8,4,2,0.03,9,1.730632399097291,0.8674376439112239,False,2,1.2208322325689032e-15,1.1139221051965297e-15,0.9238686007891006,0.8103785360966503,0.11349006469245027,1.689894451885687,10,False,0.03792387503199279,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.03_S9,edge_corrupted_global_gauge,6,8,4,2,0.03,9,0.34376297744847917,0.17576303724445777,False,"1,2",8.090652881473052e-16,7.557555554037316e-16,0.11816724168353393,0.11816724168353393,0.0,1.7248521058288213,8,True,0.033243542071431875,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.03_S9,noncentral_block_holonomy,6,8,4,2,0.03,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.02985987497959286,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.03_S9,scalar_block_phase_mu2,6,8,4,2,0.03,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.025638542021624744,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.03_S9,fake_projection_trap,6,8,4,2,0.03,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03923304204363376,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.1_S9,exact_global_block_gauge,6,8,4,2,0.1,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.024717875057831407,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.1_S9,noisy_global_block_gauge,6,8,4,2,0.1,9,1.7167177229308854,0.8806762338088971,False,2,1.283347189196512e-15,1.182083046557362e-15,0.8927279542202532,0.8386654457494607,0.054062508470792525,1.527660807819041,10,False,0.03748554189223796,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.1_S9,edge_corrupted_global_gauge,6,8,4,2,0.1,9,0.34376297744847917,0.17576303724445777,False,"1,2",8.090652881473052e-16,7.557555554037316e-16,0.11816724168353393,0.11816724168353393,0.0,1.7248521058288213,8,True,0.033076582942157984,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.1_S9,noncentral_block_holonomy,6,8,4,2,0.1,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.029524374986067414,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.1_S9,scalar_block_phase_mu2,6,8,4,2,0.1,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.025249083060771227,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.1_S9,fake_projection_trap,6,8,4,2,0.1,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03865812497679144,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.2_S9,exact_global_block_gauge,6,8,4,2,0.2,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.024840416968800128,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.2_S9,noisy_global_block_gauge,6,8,4,2,0.2,9,1.6718139012394064,0.9164928400137274,False,2,1.4157732425127552e-15,1.2620302550621097e-15,0.8756763186238279,0.8380373559700449,0.03763896265378297,1.3169843552475553,10,False,0.037820958998054266,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.2_S9,edge_corrupted_global_gauge,6,8,4,2,0.2,9,0.34376297744847917,0.17576303724445777,False,"1,2",8.090652881473052e-16,7.557555554037316e-16,0.11816724168353393,0.11816724168353393,0.0,1.7248521058288213,8,True,0.03346641699317843,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.2_S9,noncentral_block_holonomy,6,8,4,2,0.2,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.029662624932825565,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.2_S9,scalar_block_phase_mu2,6,8,4,2,0.2,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.025702625047415495,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.2_S9,fake_projection_trap,6,8,4,2,0.2,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03853095800150186,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.4_S9,exact_global_block_gauge,6,8,4,2,0.4,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.02469854208175093,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.4_S9,noisy_global_block_gauge,6,8,4,2,0.4,9,1.5367821931912886,0.9724268535017458,False,"1,2",1.3696854032042668e-15,1.3288081022325643e-15,0.8392436514277775,0.7884303012370273,0.05081335019075017,1.3213984850210787,10,False,0.0376878340030089,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.4_S9,edge_corrupted_global_gauge,6,8,4,2,0.4,9,0.33874697726958025,0.18014701000883365,False,"1,2",8.469899293577574e-16,7.896521958095871e-16,0.12983327139184647,0.12983327139184647,0.0,1.7052255645382906,7,True,0.03037833294365555,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.4_S9,noncentral_block_holonomy,6,8,4,2,0.4,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.029795125010423362,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.4_S9,scalar_block_phase_mu2,6,8,4,2,0.4,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.02531875006388873,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.4_S9,fake_projection_trap,6,8,4,2,0.4,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.03874600003473461,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
exact_global_block_gauge_N6_W8_B4_Z0.8_S9,exact_global_block_gauge,6,8,4,2,0.8,9,5.937710774554233e-16,4.891657923162109e-16,False,1,7.48900882850403e-16,7.191332805148853e-16,6.829013504232091e-16,5.117217736174173e-16,1.7117957680579178e-16,8.82438833007887e-16,1,True,0.024717540945857763,4.476278938830673e-16,1e-12,1e-12,True,accept,accept,uncertain,global_gauge_consistent,global_gauge_consistent,True,False,False,False,False
noisy_global_block_gauge_N6_W8_B4_Z0.8_S9,noisy_global_block_gauge,6,8,4,2,0.8,9,1.4577200283602372,0.9865102696046248,False,"1,2",1.5875175440413355e-15,1.3793805091698835e-15,0.7305512695286304,0.7196905831193822,0.0108606864092482,1.3100340953662204,10,False,0.0349980000173673,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,global_gauge_consistent,True,False,False,True,False
edge_corrupted_global_gauge_N6_W8_B4_Z0.8_S9,edge_corrupted_global_gauge,6,8,4,2,0.8,9,0.3261417628282644,0.18882374177121297,False,"1,2",8.729604006819837e-16,8.531470243647288e-16,0.14295407345593686,0.14295407345593686,0.0,1.5928832916947642,8,True,0.032975042006000876,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
noncentral_block_holonomy_N6_W8_B4_Z0.8_S9,noncentral_block_holonomy,6,8,4,2,0.8,9,0.23902095237003093,0.21189454367000068,False,1,1.6557618281366646e-15,1.0174476620937962e-15,0.08371636536548538,0.08371636536548538,0.0,1.0000000000000002,6,True,0.07237233291380107,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,noncentral_block_holonomy,False,False,False,True,False
scalar_block_phase_mu2_N6_W8_B4_Z0.8_S9,scalar_block_phase_mu2,6,8,4,2,0.8,9,0.4,0.0,True,"1,2",5.561631890375525e-16,5.296135627423314e-16,0.11111111111111155,0.11111111111111148,6.938893903907228e-17,2.0,1,True,0.09603970893658698,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,observed_scalar_projective_candidate,observed_scalar_projective_candidate,False,False,False,True,False
fake_projection_trap_N6_W8_B4_Z0.8_S9,fake_projection_trap,6,8,4,2,0.8,9,1.409179786841205,0.9807882399341834,False,"1,2",1.0159409135682249e-15,1.0011720197407585e-15,0.7211418348251443,0.7133658268891664,0.00777600793597788,1.5802257661243935,10,False,0.040013916906900704,4.476278938830673e-16,1e-12,1e-12,False,reject,reject,reject,projected_cycle_only_connection_large,projected_cycle_only_connection_large,False,False,False,True,False
