setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,method,test_accuracy,test_loss,val_accuracy,val_loss,uses_validation_data,is_single_model,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,branch_count,parameter_multiplier,inference_multiplier,candidate_method,selector_method,selected_candidate_method,selected_lift,selector_no_test_leakage,selector_epsilon,selector_loss_slack,best_fallback_val_accuracy,best_fallback_val_loss,best_fallback_test_accuracy,best_fallback_test_loss,available_group_cohomology_lift_rows
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4212,fashion_mnist,mlp,3,64,none,monomial_weight,4212,greedy_soup,0.8235,0.5126450347900391,0.8515,0.4680782585144043,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8515,0.4680782585144043,0.8235,0.5126450347900391,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4213,fashion_mnist,mlp,3,64,none,monomial_weight,4213,greedy_soup,0.8225,0.519264009475708,0.847,0.477699499130249,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.847,0.477699499130249,0.8225,0.519264009475708,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4214,fashion_mnist,mlp,3,64,none,monomial_weight,4214,greedy_soup,0.825,0.5188944530487061,0.8475,0.4738927803039551,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8475,0.4738927803039551,0.825,0.5188944530487061,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4215,fashion_mnist,mlp,3,64,none,monomial_weight,4215,greedy_soup,0.8225,0.5092497425079345,0.8495,0.4641181774139404,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8495,0.4641181774139404,0.8225,0.5092497425079345,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4216,fashion_mnist,mlp,3,64,none,monomial_weight,4216,greedy_soup,0.826,0.5114467945098877,0.85,0.4699773807525634,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.85,0.4699773807525634,0.826,0.5114467945098877,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4217,fashion_mnist,mlp,3,64,none,monomial_weight,4217,greedy_soup,0.826,0.5153201560974121,0.85,0.4729810276031494,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.85,0.4729810276031494,0.826,0.5153201560974121,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4218,fashion_mnist,mlp,3,64,none,monomial_weight,4218,greedy_soup,0.826,0.5202900943756104,0.8455,0.4766471252441406,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8455,0.4766471252441406,0.826,0.5202900943756104,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4219,fashion_mnist,mlp,3,64,none,monomial_weight,4219,greedy_soup,0.8235,0.5130493850708008,0.8515,0.4676859836578369,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8515,0.4676859836578369,0.8235,0.5130493850708008,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4220,fashion_mnist,mlp,3,64,none,monomial_weight,4220,greedy_soup,0.8245,0.5108982753753663,0.848,0.4678738422393799,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.848,0.4678738422393799,0.8245,0.5108982753753663,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4221,fashion_mnist,mlp,3,64,none,monomial_weight,4221,greedy_soup,0.819,0.5211164245605469,0.8465,0.4777002487182617,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8465,0.4777002487182617,0.819,0.5211164245605469,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4222,fashion_mnist,mlp,3,64,none,monomial_weight,4222,greedy_soup,0.8235,0.511794189453125,0.848,0.4645640258789063,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.848,0.4645640258789063,0.8235,0.511794189453125,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4223,fashion_mnist,mlp,3,64,none,monomial_weight,4223,greedy_soup,0.8235,0.5123988437652588,0.8485,0.4667789421081543,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8485,0.4667789421081543,0.8235,0.5123988437652588,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224,fashion_mnist,mlp,3,64,none,monomial_weight,4224,greedy_soup,0.827,0.5077663383483887,0.8495,0.465909948348999,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8495,0.465909948348999,0.827,0.5077663383483887,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4225,fashion_mnist,mlp,3,64,none,monomial_weight,4225,greedy_soup,0.8225,0.5165384216308594,0.8475,0.4731885147094726,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8475,0.4731885147094726,0.8225,0.5165384216308594,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4226,fashion_mnist,mlp,3,64,none,monomial_weight,4226,greedy_soup,0.8295,0.5118249397277832,0.8495,0.4697581481933593,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8495,0.4697581481933593,0.8295,0.5118249397277832,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4227,fashion_mnist,mlp,3,64,none,monomial_weight,4227,greedy_soup,0.825,0.5086041355133056,0.8505,0.4643579196929931,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8505,0.4643579196929931,0.825,0.5086041355133056,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4228,fashion_mnist,mlp,3,64,none,monomial_weight,4228,greedy_soup,0.8245,0.5198283214569092,0.8465,0.4754153079986572,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.8465,0.4754153079986572,0.8245,0.5198283214569092,1782
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4229,fashion_mnist,mlp,3,64,none,monomial_weight,4229,greedy_soup,0.823,0.5150498218536377,0.848,0.4695625972747803,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.0,0.848,0.4695625972747803,0.823,0.5150498218536377,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4200,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4200,greedy_soup,0.828,0.4984571895599365,0.851,0.4498503112792968,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.851,0.4498503112792968,0.828,0.4984571895599365,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4201,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4201,greedy_soup,0.8275,0.4999310131072998,0.851,0.4523821754455566,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.851,0.4523821754455566,0.8275,0.4999310131072998,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4202,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4202,greedy_soup,0.8265,0.5035953521728516,0.8535,0.4552827377319336,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8535,0.4552827377319336,0.8265,0.5035953521728516,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4203,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4203,greedy_soup,0.826,0.5114778099060059,0.8475,0.4611315422058105,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8475,0.4611315422058105,0.826,0.5114778099060059,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4204,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4204,greedy_soup,0.831,0.5028690147399902,0.851,0.451788890838623,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.851,0.451788890838623,0.831,0.5028690147399902,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4205,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4205,greedy_soup,0.8255,0.5033023357391357,0.851,0.4515532493591309,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.851,0.4515532493591309,0.8255,0.5033023357391357,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4206,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4206,greedy_soup,0.83,0.4980749015808105,0.8525,0.4497614383697509,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8525,0.4497614383697509,0.83,0.4980749015808105,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4207,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4207,greedy_soup,0.825,0.5051385059356689,0.8465,0.4553570098876953,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8465,0.4553570098876953,0.825,0.5051385059356689,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4208,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4208,greedy_soup,0.827,0.5028220825195312,0.853,0.4504385299682617,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.853,0.4504385299682617,0.827,0.5028220825195312,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4209,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4209,greedy_soup,0.8225,0.5057361812591553,0.85,0.4544598903656006,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.85,0.4544598903656006,0.8225,0.5057361812591553,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4210,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4210,greedy_soup,0.8285,0.5027077617645264,0.8515,0.4531641788482666,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8515,0.4531641788482666,0.8285,0.5027077617645264,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4211,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4211,greedy_soup,0.823,0.5092807083129883,0.847,0.4579346218109131,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.847,0.4579346218109131,0.823,0.5092807083129883,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4212,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4212,greedy_soup,0.8255,0.5083124065399169,0.8495,0.4589400482177734,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8495,0.4589400482177734,0.8255,0.5083124065399169,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4213,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4213,greedy_soup,0.825,0.5044132080078125,0.851,0.4559254531860351,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.851,0.4559254531860351,0.825,0.5044132080078125,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4214,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4214,greedy_soup,0.828,0.5016538009643555,0.852,0.4513651962280273,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.852,0.4513651962280273,0.828,0.5016538009643555,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4215,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4215,greedy_soup,0.8275,0.5015775547027588,0.849,0.4519745483398437,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.849,0.4519745483398437,0.8275,0.5015775547027588,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4216,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4216,greedy_soup,0.828,0.5025563888549804,0.8505,0.4539792194366455,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8505,0.4539792194366455,0.828,0.5025563888549804,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4217,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4217,greedy_soup,0.821,0.5072833614349366,0.8485,0.4581458492279053,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8485,0.4581458492279053,0.821,0.5072833614349366,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4218,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4218,greedy_soup,0.8205,0.5114756660461426,0.852,0.4583748550415039,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.852,0.4583748550415039,0.8205,0.5114756660461426,1782
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4219,fashion_mnist,mlp,3,128,input_noise,monomial_activation,4219,greedy_soup,0.824,0.510162546157837,0.848,0.4598366260528564,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.848,0.4598366260528564,0.824,0.510162546157837,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4200,fashion_mnist,mlp,3,128,none,monomial_activation,4200,greedy_soup,0.8345,0.4845579776763916,0.8565,0.4413312702178955,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8565,0.4413312702178955,0.8345,0.4845579776763916,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4201,fashion_mnist,mlp,3,128,none,monomial_activation,4201,greedy_soup,0.8335,0.485329397201538,0.8545,0.4432285938262939,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8545,0.4432285938262939,0.8335,0.485329397201538,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4202,fashion_mnist,mlp,3,128,none,monomial_activation,4202,greedy_soup,0.8305,0.4947764911651611,0.855,0.4490563774108886,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.855,0.4490563774108886,0.8305,0.4947764911651611,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4203,fashion_mnist,mlp,3,128,none,monomial_activation,4203,greedy_soup,0.832,0.4934397182464599,0.856,0.4461415462493897,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.856,0.4461415462493897,0.832,0.4934397182464599,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4204,fashion_mnist,mlp,3,128,none,monomial_activation,4204,greedy_soup,0.8335,0.4919181861877441,0.8535,0.445603853225708,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8535,0.445603853225708,0.8335,0.4919181861877441,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4205,fashion_mnist,mlp,3,128,none,monomial_activation,4205,greedy_soup,0.8295,0.4897179946899414,0.855,0.4438923969268799,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.855,0.4438923969268799,0.8295,0.4897179946899414,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4206,fashion_mnist,mlp,3,128,none,monomial_activation,4206,greedy_soup,0.8365,0.4846872158050537,0.8565,0.4413105201721191,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8565,0.4413105201721191,0.8365,0.4846872158050537,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4207,fashion_mnist,mlp,3,128,none,monomial_activation,4207,greedy_soup,0.8325,0.4828606224060058,0.8555,0.4407351379394531,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8555,0.4407351379394531,0.8325,0.4828606224060058,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4208,fashion_mnist,mlp,3,128,none,monomial_activation,4208,greedy_soup,0.8335,0.4864056034088135,0.854,0.4411107845306396,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.854,0.4411107845306396,0.8335,0.4864056034088135,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4209,fashion_mnist,mlp,3,128,none,monomial_activation,4209,greedy_soup,0.835,0.4864765167236328,0.8555,0.4414086933135986,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8555,0.4414086933135986,0.835,0.4864765167236328,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4210,fashion_mnist,mlp,3,128,none,monomial_activation,4210,greedy_soup,0.8365,0.4826687641143798,0.8565,0.4383659439086914,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8565,0.4383659439086914,0.8365,0.4826687641143798,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4211,fashion_mnist,mlp,3,128,none,monomial_activation,4211,greedy_soup,0.8305,0.4909321861267089,0.8575,0.4444336490631103,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8575,0.4444336490631103,0.8305,0.4909321861267089,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4212,fashion_mnist,mlp,3,128,none,monomial_activation,4212,greedy_soup,0.835,0.4877301521301269,0.8555,0.4443374824523926,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8555,0.4443374824523926,0.835,0.4877301521301269,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4213,fashion_mnist,mlp,3,128,none,monomial_activation,4213,greedy_soup,0.8295,0.4910564708709717,0.854,0.4466953620910645,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.854,0.4466953620910645,0.8295,0.4910564708709717,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4214,fashion_mnist,mlp,3,128,none,monomial_activation,4214,greedy_soup,0.833,0.4901447105407714,0.8565,0.4441477184295654,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8565,0.4441477184295654,0.833,0.4901447105407714,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4215,fashion_mnist,mlp,3,128,none,monomial_activation,4215,greedy_soup,0.834,0.4867353744506836,0.856,0.4419882640838623,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.856,0.4419882640838623,0.834,0.4867353744506836,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4216,fashion_mnist,mlp,3,128,none,monomial_activation,4216,greedy_soup,0.8325,0.4863558177947998,0.859,0.4420747528076172,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.859,0.4420747528076172,0.8325,0.4863558177947998,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4217,fashion_mnist,mlp,3,128,none,monomial_activation,4217,greedy_soup,0.8315,0.4936361598968506,0.857,0.4488651332855224,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.857,0.4488651332855224,0.8315,0.4936361598968506,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4218,fashion_mnist,mlp,3,128,none,monomial_activation,4218,greedy_soup,0.835,0.4939005832672119,0.8555,0.4465143280029297,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8555,0.4465143280029297,0.835,0.4939005832672119,1782
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4219,fashion_mnist,mlp,3,128,none,monomial_activation,4219,greedy_soup,0.833,0.4910410461425781,0.855,0.4460452213287353,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.855,0.4460452213287353,0.833,0.4910410461425781,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4200,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4200,greedy_soup,0.8215,0.5273193492889404,0.84,0.47955029296875,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.84,0.47955029296875,0.8215,0.5273193492889404,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4201,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4201,greedy_soup,0.8125,0.5276349887847901,0.8455,0.4797275581359863,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8455,0.4797275581359863,0.8125,0.5276349887847901,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4202,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4202,greedy_soup,0.8125,0.5363254203796387,0.8405,0.4888443069458008,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8405,0.4888443069458008,0.8125,0.5363254203796387,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4203,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4203,greedy_soup,0.8175,0.525330509185791,0.844,0.4727055320739746,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.844,0.4727055320739746,0.8175,0.525330509185791,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4204,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4204,greedy_soup,0.8145,0.5242247257232666,0.8445,0.4792145156860352,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.8445,0.4792145156860352,0.8145,0.5242247257232666,1782
fashion_mnist_mlp_N3_W64_input_noise_monomial_activation,fashion_mnist_mlp_N3_W64_input_noise_monomial_activation_seed4205,fashion_mnist,mlp,3,64,input_noise,monomial_activation,4205,greedy_soup,0.8115,0.530704496383667,0.844,0.4795514850616455,True,True,True,False,1,1.0,1.0,best_fallback,group_cohomology_torsion_safe_selector,best_fallback,False,True,0.0,0.005,0.844,0.4795514850616455,0.8115,0.530704496383667,1782
