setting_id,dataset,architecture,n_models,setting_role,seed,epochs,max_train_samples,max_test_samples,val_fraction,feature_batches,individual_accuracy_mean,individual_accuracy_max,parameter_count,inference_cost_units,pairwise_activation_alignment_residual,global_channel_scale_sync_residual,sync_disagreement_mean,central_projective_candidate,finite_index_candidate,non_brauer_noncentral,channel_residual_taxonomy,conv1_permutation_cycle_score,conv2_permutation_cycle_score,fc1_permutation_cycle_score,channel_permutation_cycle_score,method,val_accuracy,val_loss,accuracy,loss,selection_used_validation_only,evaluation_status,exact_relu_channel_gauge,single_model,capacity_matched,is_soup,is_ensemble,accuracy_delta_vs_c2m3,validation_delta_vs_c2m3,accuracy_delta_vs_greedy_soup,validation_delta_vs_greedy_soup,accuracy_delta_vs_weight_average,validation_delta_vs_weight_average,scale_source,selected_alpha,selected_tau,selected_layer_mask,conv1_log_scale_variance,conv1_mean_abs_log_scale,conv1_max_abs_log_scale,conv2_log_scale_variance,conv2_mean_abs_log_scale,conv2_max_abs_log_scale,fc1_log_scale_variance,fc1_mean_abs_log_scale,fc1_max_abs_log_scale,mean_log_scale_variance,mean_abs_log_scale,max_abs_log_scale,soup_selected_labels,soup_ingredient_count,union_candidate_count,selector_chose,selector_challenger,selector_val_margin,selector_left_greedy
fashion_mnist_cnn_confirmatory_N3_S7600,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7600,5,12000,0,0.2,16,0.8410666666666667,0.8458,206922,1218048,0.5911197463671366,0.11951599936782195,0.18113425925925922,False,False,True,non_brauer_no_central_projective_candidate,0.7071067811865475,0.8477912478906585,0.9270248108869579,0.827307613321388,global_channel_scaled_greedy_soup,0.85375,0.4193309926986694,0.8458,0.43256679644584656,True,evaluated,True,True,True,True,False,0.05120000000000002,0.04916666666666669,0.0,0.0,0.5880000000000001,0.6254166666666667,,0.5,1.0,,,,,,,,,,,,,,"[""global:2""]",1.0,,,,,
fashion_mnist_cnn_confirmatory_N3_S7600,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7600,5,12000,0,0.2,16,0.8410666666666667,0.8458,206922,1218048,0.5911197463671366,0.11951599936782195,0.18113425925925922,False,False,True,non_brauer_no_central_projective_candidate,0.7071067811865475,0.8477912478906585,0.9270248108869579,0.827307613321388,optimized_channel_scaled_greedy_soup,0.85375,0.41933098157246906,0.8458,0.43256679491996763,True,evaluated,True,True,True,True,False,0.05120000000000002,0.04916666666666669,0.0,0.0,0.5880000000000001,0.6254166666666667,,0.5,1.0,conv2+fc1,,,,,,,,,,,,,"[""optimized:2""]",1.0,,,,,
fashion_mnist_cnn_confirmatory_N3_S7600,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7600,5,12000,0,0.2,16,0.8410666666666667,0.8458,206922,1218048,0.5911197463671366,0.11951599936782195,0.18113425925925922,False,False,True,non_brauer_no_central_projective_candidate,0.7071067811865475,0.8477912478906585,0.9270248108869579,0.827307613321388,union_channel_candidate_soup,0.85375,0.4193309799830119,0.8458,0.43256680521965024,True,evaluated,True,True,True,True,False,0.05120000000000002,0.04916666666666669,0.0,0.0,0.5880000000000001,0.6254166666666667,,,,,,,,,,,,,,,,,"[""original:2""]",1.0,18.0,,,,
fashion_mnist_cnn_confirmatory_N3_S7600,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7600,5,12000,0,0.2,16,0.8410666666666667,0.8458,206922,1218048,0.5911197463671366,0.11951599936782195,0.18113425925925922,False,False,True,non_brauer_no_central_projective_candidate,0.7071067811865475,0.8477912478906585,0.9270248108869579,0.827307613321388,ensemble_upper_bound,0.85875,0.40885162353515625,0.8514,0.4199044675350189,True,evaluated,False,False,False,False,True,0.05680000000000007,0.054166666666666696,0.005600000000000049,0.0050000000000000044,0.5936000000000001,0.6304166666666666,,,,,,,,,,,,,,,,,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7600,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7600,5,12000,0,0.2,16,0.8410666666666667,0.8458,206922,1218048,0.5911197463671366,0.11951599936782195,0.18113425925925922,False,False,True,non_brauer_no_central_projective_candidate,0.7071067811865475,0.8477912478906585,0.9270248108869579,0.827307613321388,greedy_safe_selector,0.85375,0.4193309799830119,0.8458,0.43256680521965024,True,evaluated,False,True,True,True,False,0.05120000000000002,0.04916666666666669,0.0,0.0,0.5880000000000001,0.6254166666666667,,,,,,,,,,,,,,,,,,,,greedy_soup,union_channel_candidate_soup,0.0,False
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,weight_average,0.20416666666666666,1.9641167322794597,0.1944,1.9708020751953126,True,evaluated,False,True,True,False,False,-0.5739,-0.5654166666666667,-0.6341,-0.6433333333333333,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,git_rebasin_pairwise_channel,0.7591666666666667,0.8007905801137288,0.7628,0.803688537979126,True,evaluated,True,True,True,False,False,-0.005499999999999949,-0.01041666666666663,-0.06569999999999998,-0.08833333333333337,0.5684,0.5549999999999999,,,,,,,,,,,,,,,,,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,c2m3_channel_permutation,0.7695833333333333,0.7825828901926677,0.7683,0.7850358926773071,True,evaluated,True,True,True,False,False,0.0,0.0,-0.06020000000000003,-0.07791666666666675,0.5739,0.5654166666666667,,,,,,,,,,,,,,,,,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,positive_channel_scale,0.74,0.7595502312978109,0.7487,0.7622995722770691,True,evaluated,True,True,True,False,False,-0.01959999999999995,-0.029583333333333295,-0.07979999999999998,-0.10750000000000004,0.5543,0.5358333333333334,reference_raw,1.0,inf,all,0.3930693182355744,0.37245480126578245,2.06279220764529,0.08693574158469473,0.1723519303480114,1.1082921297189086,0.10303761150834868,0.16933433441548992,1.9321203329886396,0.1943475571095393,0.23804702200976127,2.06279220764529,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,shrinkage_channel_scale,0.7695833333333333,0.7825828901926677,0.7683,0.7850358926773071,True,evaluated,True,True,True,False,False,0.0,0.0,-0.06020000000000003,-0.07791666666666675,0.5739,0.5654166666666667,reference_shrinkage_validation_grid,0.0,1.0,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,global_channel_scale,0.7695833333333333,0.7825828901926677,0.7683,0.7850358926773071,True,evaluated,True,True,True,False,False,0.0,0.0,-0.06020000000000003,-0.07791666666666675,0.5739,0.5654166666666667,global_log_scale_sync_validation_grid,0.0,1.0,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,optimized_channel_scale,0.7695833333333333,0.7825828901926677,0.7683,0.7850358926773071,True,evaluated,True,True,True,False,False,0.0,0.0,-0.06020000000000003,-0.07791666666666675,0.5739,0.5654166666666667,optimized_layer_grid_reference,0.0,1.0,conv1+conv2+fc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,greedy_soup,0.8475,0.43039841334025064,0.8285,0.4508353796958923,True,evaluated,False,True,True,True,False,0.06020000000000003,0.07791666666666675,0.0,0.0,0.6341,0.6433333333333333,,,,,,,,,,,,,,,,,"[""original:1""]",1.0,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,channel_scaled_greedy_soup,0.8475,0.4303984069824219,0.8285,0.45083537940979,True,evaluated,True,True,True,True,False,0.06020000000000003,0.07791666666666675,0.0,0.0,0.6341,0.6433333333333333,,,,,,,,,,,,,,,,,"[""scaled:1""]",1.0,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,shrinkage_channel_scaled_greedy_soup,0.8475,0.4303984101613363,0.8285,0.4508353879451752,True,evaluated,True,True,True,True,False,0.06020000000000003,0.07791666666666675,0.0,0.0,0.6341,0.6433333333333333,,0.0,1.0,,,,,,,,,,,,,,"[""shrinkage:1""]",1.0,,,,,
fashion_mnist_cnn_confirmatory_N3_S7601,fashion_mnist,small_relu_cnn_no_batchnorm,3,main,7601,5,12000,0,0.2,16,0.8335333333333333,0.8383,206922,1218048,0.6082904405064053,0.10871032115065307,0.20949074074074078,False,False,True,non_brauer_no_central_projective_candidate,0.9013878188659972,0.8838834764831844,0.9142961773954871,0.899855824248223,global_channel_scaled_greedy_soup,0.8475,0.4303984101613363,0.8285,0.4508353879451752,True,evaluated,True,True,True,True,False,0.06020000000000003,0.07791666666666675,0.0,0.0,0.6341,0.6433333333333333,,0.0,1.0,,,,,,,,,,,,,,"[""global:1""]",1.0,,,,,
