policy,residual_source,dataset,n_models,width,matching,n_residuals,pre_bootstrap_policy_pass_count,certified_torsion_count,loose_uncertain_count,mean_centrality_residual,min_centrality_residual,mean_scalar_residual_best,min_scalar_residual_best,mean_finite_order_residual_min,min_finite_order_residual_min,max_null_false_positive_rate,claim_status
diagnostic_5e-2,permutation_c2m3_triangle,fashion_mnist,4,64,monomial_activation,240,0,0,0,0.978125918858241,0.9270248108869579,1.264308021808216,1.118033988749895,1.1428974228808362,0.9013878188659973,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,fashion_mnist,4,64,monomial_weight,240,0,0,0,0.9849666399845861,0.9549163494123452,1.2911181603733948,1.1858541225631423,1.2038785454622933,0.9842509842514764,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,fashion_mnist,4,128,monomial_activation,240,0,0,0,0.9828207340843913,0.9596345332990055,1.2797308757730457,1.1989578808281798,1.207435270293545,1.0825317547305484,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,fashion_mnist,4,128,monomial_weight,240,0,0,0,0.9883241719859512,0.9721462643938925,1.3046636334813007,1.2374368670764582,1.2511529624395579,1.159202311936963,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,3,64,monomial_activation,60,0,0,0,0.9748871190695361,0.9331932326024445,1.2526391800522014,1.1319231422671772,1.1505914919951186,0.8660254037844386,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,3,64,monomial_weight,60,0,0,0,0.9823048535305251,0.94463431251199,1.2802181104550079,1.159202311936963,1.1966919680940629,0.9682458365518543,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,3,128,monomial_activation,60,0,0,0,0.9816921513742766,0.9499177595981665,1.2757602296066282,1.1726039399558574,1.2137925216232044,1.1110243021644486,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,3,128,monomial_weight,60,0,0,0,0.986981227532162,0.9739966291490695,1.2976189186740674,1.243734296383275,1.2403013335033473,1.1388041973930374,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,4,64,monomial_activation,240,0,0,0,0.975662784732298,0.9137619698258403,1.2568461791389514,1.0897247358851685,1.1611268722381012,0.8100925873009825,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,4,64,monomial_weight,240,0,0,0,0.9805670875428707,0.94463431251199,1.2736129827344054,1.159202311936963,1.1858086620545953,0.9013878188659973,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,4,128,monomial_activation,240,0,0,0,0.9820052338312363,0.9573102271958396,1.2764515395860614,1.192424001771182,1.214051719342707,1.0825317547305484,1.0,supported_negative_no_certified_torsion
diagnostic_5e-2,permutation_c2m3_triangle,mnist,4,128,monomial_weight,240,0,0,0,0.9843862447688774,0.9618897720600579,1.2866245815131805,1.2054563451241194,1.2347319931155603,1.0968705484240153,1.0,supported_negative_no_certified_torsion
