setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,pairwise_alignment_permutations_json,layerwise_alignment_permutations_json,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,p_ij,p_jk,p_ki,triangle_perm,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,hidden,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}","{""hidden"":{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}}",0.7138197223345438,0.7425717711448669,-0.014173443778418005,-0.24785251915454865,"[{""assigned_similarity_mean"":-0.05687754799146205,""assigned_similarity_min"":-0.24785251915454865,""pair"":""0-1"",""residual"":0.7425717711448669},{""assigned_similarity_mean"":-0.012537144124507904,""assigned_similarity_min"":-0.10029715299606323,""pair"":""0-2"",""residual"":0.720223605632782},{""assigned_similarity_mean"":0.026894360780715942,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.6786637902259827}]",observed,0.0,permutation,0-1-2,0,1,2,"[2,5,7,0,6,4,3,1]","[2,7,5,6,4,3,0,1]","[0,2,1,6,5,3,4,7]","[3,6,2,1,0,5,4,7]",5,0.625,0.7905694150420949,0.7905694150420949
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed2,fake-mnist,mlp,3,8,none,weight,2,1,96,64,32,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.140625,0.234375,0.09375,0.140625,hidden,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[5,1,6,4,7,0,2,3],""0->2"":[3,7,6,5,4,1,0,2],""1->0"":[5,1,6,7,3,0,2,4],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[6,7,1,0,5,3,4,2],""2->0"":[6,5,7,0,4,3,2,1],""2->1"":[3,2,7,5,6,4,0,1],""2->2"":[0,1,2,3,4,5,6,7]}","{""hidden"":{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[5,1,6,4,7,0,2,3],""0->2"":[3,7,6,5,4,1,0,2],""1->0"":[5,1,6,7,3,0,2,4],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[6,7,1,0,5,3,4,2],""2->0"":[6,5,7,0,4,3,2,1],""2->1"":[3,2,7,5,6,4,0,1],""2->2"":[0,1,2,3,4,5,6,7]}}",0.7024083534876505,0.722907304763794,0.018269543536007404,-0.2611697018146515,"[{""assigned_similarity_mean"":0.010985919274389744,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.701974093914032},{""assigned_similarity_mean"":0.06039071083068848,""assigned_similarity_min"":-0.2611697018146515,""pair"":""0-2"",""residual"":0.6823436617851257},{""assigned_similarity_mean"":-0.016567999497056007,""assigned_similarity_min"":-0.1725156009197235,""pair"":""1-2"",""residual"":0.722907304763794}]",observed,0.0,permutation,0-1-2,0,1,2,"[5,1,6,4,7,0,2,3]","[6,7,1,0,5,3,4,2]","[6,5,7,0,4,3,2,1]","[0,1,4,3,7,2,5,6]",5,0.625,0.7905694150420949,0.7905694150420949
