seed,dataset,architecture,n_models,width,defect_family,inconsistency_level,level_order,n_planted_swaps,corrupted_edge,base_accuracy,base_loss,copy_accuracy_std,max_logit_disagreement,true_cycle_score,planted_cycle_score,sync_disagreement,baseline,loss,accuracy,merge_degradation,uses_planted_alignment,is_single_model,capacity_matched_to_weight_average,method_note
1202,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5814984245300293,0.86,0.008000000000000007,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,git_rebasin_pairwise,0.6554830780029297,0.85,0.018000000000000016,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.30618621784789724,0.046875,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,git_rebasin_pairwise,0.8291693115234375,0.818,0.050000000000000044,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.4330127018922193,0.09375,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5379612693786621,0.868,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.0,0.0,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5776817016601562,0.848,0.020000000000000018,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,git_rebasin_pairwise,0.659603385925293,0.842,0.026000000000000023,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.29315098498896436,0.04296875,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,weight_average,1.5997366485595703,0.508,0.36,False,True,True,"single model, no alignment observations"
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,git_rebasin_pairwise,0.6844573364257812,0.844,0.02400000000000002,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,c2m3_cycle_consistent,0.5379612693786621,0.868,0.0,True,True,True,"single model, synchronized pairwise maps"
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,twisted_rank_lift_2,0.5379612693786621,0.868,0.0,True,False,False,branch ensemble / extra capacity
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,ensemble_upper_bound,0.5379612884521484,0.868,0.0,False,False,False,ensemble of equivalent copies
1202,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.868,0.5379612770080566,0.0,2.86102294921875e-06,0.0,0.375,0.0703125,oracle_true_alignment,0.5379612693786621,0.868,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5789004783630372,0.85,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5789004783630372,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5789004783630372,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.6191142730712891,0.855,-0.0050000000000000044,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,git_rebasin_pairwise,0.6766803894042969,0.837,0.013000000000000012,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,git_rebasin_pairwise,0.8047075119018555,0.832,0.018000000000000016,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5789004783630372,0.85,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5789004783630372,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5789004783630372,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,random_noncentral,zero,0,0,none,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.6100603866577149,0.853,-0.0030000000000000027,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,random_noncentral,low,1,2,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,git_rebasin_pairwise,0.6263562355041504,0.852,-0.0020000000000000018,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,random_noncentral,medium,2,6,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.2651650429449553,0.03515625,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,weight_average,1.4901478881835937,0.663,0.18699999999999994,False,True,True,"single model, no alignment observations"
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,git_rebasin_pairwise,0.7610050201416015,0.809,0.040999999999999925,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,c2m3_cycle_consistent,0.5789004745483398,0.85,0.0,True,True,True,"single model, synchronized pairwise maps"
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,twisted_rank_lift_2,0.5789004745483398,0.85,0.0,True,False,False,branch ensemble / extra capacity
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,ensemble_upper_bound,0.5789004898071289,0.85,0.0,False,False,False,ensemble of equivalent copies
1203,mnist,mlp,4,32,random_noncentral,high,3,12,0-1,0.85,0.5789004783630372,0.0,1.9073486328125e-06,0.0,0.39528470752104744,0.078125,oracle_true_alignment,0.5789004783630372,0.85,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,git_rebasin_pairwise,0.5622525749206543,0.857,0.0,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,central_mu2,zero,0,0,none,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.0,0.0,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,git_rebasin_pairwise,0.5883423767089844,0.847,0.010000000000000009,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,central_mu2,low,1,2,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.1767766952966369,0.015625,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,git_rebasin_pairwise,0.6400618209838868,0.835,0.02200000000000002,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,c2m3_cycle_consistent,0.5622525749206543,0.857,0.0,True,True,True,"single model, synchronized pairwise maps"
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,twisted_rank_lift_2,0.5622525749206543,0.857,0.0,True,False,False,branch ensemble / extra capacity
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,ensemble_upper_bound,0.5622525749206543,0.857,0.0,False,False,False,ensemble of equivalent copies
1204,mnist,mlp,4,32,central_mu2,medium,2,6,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.30618621784789724,0.046875,oracle_true_alignment,0.5622525749206543,0.857,0.0,False,True,True,"single model, uses uncorrupted true alignments"
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,weight_average,1.5872508697509766,0.541,0.31599999999999995,False,True,True,"single model, no alignment observations"
1204,mnist,mlp,4,32,central_mu2,high,3,12,0-1,0.857,0.5622525825500488,0.0,1.9073486328125e-06,0.0,0.4330127018922193,0.09375,git_rebasin_pairwise,0.7768494033813477,0.828,0.029000000000000026,True,True,True,"single model, aligns to model 0 using planted pairwise maps"
