setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score,preregistration_role,setting_description,large_field_shard,large_field_row
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4003,fashion_mnist,mlp2,4,128,none,activation,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326,0.8344,0.8306,0.0038000000000000256,hidden2,,none,0.28101876378059387,0.29781055450439453,0.7081162195390789,0.0,"[{""assigned_similarity_mean"":0.7170737044070847,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27906790375709534},{""assigned_similarity_mean"":0.7011873477895278,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2730471193790436},{""assigned_similarity_mean"":0.6999861535150558,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28090372681617737},{""assigned_similarity_mean"":0.7150775326299481,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.27268165349960327},{""assigned_similarity_mean"":0.713418010622263,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29781055450439453},{""assigned_similarity_mean"":0.7019545682705939,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.28260162472724915}]",observed,0.0,permutation,0-1-2,0,1,2,104,0.8125,0.9013878188659973,0.9032346066638455,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,133
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4003,fashion_mnist,mlp2,4,128,none,activation,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326,0.8344,0.8306,0.0038000000000000256,hidden2,,none,0.28101876378059387,0.29781055450439453,0.7081162195390789,0.0,"[{""assigned_similarity_mean"":0.7170737044070847,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27906790375709534},{""assigned_similarity_mean"":0.7011873477895278,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2730471193790436},{""assigned_similarity_mean"":0.6999861535150558,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28090372681617737},{""assigned_similarity_mean"":0.7150775326299481,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.27268165349960327},{""assigned_similarity_mean"":0.713418010622263,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29781055450439453},{""assigned_similarity_mean"":0.7019545682705939,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.28260162472724915}]",observed,0.0,permutation,0-1-3,0,1,3,107,0.8359375,0.9142961773954871,0.9032346066638455,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,134
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4003,fashion_mnist,mlp2,4,128,none,activation,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326,0.8344,0.8306,0.0038000000000000256,hidden2,,none,0.28101876378059387,0.29781055450439453,0.7081162195390789,0.0,"[{""assigned_similarity_mean"":0.7170737044070847,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27906790375709534},{""assigned_similarity_mean"":0.7011873477895278,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2730471193790436},{""assigned_similarity_mean"":0.6999861535150558,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28090372681617737},{""assigned_similarity_mean"":0.7150775326299481,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.27268165349960327},{""assigned_similarity_mean"":0.713418010622263,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29781055450439453},{""assigned_similarity_mean"":0.7019545682705939,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.28260162472724915}]",observed,0.0,permutation,0-2-3,0,2,3,111,0.8671875,0.9312290266094587,0.9032346066638455,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,135
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4003,fashion_mnist,mlp2,4,128,none,activation,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326,0.8344,0.8306,0.0038000000000000256,hidden2,,none,0.28101876378059387,0.29781055450439453,0.7081162195390789,0.0,"[{""assigned_similarity_mean"":0.7170737044070847,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27906790375709534},{""assigned_similarity_mean"":0.7011873477895278,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2730471193790436},{""assigned_similarity_mean"":0.6999861535150558,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28090372681617737},{""assigned_similarity_mean"":0.7150775326299481,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.27268165349960327},{""assigned_similarity_mean"":0.713418010622263,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29781055450439453},{""assigned_similarity_mean"":0.7019545682705939,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.28260162472724915}]",observed,0.0,permutation,1-2-3,1,2,3,96,0.75,0.8660254037844386,0.9032346066638455,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,136
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4004,fashion_mnist,mlp2,4,128,none,activation,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.83155,0.8336,0.8298,0.0038000000000000256,hidden2,,none,0.282958447933197,0.29740002751350403,0.7355316747368003,0.0,"[{""assigned_similarity_mean"":0.7396098067983985,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27172085642814636},{""assigned_similarity_mean"":0.7401436767540872,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.27984702587127686},{""assigned_similarity_mean"":0.7173744237516075,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.29740002751350403},{""assigned_similarity_mean"":0.7464433999266475,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2709991931915283},{""assigned_similarity_mean"":0.7273970120586455,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29445990920066833},{""assigned_similarity_mean"":0.7422217291314155,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2833236753940582}]",observed,0.0,permutation,0-1-2,0,1,2,102,0.796875,0.8926785535678563,0.8926625432194601,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,137
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4004,fashion_mnist,mlp2,4,128,none,activation,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.83155,0.8336,0.8298,0.0038000000000000256,hidden2,,none,0.282958447933197,0.29740002751350403,0.7355316747368003,0.0,"[{""assigned_similarity_mean"":0.7396098067983985,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27172085642814636},{""assigned_similarity_mean"":0.7401436767540872,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.27984702587127686},{""assigned_similarity_mean"":0.7173744237516075,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.29740002751350403},{""assigned_similarity_mean"":0.7464433999266475,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2709991931915283},{""assigned_similarity_mean"":0.7273970120586455,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29445990920066833},{""assigned_similarity_mean"":0.7422217291314155,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2833236753940582}]",observed,0.0,permutation,0-1-3,0,1,3,101,0.7890625,0.8882919002219934,0.8926625432194601,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,138
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4004,fashion_mnist,mlp2,4,128,none,activation,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.83155,0.8336,0.8298,0.0038000000000000256,hidden2,,none,0.282958447933197,0.29740002751350403,0.7355316747368003,0.0,"[{""assigned_similarity_mean"":0.7396098067983985,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27172085642814636},{""assigned_similarity_mean"":0.7401436767540872,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.27984702587127686},{""assigned_similarity_mean"":0.7173744237516075,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.29740002751350403},{""assigned_similarity_mean"":0.7464433999266475,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2709991931915283},{""assigned_similarity_mean"":0.7273970120586455,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29445990920066833},{""assigned_similarity_mean"":0.7422217291314155,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2833236753940582}]",observed,0.0,permutation,0-2-3,0,2,3,104,0.8125,0.9013878188659973,0.8926625432194601,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,139
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4004,fashion_mnist,mlp2,4,128,none,activation,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.83155,0.8336,0.8298,0.0038000000000000256,hidden2,,none,0.282958447933197,0.29740002751350403,0.7355316747368003,0.0,"[{""assigned_similarity_mean"":0.7396098067983985,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27172085642814636},{""assigned_similarity_mean"":0.7401436767540872,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.27984702587127686},{""assigned_similarity_mean"":0.7173744237516075,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.29740002751350403},{""assigned_similarity_mean"":0.7464433999266475,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2709991931915283},{""assigned_similarity_mean"":0.7273970120586455,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.29445990920066833},{""assigned_similarity_mean"":0.7422217291314155,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2833236753940582}]",observed,0.0,permutation,1-2-3,1,2,3,101,0.7890625,0.8882919002219934,0.8926625432194601,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,140
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4005,fashion_mnist,mlp2,4,128,none,activation,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8322,0.835,0.8288,0.006199999999999983,hidden2,,none,0.2945308983325958,0.32349780201911926,0.6845619129405046,0.0,"[{""assigned_similarity_mean"":0.6708185938186944,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2849462926387787},{""assigned_similarity_mean"":0.6767233905848116,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.32349780201911926},{""assigned_similarity_mean"":0.687322351615876,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.31409820914268494},{""assigned_similarity_mean"":0.6721082124859095,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29220616817474365},{""assigned_similarity_mean"":0.6793809910304844,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2826540768146515},{""assigned_similarity_mean"":0.7210179381072521,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2697828412055969}]",observed,0.0,permutation,0-1-2,0,1,2,107,0.8359375,0.9142961773954871,0.9152915463618725,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,141
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4005,fashion_mnist,mlp2,4,128,none,activation,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8322,0.835,0.8288,0.006199999999999983,hidden2,,none,0.2945308983325958,0.32349780201911926,0.6845619129405046,0.0,"[{""assigned_similarity_mean"":0.6708185938186944,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2849462926387787},{""assigned_similarity_mean"":0.6767233905848116,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.32349780201911926},{""assigned_similarity_mean"":0.687322351615876,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.31409820914268494},{""assigned_similarity_mean"":0.6721082124859095,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29220616817474365},{""assigned_similarity_mean"":0.6793809910304844,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2826540768146515},{""assigned_similarity_mean"":0.7210179381072521,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2697828412055969}]",observed,0.0,permutation,0-1-3,0,1,3,103,0.8046875,0.8970437559004577,0.9152915463618725,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,142
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4005,fashion_mnist,mlp2,4,128,none,activation,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8322,0.835,0.8288,0.006199999999999983,hidden2,,none,0.2945308983325958,0.32349780201911926,0.6845619129405046,0.0,"[{""assigned_similarity_mean"":0.6708185938186944,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2849462926387787},{""assigned_similarity_mean"":0.6767233905848116,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.32349780201911926},{""assigned_similarity_mean"":0.687322351615876,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.31409820914268494},{""assigned_similarity_mean"":0.6721082124859095,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29220616817474365},{""assigned_similarity_mean"":0.6793809910304844,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2826540768146515},{""assigned_similarity_mean"":0.7210179381072521,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2697828412055969}]",observed,0.0,permutation,0-2-3,0,2,3,109,0.8515625,0.9228014412645875,0.9152915463618725,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,143
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4005,fashion_mnist,mlp2,4,128,none,activation,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8322,0.835,0.8288,0.006199999999999983,hidden2,,none,0.2945308983325958,0.32349780201911926,0.6845619129405046,0.0,"[{""assigned_similarity_mean"":0.6708185938186944,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2849462926387787},{""assigned_similarity_mean"":0.6767233905848116,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.32349780201911926},{""assigned_similarity_mean"":0.687322351615876,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.31409820914268494},{""assigned_similarity_mean"":0.6721082124859095,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29220616817474365},{""assigned_similarity_mean"":0.6793809910304844,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2826540768146515},{""assigned_similarity_mean"":0.7210179381072521,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.2697828412055969}]",observed,0.0,permutation,1-2-3,1,2,3,110,0.859375,0.9270248108869579,0.9152915463618725,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,144
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4006,fashion_mnist,mlp2,4,128,none,activation,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319500000000001,0.8348,0.8298,0.0050000000000000044,hidden2,,none,0.2890622019767761,0.30288344621658325,0.6993684999542893,0.0,"[{""assigned_similarity_mean"":0.6994098089635372,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27138105034828186},{""assigned_similarity_mean"":0.7153926758473972,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28731420636177063},{""assigned_similarity_mean"":0.6988184019865002,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28579768538475037},{""assigned_similarity_mean"":0.6965340995229781,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.30288344621658325},{""assigned_similarity_mean"":0.6777179767377675,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2959406077861786},{""assigned_similarity_mean"":0.7083380366675556,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29105621576309204}]",observed,0.0,permutation,0-1-2,0,1,2,106,0.828125,0.9100137361600648,0.8968601737426414,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,145
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4006,fashion_mnist,mlp2,4,128,none,activation,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319500000000001,0.8348,0.8298,0.0050000000000000044,hidden2,,none,0.2890622019767761,0.30288344621658325,0.6993684999542893,0.0,"[{""assigned_similarity_mean"":0.6994098089635372,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27138105034828186},{""assigned_similarity_mean"":0.7153926758473972,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28731420636177063},{""assigned_similarity_mean"":0.6988184019865002,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28579768538475037},{""assigned_similarity_mean"":0.6965340995229781,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.30288344621658325},{""assigned_similarity_mean"":0.6777179767377675,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2959406077861786},{""assigned_similarity_mean"":0.7083380366675556,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29105621576309204}]",observed,0.0,permutation,0-1-3,0,1,3,96,0.75,0.8660254037844386,0.8968601737426414,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,146
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4006,fashion_mnist,mlp2,4,128,none,activation,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319500000000001,0.8348,0.8298,0.0050000000000000044,hidden2,,none,0.2890622019767761,0.30288344621658325,0.6993684999542893,0.0,"[{""assigned_similarity_mean"":0.6994098089635372,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27138105034828186},{""assigned_similarity_mean"":0.7153926758473972,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28731420636177063},{""assigned_similarity_mean"":0.6988184019865002,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28579768538475037},{""assigned_similarity_mean"":0.6965340995229781,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.30288344621658325},{""assigned_similarity_mean"":0.6777179767377675,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2959406077861786},{""assigned_similarity_mean"":0.7083380366675556,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29105621576309204}]",observed,0.0,permutation,0-2-3,0,2,3,104,0.8125,0.9013878188659973,0.8968601737426414,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,147
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4006,fashion_mnist,mlp2,4,128,none,activation,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319500000000001,0.8348,0.8298,0.0050000000000000044,hidden2,,none,0.2890622019767761,0.30288344621658325,0.6993684999542893,0.0,"[{""assigned_similarity_mean"":0.6994098089635372,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.27138105034828186},{""assigned_similarity_mean"":0.7153926758473972,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28731420636177063},{""assigned_similarity_mean"":0.6988184019865002,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.28579768538475037},{""assigned_similarity_mean"":0.6965340995229781,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.30288344621658325},{""assigned_similarity_mean"":0.6777179767377675,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2959406077861786},{""assigned_similarity_mean"":0.7083380366675556,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29105621576309204}]",observed,0.0,permutation,1-2-3,1,2,3,106,0.828125,0.9100137361600648,0.8968601737426414,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,148
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4007,fashion_mnist,mlp2,4,128,none,activation,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8332,0.8296,0.0036000000000000476,hidden2,,none,0.2864430497090022,0.2959810197353363,0.7184326961093271,0.0,"[{""assigned_similarity_mean"":0.7240128191187978,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2886713743209839},{""assigned_similarity_mean"":0.7199842887930572,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2959810197353363},{""assigned_similarity_mean"":0.7214837376959622,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.2846966087818146},{""assigned_similarity_mean"":0.7162474684882909,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28112730383872986},{""assigned_similarity_mean"":0.7158640022389591,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2741246223449707},{""assigned_similarity_mean"":0.7130038603208959,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29405736923217773}]",observed,0.0,permutation,0-1-2,0,1,2,108,0.84375,0.9185586535436918,0.8969015329076523,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,149
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4007,fashion_mnist,mlp2,4,128,none,activation,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8332,0.8296,0.0036000000000000476,hidden2,,none,0.2864430497090022,0.2959810197353363,0.7184326961093271,0.0,"[{""assigned_similarity_mean"":0.7240128191187978,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2886713743209839},{""assigned_similarity_mean"":0.7199842887930572,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2959810197353363},{""assigned_similarity_mean"":0.7214837376959622,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.2846966087818146},{""assigned_similarity_mean"":0.7162474684882909,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28112730383872986},{""assigned_similarity_mean"":0.7158640022389591,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2741246223449707},{""assigned_similarity_mean"":0.7130038603208959,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29405736923217773}]",observed,0.0,permutation,0-1-3,0,1,3,105,0.8203125,0.9057110466368399,0.8969015329076523,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,150
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4007,fashion_mnist,mlp2,4,128,none,activation,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8332,0.8296,0.0036000000000000476,hidden2,,none,0.2864430497090022,0.2959810197353363,0.7184326961093271,0.0,"[{""assigned_similarity_mean"":0.7240128191187978,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2886713743209839},{""assigned_similarity_mean"":0.7199842887930572,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2959810197353363},{""assigned_similarity_mean"":0.7214837376959622,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.2846966087818146},{""assigned_similarity_mean"":0.7162474684882909,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28112730383872986},{""assigned_similarity_mean"":0.7158640022389591,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2741246223449707},{""assigned_similarity_mean"":0.7130038603208959,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29405736923217773}]",observed,0.0,permutation,0-2-3,0,2,3,99,0.7734375,0.879452954966893,0.8969015329076523,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,151
fashion_mnist_mlp2_N4_W128_none_activation,fashion_mnist_mlp2_N4_W128_none_activation_seed4007,fashion_mnist,mlp2,4,128,none,activation,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8332,0.8296,0.0036000000000000476,hidden2,,none,0.2864430497090022,0.2959810197353363,0.7184326961093271,0.0,"[{""assigned_similarity_mean"":0.7240128191187978,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2886713743209839},{""assigned_similarity_mean"":0.7199842887930572,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2959810197353363},{""assigned_similarity_mean"":0.7214837376959622,""assigned_similarity_min"":0.0,""pair"":""0-3"",""residual"":0.2846966087818146},{""assigned_similarity_mean"":0.7162474684882909,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28112730383872986},{""assigned_similarity_mean"":0.7158640022389591,""assigned_similarity_min"":0.0,""pair"":""1-3"",""residual"":0.2741246223449707},{""assigned_similarity_mean"":0.7130038603208959,""assigned_similarity_min"":0.0,""pair"":""2-3"",""residual"":0.29405736923217773}]",observed,0.0,permutation,1-2-3,1,2,3,100,0.78125,0.8838834764831844,0.8969015329076523,neighbor_control,Fashion-MNIST N=4 no-shift activation control.,prompt21_triangle_maps_part_000.csv.gz,152
