setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score,preregistration_role,setting_description,large_field_shard,large_field_row
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,permutation,0-1-2,0,1,2,107,0.8359375,0.9142961773954871,0.9142961773954871,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,1
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4000,fashion_mnist,mlp2,3,128,none,weight,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.6441484093666077,0.6733636260032654,0.1286796272659861,-0.702848494052887,"[{""assigned_similarity_mean"":0.12981045639253352,""assigned_similarity_min"":-0.702848494052887,""pair"":""0-1"",""residual"":0.6409529447555542},{""assigned_similarity_mean"":0.06669617326770094,""assigned_similarity_min"":-0.6984816193580627,""pair"":""0-2"",""residual"":0.6733636260032654},{""assigned_similarity_mean"":0.18953225213772384,""assigned_similarity_min"":-0.5605258345603943,""pair"":""1-2"",""residual"":0.6181286573410034}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,2
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4001,fashion_mnist,mlp2,3,128,none,activation,4001,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8335333333333333,0.8358,0.8306,0.005199999999999982,hidden2,,none,0.2873748739560445,0.29733821749687195,0.7256622568238527,0.0,"[{""assigned_similarity_mean"":0.7340378849767148,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.28087395429611206},{""assigned_similarity_mean"":0.7183186141774058,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.29733821749687195},{""assigned_similarity_mean"":0.7246302713174373,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28391245007514954}]",observed,0.0,permutation,0-1-2,0,1,2,104,0.8125,0.9013878188659973,0.9013878188659973,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,3
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4001,fashion_mnist,mlp2,3,128,none,weight,4001,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8335333333333333,0.8358,0.8306,0.005199999999999982,hidden2,,none,0.6693853735923767,0.7077640891075134,0.08006038924850145,-0.7636407613754272,"[{""assigned_similarity_mean"":-0.008651110038954357,""assigned_similarity_min"":-0.7636407613754272,""pair"":""0-1"",""residual"":0.7077640891075134},{""assigned_similarity_mean"":0.1099279448571906,""assigned_similarity_min"":-0.687296450138092,""pair"":""0-2"",""residual"":0.6613647937774658},{""assigned_similarity_mean"":0.13890433292726811,""assigned_similarity_min"":-0.6917918920516968,""pair"":""1-2"",""residual"":0.6390272378921509}]",observed,0.0,permutation,0-1-2,0,1,2,123,0.9609375,0.9802741963348827,0.9802741963348827,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,4
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4002,fashion_mnist,mlp2,3,128,none,activation,4002,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8328666666666668,0.8348,0.8312,0.0035999999999999366,hidden2,,none,0.29629825552304584,0.30181413888931274,0.7301857649193456,0.0,"[{""assigned_similarity_mean"":0.7213163650594652,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2879437208175659},{""assigned_similarity_mean"":0.7309810456354171,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2991369068622589},{""assigned_similarity_mean"":0.7382598840631545,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.30181413888931274}]",observed,0.0,permutation,0-1-2,0,1,2,105,0.8203125,0.9057110466368399,0.9057110466368399,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,5
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4002,fashion_mnist,mlp2,3,128,none,weight,4002,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8328666666666668,0.8348,0.8312,0.0035999999999999366,hidden2,,none,0.662004828453064,0.6838060617446899,0.09973376518382793,-0.7475894093513489,"[{""assigned_similarity_mean"":0.10271840189716386,""assigned_similarity_min"":-0.7475894093513489,""pair"":""0-1"",""residual"":0.655645489692688},{""assigned_similarity_mean"":0.07099132392249885,""assigned_similarity_min"":-0.6022757291793823,""pair"":""0-2"",""residual"":0.6838060617446899},{""assigned_similarity_mean"":0.12549156973182107,""assigned_similarity_min"":-0.6854488849639893,""pair"":""1-2"",""residual"":0.646562933921814}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,6
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4003,fashion_mnist,mlp2,3,128,none,activation,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8337333333333333,0.8354,0.8312,0.0041999999999999815,hidden2,,none,0.2895089288552602,0.2982002794742584,0.6812284166226164,0.0,"[{""assigned_similarity_mean"":0.6924665621481836,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2982002794742584},{""assigned_similarity_mean"":0.6798855406232178,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2748805284500122},{""assigned_similarity_mean"":0.6713331470964476,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29544597864151}]",observed,0.0,permutation,0-1-2,0,1,2,110,0.859375,0.9270248108869579,0.9270248108869579,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,7
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4003,fashion_mnist,mlp2,3,128,none,weight,4003,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8337333333333333,0.8354,0.8312,0.0041999999999999815,hidden2,,none,0.6221794684727987,0.647046685218811,0.17386555531932876,-0.6870086193084717,"[{""assigned_similarity_mean"":0.1867504964757245,""assigned_similarity_min"":-0.577977180480957,""pair"":""0-1"",""residual"":0.615939199924469},{""assigned_similarity_mean"":0.19614924347661145,""assigned_similarity_min"":-0.6317775249481201,""pair"":""0-2"",""residual"":0.603552520275116},{""assigned_similarity_mean"":0.1386969260056503,""assigned_similarity_min"":-0.6870086193084717,""pair"":""1-2"",""residual"":0.647046685218811}]",observed,0.0,permutation,0-1-2,0,1,2,124,0.96875,0.9842509842514764,0.9842509842514764,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,8
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4004,fashion_mnist,mlp2,3,128,none,activation,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319333333333333,0.833,0.8298,0.0031999999999999806,hidden2,,none,0.29467342297236127,0.3030625879764557,0.6963735442938438,0.0,"[{""assigned_similarity_mean"":0.7202563941245899,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.28527674078941345},{""assigned_similarity_mean"":0.6861380012705922,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2956809401512146},{""assigned_similarity_mean"":0.6827262374863494,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.3030625879764557}]",observed,0.0,permutation,0-1-2,0,1,2,98,0.765625,0.875,0.875,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,9
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4004,fashion_mnist,mlp2,3,128,none,weight,4004,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8319333333333333,0.833,0.8298,0.0031999999999999806,hidden2,,none,0.6782279213269552,0.7047866582870483,0.07562455180292697,-0.7397682666778564,"[{""assigned_similarity_mean"":0.1322714990037639,""assigned_similarity_min"":-0.7397682666778564,""pair"":""0-1"",""residual"":0.6522216200828552},{""assigned_similarity_mean"":0.07802184064712492,""assigned_similarity_min"":-0.6980823874473572,""pair"":""0-2"",""residual"":0.6776754856109619},{""assigned_similarity_mean"":0.016580315757892095,""assigned_similarity_min"":-0.7056760191917419,""pair"":""1-2"",""residual"":0.7047866582870483}]",observed,0.0,permutation,0-1-2,0,1,2,125,0.9765625,0.9882117688026185,0.9882117688026185,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,10
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4005,fashion_mnist,mlp2,3,128,none,activation,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326000000000001,0.834,0.8312,0.0027999999999999137,hidden2,,none,0.2933882772922516,0.2985205352306366,0.6937738012845026,0.0,"[{""assigned_similarity_mean"":0.6995097745675594,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2985205352306366},{""assigned_similarity_mean"":0.6904631683173648,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.297076553106308},{""assigned_similarity_mean"":0.6913484609685838,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2845677435398102}]",observed,0.0,permutation,0-1-2,0,1,2,90,0.703125,0.8385254915624212,0.8385254915624212,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,11
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4005,fashion_mnist,mlp2,3,128,none,weight,4005,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326000000000001,0.834,0.8312,0.0027999999999999137,hidden2,,none,0.6882814963658651,0.7098000049591064,0.07645735840560519,-0.7626139521598816,"[{""assigned_similarity_mean"":0.07123410297572264,""assigned_similarity_min"":-0.7626139521598816,""pair"":""0-1"",""residual"":0.7098000049591064},{""assigned_similarity_mean"":0.08864818720030598,""assigned_similarity_min"":-0.6986390352249146,""pair"":""0-2"",""residual"":0.6677934527397156},{""assigned_similarity_mean"":0.06948978504078696,""assigned_similarity_min"":-0.6282212138175964,""pair"":""1-2"",""residual"":0.6872510313987732}]",observed,0.0,permutation,0-1-2,0,1,2,124,0.96875,0.9842509842514764,0.9842509842514764,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,12
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4006,fashion_mnist,mlp2,3,128,none,activation,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326666666666668,0.8328,0.8326,0.00019999999999997797,hidden2,,none,0.28783061106999713,0.29814761877059937,0.7206243721969562,0.0,"[{""assigned_similarity_mean"":0.7252337546087801,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.29814761877059937},{""assigned_similarity_mean"":0.7303691300585342,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.27678024768829346},{""assigned_similarity_mean"":0.7062702319235541,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28856396675109863}]",observed,0.0,permutation,0-1-2,0,1,2,112,0.875,0.9354143466934853,0.9354143466934853,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,13
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4006,fashion_mnist,mlp2,3,128,none,weight,4006,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326666666666668,0.8328,0.8326,0.00019999999999997797,hidden2,,none,0.6625105738639832,0.6726639866828918,0.1040911508262828,-0.7850761413574219,"[{""assigned_similarity_mean"":0.12292348323376245,""assigned_similarity_min"":-0.7850761413574219,""pair"":""0-1"",""residual"":0.6616628170013428},{""assigned_similarity_mean"":0.12077204745583003,""assigned_similarity_min"":-0.7303256392478943,""pair"":""0-2"",""residual"":0.6532049179077148},{""assigned_similarity_mean"":0.06857792178925592,""assigned_similarity_min"":-0.6990541219711304,""pair"":""1-2"",""residual"":0.6726639866828918}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,14
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4007,fashion_mnist,mlp2,3,128,none,activation,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8305333333333333,0.8322,0.828,0.0042000000000000925,hidden2,,none,0.28034337361653644,0.28627023100852966,0.7245468435964236,0.0,"[{""assigned_similarity_mean"":0.7304503375198692,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.28627023100852966},{""assigned_similarity_mean"":0.7237637129146606,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2833045721054077},{""assigned_similarity_mean"":0.7194264803547412,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.271455317735672}]",observed,0.0,permutation,0-1-2,0,1,2,105,0.8203125,0.9057110466368399,0.9057110466368399,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,15
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4007,fashion_mnist,mlp2,3,128,none,weight,4007,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8305333333333333,0.8322,0.828,0.0042000000000000925,hidden2,,none,0.6565276185671488,0.6705248355865479,0.10850531849791878,-0.7176632285118103,"[{""assigned_similarity_mean"":0.12632244695851114,""assigned_similarity_min"":-0.6756536960601807,""pair"":""0-1"",""residual"":0.6511310935020447},{""assigned_similarity_mean"":0.11691763495400664,""assigned_similarity_min"":-0.7135522365570068,""pair"":""0-2"",""residual"":0.647926926612854},{""assigned_similarity_mean"":0.08227587358123856,""assigned_similarity_min"":-0.7176632285118103,""pair"":""1-2"",""residual"":0.6705248355865479}]",observed,0.0,permutation,0-1-2,0,1,2,127,0.9921875,0.9960860906568267,0.9960860906568267,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,16
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4008,fashion_mnist,mlp2,3,128,none,activation,4008,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8313333333333334,0.8344,0.8274,0.007000000000000006,hidden2,,none,0.2909647027651469,0.2927747964859009,0.6801707323611481,0.0,"[{""assigned_similarity_mean"":0.666900902389898,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.29086601734161377},{""assigned_similarity_mean"":0.6791416234627832,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.289253294467926},{""assigned_similarity_mean"":0.6944696712307632,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2927747964859009}]",observed,0.0,permutation,0-1-2,0,1,2,106,0.828125,0.9100137361600648,0.9100137361600648,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,17
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4008,fashion_mnist,mlp2,3,128,none,weight,4008,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8313333333333334,0.8344,0.8274,0.007000000000000006,hidden2,,none,0.6559400161107382,0.6635420322418213,0.10754507716652977,-0.7532744407653809,"[{""assigned_similarity_mean"":0.1378597159182391,""assigned_similarity_min"":-0.6757397651672363,""pair"":""0-1"",""residual"":0.6411397457122803},{""assigned_similarity_mean"":0.11988522772116994,""assigned_similarity_min"":-0.6984149217605591,""pair"":""0-2"",""residual"":0.6635420322418213},{""assigned_similarity_mean"":0.06489028786018025,""assigned_similarity_min"":-0.7532744407653809,""pair"":""1-2"",""residual"":0.6631382703781128}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,18
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4009,fashion_mnist,mlp2,3,128,none,activation,4009,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8317333333333333,0.8338,0.8298,0.0040000000000000036,hidden2,,none,0.29055731495221454,0.29368311166763306,0.6938854097388685,0.0,"[{""assigned_similarity_mean"":0.6896355808712542,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.29368311166763306},{""assigned_similarity_mean"":0.7103981836698949,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2928982973098755},{""assigned_similarity_mean"":0.6816224646754563,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.28509053587913513}]",observed,0.0,permutation,0-1-2,0,1,2,107,0.8359375,0.9142961773954871,0.9142961773954871,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,19
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4009,fashion_mnist,mlp2,3,128,none,weight,4009,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8317333333333333,0.8338,0.8298,0.0040000000000000036,hidden2,,none,0.6505210995674133,0.6780860424041748,0.1266351108489895,-0.7543148994445801,"[{""assigned_similarity_mean"":0.21920266652523424,""assigned_similarity_min"":-0.7207396626472473,""pair"":""0-1"",""residual"":0.6004687547683716},{""assigned_similarity_mean"":0.08369588693130936,""assigned_similarity_min"":-0.7543148994445801,""pair"":""0-2"",""residual"":0.6730085015296936},{""assigned_similarity_mean"":0.07700677909042497,""assigned_similarity_min"":-0.675154447555542,""pair"":""1-2"",""residual"":0.6780860424041748}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,20
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4010,fashion_mnist,mlp2,3,128,none,activation,4010,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8333333333333334,0.8348,0.8318,0.0030000000000000027,hidden2,,none,0.28429227073987323,0.2870093584060669,0.7389608619657034,0.0,"[{""assigned_similarity_mean"":0.7380936006084085,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2830694019794464},{""assigned_similarity_mean"":0.7453120249556378,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28279805183410645},{""assigned_similarity_mean"":0.7334769603330642,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.2870093584060669}]",observed,0.0,permutation,0-1-2,0,1,2,112,0.875,0.9354143466934853,0.9354143466934853,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,21
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4010,fashion_mnist,mlp2,3,128,none,weight,4010,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8333333333333334,0.8348,0.8318,0.0030000000000000027,hidden2,,none,0.6430607636769613,0.6562435030937195,0.13679003541255952,-0.7445445656776428,"[{""assigned_similarity_mean"":0.2082658118888503,""assigned_similarity_min"":-0.7445445656776428,""pair"":""0-1"",""residual"":0.6275627613067627},{""assigned_similarity_mean"":0.12560664393822663,""assigned_similarity_min"":-0.6629670858383179,""pair"":""0-2"",""residual"":0.6453760266304016},{""assigned_similarity_mean"":0.07649765041060164,""assigned_similarity_min"":-0.7194969654083252,""pair"":""1-2"",""residual"":0.6562435030937195}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,22
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4011,fashion_mnist,mlp2,3,128,none,activation,4011,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8344,0.8298,0.0046000000000000485,hidden2,,none,0.2918834487597148,0.29943323135375977,0.6985910589961956,0.0,"[{""assigned_similarity_mean"":0.6877554561942816,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2907334268093109},{""assigned_similarity_mean"":0.7103938949294388,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.2854836881160736},{""assigned_similarity_mean"":0.6976238258648664,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29943323135375977}]",observed,0.0,permutation,0-1-2,0,1,2,113,0.8828125,0.9395810236483068,0.9395810236483068,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,23
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4011,fashion_mnist,mlp2,3,128,none,weight,4011,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8318,0.8344,0.8298,0.0046000000000000485,hidden2,,none,0.6465959548950195,0.6817827820777893,0.1318056352323159,-0.7424430251121521,"[{""assigned_similarity_mean"":0.09637303280032938,""assigned_similarity_min"":-0.7424430251121521,""pair"":""0-1"",""residual"":0.6817827820777893},{""assigned_similarity_mean"":0.15394756796740694,""assigned_similarity_min"":-0.5876322388648987,""pair"":""0-2"",""residual"":0.6188129782676697},{""assigned_similarity_mean"":0.14509630492921133,""assigned_similarity_min"":-0.6809683442115784,""pair"":""1-2"",""residual"":0.6391921043395996}]",observed,0.0,permutation,0-1-2,0,1,2,126,0.984375,0.9921567416492215,0.9921567416492215,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,24
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4012,fashion_mnist,mlp2,3,128,none,activation,4012,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326666666666668,0.8358,0.8298,0.006000000000000005,hidden2,,none,0.28489286700884503,0.29342180490493774,0.7278312761336565,0.0,"[{""assigned_similarity_mean"":0.7328240904025733,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.29102566838264465},{""assigned_similarity_mean"":0.7290422460064292,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.29342180490493774},{""assigned_similarity_mean"":0.721627491991967,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.27023112773895264}]",observed,0.0,permutation,0-1-2,0,1,2,101,0.7890625,0.8882919002219934,0.8882919002219934,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,25
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4012,fashion_mnist,mlp2,3,128,none,weight,4012,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8326666666666668,0.8358,0.8298,0.006000000000000005,hidden2,,none,0.6619341174761454,0.6948757171630859,0.11702727800529071,-0.7873629331588745,"[{""assigned_similarity_mean"":0.08904932540326627,""assigned_similarity_min"":-0.6891001462936401,""pair"":""0-1"",""residual"":0.6870827674865723},{""assigned_similarity_mean"":0.21774655884917138,""assigned_similarity_min"":-0.6857955455780029,""pair"":""0-2"",""residual"":0.6038438677787781},{""assigned_similarity_mean"":0.04428594976343447,""assigned_similarity_min"":-0.7873629331588745,""pair"":""1-2"",""residual"":0.6948757171630859}]",observed,0.0,permutation,0-1-2,0,1,2,127,0.9921875,0.9960860906568267,0.9960860906568267,neighbor_control,Same primary setting with weight matching.,prompt21_triangle_maps_part_000.csv.gz,26
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4013,fashion_mnist,mlp2,3,128,none,activation,4013,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8323999999999999,0.8348,0.831,0.0038000000000000256,hidden2,,none,0.2914375166098277,0.295993447303772,0.6910555205540732,0.0,"[{""assigned_similarity_mean"":0.6884868721244857,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.295993447303772},{""assigned_similarity_mean"":0.7105582356452942,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28571227192878723},{""assigned_similarity_mean"":0.6741214538924396,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29260683059692383}]",observed,0.0,permutation,0-1-2,0,1,2,99,0.7734375,0.879452954966893,0.879452954966893,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_triangle_maps_part_000.csv.gz,27
