summary_type,scope,dataset,task_preset,architecture,width,n_tasks,n_runs,n_unique_seeds,mean_sign_conflict_fraction,mean_active_fraction,mean_pairwise_task_vector_cosine,mean_min_pairwise_task_vector_cosine,mean_delta_norm,mean_pairwise_delta_distance,mean_greedy_soup_accepted_count,mean_task_arithmetic_selected_scale,mean_ties_selected_density,mean_ties_selected_scale,mean_dare_selected_drop_rate,mean_dare_selected_scale,mean_triangle_cycle_score,mean_sync_disagreement,delta_norm_availability_fraction,mean_task_arithmetic_delta_vs_greedy,task_arithmetic_delta_vs_greedy_ci_low,task_arithmetic_delta_vs_greedy_ci_high,mean_ties_delta_vs_greedy,ties_delta_vs_greedy_ci_low,ties_delta_vs_greedy_ci_high,mean_dare_delta_vs_greedy,dare_delta_vs_greedy_ci_low,dare_delta_vs_greedy_ci_high,mean_best_generated_delta_vs_greedy,best_generated_delta_vs_greedy_ci_low,best_generated_delta_vs_greedy_ci_high,mean_best_generated_worst_task_delta_vs_greedy,best_generated_worst_task_delta_vs_greedy_ci_low,best_generated_worst_task_delta_vs_greedy_ci_high,best_generated_candidate_family_mode,best_generated_candidate_family_mode_count,candidate_family,win_count,win_fraction,claim_boundary,target,predictor,predictor_role,n_rows,predictor_unique_values,target_unique_values,pearson,spearman,triangle_cycle_unique_values,sync_disagreement_unique_values,claim_decision
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,task_vector_mean_pairwise_delta_distance,delta_norm,20.0,20.0,19.0,-0.21924584326945187,-0.056412189021355086,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,greedy_soup_accepted_count,selector_behavior,20.0,2.0,19.0,-0.22665451975741152,-0.2550772441399353,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,task_arithmetic_selected_scale,selector_behavior,20.0,5.0,19.0,-0.5722145991551227,-0.42346721025286804,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,ties_selected_density,selector_behavior,20.0,2.0,19.0,0.011200098317411249,-0.00885323297648615,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,dare_delta_vs_greedy,ties_selected_scale,selector_behavior,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,dare_selected_drop_rate,selector_behavior,20.0,3.0,19.0,0.13977521231454487,0.22151765766168127,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,dare_delta_vs_greedy,dare_selected_scale,selector_behavior,20.0,3.0,19.0,-0.6298124989623017,-0.4663225647411425,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,dare_delta_vs_greedy,triangle_cycle_score,secondary_rebasin_cycle,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,dare_delta_vs_greedy,sync_disagreement,secondary_rebasin_cycle,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_sign_conflict_fraction,task_vector_interference,20.0,20.0,17.0,-0.19361153017496,-0.12881378774706778,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_active_fraction,task_vector_interference,20.0,20.0,17.0,-0.18786300304966846,-0.18079128104851622,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_mean_pairwise_cosine,task_vector_interference,20.0,20.0,17.0,0.27331684317291555,0.23126218034122695,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_min_pairwise_cosine,task_vector_interference,20.0,20.0,17.0,0.2373683383494362,0.206403379197056,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_mean_delta_norm,delta_norm,20.0,20.0,17.0,-0.017020085900854815,-0.04821100827960431,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_min_delta_norm,delta_norm,20.0,20.0,17.0,-0.2912521022562617,-0.30357869276063343,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_max_delta_norm,delta_norm,20.0,20.0,17.0,0.5588341437087225,0.5062155869358453,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_std_delta_norm,delta_norm,20.0,20.0,17.0,0.6110025705798406,0.5905848514251529,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_delta_norm_cv,delta_norm,20.0,20.0,17.0,0.588756304101209,0.5423738431455486,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_merged_delta_norm,delta_norm,20.0,20.0,17.0,0.18326642329311701,0.1167610356771667,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_vector_mean_pairwise_delta_distance,delta_norm,20.0,20.0,17.0,-0.10718815566487841,-0.07005662140630002,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,greedy_soup_accepted_count,selector_behavior,20.0,2.0,17.0,-0.1926311134322268,-0.20680255220254,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,task_arithmetic_selected_scale,selector_behavior,20.0,5.0,17.0,-0.44233342128349473,-0.42014231758712084,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,ties_selected_density,selector_behavior,20.0,2.0,17.0,-0.0897180002098358,-0.026599758829946578,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,best_generated_delta_vs_greedy,ties_selected_scale,selector_behavior,20.0,1.0,17.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,dare_selected_drop_rate,selector_behavior,20.0,3.0,17.0,0.20701849949770426,0.2686005741913528,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_delta_vs_greedy,dare_selected_scale,selector_behavior,20.0,3.0,17.0,-0.4524148244632328,-0.4916062288689924,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,best_generated_delta_vs_greedy,triangle_cycle_score,secondary_rebasin_cycle,20.0,1.0,17.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,best_generated_delta_vs_greedy,sync_disagreement,secondary_rebasin_cycle,20.0,1.0,17.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_sign_conflict_fraction,task_vector_interference,20.0,20.0,15.0,-0.10812000544501905,-0.0951671403472273,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_active_fraction,task_vector_interference,20.0,20.0,15.0,-0.257824521352365,-0.23565196657408663,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_mean_pairwise_cosine,task_vector_interference,20.0,20.0,15.0,0.14039067657303536,0.056647107349540066,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_min_pairwise_cosine,task_vector_interference,20.0,20.0,15.0,0.06153806725142772,-0.03323296964506351,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_mean_delta_norm,delta_norm,20.0,20.0,15.0,-0.35199962660204215,-0.3036284953935347,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_min_delta_norm,delta_norm,20.0,20.0,15.0,-0.3696692166173249,-0.3376167598032587,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_max_delta_norm,delta_norm,20.0,20.0,15.0,0.22211979948744293,0.21450371316359168,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_std_delta_norm,delta_norm,20.0,20.0,15.0,0.436435938013474,0.4214544786805781,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_delta_norm_cv,delta_norm,20.0,20.0,15.0,0.4616570470779754,0.4274968367978623,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_merged_delta_norm,delta_norm,20.0,20.0,15.0,-0.06802281165058983,-0.09290125605324569,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_vector_mean_pairwise_delta_distance,delta_norm,20.0,20.0,15.0,-0.39747755522591965,-0.20619547075232586,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,greedy_soup_accepted_count,selector_behavior,20.0,2.0,15.0,0.1551065389581827,0.09757693982969244,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,task_arithmetic_selected_scale,selector_behavior,20.0,5.0,15.0,-0.431801071410832,-0.44589607801470055,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,ties_selected_density,selector_behavior,20.0,2.0,15.0,-0.15836868709074323,-0.15113171120755575,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,best_generated_worst_task_delta_vs_greedy,ties_selected_scale,selector_behavior,20.0,1.0,15.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,dare_selected_drop_rate,selector_behavior,20.0,3.0,15.0,0.10274990133516838,0.10484701031409055,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,best_generated_worst_task_delta_vs_greedy,dare_selected_scale,selector_behavior,20.0,3.0,15.0,-0.15091698382580848,-0.11597881869289257,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,best_generated_worst_task_delta_vs_greedy,triangle_cycle_score,secondary_rebasin_cycle,20.0,1.0,15.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,64,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,best_generated_worst_task_delta_vs_greedy,sync_disagreement,secondary_rebasin_cycle,20.0,1.0,15.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_sign_conflict_fraction,task_vector_interference,20.0,20.0,19.0,0.10444535700270964,0.03159082585195885,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_active_fraction,task_vector_interference,20.0,20.0,19.0,0.08797290629822681,0.05415570146050089,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_mean_pairwise_cosine,task_vector_interference,20.0,20.0,19.0,0.17189194103730684,0.13839790373239116,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_min_pairwise_cosine,task_vector_interference,20.0,20.0,19.0,-0.06682942037585224,0.05566002650107035,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_mean_delta_norm,delta_norm,20.0,20.0,19.0,0.3452575878352246,0.4776232003808064,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_min_delta_norm,delta_norm,20.0,20.0,19.0,0.27187948639224024,0.254983094376525,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_max_delta_norm,delta_norm,20.0,20.0,19.0,0.43256460257972235,0.4039112733929024,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_std_delta_norm,delta_norm,20.0,20.0,19.0,0.2662084252218987,0.18653630503061416,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_delta_norm_cv,delta_norm,20.0,20.0,19.0,0.2250915289212311,0.15118466657723162,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_merged_delta_norm,delta_norm,20.0,20.0,19.0,0.3515281399878378,0.31741258356015795,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_vector_mean_pairwise_delta_distance,delta_norm,20.0,20.0,19.0,0.3055393236526814,0.4279804740420139,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,greedy_soup_accepted_count,selector_behavior,20.0,3.0,19.0,-0.4252547776826893,-0.5147161048576682,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,task_arithmetic_selected_scale,selector_behavior,20.0,3.0,19.0,0.08530208844993724,0.1357029943254628,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,ties_selected_density,selector_behavior,20.0,2.0,19.0,-0.14834195167442163,-0.050081448584781744,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,task_arithmetic_delta_vs_greedy,ties_selected_scale,selector_behavior,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,task_arithmetic_delta_vs_greedy,dare_selected_drop_rate,selector_behavior,20.0,3.0,19.0,0.11960977612679502,0.1110693811394521,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,task_arithmetic_delta_vs_greedy,dare_selected_scale,selector_behavior,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,task_arithmetic_delta_vs_greedy,triangle_cycle_score,secondary_rebasin_cycle,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary cycle diagnostic has no variance in same-base regime,task_arithmetic_delta_vs_greedy,sync_disagreement,secondary_rebasin_cycle,20.0,1.0,19.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_sign_conflict_fraction,task_vector_interference,20.0,20.0,20.0,0.46702331964748184,0.46917293233082696,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_active_fraction,task_vector_interference,20.0,20.0,20.0,0.4438535996490691,0.4240601503759398,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_mean_pairwise_cosine,task_vector_interference,20.0,20.0,20.0,-0.053372769478042106,-0.1609022556390977,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_min_pairwise_cosine,task_vector_interference,20.0,20.0,20.0,0.012730335994154744,-0.10827067669172932,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_mean_delta_norm,delta_norm,20.0,20.0,20.0,0.2716681128410905,0.1533834586466165,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_min_delta_norm,delta_norm,20.0,20.0,20.0,0.23782790335233303,0.2150375939849624,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_max_delta_norm,delta_norm,20.0,20.0,20.0,0.3279905166115835,0.21654135338345865,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_std_delta_norm,delta_norm,20.0,20.0,20.0,0.1981922978997716,0.13233082706766916,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_delta_norm_cv,delta_norm,20.0,20.0,20.0,0.15897653024829175,0.0631578947368421,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_merged_delta_norm,delta_norm,20.0,20.0,20.0,0.18926701323958325,0.14586466165413534,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_vector_mean_pairwise_delta_distance,delta_norm,20.0,20.0,20.0,0.3191321335791163,0.24812030075187969,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,greedy_soup_accepted_count,selector_behavior,20.0,3.0,20.0,-0.308873863936208,-0.3765094543078458,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,task_arithmetic_selected_scale,selector_behavior,20.0,3.0,20.0,0.4119575926306061,0.35853992978706334,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,ties_selected_density,selector_behavior,20.0,2.0,20.0,-0.303100011571475,-0.31038822807949046,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,ties_delta_vs_greedy,ties_selected_scale,selector_behavior,20.0,1.0,20.0,,,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive association; same-base task-vector regime only,ties_delta_vs_greedy,dare_selected_drop_rate,selector_behavior,20.0,3.0,20.0,-0.48941459911022944,-0.5795882146438774,,,
association,fixed_setting,fashion_mnist,fashion_class_subsets,mlp2,128,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,descriptive only; predictor or target has no usable variance,ties_delta_vs_greedy,dare_selected_scale,selector_behavior,20.0,1.0,20.0,,,,,
