residual_source,relation_set_id,aggregation_level,setting_id,dataset,architecture,n_models,width,domain_shift,matching,seed,relation_count,unique_triangle_count,unique_holonomy_count,observed_holonomy_order_lcm,v2_observed_order,v3_observed_order,primary_source,group_closure_status,group_order_if_exact,group_exponent_if_exact,v2_group_order_if_exact,v3_group_order_if_exact,v2_group_exponent_if_exact,v3_group_exponent_if_exact,noncentral_holonomy_score,relation_count_status,controlled_true_q
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4216,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4216,1,1,1,52260,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4216,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4216,1,1,1,48180,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9864499460660687,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4217,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4217,1,1,1,2880,6,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9940005580355576,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4217,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4217,1,1,1,8694,1,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9864499460660687,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4218,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4218,1,1,1,110,1,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9900629320275555,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4218,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4218,1,1,1,396,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9864499460660687,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4219,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4219,1,1,1,219232,5,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4219,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4219,1,1,1,960,6,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4220,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4220,1,1,1,660,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4220,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4220,1,1,1,150696,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4221,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4221,1,1,1,49140,2,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9940005580355576,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4221,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4221,1,1,1,22440,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9931098075458473,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4222,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4222,1,1,1,1512,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4222,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4222,1,1,1,7980,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9900629320275555,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4223,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4223,1,1,1,2310,1,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851187666342571,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4223,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4223,1,1,1,4200,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9791528146183311,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4224,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4224,1,1,1,1716,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9931098075458473,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4224,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4224,1,1,1,4050,1,4,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4225,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4225,1,1,1,25740,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4225,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4225,1,1,1,924,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4226,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4226,1,1,1,23220,2,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9900629320275555,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4226,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4226,1,1,1,1560,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.982264602843857,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4227,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4227,1,1,1,13090,1,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9911411805811269,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4227,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4227,1,1,1,3080,3,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9807410602925474,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4228,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4228,1,1,1,42864,4,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9955957701296244,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4228,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4228,1,1,1,648,3,4,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9921567416492215,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_input_noise_monomial_weight_seed4229,run_id,fashion_mnist_mlp_N3_W128_input_noise_monomial_weight,fashion_mnist,mlp,3,128,input_noise,monomial_weight,4229,1,1,1,3290,1,0,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9877175393299442,underconstrained,
real,run::fashion_mnist_mlp_N3_W128_none_monomial_weight_seed4229,run_id,fashion_mnist_mlp_N3_W128_none_monomial_weight,fashion_mnist,mlp,3,128,none,monomial_weight,4229,1,1,1,1476,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.988921790938874,underconstrained,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4200,4,4,4,813960,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9767406240886777,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4200,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4200,4,4,4,187867680,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9691173063466707,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4201,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4201,4,4,4,11138400,5,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9881027254969066,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4201,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4201,4,4,4,39999960,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9801908769019609,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4202,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4202,4,4,4,128520,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9720133869008019,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4202,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4202,4,4,4,57120,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9694200701974724,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4203,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4203,4,4,4,434700,2,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9703019315144515,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4203,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4203,4,4,4,2282280,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9545409632186481,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4204,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4204,4,4,4,126672,4,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9840322411508128,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4204,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4204,4,4,4,506666160,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9636020620356243,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4205,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4205,4,4,4,1299480,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9720146770957274,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4205,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4205,4,4,4,480720240,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9654803473558013,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4206,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4206,4,4,4,688145640,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9786514875447755,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4206,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4206,4,4,4,5419260,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9617661537375383,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4207,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4207,4,4,4,148126440,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9919695939584893,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4207,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4207,4,4,4,7650720,5,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9851420417306321,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4208,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4208,4,4,4,311220,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9790877923325673,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4208,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4208,4,4,4,2984520,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9693932633004871,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4209,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4209,4,4,4,38088540,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9855208693501535,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4209,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4209,4,4,4,182700,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9746337507030294,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4210,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4210,4,4,4,31351320,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9857046120345007,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4210,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4210,4,4,4,34234200,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9764152103020898,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4211,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4211,4,4,4,344520,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9765991747255222,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4211,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4211,4,4,4,11171160,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9869406533828252,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4212,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4212,4,4,4,2356200,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9764931854343122,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4212,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4212,4,4,4,205656,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9745715802155961,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4213,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4213,4,4,4,546709800,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9788891944177851,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4213,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4213,4,4,4,292320,5,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9736320804529879,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4214,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4214,4,4,4,4462920,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9806334428226906,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4214,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4214,4,4,4,686280,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9704990914185796,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4215,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4215,4,4,4,875160,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9854047346740576,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4215,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4215,4,4,4,10155600,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9849345211757506,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4216,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4216,4,4,4,81904680,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9809859448909024,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4216,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4216,4,4,4,3995040,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9822673689487049,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4217,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4217,4,4,4,1492920,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9777242819374699,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4217,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4217,4,4,4,5811960,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9819425144580705,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4218,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4218,4,4,4,8034180,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9783028462433823,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4218,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4218,4,4,4,235620,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.981446893654281,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4219,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4219,4,4,4,205931880,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9809159530124001,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4219,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4219,4,4,4,281959392,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9844206445854007,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4220,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4220,4,4,4,155117520,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9785022289938513,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4220,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4220,4,4,4,1506960,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9579824700616395,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4221,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4221,4,4,4,2356200,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9733054921543144,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4221,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4221,4,4,4,23589720,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9793451983359966,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4222,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4222,4,4,4,5225220,2,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9758389605027101,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4222,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4222,4,4,4,2545620,2,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9839120721579906,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4223,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4223,4,4,4,1141686,1,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9753845028447844,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4223,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4223,4,4,4,234021480,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9849345211757506,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4224,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4224,4,4,4,628320,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9888461213873074,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4224,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4224,4,4,4,6846840,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9807865246178546,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4225,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4225,4,4,4,277200,4,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9831750274220096,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4225,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4225,4,4,4,1081080,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9779819642144749,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4226,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4226,4,4,4,6863400,3,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9829137376826755,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4226,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4226,4,4,4,184800,5,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9738314632034569,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4227,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4227,4,4,4,5442360,3,1,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9880060232578585,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4227,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4227,4,4,4,38256120,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9852238517943515,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4228,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4228,4,4,4,2520,3,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9830571341903033,sufficient,
real,run::fashion_mnist_mlp_N4_W64_none_monomial_activation_seed4228,run_id,fashion_mnist_mlp_N4_W64_none_monomial_activation,fashion_mnist,mlp,4,64,none,monomial_activation,4228,4,4,4,436486050,1,3,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9814269182502855,sufficient,
real,run::fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4229,run_id,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation,fashion_mnist,mlp,4,64,input_noise,monomial_activation,4229,4,4,4,8442720,5,2,observed_holonomy_order,truncated_max_group_order,,,0,0,0,0,0.9795431430758117,sufficient,
