candidate_id,run_id,class_status,estimated_period,bootstrap_samples,bootstrap_detection_rate,bootstrap_same_class_rate,bootstrap_same_period_rate,bootstrap_coboundary_disagreement_rate,certification_floor,bootstrap_gate_passed,diagnostic_only
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4227:0-1-2:115,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4227,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4228:0-1-2:116,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4228,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4228:0-1-2:117,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4228,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4229:0-1-2:118,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4229,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4229:0-1-2:119,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4229,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4200:0-1-2:120,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4200,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4200:0-1-2:121,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4200,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4201:0-1-2:122,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4201,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4201:0-1-2:123,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4201,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4202:0-1-2:124,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4202,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4202:0-1-2:125,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4202,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4203:0-1-2:126,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4203,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4203:0-1-2:127,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4203,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4204:0-1-2:128,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4204,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4204:0-1-2:129,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4204,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4205:0-1-2:130,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4205,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4205:0-1-2:131,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4205,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4206:0-1-2:132,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4206,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4206:0-1-2:133,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4206,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4207:0-1-2:134,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4207,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4207:0-1-2:135,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4207,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4208:0-1-2:136,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4208,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4208:0-1-2:137,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4208,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4209:0-1-2:138,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4209,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4209:0-1-2:139,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4209,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4210:0-1-2:140,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4210,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4210:0-1-2:141,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4210,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4211:0-1-2:142,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4211,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4211:0-1-2:143,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4211,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4212:0-1-2:144,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4212,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4212:0-1-2:145,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4212,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4213:0-1-2:146,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4213,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4213:0-1-2:147,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4213,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4214:0-1-2:148,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4214,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4214:0-1-2:149,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4214,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4215:0-1-2:150,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4215,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4215:0-1-2:151,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4215,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4216:0-1-2:152,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4216,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4216:0-1-2:153,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4216,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4217:0-1-2:154,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4217,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4217:0-1-2:155,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4217,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4218:0-1-2:156,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4218,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4218:0-1-2:157,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4218,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4219:0-1-2:158,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4219,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4219:0-1-2:159,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4219,not_central_or_not_projectable,,100,0.0,1.0,0.0,1.0,0.8,False,True
