setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,pairwise_alignment_permutations_json,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,is_injected_alignment_control,cycle_score,sync_reference_model,sync_disagreement,evidence_role,method,test_accuracy,test_loss,val_accuracy,val_loss,validation_accuracy_used_for_selection,selection_indices,uses_validation_data,is_single_model,exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,capacity_matched_to_weight_average,parameter_count_multiplier,inference_time_multiplier,method_note,single_best_merge_degradation,mean_individual_merge_degradation,weight_merge_degradation,delta_vs_weight_average,delta_vs_greedy_soup,delta_vs_c2m3_synchronized
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1000,mnist,mlp,3,32,none,activation,1000,1,512,256,128,0.001,314159,0.2,0.29296875,0.34375,0.22265625,0.12109375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,28,18,25,8,29,23,26,20,31,2,9,19,13,5,21,0,6,3,15,1,22,16,11,17,7,30,14,10,24,4,12],""0->2"":[29,6,31,27,13,16,21,7,10,1,19,9,0,4,18,20,15,5,17,24,12,28,26,25,11,23,30,22,2,8,3,14],""1->0"":[16,20,10,13,30,14,28,8,4,11,2,17,31,9,3,19,7,6,25,5,27,22,1,18,29,12,15,0,21,24,26,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[28,23,24,4,13,27,2,22,7,31,18,21,12,9,15,30,5,26,6,11,10,20,25,3,1,14,19,29,17,8,16,0],""2->0"":[12,9,2,3,8,26,1,7,24,11,13,23,6,4,19,16,5,21,28,30,15,20,22,25,31,14,29,10,18,0,17,27],""2->1"":[31,26,6,23,3,15,18,12,29,27,20,5,19,13,25,4,2,28,10,22,21,7,14,1,24,30,11,17,8,0,16,9],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.59823610385259,0.6134253144264221,"[{""pair"":""0-1"",""residual"":0.6048646569252014},{""pair"":""0-2"",""residual"":0.6134253144264221},{""pair"":""1-2"",""residual"":0.5764183402061462}]",injected_noise,0.25,True,0.9519716382329886,1,0.3368055555555556,negative_control_injected_alignment_noise,ensemble_upper_bound,0.453125,2.2110763788223267,0.39215686274509803,2.214699988271676,,[],False,False,False,False,True,False,3.0,3.0,extra-capacity ensemble upper bound over all local models,-0.109375,-0.16015625,,0.1953125,0.109375,0.14453125
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1000,mnist,mlp,3,32,none,activation,1000,1,512,256,128,0.001,314159,0.2,0.29296875,0.34375,0.22265625,0.12109375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,28,18,25,8,29,23,26,20,31,2,9,19,13,5,21,0,6,3,15,1,22,16,11,17,7,30,14,10,24,4,12],""0->2"":[29,6,31,27,13,16,21,7,10,1,19,9,0,4,18,20,15,5,17,24,12,28,26,25,11,23,30,22,2,8,3,14],""1->0"":[16,20,10,13,30,14,28,8,4,11,2,17,31,9,3,19,7,6,25,5,27,22,1,18,29,12,15,0,21,24,26,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[28,23,24,4,13,27,2,22,7,31,18,21,12,9,15,30,5,26,6,11,10,20,25,3,1,14,19,29,17,8,16,0],""2->0"":[12,9,2,3,8,26,1,7,24,11,13,23,6,4,19,16,5,21,28,30,15,20,22,25,31,14,29,10,18,0,17,27],""2->1"":[31,26,6,23,3,15,18,12,29,27,20,5,19,13,25,4,2,28,10,22,21,7,14,1,24,30,11,17,8,0,16,9],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.59823610385259,0.6134253144264221,"[{""pair"":""0-1"",""residual"":0.6048646569252014},{""pair"":""0-2"",""residual"":0.6134253144264221},{""pair"":""1-2"",""residual"":0.5764183402061462}]",injected_noise,0.25,True,0.9519716382329886,1,0.3368055555555556,negative_control_injected_alignment_noise,rank_lift_branch_ensemble_2,0.33984375,2.2256999015808105,0.28431372549019607,2.230896893669577,,[],False,False,True,False,True,False,2.0,2.0,"rank-lift branch ensemble; extra capacity, not a single merged model",0.00390625,-0.046875,,0.08203125,-0.00390625,0.03125
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,weight_average,0.265625,2.2741113901138306,0.2549019607843137,2.272286209405637,,[],False,True,False,False,False,True,1.0,1.0,ordinary parameter average without alignment,0.12890625,0.045572916666666685,0.12890625,0.0,-0.12890625,0.03125
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,greedy_soup,0.39453125,2.1805498600006104,0.39215686274509803,2.168587478936887,0.39215686274509803,[1],True,True,False,True,False,True,1.0,1.0,faithful greedy Model Soups-style validation-selected soup,0.0,-0.08333333333333331,,0.12890625,0.0,0.16015625
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,git_rebasin_pairwise_ref0,0.234375,2.2439494132995605,0.2549019607843137,2.234727896896063,,[],False,True,True,False,False,True,1.0,1.0,faithful Git-ReBasin-style pairwise hidden-unit alignment to model 0,0.16015625,0.07682291666666669,,-0.03125,-0.16015625,0.0
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,c2m3_synchronized,0.234375,2.2439494132995605,0.2549019607843137,2.234727896896063,,[],False,True,True,False,False,True,1.0,1.0,internal C2M3-style global permutation synchronization before averaging,0.16015625,0.07682291666666669,,-0.03125,-0.16015625,0.0
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,ensemble_upper_bound,0.30859375,2.2072912454605103,0.30392156862745096,2.1995171939625457,,[],False,False,False,False,True,False,3.0,3.0,extra-capacity ensemble upper bound over all local models,0.0859375,0.002604166666666685,,0.04296875,-0.0859375,0.07421875
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,3,7,9,8,26,6,31,24,25,17,1,13,29,15,16,10,14,2,30,11,12,18,19,21,23,0,28,4,20,5,22],""0->2"":[22,18,10,12,25,31,27,14,16,26,4,0,17,1,30,7,6,2,21,29,13,11,23,3,9,28,15,19,20,8,24,5],""1->0"":[26,11,18,1,28,30,6,2,4,3,16,20,21,12,17,14,15,10,22,23,29,24,31,25,8,9,5,0,27,13,19,7],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,8,27,19,0,28,10,18,23,17,26,30,11,4,22,29,24,5,13,3,9,16,1,6,20,21,14,2,25,31,12],""2->0"":[11,13,17,23,10,31,16,15,29,24,2,21,3,20,7,26,8,12,1,27,28,18,0,22,30,4,9,6,25,19,14,5],""2->1"":[5,23,28,20,14,18,24,1,2,21,7,13,31,19,27,0,22,10,8,4,25,26,15,9,17,29,11,3,6,16,12,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.5502655506134033,0.5585619807243347,"[{""pair"":""0-1"",""residual"":0.5585619807243347},{""pair"":""0-2"",""residual"":0.5469331741333008},{""pair"":""1-2"",""residual"":0.5453014969825745}]",observed,0.0,False,0.9519716382329886,0,0.2013888888888889,primary_observed_alignment,rank_lift_branch_ensemble_2,0.234375,2.2207894325256348,0.21568627450980393,2.2111612955729165,,[],False,False,True,False,True,False,2.0,2.0,"rank-lift branch ensemble; extra capacity, not a single merged model",0.16015625,0.07682291666666669,,-0.03125,-0.16015625,0.0
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,19,7,3,8,26,23,31,24,25,13,1,18,15,29,16,10,14,2,30,11,12,17,9,21,6,0,28,4,20,5,22],""0->2"":[14,18,10,12,4,31,3,20,16,26,21,0,5,1,30,7,6,17,25,2,13,11,23,27,9,28,15,19,22,8,24,29],""1->0"":[26,11,18,10,28,2,6,30,4,3,16,24,27,12,9,14,15,22,1,7,29,20,31,17,8,25,5,0,21,13,19,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,31,20,19,0,8,10,18,2,17,26,30,11,28,9,4,24,5,13,3,22,16,1,21,27,6,14,23,25,29,12],""2->0"":[11,13,21,23,10,31,16,15,18,24,2,17,3,20,7,26,8,12,29,27,28,1,30,14,0,4,9,19,25,6,22,5],""2->1"":[7,23,28,20,14,15,24,17,2,21,18,13,31,19,27,5,22,10,8,26,25,4,1,9,0,12,11,3,6,16,29,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.6050488948822021,0.611761748790741,"[{""pair"":""0-1"",""residual"":0.6006951928138733},{""pair"":""0-2"",""residual"":0.611761748790741},{""pair"":""1-2"",""residual"":0.6026897430419922}]",injected_noise,0.25,True,0.9682458365518543,0,0.3194444444444444,negative_control_injected_alignment_noise,weight_average,0.265625,2.2741113901138306,0.2549019607843137,2.272286209405637,,[],False,True,False,False,False,True,1.0,1.0,ordinary parameter average without alignment,0.12890625,0.045572916666666685,0.12890625,0.0,-0.12890625,0.078125
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,19,7,3,8,26,23,31,24,25,13,1,18,15,29,16,10,14,2,30,11,12,17,9,21,6,0,28,4,20,5,22],""0->2"":[14,18,10,12,4,31,3,20,16,26,21,0,5,1,30,7,6,17,25,2,13,11,23,27,9,28,15,19,22,8,24,29],""1->0"":[26,11,18,10,28,2,6,30,4,3,16,24,27,12,9,14,15,22,1,7,29,20,31,17,8,25,5,0,21,13,19,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,31,20,19,0,8,10,18,2,17,26,30,11,28,9,4,24,5,13,3,22,16,1,21,27,6,14,23,25,29,12],""2->0"":[11,13,21,23,10,31,16,15,18,24,2,17,3,20,7,26,8,12,29,27,28,1,30,14,0,4,9,19,25,6,22,5],""2->1"":[7,23,28,20,14,15,24,17,2,21,18,13,31,19,27,5,22,10,8,26,25,4,1,9,0,12,11,3,6,16,29,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.6050488948822021,0.611761748790741,"[{""pair"":""0-1"",""residual"":0.6006951928138733},{""pair"":""0-2"",""residual"":0.611761748790741},{""pair"":""1-2"",""residual"":0.6026897430419922}]",injected_noise,0.25,True,0.9682458365518543,0,0.3194444444444444,negative_control_injected_alignment_noise,greedy_soup,0.39453125,2.1805498600006104,0.39215686274509803,2.168587478936887,0.39215686274509803,[1],True,True,False,True,False,True,1.0,1.0,faithful greedy Model Soups-style validation-selected soup,0.0,-0.08333333333333331,,0.12890625,0.0,0.20703125
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,19,7,3,8,26,23,31,24,25,13,1,18,15,29,16,10,14,2,30,11,12,17,9,21,6,0,28,4,20,5,22],""0->2"":[14,18,10,12,4,31,3,20,16,26,21,0,5,1,30,7,6,17,25,2,13,11,23,27,9,28,15,19,22,8,24,29],""1->0"":[26,11,18,10,28,2,6,30,4,3,16,24,27,12,9,14,15,22,1,7,29,20,31,17,8,25,5,0,21,13,19,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,31,20,19,0,8,10,18,2,17,26,30,11,28,9,4,24,5,13,3,22,16,1,21,27,6,14,23,25,29,12],""2->0"":[11,13,21,23,10,31,16,15,18,24,2,17,3,20,7,26,8,12,29,27,28,1,30,14,0,4,9,19,25,6,22,5],""2->1"":[7,23,28,20,14,15,24,17,2,21,18,13,31,19,27,5,22,10,8,26,25,4,1,9,0,12,11,3,6,16,29,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.6050488948822021,0.611761748790741,"[{""pair"":""0-1"",""residual"":0.6006951928138733},{""pair"":""0-2"",""residual"":0.611761748790741},{""pair"":""1-2"",""residual"":0.6026897430419922}]",injected_noise,0.25,True,0.9682458365518543,0,0.3194444444444444,negative_control_injected_alignment_noise,git_rebasin_pairwise_ref0,0.1875,2.2546639442443848,0.17647058823529413,2.2459332335229014,,[],False,True,True,False,False,True,1.0,1.0,faithful Git-ReBasin-style pairwise hidden-unit alignment to model 0,0.20703125,0.12369791666666669,,-0.078125,-0.20703125,0.0
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,19,7,3,8,26,23,31,24,25,13,1,18,15,29,16,10,14,2,30,11,12,17,9,21,6,0,28,4,20,5,22],""0->2"":[14,18,10,12,4,31,3,20,16,26,21,0,5,1,30,7,6,17,25,2,13,11,23,27,9,28,15,19,22,8,24,29],""1->0"":[26,11,18,10,28,2,6,30,4,3,16,24,27,12,9,14,15,22,1,7,29,20,31,17,8,25,5,0,21,13,19,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,31,20,19,0,8,10,18,2,17,26,30,11,28,9,4,24,5,13,3,22,16,1,21,27,6,14,23,25,29,12],""2->0"":[11,13,21,23,10,31,16,15,18,24,2,17,3,20,7,26,8,12,29,27,28,1,30,14,0,4,9,19,25,6,22,5],""2->1"":[7,23,28,20,14,15,24,17,2,21,18,13,31,19,27,5,22,10,8,26,25,4,1,9,0,12,11,3,6,16,29,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.6050488948822021,0.611761748790741,"[{""pair"":""0-1"",""residual"":0.6006951928138733},{""pair"":""0-2"",""residual"":0.611761748790741},{""pair"":""1-2"",""residual"":0.6026897430419922}]",injected_noise,0.25,True,0.9682458365518543,0,0.3194444444444444,negative_control_injected_alignment_noise,c2m3_synchronized,0.1875,2.2546639442443848,0.17647058823529413,2.2459332335229014,,[],False,True,True,False,False,True,1.0,1.0,internal C2M3-style global permutation synchronization before averaging,0.20703125,0.12369791666666669,,-0.078125,-0.20703125,0.0
mnist_mlp_N3_W32_none_activation,mnist_mlp_N3_W32_none_activation_seed1001,mnist,mlp,3,32,none,activation,1001,1,512,256,128,0.001,314159,0.2,0.3111979166666667,0.39453125,0.2421875,0.15234375,"{""0->0"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""0->1"":[27,19,7,3,8,26,23,31,24,25,13,1,18,15,29,16,10,14,2,30,11,12,17,9,21,6,0,28,4,20,5,22],""0->2"":[14,18,10,12,4,31,3,20,16,26,21,0,5,1,30,7,6,17,25,2,13,11,23,27,9,28,15,19,22,8,24,29],""1->0"":[26,11,18,10,28,2,6,30,4,3,16,24,27,12,9,14,15,22,1,7,29,20,31,17,8,25,5,0,21,13,19,23],""1->1"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""1->2"":[15,7,31,20,19,0,8,10,18,2,17,26,30,11,28,9,4,24,5,13,3,22,16,1,21,27,6,14,23,25,29,12],""2->0"":[11,13,21,23,10,31,16,15,18,24,2,17,3,20,7,26,8,12,29,27,28,1,30,14,0,4,9,19,25,6,22,5],""2->1"":[7,23,28,20,14,15,24,17,2,21,18,13,31,19,27,5,22,10,8,26,25,4,1,9,0,12,11,3,6,16,29,30],""2->2"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]}",0.6050488948822021,0.611761748790741,"[{""pair"":""0-1"",""residual"":0.6006951928138733},{""pair"":""0-2"",""residual"":0.611761748790741},{""pair"":""1-2"",""residual"":0.6026897430419922}]",injected_noise,0.25,True,0.9682458365518543,0,0.3194444444444444,negative_control_injected_alignment_noise,ensemble_upper_bound,0.30859375,2.2072912454605103,0.30392156862745096,2.1995171939625457,,[],False,False,False,False,True,False,3.0,3.0,extra-capacity ensemble upper bound over all local models,0.0859375,0.002604166666666685,,0.04296875,-0.0859375,0.12109375
