summary_type,method,n_rows,n_settings,mean_val_accuracy,mean_val_loss,mean_test_accuracy,test_accuracy_standard_error,test_accuracy_ci_low,test_accuracy_ci_high,mean_individual_accuracy_mean,mean_individual_accuracy_max,min_individual_accuracy_max,base_accuracy_gate_pass_rate,mean_accuracy_delta_vs_c2m3,mean_accuracy_delta_vs_greedy_soup,mean_accuracy_delta_vs_weight_average,mean_validation_delta_vs_c2m3,mean_validation_delta_vs_greedy_soup,mean_channel_permutation_cycle_score,mean_pairwise_activation_alignment_residual,mean_global_channel_scale_sync_residual,mean_log_scale_variance,conv1_log_scale_variance,conv2_log_scale_variance,fc1_log_scale_variance,exact_relu_channel_gauge,single_model,capacity_matched,is_soup,is_ensemble,ensemble_or_extra_capacity,central_projective_candidate_fraction,finite_index_candidate_fraction,selector_choice_counts,comparison,baseline,n_pairs,paired_mean_test_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,scope,selector_challenger_counts,left_greedy_rate,mean_delta_vs_greedy_soup,false_challenger_rate,beneficial_challenger_rate,claim,claim_decision,claim_reason
method_summary,weight_average,5.0,5.0,0.13333333333333336,2.2862415135701495,0.13424,0.01732820244572414,0.10758000000000001,0.16746,0.6432533333333333,0.65062,0.6464,1.0,-0.33018000000000003,-0.51376,0.0,-0.32816666666666666,-0.5176666666666667,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,False,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,c2m3_channel_synchronization,5.0,5.0,0.4615,1.6546581916809082,0.46442000000000005,0.017813124375021926,0.43479799999999996,0.49792000000000003,0.6432533333333333,0.65062,0.6464,1.0,0.0,-0.18358000000000002,0.33018000000000003,0.0,-0.18950000000000003,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,positive_channel_scale,5.0,5.0,0.413,1.696404047648112,0.41559999999999997,0.026125925820915892,0.36448,0.4566,0.6432533333333333,0.65062,0.6464,1.0,-0.048819999999999995,-0.23240000000000002,0.28136,-0.0485,-0.23800000000000004,0.8958201671544316,0.774967180358039,0.27368428147044555,0.60211877284876,0.22292636758173398,1.4600718601646319,0.12335809079991433,True,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,shrinkage_channel_scale,5.0,5.0,0.46291666666666664,1.6569970639546714,0.46458000000000005,0.017438446031685283,0.43567049999999996,0.4949800000000001,0.6432533333333333,0.65062,0.6464,1.0,0.0001600000000000046,-0.18342,0.33033999999999997,0.001416666666666655,-0.18808333333333335,0.8958201671544316,0.774967180358039,0.27368428147044555,0.004580114561987267,0.005955802183761112,0.0058442719781360225,0.0019402695240646694,True,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,global_channel_scale,5.0,5.0,0.46308333333333335,1.6554295463562014,0.46446000000000004,0.016688187439024043,0.43502,0.49548000000000003,0.6432533333333333,0.65062,0.6464,1.0,3.999999999999559e-05,-0.18354000000000004,0.33022,0.0015833333333333365,-0.18791666666666668,0.8958201671544316,0.774967180358039,0.27368428147044555,0.007044671004838696,0.00906775415343836,0.008746595593429426,0.003319663267648301,True,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,optimized_channel_scale,5.0,5.0,0.4651666666666666,1.6569371668497723,0.46496000000000004,0.01701847819283498,0.43481999999999993,0.49485999999999997,0.6432533333333333,0.65062,0.6464,1.0,0.000539999999999996,-0.18304000000000004,0.33072,0.0036666666666666627,-0.18583333333333335,0.8958201671544316,0.774967180358039,0.27368428147044555,0.009848714553804648,0.0064852662819334436,0.00738063112114863,0.01568024625833187,True,True,True,False,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,greedy_soup,5.0,5.0,0.651,1.0112243658701578,0.648,0.002598461083025875,0.6432800000000001,0.65192,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,False,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,positive_channel_scaled_greedy_soup,5.0,5.0,0.651,1.0112243595123291,0.648,0.002598461083025875,0.6432800000000001,0.6519199999999999,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,shrinkage_channel_scaled_greedy_soup,5.0,5.0,0.651,1.0112243747711183,0.648,0.002598461083025875,0.64336,0.6519199999999999,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,global_channel_scaled_greedy_soup,5.0,5.0,0.651,1.0112243696848553,0.648,0.002598461083025875,0.64336,0.6519199999999999,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,optimized_channel_scaled_greedy_soup,5.0,5.0,0.651,1.0112243734995525,0.648,0.002598461083025875,0.6427200000000001,0.6519199999999999,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,union_channel_candidate_soup,5.0,5.0,0.6511666666666667,1.0109010442097979,0.6484399999999999,0.0022184679398179327,0.6446,0.65192,0.6432533333333333,0.65062,0.6464,1.0,0.18402000000000002,0.00043999999999999595,0.5142,0.18966666666666668,0.0001666666666666705,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,True,True,True,True,False,False,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
method_summary,greedy_safe_selector,5.0,5.0,0.651,1.0112243658701578,0.648,0.002598461083025875,0.6427200000000001,0.65184,0.6432533333333333,0.65062,0.6464,1.0,0.18358000000000002,0.0,0.51376,0.18950000000000003,0.0,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,False,True,True,True,False,False,0.0,0.0,"{""greedy_soup"": 5}",,,,,,,,,,,,,,,,,,,,,,
method_summary,ensemble_upper_bound,5.0,5.0,0.67175,0.9474414914449056,0.67276,0.0019633135256499398,0.6689,0.6759400000000001,0.6432533333333333,0.65062,0.6464,1.0,0.20834000000000003,0.024760000000000004,0.53852,0.21024999999999996,0.02074999999999998,0.8958201671544316,0.774967180358039,0.27368428147044555,,,,,False,False,False,False,True,True,0.0,0.0,{},,,,,,,,,,,,,,,,,,,,,,
paired_comparison,shrinkage_channel_scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shrinkage_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,5.0,0.0001600000000000046,-0.0006400000000000072,0.0012800000000000144,0.0022320866775512815,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
paired_comparison,global_channel_scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,global_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,5.0,3.999999999999559e-05,-0.0019000000000000238,0.0022800000000000155,0.001293323974609395,1.0,1.0,3.0,0.625,1.0,1.0,,,,,,,,,
paired_comparison,optimized_channel_scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optimized_channel_scale_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,5.0,0.000539999999999996,-0.000880000000000003,0.002740000000000009,0.002654462928771961,1.0,1.0,3.0,0.625,1.0,1.0,,,,,,,,,
paired_comparison,union_channel_candidate_soup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,union_channel_candidate_soup_vs_greedy_soup,greedy_soup,5.0,0.00043999999999999595,0.0,0.0013199999999999878,-0.0002771249008177934,1.0,4.0,0.0,1.0,1.0,1.0,,,,,,,,,
paired_comparison,greedy_safe_selector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_greedy_soup,greedy_soup,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,1.0,,,,,,,,,
paired_comparison,greedy_safe_selector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_safe_selector_vs_c2m3_channel_synchronization,c2m3_channel_synchronization,5.0,0.18358000000000002,0.15281550000000002,0.20928000000000005,-0.6447209106063843,5.0,0.0,0.0,0.0625,1.0,1.0,,,,,,,,,
selector_behavior,greedy_safe_selector,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""greedy_soup"": 5}",,,,,,,,,,,,,,overall,"{""union_channel_candidate_soup"": 5}",0.0,0.0,0.0,0.0,,,
selector_behavior,greedy_safe_selector,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""greedy_soup"": 5}",,,,,,,,,,,,,,N3,"{""union_channel_candidate_soup"": 5}",0.0,0.0,0.0,0.0,,,
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_base_accuracy_gate_passed_final,Supported limited,all final settings pass; minimum setting max individual accuracy=0.6464
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_shrinkage_channel_scale_over_c2m3,Supported descriptive,"positive paired mean=0.000160, CI=[-0.000640,0.001280], fixed positives=1/1"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_global_channel_scale_over_c2m3,Supported descriptive,"positive paired mean=0.000040, CI=[-0.001900,0.002280], fixed positives=1/1"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_optimized_channel_scale_over_c2m3,Supported descriptive,"positive paired mean=0.000540, CI=[-0.000880,0.002740], fixed positives=1/1"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_union_candidate_soup_over_greedy_soup,Supported descriptive,"positive paired mean=0.000440, CI=[0.000000,0.001320], fixed positives=1/1"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_greedy_safe_selector_over_or_matches_greedy_soup,Supported limited,"matches baseline with paired mean=0.000000, CI=[0.000000,0.000000]"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_exact_channel_gauge_methods_capacity_matched,Supported limited,"exact=True, capacity_matched=True for C2M3 and scale rows; no BatchNorm gauge claim is made"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_general_model_merging_win,Not yet supported,"bounded no-BatchNorm CIFAR setting only; no external official baseline, SOTA, BatchNorm, or broad CIFAR claim"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_branch_closed_for_current_paper,Supported limited,"final bounded CIFAR run completed; base gate passes, exact channel gauges are descriptive only, union soup CI touches zero, and the report closes CIFAR as an appendix boundary"
claim_decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar_residuals_are_brauer_or_period_index,Not yet supported,this run records channel residual diagnostics but does not find or certify Brauer/period-index CIFAR residual classes
