setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,pairwise_alignment_permutations_json,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,is_injected_alignment_control,cycle_score,sync_reference_model,sync_disagreement,evidence_role,method,test_accuracy,test_loss,val_accuracy,val_loss,validation_accuracy_used_for_selection,selection_indices,uses_validation_data,is_single_model,exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,branch_count,parameter_count,parameter_multiplier,inference_multiplier,parameter_count_multiplier,inference_time_multiplier,uses_obstruction_residual,uses_distillation,method_note,single_best_merge_degradation,mean_individual_merge_degradation,weight_merge_degradation,delta_vs_weight_average,delta_vs_greedy_soup,delta_vs_c2m3_synchronized
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,weight_average,0.0625,2.3146549463272095,0.10526315789473684,2.285708979556435,,[],False,True,False,False,False,True,False,1,6370,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.09375,0.05729166666666667,0.09375,0.0,-0.09375,-0.0625
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,greedy_soup,0.15625,2.3023470640182495,0.21052631578947367,2.2587697882401314,0.21052631578947367,"[0,2]",True,True,False,True,False,True,False,1,6370,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0,-0.03645833333333333,,0.09375,0.0,0.03125
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,git_rebasin_pairwise_ref0,0.125,2.3060483932495117,0.15789473684210525,2.279264349686472,,[],False,True,True,False,False,True,False,1,6370,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.03125,-0.005208333333333329,,0.0625,-0.03125,0.0
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,c2m3_synchronized,0.125,2.3060483932495117,0.15789473684210525,2.279264349686472,,[],False,True,True,False,False,True,False,1,6370,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.03125,-0.005208333333333329,,0.0625,-0.03125,0.0
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,ensemble_upper_bound,0.09375,2.2878384590148926,0.10526315789473684,2.2933963976408305,,[],False,False,False,False,True,False,False,3,19110,3.0,3.0,3.0,3.0,False,False,extra-capacity ensemble upper bound over local models,0.0625,0.02604166666666667,,0.03125,-0.0625,-0.03125
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,twisted_rank_lift_2,0.109375,2.301547646522522,0.05263157894736842,2.3109046534488074,,[],False,False,True,False,True,False,True,2,12740,2.0,2.0,2.0,2.0,True,False,"rank-lift branch ensemble; extra capacity, not a single merged model",0.046875,0.010416666666666671,,0.046875,-0.046875,-0.015625
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,random_branch_ensemble_2,0.09375,2.2964051961898804,0.10526315789473684,2.2785437734503495,,[],False,False,True,False,True,False,True,2,12740,2.0,2.0,2.0,2.0,False,False,random branch ensemble matched to rank-lift branch count; non-obstruction control,0.0625,0.02604166666666667,,0.03125,-0.0625,-0.03125
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,validation_branch_ensemble_2,0.15625,2.2846615314483643,0.21052631578947367,2.265045166015625,,[],True,False,False,False,True,False,True,2,12740,2.0,2.0,2.0,2.0,False,False,validation-selected branch ensemble matched to rank-lift branch count; non-obstruction control,0.0,-0.03645833333333333,,0.09375,0.0,0.03125
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed1,fake-mnist,mlp,3,8,none,weight,1,1,96,64,32,0.001,314159,0.2,0.11979166666666667,0.15625,0.09375,0.0625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[2,5,7,0,6,4,3,1],""0->2"":[0,2,1,5,6,4,3,7],""1->0"":[3,7,0,6,5,1,4,2],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[2,7,5,6,4,3,0,1],""2->0"":[0,2,1,6,5,3,4,7],""2->1"":[6,7,0,5,4,2,3,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.713819662729899,0.7425716519355774,"[{""pair"":""0-1"",""residual"":0.7425716519355774},{""pair"":""0-2"",""residual"":0.7202234864234924},{""pair"":""1-2"",""residual"":0.6786638498306274}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,c2m3_cluster_branch_ensemble_2,0.109375,2.301547646522522,0.05263157894736842,2.3109046534488074,,[],False,False,True,False,True,False,True,2,12740,2.0,2.0,2.0,2.0,False,False,C2M3-distance branch ensemble matched to rank-lift branch count; no obstruction residual used,0.046875,0.010416666666666671,,0.046875,-0.046875,-0.015625
fake-mnist_mlp_N3_W8_none_weight,fake-mnist_mlp_N3_W8_none_weight_seed2,fake-mnist,mlp,3,8,none,weight,2,1,96,64,32,0.001,314159,0.2,0.140625,0.234375,0.09375,0.140625,"{""0->0"":[0,1,2,3,4,5,6,7],""0->1"":[5,1,6,4,7,0,2,3],""0->2"":[3,7,6,5,4,1,0,2],""1->0"":[5,1,6,7,3,0,2,4],""1->1"":[0,1,2,3,4,5,6,7],""1->2"":[6,7,1,0,5,3,4,2],""2->0"":[6,5,7,0,4,3,2,1],""2->1"":[3,2,7,5,6,4,0,1],""2->2"":[0,1,2,3,4,5,6,7]}",0.7024083733558655,0.7229072451591492,"[{""pair"":""0-1"",""residual"":0.7019741535186768},{""pair"":""0-2"",""residual"":0.6823437213897705},{""pair"":""1-2"",""residual"":0.7229072451591492}]",observed,0.0,False,0.7905694150420949,0,0.1388888888888889,primary_observed_alignment,weight_average,0.109375,2.301150679588318,0.10526315789473684,2.2916442469546667,,[],False,True,False,False,False,True,False,1,6370,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.125,0.03125,0.125,0.0,0.0,0.046875
