setting_id,dataset,architecture,n_models,width,domain_shift,matching,seed,run_id,method,status,max_eval_batches,best_model_index,mean_cycle_score,max_cycle_score,nonidentity_triangle_fraction,sync_disagreement,pairwise_alignment_residual_mean,activation_assignment_similarity_mean,combined_obstruction_score,monomial_defect_score,cycle_score,meaningful,selection_indices,alignment_conditioned,val_loss_t0,val_loss_t05,val_loss_t1,val_accuracy_t0,val_accuracy_t05,val_accuracy_t1,val_midpoint_loss_barrier,val_max_loss_barrier,val_accuracy_drop_barrier_t05,val_logit_interpolation_disagreement_t05,val_t_grid_json,test_loss_t0,test_loss_t05,test_loss_t1,test_accuracy_t0,test_accuracy_t05,test_accuracy_t1,test_midpoint_loss_barrier,test_max_loss_barrier,test_accuracy_drop_barrier_t05,test_logit_interpolation_disagreement_t05,test_t_grid_json,sync_reference_model,sync_disagreement_for_path,monomial_scale_method,linear_mode_connectivity_barrier,c2m3_barrier_delta_vs_git_rebasin,c2m3_barrier_delta_vs_weight_average,monomial_barrier_delta_vs_c2m3
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3000,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,weight_average,ok,0,0,0.9100137361600648,0.9100137361600648,1.0,0.2152777777777778,0.2862329284350077,0.7039878077436393,0.6604895315621665,,0.9100137361600648,True,,False,0.4338729362487793,0.8876970138549805,1.6798113784790039,0.855,0.747,0.442,-0.16914514350891108,0.05839568996429456,-0.09850000000000003,0.158,"[0.0,0.25,0.5,0.75,1.0]",0.49133039364814757,0.9179435438156128,1.7016013671875,0.8278,0.7298,0.4298,-0.17852233660221095,0.051362715995311614,-0.10099999999999998,0.1694,"[0.0,0.25,0.5,0.75,1.0]",,,,0.015832601070403962,-0.00973635721206656,0.0425630888938906,0.009189754486083945
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3000,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,git_rebasin_pairwise_ref0,ok,0,0,0.9100137361600648,0.9100137361600648,1.0,0.2152777777777778,0.2862329284350077,0.7039878077436393,0.6604895315621665,,0.9100137361600648,True,,True,0.4338729362487793,0.507334415435791,0.589504150390625,0.855,0.834,0.8065,-0.004354127883911096,0.006096243858337402,-0.003249999999999975,0.038,"[0.0,0.25,0.5,0.75,1.0]",0.49133039364814757,0.5618108951568603,0.6444478792190552,0.8278,0.8104,0.781,-0.006078241276741059,0.0053810644507408245,-0.006000000000000005,0.0336,"[0.0,0.25,0.5,0.75,1.0]",,,,0.015832601070403962,-0.00973635721206656,0.0425630888938906,0.009189754486083945
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3000,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,c2m3_synchronized,ok,0,0,0.9100137361600648,0.9100137361600648,1.0,0.2152777777777778,0.2862329284350077,0.7039878077436393,0.6604895315621665,,0.9100137361600648,True,,True,0.43387292861938476,0.5109961090087891,0.5765893802642822,0.855,0.829,0.81,0.005764954566955582,0.015832601070403962,0.0035000000000000586,0.0425,"[0.0,0.25,0.5,0.75,1.0]",0.49133039064407347,0.5649608649253846,0.6299726763725281,0.8278,0.805,0.7868,0.004309331417083784,0.015512556886672968,0.0022999999999999687,0.0436,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:1",0.2152777777777778,,0.015832601070403962,-0.00973635721206656,0.0425630888938906,0.009189754486083945
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3000,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,greedy_soup,ok,0,0,0.9100137361600648,0.9100137361600648,1.0,0.2152777777777778,0.2862329284350077,0.7039878077436393,0.6604895315621665,,0.9100137361600648,False,0,False,0.4338729362487793,0.4338729362487793,0.4338729362487793,0.855,0.855,0.855,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.49133039364814757,0.49133039364814757,0.49133039364814757,0.8278,0.8278,0.8278,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.015832601070403962,-0.00973635721206656,0.0425630888938906,0.009189754486083945
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3000,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3000,monomial_shrinkage,ok,0,0,0.9100137361600648,0.9100137361600648,1.0,0.2152777777777778,0.2862329284350077,0.7039878077436393,0.6604895315621665,,0.9100137361600648,True,,True,0.4338729362487793,0.5074585037231445,0.5869635334014892,0.855,0.828,0.7955,-0.002959731101989771,0.006642846584320017,-0.002749999999999919,0.0295,"[0.0,0.25,0.5,0.75,1.0]",0.49133039364814757,0.5624786202430725,0.6424397422790528,0.8278,0.8056,0.7738,-0.004406447720527673,0.006049746167659853,-0.0048000000000000265,0.033,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.015832601070403962,-0.00973635721206656,0.0425630888938906,0.009189754486083945
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3001,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,weight_average,ok,0,0,0.8970437559004577,0.8970437559004577,1.0,0.2122395833333333,0.2796631852785746,0.7176519426672409,0.6520557245318267,,0.8970437559004577,True,,False,0.43454388236999514,0.9041482772827149,1.6583783416748046,0.855,0.6945,0.4675,-0.14231283473968503,0.08719805574417117,-0.03325,0.2345,"[0.0,0.25,0.5,0.75,1.0]",0.4958956871986389,0.9372291757583618,1.676103968811035,0.827,0.6844,0.459,-0.14877065224647523,0.0825423867940902,-0.04139999999999999,0.2418,"[0.0,0.25,0.5,0.75,1.0]",,,,0.017847045421600316,-0.013312531471252442,0.06935101032257085,0.016141658306121798
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3001,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,git_rebasin_pairwise_ref0,ok,0,0,0.8970437559004577,0.8970437559004577,1.0,0.2122395833333333,0.2796631852785746,0.7176519426672409,0.6520557245318267,,0.8970437559004577,True,,True,0.43454388236999514,0.5062958145141602,0.5937221755981446,0.855,0.8285,0.785,-0.007837214469909703,0.004534513950347874,-0.008499999999999952,0.0365,"[0.0,0.25,0.5,0.75,1.0]",0.4958956871986389,0.5579708905696869,0.6411590596199036,0.827,0.8034,0.768,-0.010556482839584436,0.0029900060653687,-0.005900000000000016,0.0424,"[0.0,0.25,0.5,0.75,1.0]",,,,0.017847045421600316,-0.013312531471252442,0.06935101032257085,0.016141658306121798
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3001,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,c2m3_synchronized,ok,0,0,0.8970437559004577,0.8970437559004577,1.0,0.2122395833333333,0.2796631852785746,0.7176519426672409,0.6520557245318267,,0.8970437559004577,True,,True,0.43454390144348143,0.5172884006500245,0.5886933059692383,0.855,0.8295,0.8065,0.00566979694366454,0.017847045421600316,0.0012499999999999734,0.0445,"[0.0,0.25,0.5,0.75,1.0]",0.4958956841945648,0.569166678237915,0.6404156326293945,0.827,0.808,0.7848,0.001011019825935322,0.015010818064212783,-0.0020999999999999908,0.0484,"[0.0,0.25,0.5,0.75,1.0]","hidden1:1,hidden2:1",0.21223958333333331,,0.017847045421600316,-0.013312531471252442,0.06935101032257085,0.016141658306121798
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3001,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,greedy_soup,ok,0,0,0.8970437559004577,0.8970437559004577,1.0,0.2122395833333333,0.2796631852785746,0.7176519426672409,0.6520557245318267,,0.8970437559004577,False,0,False,0.43454388236999514,0.43454388236999514,0.43454388236999514,0.855,0.855,0.855,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.4958956871986389,0.4958956871986389,0.4958956871986389,0.827,0.827,0.827,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.017847045421600316,-0.013312531471252442,0.06935101032257085,0.016141658306121798
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3001,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3001,monomial_shrinkage,ok,0,0,0.8970437559004577,0.8970437559004577,1.0,0.2122395833333333,0.2796631852785746,0.7176519426672409,0.6520557245318267,,0.8970437559004577,True,,True,0.43454388236999514,0.49799581336975096,0.5798699626922608,0.855,0.8385,0.811,-0.009211109161377018,0.0017053871154785183,-0.00550000000000006,0.024,"[0.0,0.25,0.5,0.75,1.0]",0.4958956871986389,0.5511302033424378,0.6291681370735168,0.827,0.809,0.7804,-0.011401708793640108,5.706176757813708e-05,-0.005300000000000082,0.028,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.017847045421600316,-0.013312531471252442,0.06935101032257085,0.016141658306121798
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3002,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3002,weight_average,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2235243055555555,0.2746957242488861,0.6693419789226027,0.6567132927001056,,0.9013878188659972,True,,False,0.43167901039123535,0.9486257400512695,1.780615577697754,0.8575,0.6735,0.348,-0.15752155399322498,0.07684922742843625,-0.07074999999999998,0.255,"[0.0,0.25,0.5,0.75,1.0]",0.4899493537902832,0.9830455611228943,1.8037840770721436,0.8278,0.6578,0.3288,-0.163821154308319,0.07541414594650253,-0.07950000000000002,0.2676,"[0.0,0.25,0.5,0.75,1.0]",,,,0.006785193920135435,0.0,0.07006403350830082,0.0008549528121947203
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3002,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3002,git_rebasin_pairwise_ref0,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2235243055555555,0.2746957242488861,0.6693419789226027,0.6567132927001056,,0.9013878188659972,True,,True,0.43167901039123535,0.5068782176971436,0.5907128982543945,0.8575,0.828,0.7935,-0.0043177366256713645,0.006785193920135435,-0.0024999999999999467,0.03,"[0.0,0.25,0.5,0.75,1.0]",0.4899493537902832,0.5635544686317444,0.6461317868232727,0.8278,0.8004,0.769,-0.004486101675033494,0.006904267716407841,-0.0020000000000000018,0.0396,"[0.0,0.25,0.5,0.75,1.0]",,,,0.006785193920135435,0.0,0.07006403350830082,0.0008549528121947203
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3002,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3002,c2m3_synchronized,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2235243055555555,0.2746957242488861,0.6693419789226027,0.6567132927001056,,0.9013878188659972,True,,True,0.43167901039123535,0.5068782176971436,0.5907128982543945,0.8575,0.828,0.7935,-0.0043177366256713645,0.006785193920135435,-0.0024999999999999467,0.03,"[0.0,0.25,0.5,0.75,1.0]",0.4899493537902832,0.5635544686317444,0.6461317868232727,0.8278,0.8004,0.769,-0.004486101675033494,0.006904267716407841,-0.0020000000000000018,0.0396,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:0",0.22352430555555555,,0.006785193920135435,0.0,0.07006403350830082,0.0008549528121947203
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3002,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3002,greedy_soup,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2235243055555555,0.2746957242488861,0.6693419789226027,0.6567132927001056,,0.9013878188659972,False,0,False,0.43167901039123535,0.43167901039123535,0.43167901039123535,0.8575,0.8575,0.8575,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.4899493537902832,0.4899493537902832,0.4899493537902832,0.8278,0.8278,0.8278,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.006785193920135435,0.0,0.07006403350830082,0.0008549528121947203
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3002,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3002,monomial_shrinkage,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2235243055555555,0.2746957242488861,0.6693419789226027,0.6567132927001056,,0.9013878188659972,True,,True,0.43167901039123535,0.5084465293884277,0.5943736763000488,0.8575,0.823,0.787,-0.004579813957214407,0.005930241107940715,-0.0007499999999999174,0.03,"[0.0,0.25,0.5,0.75,1.0]",0.4899493537902832,0.5675843160629273,0.6520201002120972,0.8278,0.798,0.7648,-0.003400410938262932,0.007004463338851852,-0.0017000000000000348,0.038,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.006785193920135435,0.0,0.07006403350830082,0.0008549528121947203
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3003,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,weight_average,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2174479166666666,0.2839953502019246,0.7134415178831356,0.6560272394979835,,0.9013878188659972,True,,False,0.43058344841003415,0.9685654640197754,1.7358340454101562,0.856,0.638,0.3525,-0.11464328289031966,0.12767092561721816,-0.03375000000000006,0.285,"[0.0,0.25,0.5,0.75,1.0]",0.48773485107421877,1.0064563865661622,1.7684504055023194,0.8294,0.6122,0.3308,-0.12163624172210685,0.12609142827987663,-0.032099999999999906,0.3048,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0073366470336914125,-0.005624321460723891,0.12033427858352674,0.003516026020049967
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3003,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,git_rebasin_pairwise_ref0,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2174479166666666,0.2839953502019246,0.7134415178831356,0.6560272394979835,,0.9013878188659972,True,,True,0.43058344841003415,0.48650924110412597,0.5537682075500489,0.856,0.8385,0.8235,-0.005666586875915536,0.0017123255729675213,0.0012499999999999734,0.0295,"[0.0,0.25,0.5,0.75,1.0]",0.48773485107421877,0.5372609650611877,0.6008479113578796,0.8294,0.8152,0.7994,-0.007030416154861552,0.00045133683681486403,-0.0008000000000000229,0.0264,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0073366470336914125,-0.005624321460723891,0.12033427858352674,0.003516026020049967
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3003,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,c2m3_synchronized,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2174479166666666,0.2839953502019246,0.7134415178831356,0.6560272394979835,,0.9013878188659972,True,,True,0.43058345222473143,0.4885086498260498,0.5508144245147705,0.856,0.8445,0.8245,-0.00219028854370118,0.0073366470336914125,-0.004250000000000087,0.0315,"[0.0,0.25,0.5,0.75,1.0]",0.4877348479270935,0.5382363932609558,0.5973578157424927,0.8294,0.8162,0.8008,-0.004309938573837213,0.00535394618511198,-0.001100000000000101,0.0314,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:2",0.21744791666666666,,0.0073366470336914125,-0.005624321460723891,0.12033427858352674,0.003516026020049967
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3003,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,greedy_soup,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2174479166666666,0.2839953502019246,0.7134415178831356,0.6560272394979835,,0.9013878188659972,False,0,False,0.43058344841003415,0.43058344841003415,0.43058344841003415,0.856,0.856,0.856,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.48773485107421877,0.48773485107421877,0.48773485107421877,0.8294,0.8294,0.8294,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0073366470336914125,-0.005624321460723891,0.12033427858352674,0.003516026020049967
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3003,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,monomial_shrinkage,ok,0,0,0.9013878188659972,0.9013878188659972,1.0,0.2174479166666666,0.2839953502019246,0.7134415178831356,0.6560272394979835,,0.9013878188659972,True,,True,0.43058344841003415,0.48877956199645994,0.553409984588623,0.856,0.837,0.8115,-0.0032171545028686355,0.0038206210136414454,-0.003249999999999975,0.032,"[0.0,0.25,0.5,0.75,1.0]",0.48773485107421877,0.5410217186927796,0.6024200910568237,0.8294,0.8124,0.7926,-0.004055752372741694,0.0030115006923675525,-0.0014000000000000679,0.028,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.0073366470336914125,-0.005624321460723891,0.12033427858352674,0.003516026020049967
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3004,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,weight_average,ok,0,0,0.9142961773954872,0.9142961773954872,1.0,0.2291666666666666,0.2831470270951589,0.6952936387776086,0.663937726213727,,0.9142961773954872,True,,False,0.43459917831420897,0.9720693054199219,1.8973066329956054,0.857,0.633,0.242,-0.1938836002349853,0.08588802242279048,-0.08350000000000002,0.2935,"[0.0,0.25,0.5,0.75,1.0]",0.48889442167282104,1.0077207998275757,1.9291113697052003,0.8274,0.6286,0.2188,-0.20128209586143497,0.08317710306644432,-0.10550000000000004,0.2874,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0012412099838255974,0.0,0.08464681243896488,-0.0037774438858033665
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3004,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,git_rebasin_pairwise_ref0,ok,0,0,0.9142961773954872,0.9142961773954872,1.0,0.2291666666666666,0.2831470270951589,0.6952936387776086,0.663937726213727,,0.9142961773954872,True,,True,0.43459917831420897,0.5083896827697754,0.6066513442993164,0.857,0.8345,0.798,-0.012235578536987313,0.0012412099838255974,-0.007000000000000006,0.0255,"[0.0,0.25,0.5,0.75,1.0]",0.48889442167282104,0.5567976728439331,0.6527078541755676,0.8274,0.8104,0.7796,-0.01400346508026129,0.0,-0.006900000000000017,0.0282,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0012412099838255974,0.0,0.08464681243896488,-0.0037774438858033665
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3004,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,c2m3_synchronized,ok,0,0,0.9142961773954872,0.9142961773954872,1.0,0.2291666666666666,0.2831470270951589,0.6952936387776086,0.663937726213727,,0.9142961773954872,True,,True,0.43459917831420897,0.5083896827697754,0.6066513442993164,0.857,0.8345,0.798,-0.012235578536987313,0.0012412099838255974,-0.007000000000000006,0.0255,"[0.0,0.25,0.5,0.75,1.0]",0.48889442167282104,0.5567976728439331,0.6527078541755676,0.8274,0.8104,0.7796,-0.01400346508026129,0.0,-0.006900000000000017,0.0282,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:0",0.22916666666666669,,0.0012412099838255974,0.0,0.08464681243896488,-0.0037774438858033665
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3004,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,greedy_soup,ok,0,0,0.9142961773954872,0.9142961773954872,1.0,0.2291666666666666,0.2831470270951589,0.6952936387776086,0.663937726213727,,0.9142961773954872,False,0,False,0.43459917831420897,0.43459917831420897,0.43459917831420897,0.857,0.857,0.857,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.48889442167282104,0.48889442167282104,0.48889442167282104,0.8274,0.8274,0.8274,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.0012412099838255974,0.0,0.08464681243896488,-0.0037774438858033665
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3004,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,monomial_shrinkage,ok,0,0,0.9142961773954872,0.9142961773954872,1.0,0.2291666666666666,0.2831470270951589,0.6952936387776086,0.663937726213727,,0.9142961773954872,True,,True,0.43459917831420897,0.5137429275512695,0.6047820472717285,0.857,0.8275,0.791,-0.0059476852416991965,0.005018653869628964,-0.0034999999999999476,0.027,"[0.0,0.25,0.5,0.75,1.0]",0.48889442167282104,0.5618734025478364,0.6507390089035034,0.8274,0.807,0.7728,-0.007943312740325892,0.0033473600149154237,-0.006900000000000017,0.0292,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.0012412099838255974,0.0,0.08464681243896488,-0.0037774438858033665
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3005,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,weight_average,ok,0,0,0.9228014412645876,0.9228014412645876,1.0,0.2326388888888889,0.294273316860199,0.6858311581939537,0.6714926448199824,,0.9228014412645876,True,,False,0.44108119773864746,0.9256910171508789,1.8027551803588868,0.8525,0.701,0.443,-0.1962271718978882,0.053703629016875976,-0.05324999999999991,0.212,"[0.0,0.25,0.5,0.75,1.0]",0.502028855419159,0.9637721649169921,1.8319589134216308,0.8276,0.6828,0.4272,-0.20322171950340273,0.05058541557788865,-0.055400000000000005,0.2152,"[0.0,0.25,0.5,0.75,1.0]",,,,0.013727845191955579,-0.013727845191955579,0.0399757838249204,0.013727845191955579
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3005,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,git_rebasin_pairwise_ref0,ok,0,0,0.9228014412645876,0.9228014412645876,1.0,0.2326388888888889,0.294273316860199,0.6858311581939537,0.6714926448199824,,0.9228014412645876,True,,True,0.44108119773864746,0.515787612915039,0.6324955825805664,0.8525,0.816,0.7615,-0.021000777244567836,0.0,-0.009000000000000008,0.0315,"[0.0,0.25,0.5,0.75,1.0]",0.502028855419159,0.5710986392021179,0.6881108795166015,0.8276,0.8,0.7348,-0.023971228265762368,0.0,-0.01880000000000004,0.025,"[0.0,0.25,0.5,0.75,1.0]",,,,0.013727845191955579,-0.013727845191955579,0.0399757838249204,0.013727845191955579
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3005,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,c2m3_synchronized,ok,0,0,0.9228014412645876,0.9228014412645876,1.0,0.2326388888888889,0.294273316860199,0.6858311581939537,0.6714926448199824,,0.9228014412645876,True,,True,0.44108119583129884,0.5266144027709961,0.6199370651245117,0.8525,0.8255,0.776,-0.003894727706909129,0.013727845191955579,-0.011249999999999982,0.037,"[0.0,0.25,0.5,0.75,1.0]",0.5020288584232331,0.5774755657196045,0.6692250430107116,0.8276,0.8056,0.7642,-0.008151384997367894,0.010754598248004843,-0.009699999999999931,0.038,"[0.0,0.25,0.5,0.75,1.0]","hidden1:1,hidden2:1",0.2326388888888889,,0.013727845191955579,-0.013727845191955579,0.0399757838249204,0.013727845191955579
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3005,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,greedy_soup,ok,0,0,0.9228014412645876,0.9228014412645876,1.0,0.2326388888888889,0.294273316860199,0.6858311581939537,0.6714926448199824,,0.9228014412645876,False,0,False,0.44108119773864746,0.44108119773864746,0.44108119773864746,0.8525,0.8525,0.8525,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",0.502028855419159,0.502028855419159,0.502028855419159,0.8276,0.8276,0.8276,0.0,0.0,0.0,0.0,"[0.0,0.25,0.5,0.75,1.0]",,,,0.013727845191955579,-0.013727845191955579,0.0399757838249204,0.013727845191955579
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3005,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,monomial_shrinkage,ok,0,0,0.9228014412645876,0.9228014412645876,1.0,0.2326388888888889,0.294273316860199,0.6858311581939537,0.6714926448199824,,0.9228014412645876,True,,True,0.44108119773864746,0.5117944107055664,0.6141428833007813,0.8525,0.82,0.767,-0.015817629814147915,0.0,-0.010249999999999981,0.0325,"[0.0,0.25,0.5,0.75,1.0]",0.502028855419159,0.5687164572715759,0.6694278150558471,0.8276,0.7988,0.7456,-0.01701187796592718,0.0,-0.012199999999999989,0.029,"[0.0,0.25,0.5,0.75,1.0]",,,shrinkage,0.013727845191955579,-0.013727845191955579,0.0399757838249204,0.013727845191955579
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3006,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,weight_average,ok,0,0,0.8660254037844386,0.8660254037844386,1.0,0.2157118055555555,0.2968458036581675,0.6603084306989331,0.646701057204743,,0.8660254037844386,True,,False,0.43433007621765135,0.955396053314209,1.8394523010253907,0.856,0.721,0.334,-0.18149513530731198,0.12315557909011843,-0.126,0.196,"[0.0,0.25,0.5,0.75,1.0]",0.4920985824584961,0.98971320104599,1.8601304637908935,0.8274,0.7022,0.3188,-0.18640132207870475,0.11972525243759158,-0.1291000000000001,0.1992,"[0.0,0.25,0.5,0.75,1.0]",,,,0.016240859508514394,-0.013502487182617151,0.10691471958160403,0.016240859508514394
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3006,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,git_rebasin_pairwise_ref0,ok,0,0,0.8660254037844386,0.8660254037844386,1.0,0.2157118055555555,0.2968458036581675,0.6603084306989331,0.646701057204743,,0.8660254037844386,True,,True,0.43433007621765135,0.4918732509613037,0.5650187339782715,0.856,0.84,0.821,-0.007801154136657773,0.0027383723258972426,-0.0014999999999999458,0.026,"[0.0,0.25,0.5,0.75,1.0]",0.4920985824584961,0.5453991270065308,0.6163203775405883,0.8274,0.8086,0.793,-0.008810352993011361,0.0025451226711272756,0.0016000000000000458,0.0292,"[0.0,0.25,0.5,0.75,1.0]",,,,0.016240859508514394,-0.013502487182617151,0.10691471958160403,0.016240859508514394
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist,mlp2,3,128,input_noise,activation,3006,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,c2m3_synchronized,ok,0,0,0.8660254037844386,0.8660254037844386,1.0,0.2157118055555555,0.2968458036581675,0.6603084306989331,0.646701057204743,,0.8660254037844386,True,,True,0.43433008003234863,0.5085945148468017,0.5838953704833985,0.856,0.8385,0.805,-0.0005182104110718067,0.016240859508514394,-0.008000000000000007,0.0305,"[0.0,0.25,0.5,0.75,1.0]",0.4920985778331757,0.5587584936141968,0.6333787875175476,0.8274,0.8088,0.7798,-0.003980189061164818,0.01401935242414476,-0.005199999999999871,0.033,"[0.0,0.25,0.5,0.75,1.0]","hidden1:2,hidden2:2",0.21571180555555558,,0.016240859508514394,-0.013502487182617151,0.10691471958160403,0.016240859508514394
