summary_type,method,selector_mode,selector_grid_label,n_rows,n_settings,mean_val_accuracy,mean_val_loss,mean_test_accuracy,mean_delta_vs_greedy_soup,delta_vs_greedy_ci_low,delta_vs_greedy_ci_high,mean_delta_vs_c2m3,mean_delta_vs_weight_average,mean_regret_vs_greedy_soup,left_greedy_count,left_greedy_rate,beneficial_challenger_count,beneficial_challenger_rate,false_challenger_count,false_challenger_rate,tie_count,tie_rate,accuracy_wins,accuracy_ties,accuracy_losses,selection_used_validation_only,comparison,baseline,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,sign_test_two_sided_p,selector_choice_counts,selector_challenger_counts,claim,claim_decision,claim_reason
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0,35.0,35.0,0.8365952380952381,0.4863406927245003,0.8200057142857143,-0.0008057142857142858,-0.0014399999999999873,-0.00028571428571429544,0.06641714285714287,0.3397085714285714,0.0008628571428571398,28.0,0.8,4.0,0.11428571428571428,14.0,0.4,17.0,0.4857142857142857,4.0,17.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.001,35.0,35.0,0.8365357142857143,0.4864151330448331,0.8200400000000001,-0.000771428571428569,-0.001388714285714288,-0.0002571428571428573,0.06645142857142858,0.3397428571428571,0.0008228571428571379,15.0,0.42857142857142855,3.0,0.08571428571428572,11.0,0.3142857142857143,21.0,0.6,3.0,21.0,11.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.002,35.0,35.0,0.8365357142857143,0.4864462470781234,0.8200342857142858,-0.0007771428571428541,-0.0014228571428571385,-0.00026857142857143073,0.06644571428571429,0.3397371428571428,0.0008228571428571379,14.0,0.4,2.0,0.05714285714285714,11.0,0.3142857142857143,22.0,0.6285714285714286,2.0,22.0,11.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.005,35.0,35.0,0.8365119047619047,0.4865259854680015,0.8200914285714287,-0.0007199999999999968,-0.0014058571428571497,-0.0002228571428571437,0.06650285714285716,0.3397942857142857,0.0007657142857142807,13.0,0.37142857142857144,2.0,0.05714285714285714,10.0,0.2857142857142857,23.0,0.6571428571428571,2.0,23.0,10.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.002;tau_loss=0,35.0,35.0,0.8364761904761905,0.4854170123054868,0.8204628571428572,-0.00034857142857143143,-0.0006571428571428515,-8.571428571429206e-05,0.0668742857142857,0.34016571428571424,0.00040571428571428545,25.0,0.7142857142857143,4.0,0.11428571428571428,11.0,0.3142857142857143,20.0,0.5714285714285714,4.0,20.0,11.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.002;tau_loss=0.001,35.0,35.0,0.8364166666666667,0.48549145262581955,0.820497142857143,-0.0003142857142857146,-0.000617285714285719,-5.7142857142857196e-05,0.06690857142857144,0.3402,0.0003657142857142835,12.0,0.34285714285714286,3.0,0.08571428571428572,8.0,0.22857142857142856,24.0,0.6857142857142857,3.0,24.0,8.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.002;tau_loss=0.002,35.0,35.0,0.8363214285714285,0.4856108486992972,0.8205142857142859,-0.0002971428571428561,-0.0006057142857142762,-4.5714285714287024e-05,0.06692571428571428,0.34021714285714283,0.00032571428571428476,9.0,0.2571428571428571,1.0,0.02857142857142857,7.0,0.2,27.0,0.7714285714285715,1.0,27.0,7.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.002;tau_loss=0.005,35.0,35.0,0.836297619047619,0.4856905870891753,0.8205714285714285,-0.00023999999999999895,-0.0005371428571428519,-1.6999999999999065e-05,0.06698285714285716,0.3402742857142857,0.00026857142857142753,8.0,0.22857142857142856,1.0,0.02857142857142857,6.0,0.17142857142857143,28.0,0.8,1.0,28.0,6.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.005;tau_loss=0,35.0,35.0,0.8364166666666666,0.485279065767924,0.8205371428571429,-0.0002742857142857158,-0.0005828571428571358,-4.5714285714293366e-05,0.06694857142857143,0.34023999999999993,0.0003314285714285698,24.0,0.6857142857142857,4.0,0.11428571428571428,10.0,0.2857142857142857,21.0,0.6,4.0,21.0,10.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.005;tau_loss=0.001,35.0,35.0,0.8363571428571428,0.4853535060882568,0.8205714285714286,-0.00023999999999999895,-0.0005257142857142817,-5.714285714288257e-06,0.06698285714285714,0.34027428571428564,0.00029142857142856786,11.0,0.3142857142857143,3.0,0.08571428571428572,7.0,0.2,25.0,0.7142857142857143,3.0,25.0,7.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.005;tau_loss=0.002,35.0,35.0,0.8361428571428571,0.4855844056946891,0.8206114285714287,-0.000199999999999997,-0.00048014285714285173,1.1428571428573342e-05,0.06702285714285715,0.3403142857142856,0.0002285714285714256,6.0,0.17142857142857143,1.0,0.02857142857142857,5.0,0.14285714285714285,29.0,0.8285714285714286,1.0,29.0,5.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.005;tau_loss=0.005,35.0,35.0,0.8360238095238095,0.48576468156632924,0.82064,-0.00017142857142856842,-0.00041714285714284613,-5.714285714285085e-06,0.06705142857142858,0.3403428571428571,0.00017142857142856842,4.0,0.11428571428571428,0.0,0.0,4.0,0.11428571428571428,31.0,0.8857142857142857,0.0,31.0,4.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0;tau_loss=0,35.0,35.0,0.8366071428571428,0.48634183595294045,0.8200000000000001,-0.000811428571428574,-0.0014972857142857207,-0.00029714285714286246,0.06641142857142858,0.33970285714285714,0.0008685714285714281,29.0,0.8285714285714286,4.0,0.11428571428571428,15.0,0.42857142857142855,16.0,0.45714285714285713,4.0,16.0,15.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0;tau_loss=0.001,35.0,35.0,0.8366071428571428,0.48639381692523054,0.8200057142857143,-0.0008057142857142889,-0.0014515714285714334,-0.00032557142857143174,0.06641714285714287,0.3397085714285714,0.000862857142857143,19.0,0.5428571428571428,4.0,0.11428571428571428,14.0,0.4,17.0,0.4857142857142857,4.0,17.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0;tau_loss=0.002,35.0,35.0,0.8366071428571428,0.48642493095852085,0.8200000000000001,-0.000811428571428574,-0.0014058571428571343,-0.00029714285714286875,0.06641142857142858,0.33970285714285714,0.000862857142857143,18.0,0.5142857142857142,3.0,0.08571428571428572,14.0,0.4,18.0,0.5142857142857142,3.0,18.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0;tau_loss=0.005,35.0,35.0,0.8366071428571428,0.48642493095852085,0.8200000000000001,-0.000811428571428574,-0.0014342857142856992,-0.00028571428571429224,0.06641142857142858,0.33970285714285714,0.000862857142857143,18.0,0.5142857142857142,3.0,0.08571428571428572,14.0,0.4,18.0,0.5142857142857142,3.0,18.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_soup,,,35.0,35.0,0.8357261904761905,0.48646019792556755,0.8208114285714285,0.0,0.0,0.0,0.06722285714285711,0.3405142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,improved_validated_selector,,,35.0,35.0,0.8366071428571429,0.48634183595294045,0.8200000000000001,-0.0008114285714285602,-0.0014687142857142687,-0.00029114285714285586,0.06641142857142854,0.3397028571428571,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.45714285714285713,4.0,16.0,15.0,True,,,,,,,,,,,,,
method_summary,monomial_scale,,,35.0,35.0,0.7945952380952381,0.6155371924809047,0.7806742857142857,-0.04013714285714282,-0.049515428571428544,-0.031994285714285677,0.02708571428571425,0.30037714285714284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
method_summary,monomial_scaled_greedy_soup,,,35.0,35.0,0.8357261904761905,0.4864601988111224,0.8208114285714285,0.0,0.0,0.0,0.06722285714285711,0.3405142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,optimized_monomial_greedy_soup,,,35.0,35.0,0.8357857142857144,0.486598147051675,0.8207371428571428,-7.428571428571429e-05,-0.00022285714285714283,0.0,0.06714857142857139,0.34043999999999996,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.9714285714285714,0.0,34.0,1.0,True,,,,,,,,,,,,,
method_summary,optimized_monomial_scale,,,35.0,35.0,0.8219761904761904,0.5270484011967977,0.8061085714285714,-0.014702857142857101,-0.017486142857142804,-0.011867142857142804,0.052519999999999976,0.3258114285714286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
method_summary,shrinkage_monomial_greedy_soup,,,35.0,35.0,0.8357261904761905,0.48646019549596875,0.8208114285714285,0.0,0.0,0.0,0.06722285714285711,0.3405142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,shrinkage_monomial_scale,,,35.0,35.0,0.8014880952380952,0.6109897507712954,0.7857028571428571,-0.035108571428571385,-0.04344071428571424,-0.028256857142857108,0.03211428571428568,0.3054057142857143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
method_summary,union_candidate_soup,,,35.0,35.0,0.8364999999999999,0.48639617166065036,0.8204971428571429,-0.00031428571428571443,-0.0008229999999999913,0.00017142857142855164,0.06690857142857139,0.34019999999999995,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.45714285714285713,7.0,16.0,12.0,True,,,,,,,,,,,,,
method_summary,weight_average,,,35.0,35.0,0.49772619047619043,1.4038653212047758,0.4802971428571428,-0.3405142857142857,-0.37074399999999996,-0.30902199999999996,-0.2732914285714285,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
paired_comparison,greedy_safe_selector,nested_validation,tau_acc=0,,,,,,,,,,,,,,,,,,,,4.0,16.0,15.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.000811428571428574,-0.001428714285714287,-0.0003142857142857177,0.0013139078208378372,0.0192108154296875,,,,,
paired_comparison,greedy_safe_selector,nested_validation,tau_acc=0.0005,,,,,,,,,,,,,,,,,,,,4.0,17.0,14.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0008057142857142858,-0.0014515714285714303,-0.00029700000000000304,0.001318156047548567,0.0308837890625,,,,,
paired_comparison,greedy_safe_selector,nested_validation,tau_acc=0.001,,,,,,,,,,,,,,,,,,,,4.0,17.0,14.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0008057142857142858,-0.0013944285714285764,-0.00030857142857142623,0.001318156047548567,0.0308837890625,,,,,
paired_comparison,greedy_safe_selector,nested_validation,tau_acc=0.002,,,,,,,,,,,,,,,,,,,,4.0,20.0,11.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.00034857142857143143,-0.0006571428571428546,-9.142857142857405e-05,5.7411140714371175e-05,0.11846923828125,,,,,
paired_comparison,greedy_safe_selector,nested_validation,tau_acc=0.005,,,,,,,,,,,,,,,,,,,,4.0,21.0,10.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0002742857142857158,-0.000577142857142854,-4.000000000000511e-05,-3.908809253147754e-05,0.1795654296875,,,,,
paired_comparison,greedy_safe_selector,regret_bound,regret=0.0005;confidence=0.9,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,regret_bound,regret=0.001;confidence=0.9,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,regret_bound,regret=0.002;confidence=0.9,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,regret_bound,regret=0;confidence=0.9,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,tau_bootstrap,confidence=0.8,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,tau_bootstrap,confidence=0.9,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,tau_bootstrap,confidence=0.95,,,,,,,,,,,,,,,,,,,,0.0,35.0,0.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,0.0,0.0,0.0,0.0,,,,,,
paired_comparison,greedy_safe_selector,tau_fixed,tau=0,,,,,,,,,,,,,,,,,,,,3.0,18.0,14.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.000811428571428574,-0.0014457142857142915,-0.00031414285714285865,0.0013774435247693728,0.012725830078125,,,,,
paired_comparison,greedy_safe_selector,tau_fixed,tau=0.0005,,,,,,,,,,,,,,,,,,,,3.0,20.0,12.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007942857142857124,-0.001400285714285706,-0.0002685714285714338,0.0013921689973558724,0.03515625,,,,,
paired_comparison,greedy_safe_selector,tau_fixed,tau=0.001,,,,,,,,,,,,,,,,,,,,2.0,24.0,9.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.000674285714285713,-0.0012628571428571402,-0.0001828571428571416,0.0013257029151916527,0.0654296875,,,,,
paired_comparison,greedy_safe_selector,tau_fixed,tau=0.002,,,,,,,,,,,,,,,,,,,,1.0,30.0,4.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-9.142857142857405e-05,-0.00027428571428572213,4.5714285714287024e-05,-0.0002144996615818573,0.375,,,,,
paired_comparison,greedy_safe_selector,tau_fixed,tau=0.005,,,,,,,,,,,,,,,,,,,,0.0,34.0,1.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-1.7142857142858426e-05,-5.142857142857528e-05,0.0,-4.17532103402277e-05,1.0,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0,,,,,,,,,,,,,,,,,,,,4.0,17.0,14.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0008057142857142858,-0.0014458571428571482,-0.00031428571428572375,0.001318156047548567,0.0308837890625,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.001,,,,,,,,,,,,,,,,,,,,4.0,19.0,12.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007885714285714273,-0.0014115714285714317,-0.000274285714285719,0.0013653562518528577,0.076812744140625,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.002,,,,,,,,,,,,,,,,,,,,3.0,20.0,12.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007942857142857124,-0.001400285714285718,-0.00028557142857143255,0.0013921689973558724,0.03515625,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.005,,,,,,,,,,,,,,,,,,,,3.0,20.0,12.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007942857142857124,-0.0013887142857142846,-0.00026857142857143686,0.0013921689973558724,0.03515625,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0,,,,,,,,,,,,,,,,,,,,4.0,17.0,14.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0008057142857142858,-0.0014457142857142882,-0.0002914285714285774,0.001318156047548567,0.0308837890625,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.001,,,,,,,,,,,,,,,,,,,,3.0,21.0,11.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.000771428571428569,-0.0013771428571428515,-0.00024571428571428704,0.0013835875729152174,0.057373046875,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.002,,,,,,,,,,,,,,,,,,,,2.0,22.0,11.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007771428571428541,-0.0014057142857142706,-0.000245714285714284,0.001410400318418232,0.0224609375,,,,,
paired_comparison,greedy_safe_selector,tau_loss_aware,tau_acc=0.001;tau_loss=0.005,,,,,,,,,,,,,,,,,,,,2.0,23.0,10.0,,greedy_safe_selector_vs_greedy_soup,greedy_soup,35.0,-0.0007199999999999968,-0.0013314285714285615,-0.0002171428571428617,0.0014670242527553034,0.03857421875,,,,,
