summary_type,method,selector_mode,selector_grid_label,n_rows,n_settings,mean_val_accuracy,mean_val_loss,mean_test_accuracy,mean_delta_vs_greedy_soup,delta_vs_greedy_ci_low,delta_vs_greedy_ci_high,mean_delta_vs_c2m3,mean_delta_vs_weight_average,mean_regret_vs_greedy_soup,left_greedy_count,left_greedy_rate,beneficial_challenger_count,beneficial_challenger_rate,false_challenger_count,false_challenger_rate,tie_count,tie_rate,accuracy_wins,accuracy_ties,accuracy_losses,selection_used_validation_only,comparison,baseline,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_loss_delta,sign_test_two_sided_p,selector_choice_counts,selector_challenger_counts,claim,claim_decision,claim_reason
method_summary,c2m3_greedy_soup,,,35.0,35.0,0.8357261904761905,0.4864601971989586,0.8208114285714285,0.0,0.0,0.0,0.06722285714285711,0.3405142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,c2m3_permutation,,,35.0,35.0,0.7655,0.6649868065062023,0.7535885714285714,-0.06722285714285711,-0.08495985714285713,-0.05138271428571425,0.0,0.2732914285714285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
method_summary,global_monomial_greedy_soup,,,35.0,35.0,0.8357261904761905,0.4864602001053947,0.8208114285714285,0.0,0.0,0.0,0.06722285714285711,0.3405142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,global_monomial_scale,,,35.0,35.0,0.801047619047619,0.6124500539870489,0.7854514285714286,-0.035359999999999954,-0.04310299999999994,-0.02789042857142853,0.0318628571428571,0.30515428571428566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,nested_validation,tau_acc=0,35.0,35.0,0.8366071428571428,0.48634183595294045,0.8200000000000001,-0.000811428571428574,-0.0014345714285714354,-0.00030285714285715066,0.06641142857142858,0.33970285714285714,0.0008685714285714281,29.0,0.8285714285714286,4.0,0.11428571428571428,15.0,0.42857142857142855,16.0,0.45714285714285713,4.0,16.0,15.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,nested_validation,tau_acc=0.0005,35.0,35.0,0.8365952380952381,0.4863406927245003,0.8200057142857143,-0.0008057142857142858,-0.0014628571428571373,-0.000291428571428571,0.06641714285714287,0.3397085714285714,0.0008628571428571398,28.0,0.8,4.0,0.11428571428571428,14.0,0.4,17.0,0.4857142857142857,4.0,17.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,nested_validation,tau_acc=0.001,35.0,35.0,0.8365952380952381,0.4863406927245003,0.8200057142857143,-0.0008057142857142858,-0.0014457142857142822,-0.0002741428571428596,0.06641714285714287,0.3397085714285714,0.0008628571428571398,28.0,0.8,4.0,0.11428571428571428,14.0,0.4,17.0,0.4857142857142857,4.0,17.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,nested_validation,tau_acc=0.002,35.0,35.0,0.8364761904761905,0.4854170123054868,0.8204628571428572,-0.00034857142857143143,-0.0006742857142857163,-8.571428571429531e-05,0.0668742857142857,0.34016571428571424,0.00040571428571428545,25.0,0.7142857142857143,4.0,0.11428571428571428,11.0,0.3142857142857143,20.0,0.5714285714285714,4.0,20.0,11.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,nested_validation,tau_acc=0.005,35.0,35.0,0.8364166666666666,0.485279065767924,0.8205371428571429,-0.0002742857142857158,-0.0005599999999999954,-2.8571428571438034e-05,0.06694857142857143,0.34023999999999993,0.0003314285714285698,24.0,0.6857142857142857,4.0,0.11428571428571428,10.0,0.2857142857142857,21.0,0.6,4.0,21.0,10.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,regret_bound,regret=0.0005;confidence=0.9,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,regret_bound,regret=0.001;confidence=0.9,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,regret_bound,regret=0.002;confidence=0.9,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,regret_bound,regret=0;confidence=0.9,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_bootstrap,confidence=0.8,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_bootstrap,confidence=0.9,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_bootstrap,confidence=0.95,35.0,35.0,0.8357261904761905,0.4864601979255676,0.8208114285714286,0.0,0.0,0.0,0.06722285714285714,0.3405142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,35.0,0.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_fixed,tau=0,35.0,35.0,0.8366071428571428,0.48642493095852085,0.8200000000000001,-0.000811428571428574,-0.0014685714285714384,-0.0002800000000000072,0.06641142857142858,0.33970285714285714,0.000862857142857143,18.0,0.5142857142857142,3.0,0.08571428571428572,14.0,0.4,18.0,0.5142857142857142,3.0,18.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_fixed,tau=0.0005,35.0,35.0,0.8365833333333332,0.48643511765343805,0.820017142857143,-0.0007942857142857124,-0.0014285714285714236,-0.0003027142857142852,0.06642857142857143,0.33971999999999997,0.0008457142857142813,16.0,0.45714285714285713,3.0,0.08571428571428572,12.0,0.34285714285714286,20.0,0.5714285714285714,3.0,20.0,12.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_fixed,tau=0.001,35.0,35.0,0.8364880952380952,0.4867740930602665,0.8201371428571429,-0.000674285714285713,-0.0013428571428571441,-0.00017699999999999414,0.06654857142857143,0.33984,0.0007199999999999968,12.0,0.34285714285714286,2.0,0.05714285714285714,9.0,0.2571428571428571,24.0,0.6857142857142857,2.0,24.0,9.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_fixed,tau=0.002,35.0,35.0,0.8362261904761905,0.48614777465093706,0.82072,-9.142857142857405e-05,-0.00027428571428572213,4.5714285714287024e-05,0.06713142857142858,0.34042285714285714,0.00012000000000000265,6.0,0.17142857142857143,1.0,0.02857142857142857,4.0,0.11428571428571428,30.0,0.8571428571428571,1.0,30.0,4.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_fixed,tau=0.005,35.0,35.0,0.8358809523809523,0.48638999755041934,0.8207942857142858,-1.7142857142858426e-05,-5.142857142857528e-05,0.0,0.0672057142857143,0.34049714285714283,1.7142857142858426e-05,1.0,0.02857142857142857,0.0,0.0,1.0,0.02857142857142857,34.0,0.9714285714285714,0.0,34.0,1.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0,35.0,35.0,0.8365952380952381,0.4863406927245003,0.8200057142857143,-0.0008057142857142858,-0.001451428571428564,-0.0002685714285714339,0.06641714285714287,0.3397085714285714,0.0008628571428571398,28.0,0.8,4.0,0.11428571428571428,14.0,0.4,17.0,0.4857142857142857,4.0,17.0,14.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.001,35.0,35.0,0.8365833333333332,0.48640400362014774,0.8200228571428573,-0.0007885714285714273,-0.001394428571428573,-0.0002685714285714307,0.06643428571428572,0.3397257142857143,0.0008457142857142813,17.0,0.4857142857142857,4.0,0.11428571428571428,12.0,0.34285714285714286,19.0,0.5428571428571428,4.0,19.0,12.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.002,35.0,35.0,0.8365833333333332,0.48643511765343805,0.820017142857143,-0.0007942857142857124,-0.0014457142857142822,-0.00028571428571429224,0.06642857142857143,0.33971999999999997,0.0008457142857142813,16.0,0.45714285714285713,3.0,0.08571428571428572,12.0,0.34285714285714286,20.0,0.5714285714285714,3.0,20.0,12.0,True,,,,,,,,,,,,,
method_summary,greedy_safe_selector,tau_loss_aware,tau_acc=0.0005;tau_loss=0.005,35.0,35.0,0.8365833333333332,0.48643511765343805,0.820017142857143,-0.0007942857142857124,-0.001451428571428567,-0.0002857142857142891,0.06642857142857143,0.33971999999999997,0.0008457142857142813,16.0,0.45714285714285713,3.0,0.08571428571428572,12.0,0.34285714285714286,20.0,0.5714285714285714,3.0,20.0,12.0,True,,,,,,,,,,,,,
