family,seed,width,n_models,epochs,samples_per_chart,samples_per_overlap,branch_count,overlap_ids_json,true_alpha_json,target_sign_json,checkpoint_metadata_json,controlled_evidence_type,real_model_evidence,notes,centrality_residual_mean,defect_to_true_twist_residual_mean,def_c_residual,coboundary_residual,h2_product_sign,central_negative_faces,central_twist_claim_allowed,is_coboundary,method,val_accuracy,val_loss,test_accuracy,test_loss,local_model_accuracy,local_model_loss,claim_role,parameter_count,parameter_multiplier,inference_time_multiplier,is_single_model,is_branch_model,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,uses_validation_data,uses_obstruction_residual,uses_triangle_context,exact_controlled_relu_symmetry,delta_vs_weight_average,delta_vs_c2m3,delta_vs_random_branch,delta_vs_validation_branch,delta_vs_c2m3_cluster_branch,branch_assignment_json
mu2_coboundary,5010,32,4,5,2000,1000,1,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,c2m3_synchronized,1.0,0.4001896481546786,1.0,0.40475190532778704,1.0,0.40907085361157147,controlled_coboundary_single_model_evidence,577,1.0,1.0,True,False,True,False,False,False,False,True,0.5065,0.0,1.0,0.0,0.0,{}
mu2_coboundary,5010,32,4,5,2000,1000,2,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,twisted_q2_branch,1.0,0.4001896481546786,1.0,0.40475190532778704,1.0,0.40907085361157147,baseline_or_diagnostic,1154,2.0,2.0,False,True,False,True,False,True,True,True,0.5065,0.0,1.0,0.0,0.0,"{""0-1-2"":0,""0-1-3"":0,""0-2-3"":0,""1-2-3"":0}"
mu2_coboundary,5010,32,4,5,2000,1000,2,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,random_branch_ensemble,0.0,1.2213141754028836,0.0,1.2022347174541723,1.0,0.40907085361157147,baseline_or_diagnostic,1154,2.0,2.0,False,True,False,True,False,False,False,False,-0.4935,-1.0,0.0,-1.0,-1.0,"{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}"
mu2_coboundary,5010,32,4,5,2000,1000,2,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,validation_selected_branch_ensemble,1.0,0.4001896481546786,1.0,0.40475190532778704,1.0,0.40907085361157147,baseline_or_diagnostic,1154,2.0,2.0,False,True,False,True,True,False,False,False,0.5065,0.0,1.0,0.0,0.0,"{""0-1-2"":0,""0-1-3"":0,""0-2-3"":0,""1-2-3"":0}"
mu2_coboundary,5010,32,4,5,2000,1000,2,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,c2m3_cluster_branch_ensemble,1.0,0.4001896481546786,1.0,0.40475190532778704,1.0,0.40907085361157147,baseline_or_diagnostic,1154,2.0,2.0,False,True,False,True,False,False,False,False,0.5065,0.0,1.0,0.0,0.0,"{""0-1-2"":0,""0-1-3"":0,""0-2-3"":0,""1-2-3"":0}"
mu2_coboundary,5010,32,4,5,2000,1000,4,"{""0-1-2"":""mu2_coboundary_seed5010_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5010_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5010_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5010_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5010,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5010_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5010,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,ensemble_upper_bound,1.0,0.4001896481546786,1.0,0.40475190532778704,1.0,0.40907085361157147,baseline_or_diagnostic,2308,4.0,4.0,False,False,False,False,False,False,False,False,0.5065,0.0,1.0,0.0,0.0,{}
mu2_coboundary,5011,32,4,5,2000,1000,1,"{""0-1-2"":""mu2_coboundary_seed5011_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5011_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5011_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5011_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5011,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,ordinary_weight_average,0.5035000000000001,0.6931471805599454,0.4945,0.6931471805599454,1.0,0.40795785722195976,baseline_or_diagnostic,577,1.0,1.0,True,False,True,False,False,False,False,False,0.0,-0.5055000000000001,-0.5055000000000001,-0.5055000000000001,-0.5055000000000001,{}
mu2_coboundary,5011,32,4,5,2000,1000,1,"{""0-1-2"":""mu2_coboundary_seed5011_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5011_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5011_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5011_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5011,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,git_rebasin_pairwise,1.0,0.4034740728085141,1.0,0.40562921633588717,1.0,0.40795785722195976,baseline_or_diagnostic,577,1.0,1.0,True,False,True,False,False,False,False,True,0.5055000000000001,0.0,0.0,0.0,0.0,{}
mu2_coboundary,5011,32,4,5,2000,1000,1,"{""0-1-2"":""mu2_coboundary_seed5011_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5011_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5011_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5011_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5011,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,c2m3_synchronized,1.0,0.4034740728085141,1.0,0.40562921633588717,1.0,0.40795785722195976,controlled_coboundary_single_model_evidence,577,1.0,1.0,True,False,True,False,False,False,False,True,0.5055000000000001,0.0,0.0,0.0,0.0,{}
mu2_coboundary,5011,32,4,5,2000,1000,2,"{""0-1-2"":""mu2_coboundary_seed5011_width32_face0-1-2"",""0-1-3"":""mu2_coboundary_seed5011_width32_face0-1-3"",""0-2-3"":""mu2_coboundary_seed5011_width32_face0-2-3"",""1-2-3"":""mu2_coboundary_seed5011_width32_face1-2-3""}","{""0-1-2"":-1,""0-1-3"":-1,""0-2-3"":1,""1-2-3"":1}","{""0-1-2"":1,""0-1-3"":1,""0-2-3"":1,""1-2-3"":1}","[{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model0.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":0,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model1.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":1,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model2.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31],""hidden_width"":32,""input_dim"":16,""model_index"":2,""n_models"":4,""seed"":5011,""width"":32},{""checkpoint_path"":""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/controlled_twisted_overlap/mu2_coboundary/width32/seed5011_model3.npz"",""family"":""mu2_coboundary"",""hidden_permutation"":[1,0,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,21,20,23,22,25,24,27,26,29,28,31,30],""hidden_width"":32,""input_dim"":16,""model_index"":3,""n_models"":4,""seed"":5011,""width"":32}]",exact_constructed_neural_overlap,False,Nontrivial central face signs are an edge coboundary; C2M3 can absorb them as a single model.,0.0,0.0,0.0,0.0,1,2,True,True,twisted_q2_branch,1.0,0.4034740728085141,1.0,0.40562921633588717,1.0,0.40795785722195976,baseline_or_diagnostic,1154,2.0,2.0,False,True,False,True,False,True,True,True,0.5055000000000001,0.0,0.0,0.0,0.0,"{""0-1-2"":0,""0-1-3"":0,""0-2-3"":0,""1-2-3"":0}"
