centrality_tol,phase_tol,confidence_margin,small_noise_certification_rate,false_positive_central_rate,false_positive_lift_rate,medium_noise_uncertain_rate,large_noise_rejection_rate,recommended
1e-05,1e-05,0.25,0.6416666666666667,0.0,0.0,0.8891666666666667,1.0,False
3e-05,3e-05,0.25,0.8016666666666666,0.0,0.0,0.8891666666666667,1.0,False
0.0001,0.0001,0.25,0.9505555555555556,0.0,0.0,0.8891666666666667,1.0,False
0.0003,0.0003,0.25,1.0,0.0,0.0,0.7233333333333334,1.0,True
0.0001,0.0001,0.5,0.9505555555555556,0.0,0.0,0.8891666666666667,1.0,False
0.0003,0.0003,0.5,1.0,0.0,0.0,0.7233333333333334,1.0,False
0.001,0.001,0.5,1.0,0.0,0.0,0.4633333333333333,1.0,False
