setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,max_train_samples,max_test_samples,task_definitions_json,base_checkpoint,task_checkpoints_json,oracle_average_task_accuracy,task_vector_sign_conflict_fraction,task_vector_active_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,method,method_role,status,average_test_accuracy,worst_task_accuracy,average_test_loss,validation_selected_accuracy,validation_selected_loss,interference_score,per_task_test_accuracy_json,per_task_val_accuracy_json,selected_hyperparameters_json,greedy_soup_acceptance_json,capacity_matched,single_model,uses_validation_data,common_base_required,delta_vs_greedy_soup,delta_vs_task_arithmetic,delta_vs_ties,delta_vs_dare
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7318,mnist,mnist_digit_subsets,mlp2,64,3,7318,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":591}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_2_even_digits.pt""]",0.9194444444444444,0.6809780736999197,0.7911898274296094,-0.055229100430634,-0.4678417593094915,0.0,0.0,ties_merging,same_base_task_vector,ok,0.8172222222222222,0.67,0.5722267044915094,0.8379963314952376,0.5084857932236418,0.1022222222222222,"{""digits_0_4"":0.8666666666666667,""digits_5_9"":0.67,""even_digits"":0.915}","{""digits_0_4"":0.8933333333333333,""digits_5_9"":0.7018739352640545,""even_digits"":0.9187817258883249}","{""density"":0.2,""scale"":0.5,""selection_trace"":[{""density"":0.2,""scale"":0.5,""validation_accuracy"":0.8379963314952376,""validation_loss"":0.5084857932236418},{""density"":0.2,""scale"":1.0,""validation_accuracy"":0.7607686612840151,""validation_loss"":0.6790122350873968},{""density"":0.2,""scale"":1.25,""validation_accuracy"":0.7247817057105879,""validation_loss"":0.8244860076960377},{""density"":0.5,""scale"":0.5,""validation_accuracy"":0.8095949127120704,""validation_loss"":0.5444069173393022},{""density"":0.5,""scale"":1.0,""validation_accuracy"":0.7236475343285762,""validation_loss"":0.8529906483560615},{""density"":0.5,""scale"":1.25,""validation_accuracy"":0.6866317495731448,""validation_loss"":1.0906219329208457},{""density"":1.0,""scale"":0.5,""validation_accuracy"":0.8112823432309938,""validation_loss"":0.5408709767159811},{""density"":1.0,""scale"":1.0,""validation_accuracy"":0.7269931712772796,""validation_loss"":0.8252505611333246},{""density"":1.0,""scale"":1.25,""validation_accuracy"":0.6927920751457362,""validation_loss"":1.0431904676195303}],""validation_accuracy"":0.8379963314952376,""validation_loss"":0.5084857932236418}",[],True,True,True,True,0.0033333333333331,-0.035,0.0,-0.031111111111111
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7318,mnist,mnist_digit_subsets,mlp2,64,3,7318,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":591}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_2_even_digits.pt""]",0.9194444444444444,0.6809780736999197,0.7911898274296094,-0.055229100430634,-0.4678417593094915,0.0,0.0,dare,same_base_task_vector,ok,0.8483333333333333,0.765,0.5374120797051324,0.8685976616885306,0.4856850978911272,0.0711111111111111,"{""digits_0_4"":0.8766666666666667,""digits_5_9"":0.765,""even_digits"":0.9033333333333333}","{""digits_0_4"":0.905,""digits_5_9"":0.7921635434412265,""even_digits"":0.9086294416243654}","{""drop_rate"":0.5,""scale"":0.5,""selection_trace"":[{""drop_rate"":0.1,""scale"":0.5,""validation_accuracy"":0.8674704035835661,""validation_loss"":0.48653999187195635},{""drop_rate"":0.1,""scale"":1.0,""validation_accuracy"":0.8254826658826174,""validation_loss"":0.5203417940114965},{""drop_rate"":0.1,""scale"":1.25,""validation_accuracy"":0.8084438208562855,""validation_loss"":0.5588911334269667},{""drop_rate"":0.3,""scale"":0.5,""validation_accuracy"":0.865794503200093,""validation_loss"":0.4862441484183411},{""drop_rate"":0.3,""scale"":1.0,""validation_accuracy"":0.8283096581218755,""validation_loss"":0.5199356429416705},{""drop_rate"":0.3,""scale"":1.25,""validation_accuracy"":0.8107352479123248,""validation_loss"":0.5491947623440423},{""drop_rate"":0.5,""scale"":0.5,""validation_accuracy"":0.8685976616885306,""validation_loss"":0.4856850978911272},{""drop_rate"":0.5,""scale"":1.0,""validation_accuracy"":0.8243753981499898,""validation_loss"":0.5253836077830809},{""drop_rate"":0.5,""scale"":1.25,""validation_accuracy"":0.8107475515276948,""validation_loss"":0.5516800080657928}],""validation_accuracy"":0.8685976616885306,""validation_loss"":0.4856850978911272}",[],True,True,True,True,0.0344444444444442,-0.0038888888888889,0.031111111111111,0.0
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7318,mnist,mnist_digit_subsets,mlp2,64,3,7318,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":591}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_2_even_digits.pt""]",0.9194444444444444,0.6809780736999197,0.7911898274296094,-0.055229100430634,-0.4678417593094915,0.0,0.0,git_rebasin_pairwise_secondary_not_run,secondary_rebasin_diagnostic_not_run,not_run_secondary_regime_mismatch,,,,,,,{},{},"{""reason"":""common_base_task_vector_setup_has_no_independent_seed_permutation_regime""}",[],True,True,False,False,,,,
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7318,mnist,mnist_digit_subsets,mlp2,64,3,7318,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":587},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":591}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7318/task_2_even_digits.pt""]",0.9194444444444444,0.6809780736999197,0.7911898274296094,-0.055229100430634,-0.4678417593094915,0.0,0.0,c2m3_synchronization_secondary_not_run,secondary_rebasin_diagnostic_not_run,not_run_secondary_regime_mismatch,,,,,,,{},{},"{""reason"":""common_base_task_vector_setup_has_no_independent_seed_permutation_regime""}",[],True,True,False,False,,,,
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,base_model,common_base_reference,ok,0.8683333333333333,0.84,0.494173764122857,0.8689169058676187,0.5023293844536593,0.0644444444444445,"{""digits_0_4"":0.8883333333333333,""digits_5_9"":0.84,""even_digits"":0.8766666666666667}","{""digits_0_4"":0.875,""digits_5_9"":0.8458904109589042,""even_digits"":0.8858603066439523}",{},[],True,True,False,False,0.0499999999999999,-0.0016666666666667,0.0272222222222221,0.0005555555555554
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,individual_finetuned_digits_0_4,individual_task_model,ok,0.62,0.23,1.3204629039764404,0.6341089148703906,1.2182529139035851,0.3127777777777778,"{""digits_0_4"":0.9583333333333334,""digits_5_9"":0.23,""even_digits"":0.6716666666666666}","{""digits_0_4"":0.9366666666666666,""digits_5_9"":0.2808219178082192,""even_digits"":0.6848381601362862}","{""task_index"":0,""task_name"":""digits_0_4""}",[],True,True,False,False,-0.1983333333333333,-0.25,-0.2211111111111111,-0.2477777777777778
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,individual_finetuned_digits_5_9,individual_task_model,ok,0.5327777777777778,0.2383333333333333,1.4367151652442085,0.5201764901117308,1.475705841253794,0.4,"{""digits_0_4"":0.23833333333333334,""digits_5_9"":0.9083333333333333,""even_digits"":0.45166666666666666}","{""digits_0_4"":0.20666666666666667,""digits_5_9"":0.9058219178082192,""even_digits"":0.44804088586030666}","{""task_index"":1,""task_name"":""digits_5_9""}",[],True,True,False,False,-0.2855555555555555,-0.3372222222222222,-0.3083333333333333,-0.3350000000000001
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,individual_finetuned_even_digits,individual_task_model,ok,0.6977777777777777,0.4633333333333333,1.0956982358296712,0.6949937768857981,1.0749842609747569,0.2350000000000001,"{""digits_0_4"":0.6983333333333334,""digits_5_9"":0.4633333333333333,""even_digits"":0.9316666666666666}","{""digits_0_4"":0.66,""digits_5_9"":0.488013698630137,""even_digits"":0.9369676320272572}","{""task_index"":2,""task_name"":""even_digits""}",[],True,True,False,False,-0.1205555555555556,-0.1722222222222222,-0.1433333333333334,-0.1700000000000001
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,individual_finetuned_mean,oracle_summary_not_single_model,oracle_summary,0.9327777777777778,0.9083333333333332,,,,0.0,{},{},"{""oracle_average_task_accuracy"":0.9327777777777778}",[],False,False,False,False,0.1144444444444444,0.0627777777777778,0.0916666666666666,0.0649999999999999
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,weight_average,same_base_weight_average,ok,0.8183333333333334,0.65,0.5326589647928873,0.827757474867694,0.5228650232759646,0.1144444444444444,"{""digits_0_4"":0.8783333333333333,""digits_5_9"":0.65,""even_digits"":0.9266666666666666}","{""digits_0_4"":0.8733333333333333,""digits_5_9"":0.678082191780822,""even_digits"":0.9318568994889267}",{},[],True,True,False,False,0.0,-0.0516666666666666,-0.0227777777777777,-0.0494444444444445
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,greedy_soup,model_soups_validation_descent,ok,0.8183333333333334,0.65,0.5326589605543349,0.827757474867694,0.5228650232759646,0.1144444444444444,"{""digits_0_4"":0.8783333333333333,""digits_5_9"":0.65,""even_digits"":0.9266666666666666}","{""digits_0_4"":0.8733333333333333,""digits_5_9"":0.678082191780822,""even_digits"":0.9318568994889267}","{""selection_indices"":[2,0,1]}","[{""accepted"":true,""candidate_model_index"":2,""candidate_rank"":1,""decision_reason"":""accepted_initial_best_validation_model"",""validation_accuracy_margin_after_minus_before"":null},{""accepted"":true,""candidate_model_index"":0,""candidate_rank"":2,""decision_reason"":""accepted_validation_accuracy_non_decrease"",""validation_accuracy_margin_after_minus_before"":0.0626764539808018},{""accepted"":true,""candidate_model_index"":1,""candidate_rank"":3,""decision_reason"":""accepted_validation_accuracy_non_decrease"",""validation_accuracy_margin_after_minus_before"":0.07058159232072281}]",True,True,True,False,0.0,-0.0516666666666666,-0.0227777777777777,-0.0494444444444445
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,slerp_sequential,same_base_interpolation,ok,0.8183333333333334,0.65,0.5316922834184435,0.827757474867694,0.5219604791692359,0.1144444444444444,"{""digits_0_4"":0.8783333333333333,""digits_5_9"":0.65,""even_digits"":0.9266666666666666}","{""digits_0_4"":0.8733333333333333,""digits_5_9"":0.678082191780822,""even_digits"":0.9318568994889267}",{},[],True,True,False,True,0.0,-0.0516666666666666,-0.0227777777777777,-0.0494444444444445
mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7319,mnist,mnist_digit_subsets,mlp2,64,3,7319,3,2,6000,2000,"[{""classes"":[0,1,2,3,4],""task_name"":""digits_0_4"",""test_samples"":600,""train_samples"":1800,""val_samples"":600},{""classes"":[5,6,7,8,9],""task_name"":""digits_5_9"",""test_samples"":600,""train_samples"":1800,""val_samples"":584},{""classes"":[0,2,4,6,8],""task_name"":""even_digits"",""test_samples"":600,""train_samples"":1800,""val_samples"":587}]",/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/base.pt,"[""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_0_digits_0_4.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_1_digits_5_9.pt"",""/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/same_base_task_vector/mnist_mnist_digit_subsets_mlp2_W64_N3/seed7319/task_2_even_digits.pt""]",0.9327777777777778,0.6983522283930784,0.7915349682107176,-0.074439010839618,-0.5209903386947088,0.0,0.0,task_arithmetic,same_base_task_vector,ok,0.87,0.82,0.4784926870134141,0.8756492782484008,0.4835728560277687,0.0627777777777778,"{""digits_0_4"":0.89,""digits_5_9"":0.82,""even_digits"":0.9}","{""digits_0_4"":0.8833333333333333,""digits_5_9"":0.833904109589041,""even_digits"":0.909710391822828}","{""scale"":0.25,""selection_trace"":[{""scale"":0.25,""validation_accuracy"":0.8756492782484008,""validation_loss"":0.4835728560277687},{""scale"":0.5,""validation_accuracy"":0.8670519941191571,""validation_loss"":0.48138279119235894},{""scale"":0.75,""validation_accuracy"":0.8482351507419769,""validation_loss"":0.4948144725490861},{""scale"":1.0,""validation_accuracy"":0.827757474867694,""validation_loss"":0.5228650382739577},{""scale"":1.25,""validation_accuracy"":0.8084728477748477,""validation_loss"":0.5645778384952053}],""validation_accuracy"":0.8756492782484008,""validation_loss"":0.4835728560277687}",[],True,True,True,True,0.0516666666666666,0.0,0.0288888888888888,0.0022222222222221
