regime,method,display_name,status,n_settings,n_unique_seeds_min,mean_test_accuracy_across_settings,best_setting_test_accuracy,mean_delta_vs_greedy_soup,min_delta_vs_greedy_ci_low,max_delta_vs_greedy_ci_high,validation_selected_hyperparameters,source_csv,note
shared_base_task_vector,weight_average,Weight averaging,evaluated_existing_same_base_artifact,8,20.0,0.7939147016670202,0.8764375,0.0001423611111111,-0.0010833333333333,0.0044166666666666,none,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,greedy_soup,Model Soups / greedy soup,evaluated_existing_same_base_artifact,8,20.0,0.7937723405559091,0.8764375,0.0,0.0,0.0,validation greedy order,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,slerp_sequential,SLERP-style sequential soup,evaluated_existing_same_base_artifact,8,20.0,0.7939820058263383,0.876375,0.00020966527042913752,-0.0009729166666666,0.0045555555555555,sequential equal-weight SLERP,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,task_arithmetic,Task Arithmetic,evaluated_existing_same_base_artifact,8,20.0,0.8114275483776296,0.8839166666666666,0.017655207821720562,-0.0003541666666666,0.0520555555555555,alpha grid,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,ties_merging,TIES-style merging,evaluated_existing_same_base_artifact,8,20.0,0.7836307602355093,0.8710416666666667,-0.01014158032039975,-0.0684444444444443,0.0195840277777777,density/alpha grid,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,dare,DARE-style merging,evaluated_existing_same_base_artifact,8,20.0,0.8098561507936508,0.8770277777777779,0.016083810237741702,-0.0014374999999999,0.0444722222222221,drop-rate/mask/alpha grid,reports/csv/same_base_task_vector_extended_summary.csv,Common-base MLP task-vector setting; Task Arithmetic/TIES/DARE are internal style implementations.
shared_base_task_vector,c2m3_permutation,C2M3-style synchronization,not_run_secondary_regime_mismatch,0,,,,,,,none,reports/csv/same_base_task_vector_extended_summary.csv,C2M3 is an independent-seed/rebasin diagnostic; common-base rows do not intentionally create permutation mismatch.
shared_base_task_vector,twistedmerge_selector,TwistedMerge / TwistedMerge++ selector,not_run_not_primary_for_common_base_task_vectors,0,,,,,,,validation selector not replayed in this regime,reports/csv/same_base_task_vector_extended_summary.csv,"TwistedMerge structural diagnostics remain relevant, but the existing shared-base artifact is a task-vector baseline benchmark."
