dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,outcome,outcome_family,predictor,regression_formula,n_rows,n_unique_seeds,predictor_beta,predictor_beta_ci_low,predictor_beta_ci_high,mean_outcome,mean_predictor,mean_individual_accuracy,mean_pairwise_alignment_residual,claim_status,claim_supported,primary_evidence
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,combined_obstruction_score,greedy_soup_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-2.607130569999209,-6.256809189738766,0.8374122432808409,0.6254533333333332,0.6769667109931905,0.8323650000000001,0.28752119392156594,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,4,128,none,activation,observed,0.0,fashion_mnist_mlp2_N4_W128_none_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,sync_disagreement,greedy_soup_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.7565884981117849,-5.255783878559293,3.882117735061897,0.6254533333333332,0.32931315104166664,0.8323650000000001,0.28752119392156594,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.8570944982137019,-0.6948252450859755,5.072359162283276,0.5014333333333334,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.512982750973503,-0.9549951685532474,12.46668413239515,0.5014333333333334,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.974301720177485,-1.7533908843524033,12.893683421672577,0.5014333333333334,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.11447784405514824,-0.1948658082754922,0.48874940318009014,0.03989333333333329,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.24194148322224507,-0.4231712841404702,1.1074270727600504,0.03989333333333329,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.02655253061956523,-0.9314753765196248,0.9267832007658479,0.03989333333333329,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.1692203852995348,-0.2337543546110221,0.5737500647950189,0.03882666666666664,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.39900223768217374,-0.3712924588843247,1.243362282378406,0.03882666666666664,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.5217266475346227,-0.3730986335401084,1.8392864333035408,0.03882666666666664,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.05474254124438814,-0.48481640975631063,0.40611210259567776,0.0010666666666666535,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_git_rebasin ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.15706075445993156,-1.0130541201704593,0.7881666562958826,0.0010666666666666535,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,sync_disagreement,c2m3_delta_vs_git_rebasin ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.4951741169150583,-1.7245199801411741,0.39936150741043314,0.0010666666666666535,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.6878741129141646,-0.7271496723894626,4.681228888874226,0.4626066666666666,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.113980513291326,-0.8347586174534715,11.580536367924772,0.4626066666666666,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,sync_disagreement,c2m3_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.452575072642855,-2.023895350029819,12.310512657588779,0.4626066666666666,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.7778962494570008,-0.7568933879813068,5.2427806899576455,0.49426666666666674,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.350169704912547,-1.298269427837225,12.503362442102036,0.49426666666666674,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.8334178132054513,-2.0840739564416233,13.587866867741075,0.49426666666666674,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_c2m3 ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.09002213654283564,-0.33219515190443055,0.5714522080352312,0.031659999999999945,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_c2m3 ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.2361891916212201,-0.6343532838459347,1.2616894912802128,0.031659999999999945,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_c2m3 ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.38084274056259515,-0.5476474454471605,1.8296915315401296,0.031659999999999945,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,mean_cycle_score,greedy_soup_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.8570944982137019,-0.7337099167638896,5.032928904769015,0.5014333333333334,0.9595235439854675,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,combined_obstruction_score,greedy_soup_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.512982750973503,-0.9614886866156278,12.467567491184006,0.5014333333333334,0.7436077331213122,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,sync_disagreement,greedy_soup_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.974301720177485,-1.8131389787454448,13.303764949169109,0.5014333333333334,0.3133535879629629,0.9173044444444444,0.44080224566989473,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.2038762171400472,-0.4732250532510578,2.6365236751193404,0.5014333333333334,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.4548505117210055,-0.8579026627338561,5.661122379579298,0.5014333333333334,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.3838252136020088,-3.0400903366998877,6.587335341799357,0.5014333333333334,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.0018657282357429476,-0.09679958127168016,0.1358680080700453,0.021613333333333297,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.031245642121790925,-0.16681053690614797,0.3296604274475929,0.021613333333333297,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.23764428857596126,-0.0021843118282857854,0.5263977169344635,0.021613333333333297,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.027964673536558616,-0.1235083817322467,0.08480167536754449,0.023446666666666623,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.035172755134053504,-0.23113720834654583,0.21189330304032944,0.023446666666666623,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.11735336895536085,-0.12407059110258159,0.4485872938105408,0.023446666666666623,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.02609894530081528,-0.048787489891897046,0.14381350523727357,-0.0018333333333333099,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_git_rebasin ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.06641839725584314,-0.10079925528655144,0.3112510035224107,-0.0018333333333333099,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,sync_disagreement,c2m3_delta_vs_git_rebasin ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.12029091962059751,-0.13934985877378026,0.3710393939317787,-0.0018333333333333099,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.2318408906766036,-0.3463802588366906,2.666207871383284,0.4779866666666666,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.49002326685506,-0.7283559130174578,5.674418841199541,0.4779866666666666,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,sync_disagreement,c2m3_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.2664718446466465,-2.972336833834222,6.248561016086932,0.4779866666666666,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.1427291356182612,-0.47760644549942666,2.58394315126842,0.4947133333333332,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.3229470690168834,-1.0748560901620252,5.5803223418248775,0.4947133333333332,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.2235017721889836,-2.959903337688151,6.3149167869276805,0.4947133333333332,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_c2m3 ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.08911175505834183,-0.17527956545526005,-0.0009914338945657742,0.01672666666666661,0.9020296747338686,0.9173044444444444,0.3247289846340815,negative_association,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_c2m3 ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.16707619783817718,-0.3529078705198815,0.02286280562508163,0.01672666666666661,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_c2m3 ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.04297007245766062,-0.2825151078840844,0.2570921376573118,0.01672666666666661,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,mean_cycle_score,greedy_soup_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.2038762171400472,-0.434895389279725,2.6752771927639283,0.5014333333333334,0.9020296747338686,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,combined_obstruction_score,greedy_soup_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.4548505117210055,-1.0252794484692913,5.760383468120303,0.5014333333333334,0.6663616217386487,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,input_noise,activation,observed,0.0,mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,sync_disagreement,greedy_soup_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.3838252136020088,-2.8829542659553433,6.593409403390599,0.5014333333333334,0.20324074074074075,0.9173044444444444,0.3247289846340815,unsupported_ci_crosses_zero_or_unstable,False,True
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.9910074914230167,-0.7628902474973409,5.429581942174098,0.60024,0.9637386471710732,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.907573381663809,-1.1521760847420384,11.918054904375536,0.60024,0.7433437568917155,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.4350488132404595,-3.687932458402163,9.389650235528736,0.60024,0.3102575231481481,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.05521720184379112,-1.444297254692753,0.7838888572974547,0.062306666666666635,0.9637386471710732,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.16194283777648474,-3.1145157898863016,1.7013028879975338,0.062306666666666635,0.7433437568917155,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.1981562032627552,-2.435292226531084,1.9793617742352163,0.062306666666666635,0.3102575231481481,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.09139088164040904,-1.0313260231099768,0.536202593901464,0.06074666666666662,0.9637386471710732,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.18669484388541113,-2.245921404578304,1.1421120647127097,0.06074666666666662,0.7433437568917155,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.19367954511216257,-1.9982911303370825,1.1969964570459746,0.06074666666666662,0.3102575231481481,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
mnist,mlp2,3,128,none,activation,injected_noise,0.15,mnist_mlp2_N3_W128_none_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.03617367979661453,-1.0169844132649368,0.8150984432638829,0.0015599999999999976,0.9637386471710732,0.9308688888888891,0.4377348270681169,negative_control_not_primary_evidence,False,False
