dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,outcome,outcome_family,predictor,regression_formula,n_rows,n_unique_seeds,predictor_beta,predictor_beta_ci_low,predictor_beta_ci_high,mean_outcome,mean_predictor,mean_individual_accuracy,mean_pairwise_alignment_residual,claim_status,claim_supported,primary_evidence
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-2.3377018986544336,-5.130546446855784,-0.1348804184964014,0.48412,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-4.217210758286985,-8.821916686052706,0.4800882001903249,0.48412,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.5758908828392764,-5.456801788041947,7.349926184769096,0.48412,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.7716450476085952,-0.7090461005790579,2.8773175076857846,0.09967999999999996,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.2677449809266927,-1.0772388198602332,6.925511270399775,0.09967999999999996,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.1156530291405264,-0.6783553903384067,8.612720920122861,0.09967999999999996,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.297394910311444,-0.06646265596252797,3.607718920910438,0.09725999999999994,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.0919254931425963,0.0009101438126527743,7.022971252731556,0.09725999999999994,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.1986994865756055,-1.375033178721231,5.764186520628959,0.09725999999999994,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.5257498627028494,-2.7171437139875367,1.1778692237754147,0.002419999999999997,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_git_rebasin ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.8241805122159018,-4.625774067739238,3.2093186235117366,0.002419999999999997,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,sync_disagreement,c2m3_delta_vs_git_rebasin ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.9169535425649212,-3.0862827243808324,6.308475869278933,0.002419999999999997,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-3.6350968089658813,-7.496932464912226,-1.4761086037138973,0.38686000000000004,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-7.309136251429578,-12.824540488252207,-2.5719045762939863,0.38686000000000004,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,sync_disagreement,c2m3_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-1.6228086037363287,-7.744212521097337,5.753871052090532,0.38686000000000004,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-2.6471306719956864,-5.342167885416514,-0.5544880660396553,0.4724399999999999,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-4.896668863966564,-9.462347211482946,-0.22645210894695583,0.4724399999999999,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.09426059118083228,-5.664168558453466,6.8338533037373,0.4724399999999999,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_c2m3 ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.9879661369701954,-0.41812623893117423,3.1986313629450436,0.08557999999999993,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_c2m3 ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,2.4124673874630203,-0.6901014524657509,6.2695646771950155,0.08557999999999993,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_c2m3 ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.7170691949171557,-1.8318343661580927,5.145836327728435,0.08557999999999993,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,mean_cycle_score,greedy_soup_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-2.3377018986544336,-5.096218669688681,-0.3078498084927453,0.48412,0.9584611039577671,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,combined_obstruction_score,greedy_soup_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-4.217210758286985,-8.68235447631914,0.5465803298042117,0.48412,0.7374911784054944,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,sync_disagreement,greedy_soup_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.5758908828392764,-5.379021896147753,7.384133888509928,0.48412,0.3226851851851852,0.8169422222222221,0.41500536269611776,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.24805566874490698,-1.533676654792495,1.4440449911959414,0.48412,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.3588710673149539,-3.0701518110045143,3.0752056443964624,0.48412,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.41646618367710764,-2.597544484149401,4.059508984187873,0.48412,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.27937013714584835,-0.09356380205600277,0.56996577736295,0.05281999999999994,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.5061555149269008,-0.28647503704188537,1.1687382946305993,0.05281999999999994,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.1370266481904705,-0.6499974222409731,0.9642633148967857,0.05281999999999994,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.24033207686610555,-0.10849547884545474,0.5789604416021937,0.05184666666666661,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.5044602830885843,-0.1623600963300195,1.1857538077489465,0.05184666666666661,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.3358544968306714,-0.28559759558242204,1.0059011270751712,0.05184666666666661,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.03903806027974198,-0.261288485306067,0.2802466863516562,0.0009733333333333129,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_git_rebasin ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.0016952318383149007,-0.5509774653333014,0.4664827685290975,0.0009733333333333129,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,sync_disagreement,c2m3_delta_vs_git_rebasin ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.19882784864019964,-0.6579756647196181,0.29444070078807827,0.0009733333333333129,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.48838774561101306,-1.7521466260233574,1.1877910967074057,0.43227333333333334,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,c2m3_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.8633313504035386,-3.677816543161664,2.505496187497276,0.43227333333333334,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,c2m3_delta_vs_weight_average,alignment_conditioned,sync_disagreement,c2m3_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.08061168684643784,-2.8174065915196445,3.7763960427055627,0.43227333333333334,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.2579299452233287,-1.6021040109371751,1.3934798677932299,0.46871999999999997,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.3726392659432749,-3.1133396152192807,3.092708230224072,0.46871999999999997,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_weight_average,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.4465674072587814,-2.4638004102588678,4.313389681808208,0.46871999999999997,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,mean_cycle_score,rank_lift_delta_vs_c2m3 ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.23045780038768504,-0.06317370727675035,0.5608556573730653,0.03644666666666662,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,combined_obstruction_score,rank_lift_delta_vs_c2m3 ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.49069208446026613,-0.0445344525234981,1.125340970476007,0.03644666666666662,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,rank_lift_delta_vs_c2m3,alignment_conditioned,sync_disagreement,rank_lift_delta_vs_c2m3 ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.36595572041234586,-0.11439128315232261,0.8781322865940218,0.03644666666666662,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,mean_cycle_score,greedy_soup_delta_vs_weight_average ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.24805566874490698,-1.506127848952297,1.3522650617104865,0.48412,0.9016683324190148,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,combined_obstruction_score,greedy_soup_delta_vs_weight_average ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.3588710673149539,-3.008308532918835,3.1076727251429275,0.48412,0.6577068250893884,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,greedy_soup_delta_vs_weight_average,validation_soup_vs_weight_average,sync_disagreement,greedy_soup_delta_vs_weight_average ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.41646618367710764,-2.4351247854385263,4.069745616739294,0.48412,0.22052951388888883,0.8169422222222221,0.28475600712829163,unsupported_ci_crosses_zero_or_unstable,False,True
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,mean_cycle_score,weight_average_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.8850624419949373,-3.0000796789370363,0.5979530205221227,0.5593066666666666,0.9603294521001622,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,combined_obstruction_score,weight_average_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-1.9601418636224193,-6.156656614755946,1.124648594683435,0.5593066666666666,0.738287712169996,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,weight_average_degradation_vs_best_single,raw_weight_average,sync_disagreement,weight_average_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-2.900979998254208,-6.766933705903682,0.11334009060512142,0.5593066666666666,0.3200954861111111,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,git_rebasin_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.1019113769739524,-1.0807838602232052,2.8490273226477365,0.15686666666666665,0.9603294521001622,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,git_rebasin_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,3.0755481903109025,-0.6297620921908494,6.6307608217002665,0.15686666666666665,0.738287712169996,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,git_rebasin_degradation_vs_best_single,alignment_conditioned,sync_disagreement,git_rebasin_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,4.376755419927754,0.47782249970605467,8.31393304811962,0.15686666666666665,0.3200954861111111,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,mean_cycle_score,c2m3_degradation_vs_best_single ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.5111156899472423,-1.9915963297617825,1.9651866653987682,0.15819333333333327,0.9603294521001622,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,combined_obstruction_score,c2m3_degradation_vs_best_single ~ combined_obstruction_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,-0.4772520171779745,-3.4582537608739274,4.705503704351262,0.15819333333333327,0.738287712169996,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,c2m3_degradation_vs_best_single,alignment_conditioned,sync_disagreement,c2m3_degradation_vs_best_single ~ sync_disagreement + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,0.4589806622402385,-3.2162256531454028,4.676262794806104,0.15819333333333327,0.3200954861111111,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,c2m3_delta_vs_git_rebasin,alignment_conditioned,mean_cycle_score,c2m3_delta_vs_git_rebasin ~ mean_cycle_score + mean_individual_accuracy + pairwise_alignment_residual_mean,30,30,1.6130270669211935,-1.5706070569537047,3.1776015559601216,-0.0013266666666666782,0.9603294521001622,0.8320444444444444,0.4174995395872328,negative_control_not_primary_evidence,False,False
