setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,group_source,group_name,inferred_group_order,coefficient_group,coefficient_modulus,h2_exact,h2_method,h2_dimension,h2_size,class_orders_json,skipped_reason
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4212,fashion_mnist,mlp,3.0,64,none,monomial_weight,4212,real_fixed_setting_triangle_maps,inferred_residual_group,100,Z/2Z,2,False,skipped_large_group,,,[],group order 100 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4213,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4213,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4213,fashion_mnist,mlp,3.0,64,none,monomial_weight,4213,real_fixed_setting_triangle_maps,inferred_residual_group,84,Z/2Z,2,False,skipped_large_group,,,[],group order 84 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4214,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4214,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4214,fashion_mnist,mlp,3.0,64,none,monomial_weight,4214,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4215,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4215,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4215,fashion_mnist,mlp,3.0,64,none,monomial_weight,4215,real_fixed_setting_triangle_maps,inferred_residual_group,112,Z/2Z,2,False,skipped_large_group,,,[],group order 112 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4216,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4216,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4216,fashion_mnist,mlp,3.0,64,none,monomial_weight,4216,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4217,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4217,real_fixed_setting_triangle_maps,inferred_residual_group,138,Z/2Z,2,False,skipped_large_group,,,[],group order 138 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4217,fashion_mnist,mlp,3.0,64,none,monomial_weight,4217,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4218,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4218,fashion_mnist,mlp,3.0,64,none,monomial_weight,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4219,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4219,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4219,fashion_mnist,mlp,3.0,64,none,monomial_weight,4219,real_fixed_setting_triangle_maps,inferred_residual_group,168,Z/2Z,2,False,skipped_large_group,,,[],group order 168 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4220,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4220,real_fixed_setting_triangle_maps,inferred_residual_group,188,Z/2Z,2,False,skipped_large_group,,,[],group order 188 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4220,fashion_mnist,mlp,3.0,64,none,monomial_weight,4220,real_fixed_setting_triangle_maps,inferred_residual_group,52,Z/2Z,2,False,skipped_large_group,,,[],group order 52 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4221,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4221,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4221,fashion_mnist,mlp,3.0,64,none,monomial_weight,4221,real_fixed_setting_triangle_maps,inferred_residual_group,84,Z/2Z,2,False,skipped_large_group,,,[],group order 84 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4222,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4222,real_fixed_setting_triangle_maps,inferred_residual_group,96,Z/2Z,2,False,skipped_large_group,,,[],group order 96 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4222,fashion_mnist,mlp,3.0,64,none,monomial_weight,4222,real_fixed_setting_triangle_maps,inferred_residual_group,98,Z/2Z,2,False,skipped_large_group,,,[],group order 98 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4223,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4223,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4223,fashion_mnist,mlp,3.0,64,none,monomial_weight,4223,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4224,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4224,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4224,fashion_mnist,mlp,3.0,64,none,monomial_weight,4224,real_fixed_setting_triangle_maps,inferred_residual_group,160,Z/2Z,2,False,skipped_large_group,,,[],group order 160 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4225,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4225,real_fixed_setting_triangle_maps,inferred_residual_group,70,Z/2Z,2,False,skipped_large_group,,,[],group order 70 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4225,fashion_mnist,mlp,3.0,64,none,monomial_weight,4225,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4226,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4226,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4226,fashion_mnist,mlp,3.0,64,none,monomial_weight,4226,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4227,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4227,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4227,fashion_mnist,mlp,3.0,64,none,monomial_weight,4227,real_fixed_setting_triangle_maps,inferred_residual_group,48,Z/2Z,2,False,skipped_large_group,,,[],group order 48 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4228,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4228,real_fixed_setting_triangle_maps,inferred_residual_group,80,Z/2Z,2,False,skipped_large_group,,,[],group order 80 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4228,fashion_mnist,mlp,3.0,64,none,monomial_weight,4228,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_input_noise_monomial_weight,fashion_mnist_mlp_N3_W64_input_noise_monomial_weight_seed4229,fashion_mnist,mlp,3.0,64,input_noise,monomial_weight,4229,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W64_none_monomial_weight,fashion_mnist_mlp_N3_W64_none_monomial_weight_seed4229,fashion_mnist,mlp,3.0,64,none,monomial_weight,4229,real_fixed_setting_triangle_maps,inferred_residual_group,234,Z/2Z,2,False,skipped_large_group,,,[],group order 234 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4200,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4200,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4200,fashion_mnist,mlp,3.0,128,none,monomial_activation,4200,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4201,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4201,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4201,fashion_mnist,mlp,3.0,128,none,monomial_activation,4201,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4202,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4202,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4202,fashion_mnist,mlp,3.0,128,none,monomial_activation,4202,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4203,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4203,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4203,fashion_mnist,mlp,3.0,128,none,monomial_activation,4203,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4204,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4204,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4204,fashion_mnist,mlp,3.0,128,none,monomial_activation,4204,real_fixed_setting_triangle_maps,inferred_residual_group,90,Z/2Z,2,False,skipped_large_group,,,[],group order 90 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4205,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4205,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4205,fashion_mnist,mlp,3.0,128,none,monomial_activation,4205,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4206,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4206,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4206,fashion_mnist,mlp,3.0,128,none,monomial_activation,4206,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4207,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4207,real_fixed_setting_triangle_maps,inferred_residual_group,210,Z/2Z,2,False,skipped_large_group,,,[],group order 210 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4207,fashion_mnist,mlp,3.0,128,none,monomial_activation,4207,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4208,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4208,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4208,fashion_mnist,mlp,3.0,128,none,monomial_activation,4208,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4209,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4209,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4209,fashion_mnist,mlp,3.0,128,none,monomial_activation,4209,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4210,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4210,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4210,fashion_mnist,mlp,3.0,128,none,monomial_activation,4210,real_fixed_setting_triangle_maps,inferred_residual_group,168,Z/2Z,2,False,skipped_large_group,,,[],group order 168 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4211,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4211,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4211,fashion_mnist,mlp,3.0,128,none,monomial_activation,4211,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4212,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4212,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4212,fashion_mnist,mlp,3.0,128,none,monomial_activation,4212,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4213,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4213,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4213,fashion_mnist,mlp,3.0,128,none,monomial_activation,4213,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4214,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4214,real_fixed_setting_triangle_maps,inferred_residual_group,172,Z/2Z,2,False,skipped_large_group,,,[],group order 172 exceeds exact cohomology limit 32
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4214,fashion_mnist,mlp,3.0,128,none,monomial_activation,4214,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4215,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4215,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4215,fashion_mnist,mlp,3.0,128,none,monomial_activation,4215,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4216,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4216,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4216,fashion_mnist,mlp,3.0,128,none,monomial_activation,4216,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4217,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4217,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4217,fashion_mnist,mlp,3.0,128,none,monomial_activation,4217,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4218,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4218,fashion_mnist,mlp,3.0,128,none,monomial_activation,4218,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_input_noise_monomial_activation,fashion_mnist_mlp_N3_W128_input_noise_monomial_activation_seed4219,fashion_mnist,mlp,3.0,128,input_noise,monomial_activation,4219,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
fashion_mnist_mlp_N3_W128_none_monomial_activation,fashion_mnist_mlp_N3_W128_none_monomial_activation_seed4219,fashion_mnist,mlp,3.0,128,none,monomial_activation,4219,real_fixed_setting_triangle_maps,inferred_residual_group,257,Z/2Z,2,False,truncated_max_group_order,,,[],group closure exceeded max_group_order
C2,C2,reference_small_group,finite_group,,2,none,group_presentation,10331,reference_small_group,C2,2,Z/2Z,2,True,normalized_cochains_mod_prime,1.0,2.0,[2],
C3,C3,reference_small_group,finite_group,,3,none,group_presentation,10331,reference_small_group,C3,3,Z/2Z,2,True,normalized_cochains_mod_prime,0.0,1.0,[],
C4,C4,reference_small_group,finite_group,,4,none,group_presentation,10331,reference_small_group,C4,4,Z/2Z,2,True,normalized_cochains_mod_prime,1.0,2.0,[2],
V4,V4,reference_small_group,finite_group,,4,none,group_presentation,10331,reference_small_group,V4,4,Z/2Z,2,True,normalized_cochains_mod_prime,3.0,8.0,"[2, 2, 2]",
S3,S3,reference_small_group,finite_group,,3,none,group_presentation,10331,reference_small_group,S3,6,Z/2Z,2,True,normalized_cochains_mod_prime,1.0,2.0,[2],
D4,D4,reference_small_group,finite_group,,4,none,group_presentation,10331,reference_small_group,D4,8,Z/2Z,2,True,normalized_cochains_mod_prime,3.0,8.0,"[2, 2, 2]",
