dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,n_rows,n_unique_seeds,mean_cycle_score,std_cycle_score,mean_weight_merge_degradation,std_weight_merge_degradation,pearson_cycle_vs_weight_degradation,pearson_ci_low,pearson_ci_high,spearman_cycle_vs_weight_degradation,spearman_ci_low,spearman_ci_high,partial_pearson_control_mean_acc_alignment_residual,regression_cycle_beta_control_mean_acc_alignment_residual,mean_individual_accuracy,mean_pairwise_alignment_residual,claim_status,claim_supported,primary_evidence,method,mean_test_accuracy,std_test_accuracy,mean_delta_vs_weight_average,mean_delta_vs_greedy_soup,mean_delta_vs_c2m3_synchronized
mnist,mlp2,3,128,none,activation,observed,0.0,mnist_mlp2_N3_W128_none_activation,30,30,0.9046797786174632,0.024174255913191982,0.60024,0.07434585348917912,0.2321924418881292,-0.1141044692897969,0.5453651569846533,0.30413425051298876,-0.12298076490789256,0.6581429719238328,0.22609707008737115,0.7361582259718452,0.9308688888888891,0.3231170465548834,unsupported_descriptive,False,True,,,,,,
mnist,mlp2,4,128,input_noise,activation,injected_noise,0.15,mnist_mlp2_N4_W128_input_noise_activation,30,30,0.9606094367747446,0.0064144879232378126,0.6749333333333333,0.061252565510427376,0.051060372275924935,-0.29833245891852983,0.40551343516144406,0.10745272525027807,-0.2732687917217467,0.46968756942489504,0.037998227444054365,0.3975675016483467,0.9135066666666666,0.4433817717764113,negative_control_not_primary_evidence,False,False,,,,,,
mnist,mlp2,4,128,input_noise,activation,observed,0.0,mnist_mlp2_N4_W128_input_noise_activation,30,30,0.9062510703308593,0.011613815400621511,0.6749333333333333,0.061252565510427376,-0.28140490769455095,-0.5923966419665782,0.040888191613342464,-0.41446051167964404,-0.681640073523202,-0.06517844644856823,-0.31007943533590737,-1.6721051793307866,0.9135066666666666,0.3264329257938597,unsupported_descriptive,False,True,,,,,,
mnist,mlp2,4,128,none,activation,injected_noise,0.15,mnist_mlp2_N4_W128_none_activation,30,30,0.9578293296260276,0.0055625368034480935,0.7021200000000001,0.04926840212829985,0.12366393543096849,-0.3449441810716693,0.4869738433632377,0.04628393413440143,-0.38532154516927253,0.460984434877998,0.11849697293558487,1.0736373713285645,0.9314083333333335,0.44083617230256394,negative_control_not_primary_evidence,False,False,,,,,,
mnist,mlp2,4,128,none,activation,observed,0.0,mnist_mlp2_N4_W128_none_activation,30,30,0.905395065023073,0.008650409176668903,0.7021200000000001,0.04926840212829985,0.04378761047493229,-0.3940124694831192,0.416965081003345,-0.11947936440603686,-0.5072125178466366,0.2807075329008066,0.0016673010201264746,0.00962628225541014,0.9314083333333335,0.3235840613643328,unsupported_descriptive,False,True,,,,,,
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.8134133333333332,0.006559212175849779,0.4699999999999999,-0.014119999999999947,0.08313999999999994
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.7302733333333333,0.03833152959274572,0.38686000000000004,-0.09725999999999994,0.0
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.8196533333333333,0.0012193082644180561,0.47624,-0.007879999999999953,0.08937999999999995
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.7278533333333334,0.04540557259839926,0.38444,-0.09967999999999996,-0.002419999999999997
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.8275333333333331,0.0017921925183943068,0.48412,0.0,0.09725999999999994
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.8132599999999999,0.007238431912487966,0.46984666666666663,-0.014273333333333273,0.0829866666666666
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.8158533333333332,0.006048067992076615,0.4724399999999999,-0.011679999999999947,0.08557999999999993
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.8237933333333333,0.0021415323764865744,0.48038000000000003,-0.00373999999999996,0.09351999999999992
fashion_mnist,mlp2,3,128,input_noise,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.34341333333333335,0.0628761000223693,0.0,-0.48412,-0.38686000000000004
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.8121466666666667,0.005121134931683182,0.4687333333333334,-0.015386666666666616,0.03645999999999995
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.7756866666666666,0.014135470994271293,0.43227333333333334,-0.05184666666666661,0.0
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,ensemble_upper_bound,0.8196533333333333,0.0012193082644180561,0.47624,-0.007879999999999953,0.0439666666666666
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,git_rebasin_pairwise_ref0,0.7747133333333334,0.01516490352262667,0.4312999999999999,-0.05281999999999994,-0.0009733333333333129
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,greedy_soup,0.8275333333333331,0.0017921925183943068,0.48412,0.0,0.05184666666666661
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,random_branch_ensemble_2,0.8117733333333333,0.005312764935922519,0.46835999999999994,-0.01575999999999995,0.03608666666666661
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,twisted_rank_lift_2,0.8121333333333333,0.005955775715036294,0.46871999999999997,-0.015399999999999954,0.03644666666666662
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,validation_branch_ensemble_2,0.8237933333333333,0.0021415323764865744,0.48038000000000003,-0.00373999999999996,0.04810666666666662
fashion_mnist,mlp2,3,128,input_noise,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_input_noise_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,weight_average,0.34341333333333335,0.0628761000223693,0.0,-0.48412,-0.43227333333333334
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_cluster_branch_ensemble_2,0.8222999999999998,0.007305878596648427,0.5481466666666667,-0.009786666666666619,0.1470333333333333
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,c2m3_synchronized,0.6752666666666667,0.066059917072898,0.40111333333333327,-0.15681999999999993,0.0
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,ensemble_upper_bound,0.8327000000000001,0.0015737063652848226,0.5585466666666666,0.0006133333333333432,0.15743333333333334
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,git_rebasin_pairwise_ref0,0.6765933333333335,0.0652708834771298,0.40244,-0.1554933333333333,0.0013266666666666782
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,greedy_soup,0.8320866666666668,0.0023952155375381846,0.5579333333333334,0.0,0.15681999999999993
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,random_branch_ensemble_2,0.8208266666666667,0.005453182135441552,0.5466733333333332,-0.011259999999999973,0.14555999999999997
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,twisted_rank_lift_2,0.8224333333333331,0.0073477340318154425,0.5482800000000001,-0.009653333333333293,0.14716666666666664
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,validation_branch_ensemble_2,0.8325733333333333,0.002223841555589743,0.55842,0.0004866666666666666,0.15730666666666662
fashion_mnist,mlp2,3,128,none,activation,injected_noise,0.15,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,False,weight_average,0.27415333333333336,0.05522165200874303,0.0,-0.5579333333333334,-0.40111333333333327
fashion_mnist,mlp2,3,128,none,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_cluster_branch_ensemble_2,0.82608,0.0037444579737581935,0.5519266666666667,-0.006006666666666611,0.036326666666666604
fashion_mnist,mlp2,3,128,none,activation,observed,0.0,fashion_mnist_mlp2_N3_W128_none_activation,30,30,,,,,,,,,,,,,,,method_summary_not_obstruction_correlation,False,True,c2m3_synchronized,0.7897533333333333,0.014918045849038766,0.5155999999999998,-0.04233333333333327,0.0
