setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,model_index,local_seed,val_loss,val_accuracy,test_loss,test_accuracy,checkpoint_saved,checkpoint_path,checkpoint_metadata_json,preregistration_role,setting_description
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4040,fashion_mnist,mlp2,3,128,none,weight,4040,1,10088,0.42717254829406737,0.855,0.48432999567985535,0.8322,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4040,""gamma"":0.5,""local_seed"":10088,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4040,fashion_mnist,mlp2,3,128,none,weight,4040,2,11097,0.4225434188842773,0.859,0.47653643074035645,0.8356,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4040,""gamma"":0.5,""local_seed"":11097,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4041,fashion_mnist,mlp2,3,128,none,activation,4041,0,9080,0.426894624710083,0.859,0.4799255956172943,0.8304,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":9080,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4041,fashion_mnist,mlp2,3,128,none,activation,4041,1,10089,0.417578800201416,0.8645,0.48042941694259644,0.8318,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":10089,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4041,fashion_mnist,mlp2,3,128,none,activation,4041,2,11098,0.41553687477111817,0.8565,0.47052142601013186,0.8362,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":11098,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4041,fashion_mnist,mlp2,3,128,none,weight,4041,0,9080,0.426894624710083,0.859,0.4799255956172943,0.8304,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":9080,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4041,fashion_mnist,mlp2,3,128,none,weight,4041,1,10089,0.417578800201416,0.8645,0.48042941694259644,0.8318,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":10089,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4041,fashion_mnist,mlp2,3,128,none,weight,4041,2,11098,0.41553687477111817,0.8565,0.47052142601013186,0.8362,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4041,""gamma"":0.5,""local_seed"":11098,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4042,fashion_mnist,mlp2,3,128,none,activation,4042,0,9081,0.4237260398864746,0.8625,0.47645740723609925,0.8334,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":9081,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4042,fashion_mnist,mlp2,3,128,none,activation,4042,1,10090,0.4309435024261475,0.8575,0.4853512659549713,0.8312,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":10090,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4042,fashion_mnist,mlp2,3,128,none,activation,4042,2,11099,0.42278216552734377,0.858,0.48059807677268984,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":11099,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4042,fashion_mnist,mlp2,3,128,none,weight,4042,0,9081,0.4237260398864746,0.8625,0.47645740723609925,0.8334,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":9081,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4042,fashion_mnist,mlp2,3,128,none,weight,4042,1,10090,0.4309435024261475,0.8575,0.4853512659549713,0.8312,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":10090,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4042,fashion_mnist,mlp2,3,128,none,weight,4042,2,11099,0.42278216552734377,0.858,0.48059807677268984,0.8314,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4042,""gamma"":0.5,""local_seed"":11099,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4043,fashion_mnist,mlp2,3,128,none,activation,4043,0,9082,0.42183337211608884,0.858,0.47995612692832945,0.8322,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":9082,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4043,fashion_mnist,mlp2,3,128,none,activation,4043,1,10091,0.4251075496673584,0.8555,0.47719211502075193,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":10091,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4043,fashion_mnist,mlp2,3,128,none,activation,4043,2,11100,0.4293291206359863,0.8585,0.48335941190719606,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":11100,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4043,fashion_mnist,mlp2,3,128,none,weight,4043,0,9082,0.42183337211608884,0.858,0.47995612692832945,0.8322,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":9082,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4043,fashion_mnist,mlp2,3,128,none,weight,4043,1,10091,0.4251075496673584,0.8555,0.47719211502075193,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":10091,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4043,fashion_mnist,mlp2,3,128,none,weight,4043,2,11100,0.4293291206359863,0.8585,0.48335941190719606,0.832,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4043,""gamma"":0.5,""local_seed"":11100,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4044,fashion_mnist,mlp2,3,128,none,activation,4044,0,9083,0.42224075889587404,0.8605,0.47996110248565677,0.8328,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":9083,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4044,fashion_mnist,mlp2,3,128,none,activation,4044,1,10092,0.4197439250946045,0.858,0.47468233227729795,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":10092,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4044,fashion_mnist,mlp2,3,128,none,activation,4044,2,11101,0.4246726360321045,0.86,0.481728377532959,0.8328,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":11101,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4044,fashion_mnist,mlp2,3,128,none,weight,4044,0,9083,0.42224075889587404,0.8605,0.47996110248565677,0.8328,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":9083,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4044,fashion_mnist,mlp2,3,128,none,weight,4044,1,10092,0.4197439250946045,0.858,0.47468233227729795,0.8326,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":10092,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4044,fashion_mnist,mlp2,3,128,none,weight,4044,2,11101,0.4246726360321045,0.86,0.481728377532959,0.8328,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4044,""gamma"":0.5,""local_seed"":11101,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4045,fashion_mnist,mlp2,3,128,none,activation,4045,0,9084,0.41976448059082033,0.8625,0.47413413047790526,0.83,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":9084,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4045,fashion_mnist,mlp2,3,128,none,activation,4045,1,10093,0.4237618389129639,0.8605,0.4799380611419678,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":10093,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4045,fashion_mnist,mlp2,3,128,none,activation,4045,2,11102,0.42792568588256835,0.857,0.48561905941963196,0.8322,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":11102,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4045,fashion_mnist,mlp2,3,128,none,weight,4045,0,9084,0.41976448059082033,0.8625,0.47413413047790526,0.83,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":9084,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4045,fashion_mnist,mlp2,3,128,none,weight,4045,1,10093,0.4237618389129639,0.8605,0.4799380611419678,0.8306,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":10093,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4045,fashion_mnist,mlp2,3,128,none,weight,4045,2,11102,0.42792568588256835,0.857,0.48561905941963196,0.8322,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4045,""gamma"":0.5,""local_seed"":11102,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4046,fashion_mnist,mlp2,3,128,none,activation,4046,0,9085,0.4207345676422119,0.8595,0.4777333393573761,0.8332,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4046,""gamma"":0.5,""local_seed"":9085,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4046,fashion_mnist,mlp2,3,128,none,activation,4046,1,10094,0.4205411605834961,0.8605,0.48156750931739806,0.831,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4046,""gamma"":0.5,""local_seed"":10094,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4046,fashion_mnist,mlp2,3,128,none,activation,4046,2,11103,0.4211334037780762,0.855,0.4771260299682617,0.8304,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4046,""gamma"":0.5,""local_seed"":11103,""matching"":""activation"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching."
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4046,fashion_mnist,mlp2,3,128,none,weight,4046,0,9085,0.4207345676422119,0.8595,0.4777333393573761,0.8332,False,,"{""architecture"":""mlp2"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""fashion_mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4046,""gamma"":0.5,""local_seed"":9085,""matching"":""weight"",""max_test_samples"":5000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":128}",neighbor_control,Same primary setting with weight matching.
