true_family,n_rows,mean_observed_cycle_score,mean_observed_centrality_score,scalar_candidate_fraction,strict_acceptance_rate,false_accept_rate,false_reject_rate,mean_spectral_connection_residual,mean_optimized_connection_residual,mean_optimized_improvement
edge_corrupted_global_gauge,2520,0.8811673189921275,0.5368827565407979,0.0,0.0,0.0,0.0,0.25361360132683114,0.25357005544857386,4.354587825726392e-05
exact_global_block_gauge,2520,4.912867630223969e-16,4.665481248657311e-16,0.0,0.6222222222222222,0.0,0.37777777777777777,4.677979402714522e-16,3.62598928701205e-16,1.0519901157024709e-16
fake_projection_trap,2520,1.400655953954745,0.9662743615866296,0.0,0.0,0.0,0.0,0.522756080288049,0.515461690447608,0.007294389840440935
learned_noncontiguous_block_positive_control,1260,4.003450964880829e-16,3.816074604648003e-16,0.0,1.0,0.0,0.0,3.0643576868306917e-16,2.4419808846800856e-16,6.223768021506062e-17
noisy_global_block_gauge,2520,1.312584130833566,0.8187058980155789,0.0,0.08888888888888889,0.0,0.0,0.4821706468937944,0.45352154768397557,0.02864909920981872
noncentral_block_holonomy,2520,0.7258960259739072,0.5700102100535275,0.0,0.0,0.0,0.0,0.1893812483886321,0.18937656033751932,4.688051112775462e-06
scalar_block_phase_mu2,2520,1.1333333333333333,0.0,1.0,0.0,0.0,0.0,0.3610198373530777,0.3160865352232411,0.04493330212983659
