setting_id,dataset,architecture,n_models,width,seed,epochs,max_train_samples,max_test_samples,val_fraction,matching,checkpoint_dir,sync_reference,sync_disagreement,individual_accuracy_mean,individual_accuracy_min,individual_accuracy_max,individual_accuracy_variance,individual_loss_mean,method,display_name,paper_name,official_repo,license,implementation_kind,deviations_from_official,output_type,uses_validation_data,capacity_matched_to_weight_average,extra_inference_cost,inference_time_multiplier,param_count_multiplier,is_single_model,uses_exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,fair_for_current_claims,fairness_note,val_loss,val_accuracy,selection_val_accuracy,test_loss,test_accuracy,loss,accuracy,single_best_accuracy,merge_degradation,checkpoint,selector_no_test_leakage,evaluation_status,accuracy_delta_vs_internal_c2m3,loss_delta_vs_internal_c2m3,validation_accuracy_delta_vs_internal_c2m3,accuracy_delta_vs_greedy_soup,loss_delta_vs_greedy_soup,validation_accuracy_delta_vs_greedy_soup,accuracy_delta_vs_weight_average,loss_delta_vs_weight_average,validation_accuracy_delta_vs_weight_average,scale_source,mean_abs_log_scale,max_abs_log_scale,log_scale_variance,scale_synchronization_disagreement,soup_indices,soup_selected_labels,soup_ingredient_count,selector_chose,selector_val_margin,selector_pool,reused_internal_improved_selector_row,selector_metric_source
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,weight_average,Weight average / uniform soup,Ordinary uniform parameter averaging control,,project,native internal control,Uniform parameter average of the same original checkpoints; also the uniform-soup analogue.,single_model,False,True,False,1.0,1.0,True,False,False,False,True,Fair as an unaligned single-model control.,1.2331800537109374,0.778,,1.2076183603286743,0.7877,1.2076183603286743,0.7877,0.8832,0.09550000000000003,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/weight_average.pt,True,evaluated,-0.08530000000000004,0.6253952425479888,-0.06599999999999995,-0.09550000000000003,0.7441023249149322,-0.08099999999999996,0.0,0.0,0.0,,,,,,,,,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,git_rebasin_pairwise,Faithful Git-ReBasin-style pairwise alignment,Git Re-Basin: Merging Models modulo Permutation Symmetries,https://github.com/samuela/git-re-basin,MIT,faithful in-repo reimplementation,"Activation-correlation Hungarian matching aligns each model to model 0, then weights are averaged; official JAX experiment stack is not run.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair only as a Git-ReBasin-style MNIST MLP baseline, not as an official-code claim.",0.6260733337402343,0.844,,0.5822231177806855,0.873,0.5822231177806855,0.873,0.8832,0.010199999999999987,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/git_rebasin_pairwise.pt,True,evaluated,0.0,0.0,0.0,-0.010199999999999987,0.11870708236694338,-0.015000000000000013,0.08530000000000004,-0.6253952425479888,0.06599999999999995,,,,,,,,,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,c2m3_permutation,Internal C2M3-style cycle-consistent alignment,Cycle Consistent Model Merging,https://github.com/crisostomi/cycle-consistent-model-merging,MIT,faithful internal C2M3-style reimplementation,Activation-based pairwise permutations are synchronized to a global reference before averaging; official Hydra/uv/wandb pipeline is not run.,single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair as the internal C2M3-style reference for current claims, not as official C2M3.",0.6260733337402343,0.844,,0.5822231177806855,0.873,0.5822231177806855,0.873,0.8832,0.010199999999999987,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/c2m3_permutation.pt,True,evaluated,0.0,0.0,0.0,-0.010199999999999987,0.11870708236694338,-0.015000000000000013,0.08530000000000004,-0.6253952425479888,0.06599999999999995,,,,,,,,,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,monomial_scale,Raw monomial scaling,TwistedMerge exact positive ReLU gauge,,project,native internal method,"Positive ReLU hidden-unit scalings are estimated from training activations after permutation synchronization, then averaged.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,Fair as an internal exact-symmetry ablation.,0.6167575607299804,0.846,,0.5745797124385834,0.8727,0.5745797124385834,0.8727,0.8832,0.010499999999999954,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/monomial_scale.pt,True,evaluated,-0.00029999999999996696,-0.007643405342102061,0.0020000000000000018,-0.010499999999999954,0.11106367702484132,-0.013000000000000012,0.08500000000000008,-0.6330386478900909,0.06799999999999995,reference_raw,0.19352970292972507,6.907755278982137,0.29495270653860367,0.1736111111111111,,,,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,greedy_soup,Faithful Model Soups greedy soup,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,https://github.com/mlfoundations/model-soups,MIT,faithful in-repo reimplementation,Greedy soup over the same MNIST MLP checkpoints using validation accuracy/loss; official downloaded soup models are not used.,soup_single_model,True,True,False,1.0,1.0,True,False,True,False,True,"Fair as a faithful greedy soup on this MNIST MLP benchmark, not as a broad official Model Soups result.",0.5127413864135743,0.859,0.859,0.4635160354137421,0.8832,0.4635160354137421,0.8832,0.8832,0.0,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/greedy_soup.pt,True,evaluated,0.010199999999999987,-0.11870708236694338,0.015000000000000013,0.0,0.0,0.0,0.09550000000000003,-0.7441023249149322,0.08099999999999996,,,,,,[2],"[""original:2""]",1.0,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,monomial_scaled_greedy_soup,Monomial-scaled greedy soup,TwistedMerge exact positive ReLU gauge plus Model Soups greedy selection,https://github.com/mlfoundations/model-soups,MIT for Model Soups reference; project code for scaling,native internal method plus faithful greedy soup rule,Greedy soup over positive-scale-aligned candidates; official Model Soups code is not imported.,soup_single_model,True,True,False,1.0,1.0,True,True,True,False,True,Fair as an internal monomial+soup ablation.,0.5127414016723633,0.859,0.859,0.4635160339832306,0.8832,0.4635160339832306,0.8832,0.8832,0.0,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/monomial_scaled_greedy_soup.pt,True,evaluated,0.010199999999999987,-0.11870708379745487,0.015000000000000013,0.0,-1.4305114870438729e-09,0.0,0.09550000000000003,-0.7441023263454437,0.08099999999999996,,,,,,[2],"[""monomial:2""]",1.0,,,,False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,validated_ladder_selector,Validated ladder selector,TwistedMerge validation-only ladder selector,,project,native internal method,Selects between C2M3-style alignment and raw monomial scaling by validation accuracy/loss only.,validation_selected_single_model,True,True,False,1.0,1.0,True,True,False,False,True,Fair as the earlier internal selector baseline.,0.6167575607299804,0.846,0.846,0.5745797124385834,0.8727,0.5745797124385834,0.8727,0.8832,0.010499999999999954,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801/validated_ladder_selector.pt,True,evaluated,-0.00029999999999996696,-0.007643405342102061,0.0020000000000000018,-0.010499999999999954,0.11106367702484132,-0.013000000000000012,0.08500000000000008,-0.6330386478900909,0.06799999999999995,,,,,,,,,monomial_scale,0.0020000000000000018,"[""c2m3_permutation"", ""monomial_scale""]",False,
mnist_mlp_N3_W64_S1801,mnist,mlp_relu,3,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N3_W64_S1801,0,0.1736111111111111,0.8794333333333334,0.8752,0.8832,1.0775555555555585e-05,0.4727343465805054,improved_validated_selector,Improved validated ladder selector,TwistedMerge improved validation-only selector,,project,native internal method,"Uses the current internal improved-selector definition from the improved validated ladder benchmark when available; that selector chooses among C2M3, monomial, shrinkage/global/optimized monomial, greedy-soup variants, and union candidate soup by validation metrics only.",validation_selected_single_model_or_soup,True,True,False,1.0,1.0,True,True,True,False,True,Fair for the limited internal MNIST MLP selector-vs-baseline claim.,0.4961051368713379,0.861,0.861,0.4632247646808624,0.874,0.4632247646808624,0.874,0.8832,0.009199999999999986,,True,evaluated,0.0010000000000000009,-0.1189983530998231,0.017000000000000015,-0.009199999999999986,-0.0002912707328797115,0.0020000000000000018,0.08630000000000004,-0.7443935956478119,0.08299999999999996,,,,,,,,,optimized_monomial_scale,0.002,"[""c2m3_permutation"", ""monomial_scale"", ""shrinkage_monomial_scale"", ""global_monomial_scale"", ""optimized_monomial_scale"", ""greedy_soup"", ""c2m3_greedy_soup"", ""monomial_scaled_greedy_soup"", ""shrinkage_monomial_greedy_soup"", ""global_monomial_greedy_soup"", ""optimized_monomial_greedy_soup"", ""union_candidate_soup""]",True,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/csv/improved_validated_ladder_merge_benchmark.csv
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,weight_average,Weight average / uniform soup,Ordinary uniform parameter averaging control,,project,native internal control,Uniform parameter average of the same original checkpoints; also the uniform-soup analogue.,single_model,False,True,False,1.0,1.0,True,False,False,False,True,Fair as an unaligned single-model control.,1.5517948455810546,0.687,,1.5399900102615356,0.6918,1.5399900102615356,0.6918,0.8637,0.17190000000000005,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/weight_average.pt,True,evaluated,-0.14540000000000008,0.7131738725662231,-0.125,-0.1694,0.9536374428749084,-0.15799999999999992,0.0,0.0,0.0,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,git_rebasin_pairwise,Faithful Git-ReBasin-style pairwise alignment,Git Re-Basin: Merging Models modulo Permutation Symmetries,https://github.com/samuela/git-re-basin,MIT,faithful in-repo reimplementation,"Activation-correlation Hungarian matching aligns each model to model 0, then weights are averaged; official JAX experiment stack is not run.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair only as a Git-ReBasin-style MNIST MLP baseline, not as an official-code claim.",0.8685103912353516,0.803,,0.8281094114303589,0.8254,0.8281094114303589,0.8254,0.8637,0.0383,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/git_rebasin_pairwise.pt,True,evaluated,-0.011800000000000033,0.0012932737350463963,-0.009000000000000008,-0.03579999999999994,0.24175684404373166,-0.041999999999999926,0.13360000000000005,-0.7118805988311767,0.11599999999999999,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,c2m3_permutation,Internal C2M3-style cycle-consistent alignment,Cycle Consistent Model Merging,https://github.com/crisostomi/cycle-consistent-model-merging,MIT,faithful internal C2M3-style reimplementation,Activation-based pairwise permutations are synchronized to a global reference before averaging; official Hydra/uv/wandb pipeline is not run.,single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair as the internal C2M3-style reference for current claims, not as official C2M3.",0.8679712982177734,0.812,,0.8268161376953125,0.8372,0.8268161376953125,0.8372,0.8637,0.026499999999999968,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/c2m3_permutation.pt,True,evaluated,0.0,0.0,0.0,-0.02399999999999991,0.24046357030868526,-0.03299999999999992,0.14540000000000008,-0.7131738725662231,0.125,,,,,,,,,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,monomial_scale,Raw monomial scaling,TwistedMerge exact positive ReLU gauge,,project,native internal method,"Positive ReLU hidden-unit scalings are estimated from training activations after permutation synchronization, then averaged.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,Fair as an internal exact-symmetry ablation.,0.8558220748901367,0.828,,0.8170555808067321,0.8405,0.8170555808067321,0.8405,0.8637,0.0232,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/monomial_scale.pt,True,evaluated,0.0032999999999999696,-0.009760556888580352,0.015999999999999903,-0.02069999999999994,0.2307030134201049,-0.017000000000000015,0.14870000000000005,-0.7229344294548035,0.1409999999999999,reference_raw,0.21730504962694847,3.12060231776847,0.16614691819680216,0.25,,,,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,greedy_soup,Faithful Model Soups greedy soup,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,https://github.com/mlfoundations/model-soups,MIT,faithful in-repo reimplementation,Greedy soup over the same MNIST MLP checkpoints using validation accuracy/loss; official downloaded soup models are not used.,soup_single_model,True,True,False,1.0,1.0,True,False,True,False,True,"Fair as a faithful greedy soup on this MNIST MLP benchmark, not as a broad official Model Soups result.",0.6352362442016601,0.845,0.845,0.5863525673866272,0.8612,0.5863525673866272,0.8612,0.8637,0.0025000000000000577,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/greedy_soup.pt,True,evaluated,0.02399999999999991,-0.24046357030868526,0.03299999999999992,0.0,0.0,0.0,0.1694,-0.9536374428749084,0.15799999999999992,,,,,,[2],"[""original:2""]",1.0,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,monomial_scaled_greedy_soup,Monomial-scaled greedy soup,TwistedMerge exact positive ReLU gauge plus Model Soups greedy selection,https://github.com/mlfoundations/model-soups,MIT for Model Soups reference; project code for scaling,native internal method plus faithful greedy soup rule,Greedy soup over positive-scale-aligned candidates; official Model Soups code is not imported.,soup_single_model,True,True,False,1.0,1.0,True,True,True,False,True,Fair as an internal monomial+soup ablation.,0.635236198425293,0.845,0.845,0.5863525591373444,0.8612,0.5863525591373444,0.8612,0.8637,0.0025000000000000577,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/monomial_scaled_greedy_soup.pt,True,evaluated,0.02399999999999991,-0.24046357855796807,0.03299999999999992,0.0,-8.249282812400338e-09,0.0,0.1694,-0.9536374511241912,0.15799999999999992,,,,,,[2],"[""monomial:2""]",1.0,,,,False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,validated_ladder_selector,Validated ladder selector,TwistedMerge validation-only ladder selector,,project,native internal method,Selects between C2M3-style alignment and raw monomial scaling by validation accuracy/loss only.,validation_selected_single_model,True,True,False,1.0,1.0,True,True,False,False,True,Fair as the earlier internal selector baseline.,0.8558220748901367,0.828,0.828,0.8170555808067321,0.8405,0.8170555808067321,0.8405,0.8637,0.0232,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801/validated_ladder_selector.pt,True,evaluated,0.0032999999999999696,-0.009760556888580352,0.015999999999999903,-0.02069999999999994,0.2307030134201049,-0.017000000000000015,0.14870000000000005,-0.7229344294548035,0.1409999999999999,,,,,,,,,monomial_scale,0.015999999999999903,"[""c2m3_permutation"", ""monomial_scale""]",False,
mnist_mlp_N4_W32_S1801,mnist,mlp_relu,4,32,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W32_S1801,3,0.25,0.859725,0.8514,0.8637,2.388687499999988e-05,0.6045001280784607,improved_validated_selector,Improved validated ladder selector,TwistedMerge improved validation-only selector,,project,native internal method,"Uses the current internal improved-selector definition from the improved validated ladder benchmark when available; that selector chooses among C2M3, monomial, shrinkage/global/optimized monomial, greedy-soup variants, and union candidate soup by validation metrics only.",validation_selected_single_model_or_soup,True,True,False,1.0,1.0,True,True,True,False,True,Fair for the limited internal MNIST MLP selector-vs-baseline claim.,0.6235484619140625,0.848,0.848,0.5737486520767212,0.8605,0.5737486520767212,0.8605,0.8637,0.0031999999999999806,,True,evaluated,0.023299999999999987,-0.25306748561859127,0.03599999999999992,-0.0006999999999999229,-0.01260391530990601,0.0030000000000000027,0.16870000000000007,-0.9662413581848144,0.16099999999999992,,,,,,,,,union_candidate_soup,0.003,"[""c2m3_permutation"", ""monomial_scale"", ""shrinkage_monomial_scale"", ""global_monomial_scale"", ""optimized_monomial_scale"", ""greedy_soup"", ""c2m3_greedy_soup"", ""monomial_scaled_greedy_soup"", ""shrinkage_monomial_greedy_soup"", ""global_monomial_greedy_soup"", ""optimized_monomial_greedy_soup"", ""union_candidate_soup""]",True,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/csv/improved_validated_ladder_merge_benchmark.csv
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,weight_average,Weight average / uniform soup,Ordinary uniform parameter averaging control,,project,native internal control,Uniform parameter average of the same original checkpoints; also the uniform-soup analogue.,single_model,False,True,False,1.0,1.0,True,False,False,False,True,Fair as an unaligned single-model control.,1.505902359008789,0.607,,1.4905860052108764,0.6309,1.4905860052108764,0.6309,0.8865,0.25559999999999994,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/weight_average.pt,True,evaluated,-0.24370000000000003,0.8811857704162597,-0.25,-0.24729999999999996,1.005167621421814,-0.261,0.0,0.0,0.0,,,,,,,,,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,git_rebasin_pairwise,Faithful Git-ReBasin-style pairwise alignment,Git Re-Basin: Merging Models modulo Permutation Symmetries,https://github.com/samuela/git-re-basin,MIT,faithful in-repo reimplementation,"Activation-correlation Hungarian matching aligns each model to model 0, then weights are averaged; official JAX experiment stack is not run.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair only as a Git-ReBasin-style MNIST MLP baseline, not as an official-code claim.",0.677479118347168,0.854,,0.6379814479827881,0.8696,0.6379814479827881,0.8696,0.8865,0.016899999999999915,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/git_rebasin_pairwise.pt,True,evaluated,-0.0050000000000000044,0.028581213188171417,-0.0030000000000000027,-0.008599999999999941,0.15256306419372562,-0.014000000000000012,0.23870000000000002,-0.8526045572280883,0.247,,,,,,,,,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,c2m3_permutation,Internal C2M3-style cycle-consistent alignment,Cycle Consistent Model Merging,https://github.com/crisostomi/cycle-consistent-model-merging,MIT,faithful internal C2M3-style reimplementation,Activation-based pairwise permutations are synchronized to a global reference before averaging; official Hydra/uv/wandb pipeline is not run.,single_model,False,True,False,1.0,1.0,True,True,False,False,True,"Fair as the internal C2M3-style reference for current claims, not as official C2M3.",0.6483831558227539,0.857,,0.6094002347946167,0.8746,0.6094002347946167,0.8746,0.8865,0.01189999999999991,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/c2m3_permutation.pt,True,evaluated,0.0,0.0,0.0,-0.0035999999999999366,0.1239818510055542,-0.01100000000000001,0.24370000000000003,-0.8811857704162597,0.25,,,,,,,,,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,monomial_scale,Raw monomial scaling,TwistedMerge exact positive ReLU gauge,,project,native internal method,"Positive ReLU hidden-unit scalings are estimated from training activations after permutation synchronization, then averaged.",single_model,False,True,False,1.0,1.0,True,True,False,False,True,Fair as an internal exact-symmetry ablation.,0.6422161865234375,0.852,,0.6066602404117585,0.8742,0.6066602404117585,0.8742,0.8865,0.012299999999999978,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/monomial_scale.pt,True,evaluated,-0.00040000000000006697,-0.002739994382858213,-0.0050000000000000044,-0.0040000000000000036,0.12124185662269599,-0.016000000000000014,0.24329999999999996,-0.8839257647991179,0.245,reference_raw,0.19151941956964766,6.907755278982137,0.2414388084659844,0.2890625,,,,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,greedy_soup,Faithful Model Soups greedy soup,Model soups: averaging weights of multiple fine-tuned models improves accuracy without increasing inference time,https://github.com/mlfoundations/model-soups,MIT,faithful in-repo reimplementation,Greedy soup over the same MNIST MLP checkpoints using validation accuracy/loss; official downloaded soup models are not used.,soup_single_model,True,True,False,1.0,1.0,True,False,True,False,True,"Fair as a faithful greedy soup on this MNIST MLP benchmark, not as a broad official Model Soups result.",0.5315820960998535,0.868,0.868,0.4854183837890625,0.8782,0.4854183837890625,0.8782,0.8865,0.008299999999999974,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/greedy_soup.pt,True,evaluated,0.0035999999999999366,-0.1239818510055542,0.01100000000000001,0.0,0.0,0.0,0.24729999999999996,-1.005167621421814,0.261,,,,,,[0],"[""original:0""]",1.0,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,monomial_scaled_greedy_soup,Monomial-scaled greedy soup,TwistedMerge exact positive ReLU gauge plus Model Soups greedy selection,https://github.com/mlfoundations/model-soups,MIT for Model Soups reference; project code for scaling,native internal method plus faithful greedy soup rule,Greedy soup over positive-scale-aligned candidates; official Model Soups code is not imported.,soup_single_model,True,True,False,1.0,1.0,True,True,True,False,True,Fair as an internal monomial+soup ablation.,0.6189077453613281,0.872,0.872,0.5832009752273559,0.88,0.5832009752273559,0.88,0.8865,0.00649999999999995,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/monomial_scaled_greedy_soup.pt,True,evaluated,0.00539999999999996,-0.02619925956726077,0.015000000000000013,0.0018000000000000238,0.09778259143829343,0.0040000000000000036,0.2491,-0.9073850299835204,0.265,,,,,,"[0, 3]","[""monomial:0"", ""monomial:3""]",2.0,,,,False,
mnist_mlp_N4_W64_S1801,mnist,mlp_relu,4,64,1801,3,5000,0,0.2,activation,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801,2,0.2890625,0.8811249999999999,0.8782,0.8865,1.1391874999999939e-05,0.47250117217302323,validated_ladder_selector,Validated ladder selector,TwistedMerge validation-only ladder selector,,project,native internal method,Selects between C2M3-style alignment and raw monomial scaling by validation accuracy/loss only.,validation_selected_single_model,True,True,False,1.0,1.0,True,True,False,False,True,Fair as the earlier internal selector baseline.,0.6483831558227539,0.857,0.857,0.6094002347946167,0.8746,0.6094002347946167,0.8746,0.8865,0.01189999999999991,/Users/tinggong/Documents/GitHub/TwistedMerge/reports/checkpoints/external_baselines/mnist_mlp_N4_W64_S1801/validated_ladder_selector.pt,True,evaluated,0.0,0.0,0.0,-0.0035999999999999366,0.1239818510055542,-0.01100000000000001,0.24370000000000003,-0.8811857704162597,0.25,,,,,,,,,c2m3_permutation,0.0050000000000000044,"[""c2m3_permutation"", ""monomial_scale""]",False,
