dataset,run_id,prime,candidate_id,candidate_role,peel_mode,quotient_residual_before,quotient_residual_after,quotient_residual_reduction,permutation_cycle_residual_before,permutation_cycle_residual_after,permutation_cycle_residual_reduction,representative_displacement_mean,representative_displacement_max,inverse_consistency_violation,alignment_cost_proxy,objective_value,implemented_corrected_merge,validation_accuracy,test_accuracy,baseline_validation_accuracy,baseline_test_accuracy,validation_delta_vs_baseline,test_delta_vs_baseline,wrong_prime_control_validation_accuracy,shuffled_control_validation_accuracy,random_control_validation_accuracy,no_quotient_control_validation_accuracy,capacity_multiplier,inference_multiplier,uses_test_for_selection,selected_by_validation,claim_status,na_reason,edge_cochain_solve_status,representative_selection_status
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,7,p7_candidate_0,no_correction_baseline,loss_aware_peel_p_only,0.5,0.5,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.5,True,0.8055,0.781,0.8055,0.781,0.0,0.0,,0.7985,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,no_correction_baseline
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,7,p7_candidate_1,minimal_displacement,loss_aware_peel_p_only,0.5,0.25,0.25,0.79296875,0.8828125,-0.08984375,0.17708333333333334,0.53125,0.0,0.0,0.9270833333333334,True,0.8055,0.781,0.8055,0.781,0.0,0.0,,0.7985,0.8055,0.8055,1.0,1.0,False,False,quotient_peel_not_permutation_safe,quotient_peel_not_permutation_safe,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,7,p7_candidate_2,best_quotient_residual,loss_aware_peel_p_only,0.5,0.25,0.25,0.79296875,0.8828125,-0.08984375,0.17708333333333334,0.53125,0.0,0.0,7.508854166666667,True,0.8055,0.781,0.8055,0.781,0.0,0.0,,0.7985,0.8055,0.8055,1.0,1.0,False,False,quotient_peel_not_permutation_safe,quotient_peel_not_permutation_safe,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,7,p7_candidate_3,best_permutation_cycle,loss_aware_peel_p_only,0.5,0.25,0.25,0.79296875,0.87890625,-0.0859375,0.21614583333333334,0.765625,0.0,0.0,9.549869791666667,True,0.8055,0.781,0.8055,0.781,0.0,0.0,,0.7985,0.8055,0.8055,1.0,1.0,False,False,quotient_peel_not_permutation_safe,quotient_peel_not_permutation_safe,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,7,p7_candidate_4,combined_objective,loss_aware_peel_p_only,0.5,0.25,0.25,0.79296875,0.8828125,-0.08984375,0.17708333333333334,0.53125,0.0,0.0,6.619791666666667,True,0.8055,0.781,0.8055,0.781,0.0,0.0,,0.7985,0.8055,0.8055,1.0,1.0,False,False,quotient_peel_not_permutation_safe,quotient_peel_not_permutation_safe,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,17,p17_candidate_0,no_correction_baseline,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.25,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,no_correction_baseline
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,17,p17_candidate_1,minimal_displacement,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.0,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,17,p17_candidate_2,best_quotient_residual,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.0,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,17,p17_candidate_3,best_permutation_cycle,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,7.9296875,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,17,p17_candidate_4,combined_objective,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,3.171875,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,19,p19_candidate_0,no_correction_baseline,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.25,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,no_correction_baseline
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,19,p19_candidate_1,minimal_displacement,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.0,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,19,p19_candidate_2,best_quotient_residual,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,0.0,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,19,p19_candidate_3,best_permutation_cycle,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.7578125,0.03515625,0.049479166666666664,0.296875,0.0,0.0,7.580598958333334,True,0.786,0.7585,0.8055,0.781,-0.019499999999999962,-0.022500000000000075,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
fashion_mnist,fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200,19,p19_candidate_4,combined_objective,loss_aware_peel_p_only,0.25,0.25,0.0,0.79296875,0.79296875,0.0,0.0,0.0,0.0,0.0,3.171875,True,0.8055,0.781,0.8055,0.781,0.0,0.0,0.8055,0.8055,0.8055,0.8055,1.0,1.0,False,False,metric_produced_but_not_claimable,metric_produced_but_not_claimable,quotient_cochain_inconsistent_sign_1,loss_aware_representative_selection_available
