setting_id,dataset,dataset_role,architecture,conv1_channels,conv2_channels,hidden_units,n_models,seed,epochs,max_train_samples,max_test_samples,augmentation,individual_accuracy_mean,individual_accuracy_max,cifar_plumbing_threshold,cifar_meaningful_threshold,merge_claims_allowed,gate_decision,feasibility_status,parameter_count,inference_cost_units,parameter_count_multiplier,inference_time_multiplier,exact_positive_channel_scale_available,method,val_accuracy,val_loss,accuracy,loss,selection_used_validation_only,evaluation_status,exact_relu_channel_gauge,single_model,capacity_matched,ensemble_or_extra_capacity,gate_source,pairwise_alignment_residual,sync_disagreement_mean,accuracy_delta_vs_c2m3,accuracy_delta_vs_greedy_soup,accuracy_delta_vs_weight_average,soup_ingredient_count,soup_selected_labels,selector_chose,selector_challenger,selector_val_margin,selector_left_greedy
cifar10_rescue_probe_c32_c64_h256_e12_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,1,8300,12,12000,3000,True,0.6503333333333333,0.6503333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,individual_rescue_probe,0.62625,1.0433880233764647,0.6503333333333333,0.9999179509480794,False,rescue_probe,False,True,True,False,,,,,,,,,,,,
cifar10_rescue_probe_c64_c128_h256_e12_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,64,128,256,1,8300,12,12000,3000,True,0.6056666666666667,0.6056666666666667,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,2175626,22743552,1.0,1.0,True,individual_rescue_probe,0.5945833333333334,1.151675262451172,0.6056666666666667,1.1034977315266927,False,rescue_probe,False,True,True,False,,,,,,,,,,,,
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,weight_average,0.1025,2.295217367808024,0.10033333333333333,2.296623962402344,True,evaluated,False,True,True,False,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,-0.38666666666666666,-0.558,0.0,,,,,,
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,c2m3_channel_synchronization,0.46708333333333335,1.6216283416748047,0.487,1.6039519704182943,True,evaluated,True,True,True,False,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,0.0,-0.17133333333333334,0.38666666666666666,,,,,,
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,positive_channel_scale,0.41333333333333333,1.671772492726644,0.43833333333333335,1.6557207310994466,True,evaluated,True,True,True,False,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,-0.048666666666666636,-0.21999999999999997,0.338,,,,,,
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,greedy_soup,0.62875,1.0243105506896972,0.6583333333333333,0.9848374735514323,True,evaluated,False,True,True,False,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,0.17133333333333334,0.0,0.558,1.0,"[""original:2""]",,,,
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,1.0,1.0,True,greedy_safe_selector,0.62875,1.0243105506896972,0.6583333333333333,0.9848374735514323,True,evaluated,False,True,True,False,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,0.17133333333333334,0.0,0.558,,,greedy_soup,c2m3_channel_synchronization,-0.16166666666666668,False
cifar10_rescue_c32_c64_h256_e12_N3_S8300,cifar10,cifar_rescue_or_no_go,larger_relu_cnn_no_batchnorm,32,64,256,3,8300,12,12000,3000,True,0.6455555555555555,0.6583333333333333,0.45,0.6,True,Meaningful CIFAR gate passed,cifar_meaningful_gate_passed,1070794,6654464,3.0,3.0,True,ensemble_upper_bound,0.6291666666666667,1.0019184589385985,0.675,0.946312260945638,True,evaluated,False,False,False,True,meaningful_probe_gate,0.7803819643126594,0.20167824074074078,0.18800000000000006,0.01666666666666672,0.5746666666666667,,,,,,
